,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id,ipniID.type,ipniID
108,uri,http://www.wikidata.org/entity/Q15369349,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari excelsa,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727101-1
109,uri,http://www.wikidata.org/entity/Q15369368,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari congensis,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727088-1
110,uri,http://www.wikidata.org/entity/Q15369454,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari congolana,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727090-1
111,uri,http://www.wikidata.org/entity/Q15369711,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari klugii,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,183235-2
112,uri,http://www.wikidata.org/entity/Q15369755,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari parvifolia,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,183248-2
113,uri,http://www.wikidata.org/entity/Q15369897,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari littoralis,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,183239-2
114,uri,http://www.wikidata.org/entity/Q15369954,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari maguirei,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,183241-2
115,uri,http://www.wikidata.org/entity/Q15370043,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari rodolphii,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727162-1
116,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari sprucei,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727170-1
117,uri,http://www.wikidata.org/entity/Q15370359,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari sumatrana,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727173-1
118,uri,http://www.wikidata.org/entity/Q15370478,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari occidentalis,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,183244-2
119,uri,http://www.wikidata.org/entity/Q15370558,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari pachyphylla,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,183245-2
120,uri,http://www.wikidata.org/entity/Q15370742,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari brasiliensis,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727082-1
121,uri,http://www.wikidata.org/entity/Q15354735,uri,http://www.wikidata.org/entity/Q105187209,literal,Licania intrapetiolaris,literal,NXJIENULLHZFNA-YJWLGVHQSA-N,literal,O=C(OC1C=C2C(OC)OC(OC(=O)C)C23C(O)CC(C)C(C)(CCC(=C)C=C)C3C1)C4=CC=C(O)C=C4,en,literal,"[(1S,3S,5S,6aS,7R,8R,10S,10aR)-1-acetyloxy-10-hydroxy-3-methoxy-7,8-dimethyl-7-(3-methylidenepent-4-enyl)-1,3,5,6,6a,8,9,10-octahydrobenzo[d][2]benzofuran-5-yl] 4-hydroxybenzoate",literal,10.1021/NP0005006,,,,,literal,726061-1
122,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q105194990,literal,Parinari sprucei,literal,ONOKZRNLDFPWDJ-DIBRSVBWSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(CO)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,6R,8R,11R,12R)-5-hydroxy-6-(hydroxymethyl)-2,12-dimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1055/S-2004-827155,,,,,literal,727170-1
123,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q104909158,literal,Parinari sprucei,literal,ACKZAEGRHFFRER-PUQOOXCXSA-N,literal,O=C(OC)C1(C)CCCC2(O)C1CCC34C(=O)C(O)(CO)C(CCC23C)C4,en,literal,"methyl (1R,4R,5R,9S,10S,13R,14R)-9,14-dihydroxy-14-(hydroxymethyl)-5,10-dimethyl-15-oxotetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate",literal,10.1055/S-2004-827155,,,,,literal,727170-1
124,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q105250147,literal,Licania heteromorpha,literal,SCHVWZLYQPLPJV-AOFQKEABSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(OC)=C(O)C4,en,literal,"3-(beta-D-Galactopyranosyloxy)-4'-methoxy-3',5,5',7-tetrahydroxyflavone",literal,10.1016/S0031-9422(98)00763-8,,,,,literal,726048-1
125,uri,http://www.wikidata.org/entity/Q5408592,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari costata,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727094-1
126,uri,http://www.wikidata.org/entity/Q577669,uri,http://www.wikidata.org/entity/Q105143853,literal,Chrysobalanus icaco,literal,KOJYENXGDXRGDK-UHFFFAOYSA-N,literal,O=C(OC)CCCCCCCC=CC=CC=CCCCC,en,literal,"methyl octadeca-9,11,13-trienoate",literal,10.1016/0009-3084(67)90012-6,literal,21850-57-7,,,literal,722181-1
127,uri,http://www.wikidata.org/entity/Q577669,uri,http://www.wikidata.org/entity/Q105151077,literal,Chrysobalanus icaco,literal,LFMQPNKZYKWPNB-CXSCBKOLSA-N,literal,O=C(OC)CCC(=O)CCCCC=CC=CC=CC=CCC,en,literal,"methyl (9Z,11E,13E,15Z)-4-oxooctadeca-9,11,13,15-tetraenoate",literal,10.1016/0009-3084(67)90012-6,,,,,literal,722181-1
128,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q104976144,literal,Moquilea pyrifolia,literal,DCYOADKBABEMIQ-YIFFCZEQSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,en,literal,"5,7-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
129,uri,http://www.wikidata.org/entity/Q7137123,uri,http://www.wikidata.org/entity/Q105248713,literal,Parinari campestris,literal,RZZKIPVVWOBCSF-JWRAIORBSA-N,literal,O=C1OC23CC(O)CC1(C)C3CCC45C(=O)C(O)(CO)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,6S,8R,11R,12R,14S)-5,6,14-trihydroxy-6-(hydroxymethyl)-2,12-dimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/J.FITOTE.2005.05.005,,,,,literal,727083-1
130,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q105266311,literal,Parinari sprucei,literal,TWZRJVCEACBXME-UGWOXWFMSA-N,literal,O=C(O)C1(C)CCCC2(C)C1CCC34C(=O)C(O)(CO)C(CCC32)C4,en,literal,"(1R,4S,5R,9S,10S,13R,14R)-14-hydroxy-14-(hydroxymethyl)-5,9-dimethyl-15-oxotetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid",literal,10.1055/S-2004-827155,,,,,literal,727170-1
131,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105174461,literal,Parinari capensis,literal,MXPHXJJQZUPDTN-UIOLOWFJSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,8R,11S,12R)-5-hydroxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/S0960-894X(02)00350-5,,,,,literal,727084-1
132,uri,http://www.wikidata.org/entity/Q577669,uri,http://www.wikidata.org/entity/Q104935534,literal,Chrysobalanus icaco,literal,BGHALTBJTYRCGM-UHFFFAOYSA-N,literal,O=C(OC)CCC(=O)CCCCC=CC=CC=CCCCC,en,literal,"methyl 4-oxooctadeca-9,11,13-trienoate",literal,10.1016/0009-3084(67)90012-6,,,,,literal,722181-1
133,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q104390356,literal,Moquilea pyrifolia,literal,SOSLMHZOJATCCP-MKMJNHTISA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,en,literal,kaempferol-3-O-alpha-L-rhamnoside,literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
134,uri,http://www.wikidata.org/entity/Q15355320,uri,http://www.wikidata.org/entity/Q105202665,literal,Licania pittieri,literal,OXGUCUVFOIWWQJ-JHPRLSDPSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,en,literal,Quercetin-3-O-rhamnoside,literal,10.1016/0031-6865(95)00027-7,,,,,literal,304028-2
135,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105256146,literal,Moquilea pyrifolia,literal,SMSLFVKERUHQMM-NADTVUILSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2OC3OCC(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=C(O)C(O)=C(O)C5,en,literal,"3-[(2R,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
136,uri,http://www.wikidata.org/entity/Q15354735,uri,http://www.wikidata.org/entity/Q105187207,literal,Licania intrapetiolaris,literal,NXJIENULLHZFNA-NTICDAHTSA-N,literal,O=C(OC1C=C2C(OC)OC(OC(=O)C)C23C(O)CC(C)C(C)(CCC(=C)C=C)C3C1)C4=CC=C(O)C=C4,en,literal,Intrapetacin A,literal,10.1021/NP0005006,,,,,literal,726061-1
137,uri,http://www.wikidata.org/entity/Q15358497,uri,http://www.wikidata.org/entity/Q104394669,literal,Couepia paraensis,literal,RIXNFYQZWDGQAE-JMGFFJFSSA-N,literal,O=C(OC1CCC2(C)C3CC=C4C5CC(C)(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C,en,literal,Oleanolic acid acetate,literal,10.1021/NP50025A019,,,,,literal,722782-1
138,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q105242396,literal,Licania heteromorpha,literal,ROPSGBPJLGYBSZ-WDDQVQAZSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC3=CC(OC)=CC(O)=C13)C=4C=C(O)C(OC5OC(C)C(O)C(O)C5O)=C(O)C4,en,literal,"2-[3,5-dihydroxy-4-[(2S,3S,4R,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyphenyl]-5-hydroxy-7-methoxy-3-[(2S,3S,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",literal,10.1016/S0031-9422(98)00763-8,,,,,literal,726048-1
139,uri,http://www.wikidata.org/entity/Q6542990,uri,http://www.wikidata.org/entity/Q104250732,literal,Licania michauxii,literal,HTFFQSVSMVOFKU-VBLIMHIUSA-N,literal,O=C(O)C1(C)CCCC2(C3=CCC4C(=C)C(=O)C3(CCC12)C4)C,en,literal,Licamichauxiioic acid A,literal,10.1080/1057563029001/4836,,,,,literal,287966-2
140,uri,http://www.wikidata.org/entity/Q6542990,uri,http://www.wikidata.org/entity/Q104250732,literal,Licania michauxii,literal,HTFFQSVSMVOFKU-VBLIMHIUSA-N,literal,O=C(O)C1(C)CCCC2(C3=CCC4C(=C)C(=O)C3(CCC12)C4)C,en,literal,Licamichauxiioic acid A,literal,10.1021/NP800370F,,,,,literal,287966-2
141,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q105147009,literal,Licania heteromorpha,literal,KWLOAKAXMOYBRK-DBNVPYPFSA-N,literal,O=C(OC1C(O)CC2(C)C3CC=C4C5CC(C)(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C=CC6=CC=C(O)C=C6,en,literal,3-beta-O-(trans-p-Coumaroyl)maslinic acid,literal,10.1055/S-2000-9601,literal,35482-91-8,,,literal,726048-1
142,uri,http://www.wikidata.org/entity/Q15354165,uri,http://www.wikidata.org/entity/Q104401725,literal,Licania cariae,literal,QCIILLDRJZPUDI-PHTGNFSXSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=C(O)C(O)=C(O)C5,en,literal,Myricetin-3-rutinoside,literal,10.1016/0031-6865(96)00010-6,,,,,literal,305697-2
143,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105202679,literal,Moquilea pyrifolia,literal,OXGUCUVFOIWWQJ-TUPRLDOISA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
144,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105274879,literal,Moquilea pyrifolia,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
145,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q104943987,literal,Parinari sprucei,literal,BPTRJBONXZCGJD-FBCPCHKUSA-N,literal,O=C1OC23C(O)CCC1(C)C3CC(O)C45C(=O)C(C)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,6R,8R,9S,11R,12R,15S)-5,9,15-trihydroxy-2,6,12-trimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1055/S-2004-827155,,,,,literal,727170-1
146,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q105244925,literal,Moquilea pyrifolia,literal,RSWKNNROTUMDID-LBPRGKRZSA-N,literal,O=C1C=2C(O)=CC(O)=C(O)C2OC(C3=CC=C(O)C(O)=C3)C1,en,literal,8-Hydroxyeriodictyol,literal,10.1016/0031-6865(96)00009-X,,,,,literal,164227-2
147,uri,http://www.wikidata.org/entity/Q7137123,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari campestris,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727083-1
148,uri,http://www.wikidata.org/entity/Q7137127,uri,http://www.wikidata.org/entity/Q105274879,literal,Parinari nonda,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.2307/2806097,,,,,literal,727146-1
149,uri,http://www.wikidata.org/entity/Q80701377,uri,http://www.wikidata.org/entity/Q104201353,literal,Moquilea pyrifolia,literal,XUARCIYIVXVTAE-HGBZRQGGSA-N,literal,OCC12CCC(C)C(C)C2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,"urs-12-ene-3β,28-diol",literal,10.1021/NP960134J,,,,,literal,164227-2
150,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q104968908,literal,Parinari sprucei,literal,CRUJJSCQVBIUDA-ZPXCCNANSA-N,literal,O=C1OC23CCC(O)C1(C)C3CCC45C(=O)C(O)(CO)C(O)(CCC42C)C5,en,literal,"(1S,2S,5S,6S,8R,11R,12S,13R)-5,6,13-trihydroxy-6-(hydroxymethyl)-2,12-dimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1055/S-2004-827155,,,,,literal,727170-1
151,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q104252596,literal,Parinari capensis,literal,FOHXFLPXBUAOJM-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,en,literal,myricetin-3-O-hexoside,literal,10.2307/2806097,,,,,literal,727084-1
152,uri,http://www.wikidata.org/entity/Q15369454,uri,http://www.wikidata.org/entity/Q104252596,literal,Parinari congolana,literal,FOHXFLPXBUAOJM-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,en,literal,myricetin-3-O-hexoside,literal,10.2307/2806097,,,,,literal,727090-1
153,uri,http://www.wikidata.org/entity/Q15355320,uri,http://www.wikidata.org/entity/Q105217276,literal,Licania pittieri,literal,PZZRDJXEMZMZFD-VHICIVCISA-N,literal,O=C1C(OC2OCC(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,en,literal,"3-(beta-D-Arabinopyranosyloxy)-5,7-dihydroxy-2-(3,4-dihydroxyphenyl)-4H-1-benzopyran-4-one",literal,10.1016/0031-6865(95)00027-7,,,,,literal,304028-2
154,uri,http://www.wikidata.org/entity/Q577669,uri,http://www.wikidata.org/entity/Q105132508,literal,Chrysobalanus icaco,literal,JOSZZTLGHRSLOI-CXSCBKOLSA-N,literal,O=C(OC)CCCCCCCC=CC=CC=CC=CCC,en,literal,"methyl (9Z,11E,13E,15Z)-octadeca-9,11,13,15-tetraenoate",literal,10.1016/0009-3084(67)90012-6,,,,,literal,722181-1
155,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q105242224,literal,Parinari sprucei,literal,ROHGZJRPRRSYLD-ZBCWEOQNSA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(O)(CO)C(CCC42C)C5,en,literal,"(1S,2S,5R,6R,8R,11R,12R)-6-hydroxy-6-(hydroxymethyl)-2,12-dimethyl-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1055/S-2004-827155,,,,,literal,727170-1
156,uri,http://www.wikidata.org/entity/Q6542990,uri,http://www.wikidata.org/entity/Q104250734,literal,Licania michauxii,literal,QGDCXKQHEOTKNK-WOCWYEKDSA-N,literal,O=C(O)C1(C)CCCC2(C)C3CCC4=CC3(C(=O)C4=C)CCC12,en,literal,Licamichauxiioic acid B,literal,10.1080/1057563029001/4836,,,,,literal,287966-2
157,uri,http://www.wikidata.org/entity/Q6542990,uri,http://www.wikidata.org/entity/Q104250734,literal,Licania michauxii,literal,QGDCXKQHEOTKNK-WOCWYEKDSA-N,literal,O=C(O)C1(C)CCCC2(C)C3CCC4=CC3(C(=O)C4=C)CCC12,en,literal,Licamichauxiioic acid B,literal,10.1021/NP800370F,,,,,literal,287966-2
158,uri,http://www.wikidata.org/entity/Q15354483,uri,http://www.wikidata.org/entity/Q104916838,literal,Licania heteromorpha,literal,AQHKWALTXQHZKK-GLDUGTPFSA-N,literal,O=C(OC1C(O)CC2(C)C(CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C(=O)O)CCC43C)C1(C)C)C=CC6=CC=C(O)C=C6,en,literal,2-O-p-Coumaroyllalphitolic acid,literal,10.1055/S-2000-9601,literal,67911-62-0,,,literal,726048-1
159,uri,http://www.wikidata.org/entity/Q15369140,uri,http://www.wikidata.org/entity/Q105270209,literal,Parinari capensis,literal,UCXBBKCPRLOQQA-HIQBCGIASA-N,literal,O=C1OC23CCCC1(C)C3CCC45C(=O)C(=C)C(OC)(CCC24C)C5,en,literal,"(1S,2S,5S,8R,11S,12R)-5-methoxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",literal,10.1016/S0960-894X(02)00350-5,,,,,literal,727084-1
160,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q105119123,literal,Parinari sprucei,literal,IRTHRPTXPXLENP-QMBFBYQJSA-N,literal,OCC1(O)CC23CCC4C(C)(C)CCC(O)C4(C)C3CCC1C2,en,literal,"(1S,4R,8R,9R,10R,13R,14R)-14-(hydroxymethyl)-5,5,9-trimethyltetracyclo[11.2.1.01,10.04,9]hexadecane-8,14-diol",literal,10.1055/S-2004-827155,,,,,literal,727170-1
161,uri,http://www.wikidata.org/entity/Q15369050,uri,http://www.wikidata.org/entity/Q1649777,literal,Parinari canarioides,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,en,literal,quercitrin,literal,10.2307/2806097,literal,522-12-3,literal,CHEMBL82242,literal,727039-1
162,uri,http://www.wikidata.org/entity/Q15370260,uri,http://www.wikidata.org/entity/Q27089430,literal,Parinari sprucei,literal,NIKHGUQULKYIGE-OTCXFQBHSA-N,literal,CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)O,en,literal,ent-kaur-16-en-19-oic acid,literal,10.1055/S-2004-827155,literal,6730-83-2,literal,CHEMBL489140,literal,727170-1
