,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q15381882,uri,http://www.wikidata.org/entity/Q56231106,literal,Ilex brevicuspis,literal,QAIPRVGONGVQAS-UHFFFAOYSA-N,literal,OC(=O)C=Cc1ccc(O)c(O)c1,literal,331-39-5,literal,83101-1,en,literal,caffeic acid,literal,10.1016/S0367-326X(01)00331-8,,
1,uri,http://www.wikidata.org/entity/Q15381740,uri,http://www.wikidata.org/entity/Q63409374,literal,Ilex affinis,literal,KZJWDPNRJALLNS-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,,,literal,83018-1,en,literal,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1002/(SICI)1099-1565(199901/02)10:1<1::AID-PCA420>3.0.CO;2-J,,
2,uri,http://www.wikidata.org/entity/Q15381882,uri,http://www.wikidata.org/entity/Q63409374,literal,Ilex brevicuspis,literal,KZJWDPNRJALLNS-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,,,literal,83101-1,en,literal,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1002/(SICI)1099-1565(199901/02)10:1<1::AID-PCA420>3.0.CO;2-J,,
3,uri,http://www.wikidata.org/entity/Q15381882,uri,http://www.wikidata.org/entity/Q60235,literal,Ilex brevicuspis,literal,RYYVLZVUVIJVGH-UHFFFAOYSA-N,literal,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,literal,58-08-2,literal,83101-1,en,literal,caffeine,literal,10.1002/(SICI)1099-1573(199803)12:2<129::AID-PTR191>3.0.CO;2-1,literal,CHEMBL113
4,uri,http://www.wikidata.org/entity/Q15381981,uri,http://www.wikidata.org/entity/Q60235,literal,Ilex dumosa,literal,RYYVLZVUVIJVGH-UHFFFAOYSA-N,literal,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,literal,58-08-2,literal,83250-1,en,literal,caffeine,literal,10.1002/(SICI)1099-1573(199803)12:2<129::AID-PTR191>3.0.CO;2-1,literal,CHEMBL113
5,uri,http://www.wikidata.org/entity/Q15393341,uri,http://www.wikidata.org/entity/Q56231106,literal,Ilex theezans,literal,QAIPRVGONGVQAS-UHFFFAOYSA-N,literal,OC(=O)C=Cc1ccc(O)c(O)c1,literal,331-39-5,literal,315556-2,en,literal,caffeic acid,literal,10.1016/S0367-326X(01)00331-8,,
6,uri,http://www.wikidata.org/entity/Q15393341,uri,http://www.wikidata.org/entity/Q60235,literal,Ilex theezans,literal,RYYVLZVUVIJVGH-UHFFFAOYSA-N,literal,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,literal,58-08-2,literal,315556-2,en,literal,caffeine,literal,10.1002/(SICI)1099-1573(199803)12:2<129::AID-PTR191>3.0.CO;2-1,literal,CHEMBL113
7,uri,http://www.wikidata.org/entity/Q15381740,uri,http://www.wikidata.org/entity/Q105383914,literal,Ilex affinis,literal,ZUOJPGVEQWNHCO-FTYPESKWSA-N,literal,O=C(OC1C(OCC(O)C1OC2OC(CO)C(O)C(O)C2O)OC3CCC4(C)C(CCC5(C)C4CC=C6C7C(O)(C)C(C)CCC7(C(=O)OC8OC(CO)C(O)C(O)C8O)CCC65C)C3(C)C)C,,,literal,83018-1,,literal,Q105383914,literal,10.1021/NP040059+,,
8,uri,http://www.wikidata.org/entity/Q15383151,uri,http://www.wikidata.org/entity/Q407857,literal,Ilex pseudobuxus,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,83656-1,en,literal,rutin,literal,10.1016/S0367-326X(01)00331-8,literal,CHEMBL226335
9,uri,http://www.wikidata.org/entity/Q15381740,uri,http://www.wikidata.org/entity/Q393336,literal,Ilex affinis,literal,IYRMWMYZSQPJKC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,520-18-3,literal,83018-1,en,literal,kaempferol,literal,10.1016/S0305-1978(97)00054-9,literal,CHEMBL150
