,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q156926,uri,http://www.wikidata.org/entity/Q27102199,literal,Welwitschia mirabilis,literal,XONDRGRALZTVKD-ZMIZWQJLSA-N,literal,C(C(C(C(CO)(C(=O)O)O)O)O)O,literal,383591-1,en,literal,2-carboxy-D-arabinitol,literal,10.1016/0031-9422(93)85343-P
1,uri,http://www.wikidata.org/entity/Q156926,uri,http://www.wikidata.org/entity/Q105349846,literal,Welwitschia mirabilis,literal,YKQIOXSOOINALW-RJBXYZNMSA-N,literal,OC=1C=C(O)C=C(C1)C2C=3C(OC2C4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)=CC(OC6OC(CO)C(O)C(O)C6O)=CC3CCC7=CC=C(OC8OC(CO)C(O)C(O)C8O)C=C7,literal,383591-1,,literal,Q105349846,literal,10.3987/COM-04-10100
2,uri,http://www.wikidata.org/entity/Q156926,uri,http://www.wikidata.org/entity/Q105149072,literal,Welwitschia mirabilis,literal,LAYBJJPDBDGKJU-DJWUCCCFSA-N,literal,OC1=CC=C(C=C1)CCC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C7=CC=C(O)C=C7)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383591-1,en,literal,Mirabilol B,literal,10.3987/COM-04-10100
3,uri,http://www.wikidata.org/entity/Q156926,uri,http://www.wikidata.org/entity/Q105186004,literal,Welwitschia mirabilis,literal,NUSFHFKZRADEDF-CIVWHXJJSA-N,literal,OC1=CC=C(C=C1)CCC=2C=C(OC3OC(CO)C(O)C(O)C3O)C=C4OC(C5=CC=C(O)C=C5)C(C=6C=C(O)C=C(O)C6)C42,literal,383591-1,en,literal,"(2R,3S,4R,5R,6S)-2-[[(2R,3R)-3-(3,5-dihydroxyphenyl)-2-(4-hydroxyphenyl)-4-[2-(4-hydroxyphenyl)ethyl]-2,3-dihydro-1-benzofuran-6-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.3987/COM-04-10100
4,uri,http://www.wikidata.org/entity/Q156926,uri,http://www.wikidata.org/entity/Q105163612,literal,Welwitschia mirabilis,literal,MGWFFACWUBVZPP-JSRSTUMASA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC(=C3C2C=4C=C(O)C=C(O)C4)C5C(OC(C=6C=CC=C(O)C6)C5C=7C=C(O)C=C(O)C7)C8=CC=C(O)C=C8,literal,383591-1,en,literal,"5-[(2S,3R,4R,5S)-4-[(2R,3R)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-2-(3-hydroxyphenyl)-5-(4-hydroxyphenyl)oxolan-3-yl]benzene-1,3-diol",literal,10.3987/COM-04-10100
