,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q2719906,uri,http://www.wikidata.org/entity/Q105368298,literal,Suriana maritima,literal,YXYBPDUPPKSWRM-PMEXZHSOSA-N,literal,OC1CCC23CC43CCC5(C)C(CCC5(C)C4CCC2C1O)C(C)CCC(=C)C(C)C,literal,814158-1,en,literal,"(1S,3R,6S,7S,8R,11S,12S,15R,16R)-12,16-dimethyl-15-[(2R)-6-methyl-5-methylideneheptan-2-yl]pentacyclo[9.7.0.01,3.03,8.012,16]octadecane-6,7-diol",literal,10.1016/0031-9422(71)85024-0
1,uri,http://www.wikidata.org/entity/Q2719906,uri,http://www.wikidata.org/entity/Q105114593,literal,Suriana maritima,literal,IKGXIBQEEMLURG-TWFHAVMGSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=C(O)C5,literal,814158-1,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-[[(2S,3S,4S,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/0031-9422(71)85024-0
2,uri,http://www.wikidata.org/entity/Q2719906,uri,http://www.wikidata.org/entity/Q104415346,literal,Suriana maritima,literal,KZJWDPNRJALLNS-BSJPTTOTSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,literal,814158-1,en,literal,"(3S,8R,9R,10R,13R,14R,17R)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1016/0031-9422(71)85024-0
3,uri,http://www.wikidata.org/entity/Q2719906,uri,http://www.wikidata.org/entity/Q105158019,literal,Suriana maritima,literal,LVRWOUXRNRBDNV-VMRUQLSASA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OC)=CC(O)=C14)C=5C=CC(O)=C(O)C5,literal,814158-1,en,literal,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxy-3-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-[[(2S,3S,4S,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/0031-9422(71)85024-0
