,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,ipniID.type,ipniID,structure_cas.type,structure_cas,chembl_id.type,chembl_id
235,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105123217,literal,Stemona tuberosa,literal,IZHGGBNPPFHUSR-UHFFFAOYSA-N,literal,O=C1C=C(OC)C(=O)C=2C=3C=C(C(O)=CC3CCC12)C,en,literal,"3-Methoxy-6-methyl-7-hydroxy-9,10-dihydrophenanthrene-1,4-dione",literal,10.1021/NP070651+,literal,742815-1,,,,
236,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105123217,literal,Stemona tuberosa,literal,IZHGGBNPPFHUSR-UHFFFAOYSA-N,literal,O=C1C=C(OC)C(=O)C=2C=3C=C(C(O)=CC3CCC12)C,en,literal,"3-Methoxy-6-methyl-7-hydroxy-9,10-dihydrophenanthrene-1,4-dione",literal,10.1055/S-2003-45100,literal,742815-1,,,,
237,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105123217,literal,Stemona tuberosa,literal,IZHGGBNPPFHUSR-UHFFFAOYSA-N,literal,O=C1C=C(OC)C(=O)C=2C=3C=C(C(O)=CC3CCC12)C,en,literal,"3-Methoxy-6-methyl-7-hydroxy-9,10-dihydrophenanthrene-1,4-dione",literal,10.1021/NP0504154,literal,742815-1,,,,
238,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105123217,literal,Stemona tuberosa,literal,IZHGGBNPPFHUSR-UHFFFAOYSA-N,literal,O=C1C=C(OC)C(=O)C=2C=3C=C(C(O)=CC3CCC12)C,en,literal,"3-Methoxy-6-methyl-7-hydroxy-9,10-dihydrophenanthrene-1,4-dione",literal,10.1016/J.PHYTOCHEM.2007.07.012,literal,742815-1,,,,
239,uri,http://www.wikidata.org/entity/Q15231169,uri,http://www.wikidata.org/entity/Q105125180,literal,Stemona japonica,literal,JCWCJMDFKZQWQK-LKANGTMTSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N6CC(O)C3C65CCCC)C4C2C,en,literal,"(5E)-5-[(1R,4S,5R,6R,8R,9R,12R,13R)-9-butyl-12-hydroxy-4-methyl-2,14-dioxa-10-azapentacyclo[6.5.1.01,5.06,10.09,13]tetradecan-3-ylidene]-4-methoxy-3-methylfuran-2-one",literal,10.1021/NP070427K,literal,742806-1,,,,
240,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105023966,literal,Stemona tuberosa,literal,GYOGHROCTSEKDY-AFVCJTNOSA-N,literal,O=C1OC(CC1C)C2N3CCCCC4C3C(C2)C5C(C(=O)OC5C4CC)C,en,literal,"(1S,3R,9S,10S,11R,14R,15R,16S)-10-ethyl-14-methyl-3-[(2R,4R)-4-methyl-5-oxooxolan-2-yl]-12-oxa-4-azatetracyclo[7.6.1.04,16.011,15]hexadecan-13-one",literal,10.1002/HLCA.200900124,literal,742815-1,,,,
241,uri,http://www.wikidata.org/entity/Q15231170,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona parviflora,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,742812-1,,,,
242,uri,http://www.wikidata.org/entity/Q15231170,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona parviflora,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1021/NP2004374,literal,742812-1,,,,
243,uri,http://www.wikidata.org/entity/Q15231169,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona japonica,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1016/J.PHYTOCHEM.2007.03.002,literal,742806-1,,,,
244,uri,http://www.wikidata.org/entity/Q15231169,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona japonica,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,742806-1,,,,
245,uri,http://www.wikidata.org/entity/Q15231169,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona japonica,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1021/NP2004374,literal,742806-1,,,,
246,uri,http://www.wikidata.org/entity/Q15542256,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona pierrei,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1016/J.PHYTOCHEM.2007.03.002,literal,821994-1,,,,
247,uri,http://www.wikidata.org/entity/Q15542256,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona pierrei,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1021/NP2004374,literal,821994-1,,,,
248,uri,http://www.wikidata.org/entity/Q15542443,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona aphylla,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1016/J.PHYTOCHEM.2007.03.002,literal,821981-1,,,,
249,uri,http://www.wikidata.org/entity/Q15542443,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona aphylla,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,821981-1,,,,
250,uri,http://www.wikidata.org/entity/Q15542443,uri,http://www.wikidata.org/entity/Q105125458,literal,Stemona aphylla,literal,JDGNFRYDHRYXNL-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-Methoxy-3-methyl-5-[3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1021/NP2004374,literal,821981-1,,,,
251,uri,http://www.wikidata.org/entity/Q15472140,uri,http://www.wikidata.org/entity/Q105125457,literal,Stemona cochinchinensis,literal,JDGNFRYDHRYXNL-SUAYEGHOSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"(5Z)-4-methoxy-3-methyl-5-[(1S,2R,3S)-3-methyl-11-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-ylidene]furan-2-one",literal,10.1021/NP2004374,literal,821984-1,,,,
252,uri,http://www.wikidata.org/entity/Q15472140,uri,http://www.wikidata.org/entity/Q105125453,literal,Stemona cochinchinensis,literal,JDGNFRYDHRYXNL-BBDFNLGKSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,Isoprotostemonine,literal,10.1016/S0031-9422(03)00332-7,literal,821984-1,,,,
253,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105023970,literal,Stemona tuberosa,literal,GYOGHROCTSEKDY-GQHYTBRJSA-N,literal,O=C1OC(CC1C)C2N3CCCCC4C3C(C2)C5C(C(=O)OC5C4CC)C,en,literal,"(1S,3R,9S,10S,11S,14R,15S,16S)-10-ethyl-14-methyl-3-[(2R,4R)-4-methyl-5-oxooxolan-2-yl]-12-oxa-4-azatetracyclo[7.6.1.04,16.011,15]hexadecan-13-one",literal,10.1021/NP050539G,literal,742815-1,,,,
254,uri,http://www.wikidata.org/entity/Q15231169,uri,http://www.wikidata.org/entity/Q105033483,literal,Stemona japonica,literal,HTLBMAZNGBFLEY-FICWEOCZSA-N,literal,O=C1OC(CC1C)C2N3CCCC4OC(=O)C(C)C4C3CC2,en,literal,"(1S,2R,3S,6R,11S)-3-methyl-11-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-one",literal,10.1016/S0031-9422(00)89559-X,literal,742806-1,,,,
255,uri,http://www.wikidata.org/entity/Q15542256,uri,http://www.wikidata.org/entity/Q105033483,literal,Stemona pierrei,literal,HTLBMAZNGBFLEY-FICWEOCZSA-N,literal,O=C1OC(CC1C)C2N3CCCC4OC(=O)C(C)C4C3CC2,en,literal,"(1S,2R,3S,6R,11S)-3-methyl-11-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-one",literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,821994-1,,,,
256,uri,http://www.wikidata.org/entity/Q15472140,uri,http://www.wikidata.org/entity/Q105125454,literal,Stemona cochinchinensis,literal,JDGNFRYDHRYXNL-QZQOTICOSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3CCCN4C(CCC4C3C2C)C5OC(=O)C(C)C5,en,literal,"4-methoxy-3-methyl-5-[(4E)-3-methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.0²,⁶]tridecan-4-ylidene]furan-2-one",literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,821984-1,,,,
257,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105015751,literal,Stemona tuberosa,literal,GRCVOPKGGZCLPF-WVNUAIGSSA-N,literal,O=C1OC(CC1C)C2N3CC4OC3(CC2)C5(OC(=O)C(C)C5)CC4,en,literal,"(1S,3'S,4S,7R,10R)-3'-methyl-4-[(2R,4S)-4-methyl-5-oxooxolan-2-yl]spiro[11-oxa-5-azatricyclo[5.3.1.01,5]undecane-10,5'-oxolane]-2'-one",literal,10.1016/0040-4020(82)80020-3,literal,742815-1,,,,
258,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105142345,literal,Stemona tuberosa,literal,KKSONBBSOWYZHQ-UHFFFAOYSA-N,literal,O=C1OC2(OC3CCCN4C(=CC=C4C3C2CC)C5OC(=O)C(C)C5)C=C1C,en,literal,"3-Ethyl-3'-methyl-11-(4-methyl-5-oxooxolan-2-yl)spiro[5-oxa-10-azatricyclo[8.3.0.02,6]trideca-1(13),11-diene-4,5'-furan]-2'-one",literal,10.1021/NP070651+,literal,742815-1,,,,
259,uri,http://www.wikidata.org/entity/Q15231169,uri,http://www.wikidata.org/entity/Q105125178,literal,Stemona japonica,literal,JCWCJMDFKZQWQK-CTJAAORASA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N6CC(O)C3C65CCCC)C4C2C,en,literal,"5-[(1R,4S,5R,6R,8R,9R,12R,13R)-9-butyl-12-hydroxy-4-methyl-2,14-dioxa-10-azapentacyclo[6.5.1.01,5.06,10.09,13]tetradecan-3-ylidene]-4-methoxy-3-methylfuran-2-one",literal,10.1021/NP070427K,literal,742806-1,,,,
260,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105135525,literal,Stemona tuberosa,literal,JUYMQCOCANDESC-ILJPQRDMSA-N,literal,O=C(O)C=C(N1C(=O)C2C(OC3(OC(=O)C(=C3)C)C2CC)CCC1)C4OC(=O)C(C)C4,en,literal,"(Z)-3-[(2R,3S,3aS,8aR)-3-ethyl-4'-methyl-4,5'-dioxospiro[3,3a,6,7,8,8a-hexahydrofuro[3,2-c]azepine-2,2'-furan]-5-yl]-3-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]prop-2-enoic acid",literal,10.1248/CPB.15.768,literal,742815-1,,,,
261,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105135525,literal,Stemona tuberosa,literal,JUYMQCOCANDESC-ILJPQRDMSA-N,literal,O=C(O)C=C(N1C(=O)C2C(OC3(OC(=O)C(=C3)C)C2CC)CCC1)C4OC(=O)C(C)C4,en,literal,"(Z)-3-[(2R,3S,3aS,8aR)-3-ethyl-4'-methyl-4,5'-dioxospiro[3,3a,6,7,8,8a-hexahydrofuro[3,2-c]azepine-2,2'-furan]-5-yl]-3-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]prop-2-enoic acid",literal,10.1021/NP070651+,literal,742815-1,,,,
262,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105135525,literal,Stemona tuberosa,literal,JUYMQCOCANDESC-ILJPQRDMSA-N,literal,O=C(O)C=C(N1C(=O)C2C(OC3(OC(=O)C(=C3)C)C2CC)CCC1)C4OC(=O)C(C)C4,en,literal,"(Z)-3-[(2R,3S,3aS,8aR)-3-ethyl-4'-methyl-4,5'-dioxospiro[3,3a,6,7,8,8a-hexahydrofuro[3,2-c]azepine-2,2'-furan]-5-yl]-3-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]prop-2-enoic acid",literal,10.1055/S-2003-45100,literal,742815-1,,,,
263,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105135525,literal,Stemona tuberosa,literal,JUYMQCOCANDESC-ILJPQRDMSA-N,literal,O=C(O)C=C(N1C(=O)C2C(OC3(OC(=O)C(=C3)C)C2CC)CCC1)C4OC(=O)C(C)C4,en,literal,"(Z)-3-[(2R,3S,3aS,8aR)-3-ethyl-4'-methyl-4,5'-dioxospiro[3,3a,6,7,8,8a-hexahydrofuro[3,2-c]azepine-2,2'-furan]-5-yl]-3-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]prop-2-enoic acid",literal,10.1021/NP0504154,literal,742815-1,,,,
264,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105135525,literal,Stemona tuberosa,literal,JUYMQCOCANDESC-ILJPQRDMSA-N,literal,O=C(O)C=C(N1C(=O)C2C(OC3(OC(=O)C(=C3)C)C2CC)CCC1)C4OC(=O)C(C)C4,en,literal,"(Z)-3-[(2R,3S,3aS,8aR)-3-ethyl-4'-methyl-4,5'-dioxospiro[3,3a,6,7,8,8a-hexahydrofuro[3,2-c]azepine-2,2'-furan]-5-yl]-3-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]prop-2-enoic acid",literal,10.1016/J.PHYTOCHEM.2007.07.012,literal,742815-1,,,,
265,uri,http://www.wikidata.org/entity/Q15231170,uri,http://www.wikidata.org/entity/Q105104478,literal,Stemona parviflora,literal,DTVYAHOULQCSMS-VHEBQXMUSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N6CCC3C65CCCC)C4C2C,en,literal,Stemofoline,literal,10.1021/NP100474Y,literal,742812-1,,,,
266,uri,http://www.wikidata.org/entity/Q15231170,uri,http://www.wikidata.org/entity/Q105104478,literal,Stemona parviflora,literal,DTVYAHOULQCSMS-VHEBQXMUSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N6CCC3C65CCCC)C4C2C,en,literal,Stemofoline,literal,10.1021/NP100668S,literal,742812-1,,,,
267,uri,http://www.wikidata.org/entity/Q15231170,uri,http://www.wikidata.org/entity/Q105104478,literal,Stemona parviflora,literal,DTVYAHOULQCSMS-VHEBQXMUSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N6CCC3C65CCCC)C4C2C,en,literal,Stemofoline,literal,10.1021/NP2004374,literal,742812-1,,,,
268,uri,http://www.wikidata.org/entity/Q15542443,uri,http://www.wikidata.org/entity/Q105104478,literal,Stemona aphylla,literal,DTVYAHOULQCSMS-VHEBQXMUSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N6CCC3C65CCCC)C4C2C,en,literal,Stemofoline,literal,10.1016/J.PHYMED.2010.07.014,literal,821981-1,,,,
269,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105142344,literal,Stemona tuberosa,literal,KKSONBBSOWYZHQ-INMLJDARSA-N,literal,O=C1OC2(OC3CCCN4C(=CC=C4C3C2CC)C5OC(=O)C(C)C5)C=C1C,en,literal,"(2S,3R,4R,6S)-3-ethyl-3'-methyl-11-[(2R,4R)-4-methyl-5-oxooxolan-2-yl]spiro[5-oxa-10-azatricyclo[8.3.0.02,6]trideca-1(13),11-diene-4,5'-furan]-2'-one",literal,10.1002/HLCA.200900124,literal,742815-1,,,,
270,uri,http://www.wikidata.org/entity/Q15543109,uri,http://www.wikidata.org/entity/Q105132797,literal,Stichoneuron caudatum,literal,JPIFQMSMUJHUBQ-SQTHQVPUSA-N,literal,O=C1OC(CC1C)C2N3CCCCC(C3CC2)C(CC)C4OC(=O)C(C)C4,en,literal,"(3S,5S)-5-[(3S,9R,9aS)-9-[(1S)-1-[(2R,4S)-4-methyl-5-oxooxolan-2-yl]propyl]-2,3,5,6,7,8,9,9a-octahydro-1H-pyrrolo[1,2-a]azepin-3-yl]-3-methyloxolan-2-one",literal,10.1007/S00706-005-0348-1,literal,742816-1,,,,
271,uri,http://www.wikidata.org/entity/Q15231169,uri,http://www.wikidata.org/entity/Q105133448,literal,Stemona japonica,literal,JQDHOVUUTIBLDW-YFIQHYBRSA-N,literal,O=C1OC(CC1C)C2N3CCCC(O)C(C(C(=O)C=4OC(O)=C(C4OC)C)C)C3CC2,en,literal,Protostemodiol,literal,10.1021/NP070427K,literal,742806-1,,,,
272,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105033485,literal,Stemona tuberosa,literal,HTLBMAZNGBFLEY-UHFFFAOYSA-N,literal,O=C1OC(CC1C)C2N3CCCC4OC(=O)C(C)C4C3CC2,en,literal,"3-Methyl-11-(4-methyl-5-oxooxolan-2-yl)-5-oxa-10-azatricyclo[8.3.0.02,6]tridecan-4-one",literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,742815-1,,,,
273,uri,http://www.wikidata.org/entity/Q15542623,uri,http://www.wikidata.org/entity/Q105125687,literal,Stemona burkillii,literal,JDRGHECKJUSWSU-DKGMKSHISA-N,literal,OC=1C(=C2C=CC(OC2=C(C1C)C)(C)CCCC(C)CCCC(C)CCCC(C)C)C,en,literal,"(2R)-2,5,7,8-tetramethyl-2-[(4R,8S)-4,8,12-trimethyltridecyl]chromen-6-ol",literal,10.1016/J.PHYTOCHEM.2004.08.023,literal,742801-1,,,,
274,uri,http://www.wikidata.org/entity/Q15542709,uri,http://www.wikidata.org/entity/Q105125687,literal,Stemona curtisii,literal,JDRGHECKJUSWSU-DKGMKSHISA-N,literal,OC=1C(=C2C=CC(OC2=C(C1C)C)(C)CCCC(C)CCCC(C)CCCC(C)C)C,en,literal,"(2R)-2,5,7,8-tetramethyl-2-[(4R,8S)-4,8,12-trimethyltridecyl]chromen-6-ol",literal,10.1016/J.PHYTOCHEM.2004.08.023,literal,742802-1,,,,
275,uri,http://www.wikidata.org/entity/Q15543189,uri,http://www.wikidata.org/entity/Q105210018,literal,Stemona kerrii,literal,PJKJIJIZWMVHLU-LIRPYQAWSA-N,literal,O=C1OC23OC4CCC(N(CCC2)C4C3C1C)C(O)CC,en,literal,"(1R,6R,9R,10R,11R,12S)-6-[(1R)-1-hydroxypropyl]-12-methyl-14,15-dioxa-5-azatetracyclo[7.5.1.01,11.05,10]pentadecan-13-one",literal,10.1021/NP070099O,literal,821988-1,,,,
276,uri,http://www.wikidata.org/entity/Q15542256,uri,http://www.wikidata.org/entity/Q105173150,literal,Stemona pierrei,literal,MVMDETPHBOLVQA-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C=C(O)C(=C3CCC2C1OC)C,en,literal,Stemanthrene D,literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,821994-1,,,,
277,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105225754,literal,Stemona tuberosa,literal,QQDAIOAKEGCALE-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(O)C(=C(OC)C=C3CCC2C1OC)C,en,literal,stemanthrene B,literal,10.1248/CPB.15.768,literal,742815-1,,,,
278,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105225754,literal,Stemona tuberosa,literal,QQDAIOAKEGCALE-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(O)C(=C(OC)C=C3CCC2C1OC)C,en,literal,stemanthrene B,literal,10.1021/NP070651+,literal,742815-1,,,,
279,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105225754,literal,Stemona tuberosa,literal,QQDAIOAKEGCALE-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(O)C(=C(OC)C=C3CCC2C1OC)C,en,literal,stemanthrene B,literal,10.1055/S-2003-45100,literal,742815-1,,,,
280,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105225754,literal,Stemona tuberosa,literal,QQDAIOAKEGCALE-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(O)C(=C(OC)C=C3CCC2C1OC)C,en,literal,stemanthrene B,literal,10.1021/NP0504154,literal,742815-1,,,,
281,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105225754,literal,Stemona tuberosa,literal,QQDAIOAKEGCALE-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(O)C(=C(OC)C=C3CCC2C1OC)C,en,literal,stemanthrene B,literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,742815-1,,,,
282,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105225754,literal,Stemona tuberosa,literal,QQDAIOAKEGCALE-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(O)C(=C(OC)C=C3CCC2C1OC)C,en,literal,stemanthrene B,literal,10.1016/J.PHYTOCHEM.2007.07.012,literal,742815-1,,,,
283,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105190265,literal,Stemona tuberosa,literal,OEGNRAQRMQPIAM-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C(=C(O)C(=C3CCC2C1OC)C)C,en,literal,stemanthrene C,literal,10.1248/CPB.15.768,literal,742815-1,,,,
284,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105190265,literal,Stemona tuberosa,literal,OEGNRAQRMQPIAM-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C(=C(O)C(=C3CCC2C1OC)C)C,en,literal,stemanthrene C,literal,10.1021/NP070651+,literal,742815-1,,,,
285,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105190265,literal,Stemona tuberosa,literal,OEGNRAQRMQPIAM-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C(=C(O)C(=C3CCC2C1OC)C)C,en,literal,stemanthrene C,literal,10.1055/S-2003-45100,literal,742815-1,,,,
286,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105190265,literal,Stemona tuberosa,literal,OEGNRAQRMQPIAM-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C(=C(O)C(=C3CCC2C1OC)C)C,en,literal,stemanthrene C,literal,10.1021/NP0504154,literal,742815-1,,,,
287,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105190265,literal,Stemona tuberosa,literal,OEGNRAQRMQPIAM-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C(=C(O)C(=C3CCC2C1OC)C)C,en,literal,stemanthrene C,literal,10.1016/J.PHYTOCHEM.2003.09.015,literal,742815-1,,,,
288,uri,http://www.wikidata.org/entity/Q2249619,uri,http://www.wikidata.org/entity/Q105190265,literal,Stemona tuberosa,literal,OEGNRAQRMQPIAM-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C(=C(O)C(=C3CCC2C1OC)C)C,en,literal,stemanthrene C,literal,10.1016/J.PHYTOCHEM.2007.07.012,literal,742815-1,,,,
289,uri,http://www.wikidata.org/entity/Q15542623,uri,http://www.wikidata.org/entity/Q105153693,literal,Stemona burkillii,literal,LLRUDQNWYFSTOW-OVKNHAENSA-N,literal,O=C1OC(=CC(C)C2C3N4CCC5C2(O)OC(C3)C45CCCC)C(OC)=C1C,en,literal,"(5E)-5-[(2R)-2-[(1S,2S,6R,7R,8R,9S)-2-butyl-7-hydroxy-11-oxa-3-azatetracyclo[5.3.1.02,6.03,9]undecan-8-yl]propylidene]-4-methoxy-3-methylfuran-2-one",literal,10.1021/NP049791Z,literal,742801-1,,,,
290,uri,http://www.wikidata.org/entity/Q15542709,uri,http://www.wikidata.org/entity/Q105158724,literal,Stemona curtisii,literal,LXAQGNNSRKLTLE-KDZIKLRDSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CCCN(CCC3)C5C4C2C,en,literal,"(5Z)-4-methoxy-3-methyl-5-[(1R,9S,10R,11R,12S)-12-methyl-14,15-dioxa-5-azatetracyclo[7.5.1.01,11.05,10]pentadecan-13-ylidene]furan-2-one",literal,10.1021/NP034066U,literal,742802-1,,,,
