,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q15531243,uri,http://www.wikidata.org/entity/Q207688,literal,Anisophyllea laurina,literal,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,literal,CCCCCCCCC=CCCCCCCCC(=O)O,literal,719485-1,en,literal,oleic acid,literal,10.1007/BF00580077,literal,112-80-1,literal,CHEMBL8659
1,uri,http://www.wikidata.org/entity/Q15531243,uri,http://www.wikidata.org/entity/Q209685,literal,Anisophyllea laurina,literal,QIQXTHQIDYTFRH-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCC(=O)O,literal,719485-1,en,literal,stearic acid,literal,10.1007/BF00580077,literal,57-11-4,literal,CHEMBL46403
2,uri,http://www.wikidata.org/entity/Q15531243,uri,http://www.wikidata.org/entity/Q27095533,literal,Anisophyllea laurina,literal,UWHZIFQPPBDJPM-FPLPWBNLSA-N,literal,CCCCCCC=CCCCCCCCCCC(=O)O,literal,719485-1,en,literal,cis-vaccenic acid,literal,10.1007/BF00580077,literal,506-17-2,literal,CHEMBL1236642
3,uri,http://www.wikidata.org/entity/Q15531243,uri,http://www.wikidata.org/entity/Q209727,literal,Anisophyllea laurina,literal,IPCSVZSSVZVIGE-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)O,literal,719485-1,en,literal,palmitic acid,literal,10.1007/BF00580077,literal,57-10-3,literal,CHEMBL82293
4,uri,http://www.wikidata.org/entity/Q4765386,uri,http://www.wikidata.org/entity/Q104401532,literal,Anisophyllea disticha,literal,FAARLWTXUUQFSN-UHFFFAOYSA-N,literal,O=C1OC2=C(O)C(O)=CC=3C(=O)OC=4C(OC)=C(O)C=C1C4C23,literal,719472-1,en,literal,3-O-methylellagic acid,literal,10.1016/S0031-9422(00)86652-2,,,,
5,uri,http://www.wikidata.org/entity/Q15531243,uri,http://www.wikidata.org/entity/Q412366,literal,Anisophyllea laurina,literal,SECPZKHBENQXJG-FPLPWBNLSA-N,literal,CCCCCCC=CCCCCCCCC(=O)O,literal,719485-1,en,literal,palmitoleic acid,literal,10.1007/BF00580077,literal,373-49-9,literal,CHEMBL453509
6,uri,http://www.wikidata.org/entity/Q15531243,uri,http://www.wikidata.org/entity/Q407426,literal,Anisophyllea laurina,literal,OYHQOLUKZRVURQ-HZJYTTRNSA-N,literal,CCCCCC=CCC=CCCCCCCCC(=O)O,literal,719485-1,en,literal,linoleic acid,literal,10.1007/BF00580077,literal,60-33-3,literal,CHEMBL267476
7,uri,http://www.wikidata.org/entity/Q4765386,uri,http://www.wikidata.org/entity/Q422044,literal,Anisophyllea disticha,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,719472-1,en,literal,ellagic acid,literal,10.1016/S0031-9422(00)86652-2,literal,476-66-4,literal,CHEMBL6246
8,uri,http://www.wikidata.org/entity/Q15531243,uri,http://www.wikidata.org/entity/Q419047,literal,Anisophyllea laurina,literal,UWHZIFQPPBDJPM-BQYQJAHWSA-N,literal,CCCCCCC=CCCCCCCCCCC(=O)O,literal,719485-1,en,literal,trans-vaccenic acid,literal,10.1007/BF00580077,literal,693-72-1,,
9,uri,http://www.wikidata.org/entity/Q15531243,uri,http://www.wikidata.org/entity/Q422658,literal,Anisophyllea laurina,literal,TUNFSRHWOTWDNC-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCC(=O)O,literal,719485-1,en,literal,myristic acid,literal,10.1007/BF00580077,literal,544-63-8,literal,CHEMBL111077
