,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q161198,uri,http://www.wikidata.org/entity/Q310919,literal,Cycas circinalis,literal,UCMIRNVEIXFBKS-UHFFFAOYSA-N,literal,C(CN)C(=O)O,literal,328822-2,en,literal,β-alanine,literal,10.1055/S-2006-958002,literal,107-95-9,literal,CHEMBL297569
1,uri,http://www.wikidata.org/entity/Q161198,uri,http://www.wikidata.org/entity/Q218642,literal,Cycas circinalis,literal,QNAYBMKLOCPYGJ-REOHCLBHSA-N,literal,CC(C(=O)O)N,literal,328822-2,en,literal,L-alanine,literal,10.1055/S-2006-958002,literal,56-41-7,literal,CHEMBL279597
2,uri,http://www.wikidata.org/entity/Q161517,uri,http://www.wikidata.org/entity/Q27089354,literal,Cycas revoluta,literal,WTDHMFBJQJSTMH-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)OC4=CC=C(C=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,297028-1,en,literal,hinokiflavone,literal,10.1055/S-0029-1240743,literal,19202-36-9,literal,CHEMBL291426
3,uri,http://www.wikidata.org/entity/Q161517,uri,http://www.wikidata.org/entity/Q1097932,literal,Cycas revoluta,literal,YHLRMABUJXBLCK-LBCXAKKBSA-N,literal,[O-][N+](=NCOC1OC(CO)C(O)C(O)C1O)C,literal,297028-1,en,literal,cycasin,literal,10.1271/BBB1961.51.1719,literal,14901-08-7,,
4,uri,http://www.wikidata.org/entity/Q161517,uri,http://www.wikidata.org/entity/Q1097932,literal,Cycas revoluta,literal,YHLRMABUJXBLCK-LBCXAKKBSA-N,literal,[O-][N+](=NCOC1OC(CO)C(O)C(O)C1O)C,literal,297028-1,en,literal,cycasin,literal,10.1016/0031-9422(94)00805-4,literal,14901-08-7,,
5,uri,http://www.wikidata.org/entity/Q161517,uri,http://www.wikidata.org/entity/Q1097932,literal,Cycas revoluta,literal,YHLRMABUJXBLCK-LBCXAKKBSA-N,literal,[O-][N+](=NCOC1OC(CO)C(O)C(O)C1O)C,literal,297028-1,en,literal,cycasin,literal,10.1271/BBB1961.47.137,literal,14901-08-7,,
6,uri,http://www.wikidata.org/entity/Q161517,uri,http://www.wikidata.org/entity/Q1097932,literal,Cycas revoluta,literal,YHLRMABUJXBLCK-LBCXAKKBSA-N,literal,[O-][N+](=NCOC1OC(CO)C(O)C(O)C1O)C,literal,297028-1,en,literal,cycasin,literal,10.1271/BBB1961.49.2827,literal,14901-08-7,,
7,uri,http://www.wikidata.org/entity/Q161517,uri,http://www.wikidata.org/entity/Q1097932,literal,Cycas revoluta,literal,YHLRMABUJXBLCK-LBCXAKKBSA-N,literal,[O-][N+](=NCOC1OC(CO)C(O)C(O)C1O)C,literal,297028-1,en,literal,cycasin,literal,10.1271/BBB1961.46.1453,literal,14901-08-7,,
8,uri,http://www.wikidata.org/entity/Q161198,uri,http://www.wikidata.org/entity/Q27076990,literal,Cycas circinalis,literal,CKLJMWTZIZZHCS-UWTATZPHSA-N,literal,C(C(C(=O)O)N)C(=O)O,literal,328822-2,en,literal,D-aspartic acid,literal,10.1055/S-2006-958002,literal,1783-96-6,literal,CHEMBL29757
9,uri,http://www.wikidata.org/entity/Q522204,uri,http://www.wikidata.org/entity/Q1097932,literal,Cycas media,literal,YHLRMABUJXBLCK-LBCXAKKBSA-N,literal,[O-][N+](=NCOC1OC(CO)C(O)C(O)C1O)C,literal,297013-1,en,literal,cycasin,literal,10.1271/BBB1961.51.1719,literal,14901-08-7,,
