,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id,structure_cas.type,structure_cas
10,uri,http://www.wikidata.org/entity/Q10929027,uri,http://www.wikidata.org/entity/Q105329208,literal,Gardneria nutans,literal,XJTWLFBHBFSVRS-HFFKOEOWSA-N,literal,O(C=1C=CC2=C(C1)NC3=C2C4OCC5C6C(=CC)CN(C3C6)C45)C,literal,546343-1,en,literal,"(2S,4R,5E,8R,9S,12R)-5-ethylidene-17-methoxy-11-oxa-7,20-diazahexacyclo[11.7.0.02,7.04,9.08,12.014,19]icosa-1(13),14(19),15,17-tetraene",literal,10.1248/YAKUSHI1947.87.12_1484,,,,
11,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110193803,literal,Gardneria ovata,literal,JHEWUOHZDCTKBI-QHQGFIJISA-N,literal,OCC=C1CN2C3CC45C(=NC=6C(OC)=CC(OC)=CC64)OCC3C1CC25,literal,546345-1,en,literal,"2-[(1R,12S,13S,17R,19S)-4,6-dimethoxy-10-oxa-8,14-diazahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2(7),3,5,8-tetraen-16-ylidene]ethanol",literal,10.1021/NP2000254,,,,
12,uri,http://www.wikidata.org/entity/Q10929027,uri,http://www.wikidata.org/entity/Q104397693,literal,Gardneria nutans,literal,OUONWRIEOZGMSQ-UHFFFAOYSA-N,literal,OCC=C1CN2C3C=4NC=5C=C(OC)C=CC5C4C6OCC(C1C3)C26,literal,546343-1,en,literal,"2-(17-Methoxy-11-oxa-7,20-diazahexacyclo[11.7.0.02,7.04,9.08,12.014,19]icosa-1(13),14(19),15,17-tetraen-5-ylidene)ethanol",literal,10.1248/CPB.26.48,,,,
13,uri,http://www.wikidata.org/entity/Q4776268,uri,http://www.wikidata.org/entity/Q105210449,literal,Antonia ovata,literal,PKJBSZTYNDRXEQ-GMGOHGFSSA-N,literal,O=C(OC1CC(O)(C(=O)OC)CC(O)C1OC(=O)C=CC2=CC=C(O)C(O)=C2)C=CC3=CC=C(O)C(O)=C3,literal,545655-1,en,literal,"Methyl (1R,3R,4S,5R)-3,4-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-1,5-dihydroxycyclohexane-1-carboxylate",literal,10.1016/J.PHYTOCHEM.2009.11.007,,,,
14,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110193807,literal,Gardneria ovata,literal,SGRASRCZUGHSHN-SDQKMFPPSA-N,literal,OCC=C1CN2C3CC45C(=NC=6C(OC)=CC(OC)=C(OC)C64)OCC3C1CC25,literal,546345-1,en,literal,"2-[(1R,12S,13S,17R,19S)-3,4,6-trimethoxy-10-oxa-8,14-diazahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2(7),3,5,8-tetraen-16-ylidene]ethanol",literal,10.1021/NP2000254,,,,
15,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110193806,literal,Gardneria ovata,literal,UNRLUEYVDLNGBH-ZYWFJSIGSA-N,literal,OCC=C1CN2C3CC45C(=NC=6C=C7OCOC7=C(OC)C64)OCC3C1CC25,literal,546345-1,en,literal,"2-[(1R,15S,16S,20R,22S)-3-methoxy-5,7,13-trioxa-11,17-diazaheptacyclo[14.6.1.01,12.02,10.04,8.015,20.017,22]tricosa-2,4(8),9,11-tetraen-19-ylidene]ethanol",literal,10.1021/NP2000254,,,,
16,uri,http://www.wikidata.org/entity/Q15240354,uri,http://www.wikidata.org/entity/Q15079655,literal,Gardneria angustifolia,literal,AGZMFTKKLPHOMT-DUJTVWLASA-N,literal,CC=C1CN2CCC34C2CC1C(=C3NC5=CC=CC=C45)C(=O)OC,literal,546332-1,en,literal,akuammicine,literal,10.1016/J.PHYTOCHEM.2023.113639,literal,CHEMBL508955,literal,639-43-0
17,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110193802,literal,Gardneria ovata,literal,KQEBWWUZXARNSU-GOTQUCBVSA-N,literal,N=1C=2C(OC)=C(OC)C(OC)=CC2C34C1OCC5C6C(=CC)CN(C5C3)C4C6,literal,546345-1,en,literal,"(1R,12S,13S,17R,19S)-16-ethylidene-4,5,6-trimethoxy-10-oxa-8,14-diazahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2,4,6,8-tetraene",literal,10.1021/NP2000254,,,,
18,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110177028,literal,Gardneria ovata,literal,GZRLHJYQGJEBAZ-GGNCUKNOSA-N,literal,O(C)C1N2C=3C=CC=CC3C45CCN6CC(=CC)C(CC64)C(C7OC18C9C(=CC)CN%10CCC%11(C=%12C=CC=CC%12N7C8%11)C%10C9)C25,literal,546345-1,en,literal,"(1R,9R,10R,11R,13S,17R,25R,26R,27S,33S,36R,37S,39E)-28,39-di(ethylidene)-25-methoxy-35-oxa-8,14,24,30-tetrazadodecacyclo[25.5.2.211,14.11,26.19,26.110,17.02,7.013,17.018,23.030,33.08,36.024,37]nonatriaconta-2,4,6,18,20,22-hexaene",literal,10.1016/J.BMCL.2013.08.051,,,,
19,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110172930,literal,Gardneria ovata,literal,KYRGYFIBUVLRAO-UHFFFAOYSA-N,literal,[O-][N+]12CC(=CCOC)C3CC2C45C(=NC=6C(OC)=CC(OC)=C(OC)C64)OCC3C1C5,literal,546345-1,en,literal,"3,4,6-Trimethoxy-16-(2-methoxyethylidene)-14-oxido-10-oxa-8-aza-14-azoniahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2(7),3,5,8-tetraene",literal,10.1021/NP2000254,,,,
20,uri,http://www.wikidata.org/entity/Q10929027,uri,http://www.wikidata.org/entity/Q104397691,literal,Gardneria nutans,literal,XJTWLFBHBFSVRS-XEFIVEATSA-N,literal,O(C=1C=CC2=C(C1)NC3=C2C4OCC5C6C(=CC)CN(C3C6)C45)C,literal,546343-1,en,literal,"(2S,4R,5Z,8R,9S,12R)-5-ethylidene-17-methoxy-11-oxa-7,20-diazahexacyclo[11.7.0.02,7.04,9.08,12.014,19]icosa-1(13),14(19),15,17-tetraene",literal,10.1248/CPB.26.48,,,,
21,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110173322,literal,Gardneria ovata,literal,DQZDTIUNCHBKJR-UHFFFAOYSA-N,literal,[O-][N+]12CC(=CC)C3CC2C45C(=NC=6C=C7OCOC7=C(OC)C64)OCC3C1C5,literal,546345-1,en,literal,"19-Ethylidene-3-methoxy-17-oxido-5,7,13-trioxa-11-aza-17-azoniaheptacyclo[14.6.1.01,12.02,10.04,8.015,20.017,22]tricosa-2,4(8),9,11-tetraene",literal,10.1021/NP2000254,,,,
22,uri,http://www.wikidata.org/entity/Q4776268,uri,http://www.wikidata.org/entity/Q27276885,literal,Antonia ovata,literal,UFCLZKMFXSILNL-RVXRWRFUSA-N,literal,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O,literal,545655-1,en,literal,"3,4-dicaffeoylquinic acid",literal,10.1016/J.PHYTOCHEM.2009.11.007,literal,CHEMBL177126,literal,89886-30-6
23,uri,http://www.wikidata.org/entity/Q10933053,uri,http://www.wikidata.org/entity/Q110076255,literal,Gardneria multiflora,literal,NEEHQOPCPUPNMR-UHFFFAOYSA-N,literal,O=C1NC=2C(OC)=CC(OC)=C(OC)C2C13CC4N5CC(=CCOC)C(CC53)C4CO,literal,546342-1,en,literal,"2'-(hydroxymethyl)-4,5,7-trimethoxy-9'-(2-methoxyethylidene)spiro[1H-indole-3,5'-7-azatricyclo[4.3.1.03,7]decane]-2-one",literal,10.1248/YAKUSHI1947.97.4_399,,,,
24,uri,http://www.wikidata.org/entity/Q10929027,uri,http://www.wikidata.org/entity/Q105233000,literal,Gardneria nutans,literal,RBALEJFQJCAPLN-GDIQNLNLSA-N,literal,OCC1C2C(=CC)CN3C(C=4NC=5C=C(OC)C=CC5C4CC31)C2,literal,546343-1,en,literal,"[(1R,12R,13S,14S,15E)-15-ethylidene-6-methoxy-3,17-diazapentacyclo[12.3.1.02,10.04,9.012,17]octadeca-2(10),4(9),5,7-tetraen-13-yl]methanol",literal,10.1248/YAKUSHI1947.87.12_1484,,,,
25,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110193805,literal,Gardneria ovata,literal,WMCCCBHUPACQNU-DGHBZCHCSA-N,literal,N=1C=2C=C3OCOC3=C(OC)C2C45C1OCC6C7C(=CCOC)CN(C6C4)C5C7,literal,546345-1,en,literal,"(1R,15S,16S,20R,22S)-3-methoxy-19-(2-methoxyethylidene)-5,7,13-trioxa-11,17-diazaheptacyclo[14.6.1.01,12.02,10.04,8.015,20.017,22]tricosa-2,4(8),9,11-tetraene",literal,10.1021/NP2000254,,,,
26,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q27135984,literal,Gardneria ovata,literal,WMCCCBHUPACQNU-ZBSVUBPESA-N,literal,COCC=C1CN2C3CC1C4C2CC35C6=C(C7=C(C=C6N=C5OC4)OCO7)OC,literal,546345-1,en,literal,gardfloramine,literal,10.1021/NP2000254,,,,
27,uri,http://www.wikidata.org/entity/Q10933053,uri,http://www.wikidata.org/entity/Q110076545,literal,Gardneria multiflora,literal,QDLNTICPIPZCPH-UHFFFAOYSA-N,literal,O=C1NC=2C(OC)=CC(OC)=C(OC)C2C13CC4N5CC(=CCOC)C(CC53)C4OC,literal,546342-1,en,literal,"2',4,5,7-tetramethoxy-9'-(2-methoxyethylidene)spiro[1H-indole-3,5'-7-azatricyclo[4.3.1.03,7]decane]-2-one",literal,10.1248/YAKUSHI1947.97.4_399,,,,
28,uri,http://www.wikidata.org/entity/Q15240354,uri,http://www.wikidata.org/entity/Q27138847,literal,Gardneria angustifolia,literal,RLAKWLFUMAABBE-STJTYLQHSA-N,literal,CCC1C2CCN3C1C4(CC3)C5=CC=CC=C5NC4=C2C(=O)OC,literal,546332-1,en,literal,20(S)-tubotaiwine,literal,10.1016/J.PHYTOCHEM.2023.113639,literal,CHEMBL508920,literal,6711-69-9
29,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q27135975,literal,Gardneria ovata,literal,ZXOASSJPZSDCOJ-JDVSSZFKSA-N,literal,COCC=C1CN2C3CC1C4C2CC35C6=C(C7=C(C=C6N=C5OC4)OCO7)OC8C(C(C(C(O8)CO)O)O)O,literal,546345-1,en,literal,"19-Z-Gardfloramine-9-O-beta-D-glucopyranoside, (rel)-",literal,10.1021/NP2000254,literal,CHEMBL1782230,,
30,uri,http://www.wikidata.org/entity/Q4776268,uri,http://www.wikidata.org/entity/Q27145347,literal,Antonia ovata,literal,GYFFKZTYYAFCTR-JUHZACGLSA-N,literal,C1=C(C=C(C(=C1)O)O)C=CC(=O)OC2C(CC(CC2O)(O)C(=O)O)O,literal,545655-1,en,literal,cryptochlorogenic acid,literal,10.1016/J.PHYTOCHEM.2009.11.007,,,literal,87099-73-8
31,uri,http://www.wikidata.org/entity/Q15236180,uri,http://www.wikidata.org/entity/Q15079655,literal,Gardneria distincta,literal,AGZMFTKKLPHOMT-DUJTVWLASA-N,literal,CC=C1CN2CCC34C2CC1C(=C3NC5=CC=CC=C45)C(=O)OC,literal,546334-1,en,literal,akuammicine,literal,10.1016/J.PHYTOCHEM.2023.113639,literal,CHEMBL508955,literal,639-43-0
32,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q27135982,literal,Gardneria ovata,literal,JHEWUOHZDCTKBI-QPUYBBDMSA-N,literal,COC1=CC(=C2C(=C1)C34CC5C(COC3=N2)C6CC4N5CC6=CCO)OC,literal,546345-1,en,literal,9-Demethoxy-18-demethylgardneramine,literal,10.1021/NP2000254,literal,CHEMBL1782236,,
33,uri,http://www.wikidata.org/entity/Q10933053,uri,http://www.wikidata.org/entity/Q27135984,literal,Gardneria multiflora,literal,WMCCCBHUPACQNU-ZBSVUBPESA-N,literal,COCC=C1CN2C3CC1C4C2CC35C6=C(C7=C(C=C6N=C5OC4)OCO7)OC,literal,546342-1,en,literal,gardfloramine,literal,10.1248/CPB.35.453,,,,
34,uri,http://www.wikidata.org/entity/Q15236180,uri,http://www.wikidata.org/entity/Q27105708,literal,Gardneria distincta,literal,RCEFXZXHYFOPIE-WBOATDDDSA-N,literal,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)(CO)C(=O)OC,literal,546334-1,en,literal,(16R/S)-akuammidine,literal,10.1016/J.PHYTOCHEM.2023.113639,,,,
35,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q105123724,literal,Gardneria ovata,literal,JAEYVIULIFERFK-YVOLLYGLSA-N,literal,[O-][N+]12CC(=CC)C3C(=CC4(C=5C=CC=CC5NC41C3)CC2)CO,literal,546345-1,en,literal,"[(1R,9S,11S)-12-ethylidene-14-oxido-8-aza-14-azoniapentacyclo[9.5.2.01,9.02,7.09,14]octadeca-2,4,6,17-tetraen-18-yl]methanol",literal,10.1021/NP2000254,,,,
36,uri,http://www.wikidata.org/entity/Q10933053,uri,http://www.wikidata.org/entity/Q110076269,literal,Gardneria multiflora,literal,KIFYADPDROXRMD-UHFFFAOYSA-N,literal,O=C1NC=2C(OC)=CC(OC)=C(OC)C2C13CC4N5CC(=CC)C(CC53)C4(O)CO,literal,546342-1,en,literal,"9'-ethylidene-2'-hydroxy-2'-(hydroxymethyl)-4,5,7-trimethoxyspiro[1H-indole-3,5'-7-azatricyclo[4.3.1.03,7]decane]-2-one",literal,10.1248/YAKUSHI1947.97.4_399,,,,
37,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q27135985,literal,Gardneria ovata,literal,UWJUSKOAJYNKFW-PAZSNEKJSA-N,literal,CC=C1CN2C3CC1C4C2CC35C6=C(C7=C(C=C6N=C5OC4)OCO7)OC,literal,546345-1,en,literal,19(E)-18-demethoxygardfloramine,literal,10.1021/NP2000254,,,,
38,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q105236976,literal,Gardneria ovata,literal,RIMDDIPKIZTBHU-UHFFFAOYSA-N,literal,N1=C2OCC3C4C(=CCOC)CN5C3CC2(C6=C1C(OC)=CC(OC)=C6OC)C5C4,literal,546345-1,en,literal,"3,4,6-Trimethoxy-16-(2-methoxyethylidene)-10-oxa-8,14-diazahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2(7),3,5,8-tetraene",literal,10.1021/NP2000254,,,,
39,uri,http://www.wikidata.org/entity/Q10929027,uri,http://www.wikidata.org/entity/Q105236974,literal,Gardneria nutans,literal,RIMDDIPKIZTBHU-NJLAXGDNSA-N,literal,N1=C2OCC3C4C(=CCOC)CN5C3CC2(C6=C1C(OC)=CC(OC)=C6OC)C5C4,literal,546343-1,en,literal,"(1S,12R,13R,16Z,17S,19R)-3,4,6-trimethoxy-16-(2-methoxyethylidene)-10-oxa-8,14-diazahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2(7),3,5,8-tetraene",literal,10.1248/YAKUSHI1947.87.12_1484,,,,
40,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q27135979,literal,Gardneria ovata,literal,UNRLUEYVDLNGBH-PZITXNDWSA-N,literal,COC1=C2C(=CC3=C1OCO3)N=C4C25CC6C(CO4)C7CC5N6CC7=CCO,literal,546345-1,en,literal,18-demethylgardfloramine,literal,10.1021/NP2000254,literal,CHEMBL1782233,,
41,uri,http://www.wikidata.org/entity/Q4776268,uri,http://www.wikidata.org/entity/Q6992128,literal,Antonia ovata,literal,CWVRJTMFETXNAD-NXLLHMKUSA-N,literal,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,literal,545655-1,en,literal,neochlorogenic acid,literal,10.1016/J.PHYTOCHEM.2009.11.007,literal,CHEMBL249450,literal,906-33-2
42,uri,http://www.wikidata.org/entity/Q10929027,uri,http://www.wikidata.org/entity/Q105233004,literal,Gardneria nutans,literal,RBALEJFQJCAPLN-WPCHUPFMSA-N,literal,OCC1C2C(=CC)CN3C(C=4NC=5C=C(OC)C=CC5C4CC31)C2,literal,546343-1,en,literal,CID 11001876,literal,10.1016/S0040-4039(01)87920-X,,,literal,23172-92-1
43,uri,http://www.wikidata.org/entity/Q10933053,uri,http://www.wikidata.org/entity/Q110076284,literal,Gardneria multiflora,literal,VJPMBQKSHCKEOY-UHFFFAOYSA-N,literal,O=C1NC=2C(OC)=CC(OC)=C(OC)C2C13CC4C(=C)C5C(=CCOC)CN4C3C5,literal,546342-1,en,literal,"4,5,7-trimethoxy-9'-(2-methoxyethylidene)-2'-methylidenespiro[1H-indole-3,5'-7-azatricyclo[4.3.1.03,7]decane]-2-one",literal,10.1248/YAKUSHI1947.97.4_399,,,,
44,uri,http://www.wikidata.org/entity/Q33494548,uri,http://www.wikidata.org/entity/Q104392505,literal,Utania racemosa,literal,RGTONEMDTVVDMY-GRTPNEQMSA-N,literal,O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(C=C)C1CC(=O)O,literal,77140741-1,en,literal,Secologanoside,literal,10.1071/CH10421,,,,
45,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q105025420,literal,Gardneria ovata,literal,HBPGSKLHBXLGBP-QHQGFIJISA-N,literal,N1=C2OCC3C4C(=CC)CN5C3CC2(C=6C=C(OC)C=C(OC)C16)C5C4,literal,546345-1,en,literal,"(1R,12S,13S,17R,19S)-16-ethylidene-4,6-dimethoxy-10-oxa-8,14-diazahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2(7),3,5,8-tetraene",literal,10.1021/NP2000254,,,,
46,uri,http://www.wikidata.org/entity/Q15240354,uri,http://www.wikidata.org/entity/Q27105708,literal,Gardneria angustifolia,literal,RCEFXZXHYFOPIE-WBOATDDDSA-N,literal,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)(CO)C(=O)OC,literal,546332-1,en,literal,(16R/S)-akuammidine,literal,10.1016/J.PHYTOCHEM.2023.113639,,,,
47,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110194114,literal,Gardneria ovata,literal,RIMDDIPKIZTBHU-RKVUEAFISA-N,literal,N1=C2OCC3C4C(=CCOC)CN5C3CC2(C6=C1C(OC)=CC(OC)=C6OC)C5C4,literal,546345-1,en,literal,"(1R,12S,13S,17R,19S)-3,4,6-trimethoxy-16-(2-methoxyethylidene)-10-oxa-8,14-diazahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2(7),3,5,8-tetraene",literal,10.1021/NP2000254,,,,
48,uri,http://www.wikidata.org/entity/Q15236180,uri,http://www.wikidata.org/entity/Q27138847,literal,Gardneria distincta,literal,RLAKWLFUMAABBE-STJTYLQHSA-N,literal,CCC1C2CCN3C1C4(CC3)C5=CC=CC=C5NC4=C2C(=O)OC,literal,546334-1,en,literal,20(S)-tubotaiwine,literal,10.1016/J.PHYTOCHEM.2023.113639,literal,CHEMBL508920,literal,6711-69-9
49,uri,http://www.wikidata.org/entity/Q10929027,uri,http://www.wikidata.org/entity/Q104392896,literal,Gardneria nutans,literal,RBALEJFQJCAPLN-XTLDRMSYSA-N,literal,OCC1C2C(=CC)CN3C(C=4NC=5C=C(OC)C=CC5C4CC31)C2,literal,546343-1,en,literal,"[(1S,14R,15Z)-15-ethylidene-6-methoxy-3,17-diazapentacyclo[12.3.1.02,10.04,9.012,17]octadeca-2(10),4(9),5,7-tetraen-13-yl]methanol",literal,10.1248/CPB.26.48,,,,
50,uri,http://www.wikidata.org/entity/Q10933053,uri,http://www.wikidata.org/entity/Q105236976,literal,Gardneria multiflora,literal,RIMDDIPKIZTBHU-UHFFFAOYSA-N,literal,N1=C2OCC3C4C(=CCOC)CN5C3CC2(C6=C1C(OC)=CC(OC)=C6OC)C5C4,literal,546342-1,en,literal,"3,4,6-Trimethoxy-16-(2-methoxyethylidene)-10-oxa-8,14-diazahexacyclo[11.6.1.01,9.02,7.012,17.014,19]icosa-2(7),3,5,8-tetraene",literal,10.1248/YAKUSHI1947.97.4_399,,,,
51,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110172931,literal,Gardneria ovata,literal,JAEYVIULIFERFK-UHFFFAOYSA-N,literal,[O-][N+]12CC(=CC)C3C(=CC4(C=5C=CC=CC5NC41C3)CC2)CO,literal,546345-1,en,literal,"(12-Ethylidene-14-oxido-8-aza-14-azoniapentacyclo[9.5.2.01,9.02,7.09,14]octadeca-2,4,6,17-tetraen-18-yl)methanol",literal,10.1021/NP2000254,,,,
52,uri,http://www.wikidata.org/entity/Q10933053,uri,http://www.wikidata.org/entity/Q110076482,literal,Gardneria multiflora,literal,OFGVKNDKUVZZDD-UHFFFAOYSA-N,literal,O=C1NC=2C(OC)=CC(OC)=C(OC)C2C13CC4N5CC(=CCOC)C(CC53)C4(O)CO,literal,546342-1,en,literal,"2'-hydroxy-2'-(hydroxymethyl)-4,5,7-trimethoxy-9'-(2-methoxyethylidene)spiro[1H-indole-3,5'-7-azatricyclo[4.3.1.03,7]decane]-2-one",literal,10.1248/YAKUSHI1947.97.4_399,,,,
53,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q110178284,literal,Gardneria ovata,literal,OSKKNZHUYWQWKZ-NGDISOSNSA-N,literal,O=C1N2CC(=CC)C(C3=CN4C=5C=CC=CC5C67CCN8CC(=CC)C(C(=CN9C=%10C=CC=CC%10C(=C39)CC2)C46)CC87)C1,literal,546345-1,en,literal,"(1R,11S,27S,28E,33S,35S,38E)-28,38-di(ethylidene)-8,14,24,30-tetrazadecacyclo[25.5.2.211,14.11,26.110,17.02,7.018,23.030,33.08,35.024,36]octatriaconta-2,4,6,9,17(36),18,20,22,25-nonaen-13-one",literal,10.1016/J.BMCL.2013.08.051,,,,
54,uri,http://www.wikidata.org/entity/Q10910598,uri,http://www.wikidata.org/entity/Q27135986,literal,Gardneria ovata,literal,SGRASRCZUGHSHN-HTEZAAIQSA-N,literal,COC1=CC(=C(C2=C1N=C3C24CC5C(CO3)C6CC4N5CC6=CCO)OC)OC,literal,546345-1,en,literal,18-demethylgardneramine,literal,10.1021/NP2000254,,,,
