,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.type,structureLabel,refDOI.type,refDOI,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
156,uri,http://www.wikidata.org/entity/Q17572564,uri,http://www.wikidata.org/entity/Q104399126,literal,Shorea hemsleyana,literal,BCXLPQSOXFZGRX-QDOVTSBLSA-N,literal,O=C1OC2C(O)COC32OC(C4=CC=C(O)C=C4)C(C=5C=C(O)C=C6OC(C7=CC=C(O)C=C7)C(C=8C=C(O)C=C(O)C8)C65)C13O,literal,321303-1,literal,Shorealactone,literal,10.1002/HLCA.200390283,en,,,,
157,uri,http://www.wikidata.org/entity/Q25648550,uri,http://www.wikidata.org/entity/Q104399120,literal,Upuna borneensis,literal,VOANMQWFRWOKSM-ATGKYDEGSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC(=C3C2C=4C=C(O)C=C(O)C4)C5C6=C(O)C=C7OC(C8=CC=C(O)C=C8)C9C=%10C=C(O)C=C(O)C%10C(C%11=CC=C(O)C=C%11)C(C6=C79)C5C%12=CC=C(O)C=C%12,literal,321540-1,literal,Vaticanol B,literal,10.3987/COM-03-9917,en,,,,
158,uri,http://www.wikidata.org/entity/Q1329912,uri,http://www.wikidata.org/entity/Q104400839,literal,Vatica diospyroides,literal,MZPNVEOVZSHYMZ-NTXGJNAHSA-N,literal,O=C(O)C(=CCCC(C)C1CCC2(C)C3CCC4C(C(=O)CCC54CC35CCC12C)(C)C)C,literal,321621-1,literal,Mangiferonic acid,literal,10.1021/JO9902087,en,literal,13878-90-5,,
159,uri,http://www.wikidata.org/entity/Q3005907,uri,http://www.wikidata.org/entity/Q104922118,literal,Vatica pauciflora,literal,BADTYSQKXNDGFG-RTBURBONSA-N,literal,O=C1C=2C=C(O)C=C(O)C2C(C=3C=C(O)C=C(O)C3)C1C4=CC=C(O)C=C4,literal,321694-1,literal,"(2S,3S)-3-(3,5-dihydroxyphenyl)-4,6-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydroinden-1-one",literal,10.1021/NP030236R,en,,,,
160,uri,http://www.wikidata.org/entity/Q5471803,uri,http://www.wikidata.org/entity/Q104395357,literal,Hopea cordifolia,literal,OAJMDVHEWRVSMZ-JYUOMCLQSA-N,literal,OC1=CC=C(C=C1)C2C=3C(O)=CC(O)=CC3C4C(C5=CC=C(O)C=C5)C=6C(O)=CC(O)=CC6C4C7C8=CC=C(O)C=C8C=9C(O)=CC(O)=CC9C27,literal,320868-1,literal,Copalliferol A,literal,10.1039/P19830000699,en,,,,
161,uri,http://www.wikidata.org/entity/Q25648550,uri,http://www.wikidata.org/entity/Q104399278,literal,Upuna borneensis,literal,PHIHHTIYURVLDB-CTXDPDQKSA-N,literal,OC1=CC=C(C=C1)C=CC=2C3=C(OC(C4=CC=C(O)C=C4)C3C=5C=C(O)C=C(O)C5)C=C6OC(C7=CC=C(O)C=C7)C(C=8C=C(O)C=C(O)C8)C62,literal,321540-1,literal,Ampelopsin E,literal,10.1248/CPB.53.219,en,,,,
162,uri,http://www.wikidata.org/entity/Q5490783,uri,http://www.wikidata.org/entity/Q104399123,literal,Shorea seminis,literal,LHUHHURKGTUZHU-QZYOWKSKSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC4=C3C2C=5C=C(O)C=C(O)C5C(C6=CC=C(O)C=C6)C4O,literal,321444-1,literal,"(1R)-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaene-4,6,9,12-tetrol",literal,10.1016/S0367-326X(02)00179-X,en,,,,
163,uri,http://www.wikidata.org/entity/Q3005907,uri,http://www.wikidata.org/entity/Q104922118,literal,Vatica pauciflora,literal,BADTYSQKXNDGFG-RTBURBONSA-N,literal,O=C1C=2C=C(O)C=C(O)C2C(C=3C=C(O)C=C(O)C3)C1C4=CC=C(O)C=C4,literal,321694-1,literal,"(2S,3S)-3-(3,5-dihydroxyphenyl)-4,6-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydroinden-1-one",literal,10.1021/NP030236R.S001,en,,,,
164,uri,http://www.wikidata.org/entity/Q5456208,uri,http://www.wikidata.org/entity/Q104400515,literal,Hopea exalata,literal,MBGBQHRAJPLAPN-WTEBWGKASA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C5=C3C2C=6C=C(O)C=C(O)C6C(C7=CC=C(O)C=C7)C5C(C8=CC=C(O)C=C8)C4C=9C=C(O)C=C(O)C9,literal,320884-1,literal,vaticanol A,literal,10.1021/NP060242Y,en,,,,
165,uri,http://www.wikidata.org/entity/Q3005907,uri,http://www.wikidata.org/entity/Q104399121,literal,Vatica pauciflora,literal,DTAYOOZOCCYGJM-DOMWLAFOSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C(=C3C2C=5C=C(O)C=C(O)C5)C6C7=C(O)C=C8OC(C9=CC=C(O)C=C9)C(C=%10C=C(O)C=C(O)C%10)C8=C7C(C4C%11=CC=C(O)C=C%11)C6C%12=CC=C(O)C=C%12,literal,321694-1,literal,Vatdiospyroidol,literal,10.1016/S0040-4020(03)00730-0,en,,,,
166,uri,http://www.wikidata.org/entity/Q942116,uri,http://www.wikidata.org/entity/Q104400516,literal,Cotylelobium melanoxylon,literal,MBGBQHRAJPLAPN-RLNRUITGSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C5=C3C2C=6C=C(O)C=C(O)C6C(C7=CC=C(O)C=C7)C5C(C8=CC=C(O)C=C8)C4C=9C=C(O)C=C(O)C9,literal,320618-1,literal,Vaticanol E,literal,10.1248/CPB.57.487,en,,,,
167,uri,http://www.wikidata.org/entity/Q576284,uri,http://www.wikidata.org/entity/Q104399090,literal,Vatica rassak,literal,WFUXCNKDJDHZQF-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C5=C3C2C=6C=C(O)C=C(O)C6C(C7=CC=C(O)C=C7)C5C(C8=CC=C(O)C=C8)C4C9=CC(OC%10OC(CO)C(O)C(O)C%10O)=C%11OC(C%12=CC=C(O)C=C%12)C(C=%13C=C(O)C=C(O)C%13)C%11=C9,literal,321701-1,literal,"3-[3-(3,5-dihydroxyphenyl)-2-(4-hydroxyphenyl)-7-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2,3-dihydro-1-benzofuran-5-yl]-2,9,17-tris(4-hydroxyphenyl)-8-oxapentacyclo[8.7.2.0⁴,¹⁸.0⁷,¹⁹.0¹¹,¹⁶]nonadeca-4,6,11,13,15,18-hexaene-5,13,15-triol",literal,10.3987/COM-00-9139,en,,,,
168,uri,http://www.wikidata.org/entity/Q25648550,uri,http://www.wikidata.org/entity/Q104399281,literal,Upuna borneensis,literal,VOANMQWFRWOKSM-VMHVPZBPSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC(=C3C2C=4C=C(O)C=C(O)C4)C5C6=C(O)C=C7OC(C8=CC=C(O)C=C8)C9C=%10C=C(O)C=C(O)C%10C(C%11=CC=C(O)C=C%11)C(C6=C79)C5C%12=CC=C(O)C=C%12,literal,321540-1,literal,Isovaticanol B,literal,10.1248/CPB.53.219,en,,,,
169,uri,http://www.wikidata.org/entity/Q5490783,uri,http://www.wikidata.org/entity/Q104399195,literal,Shorea seminis,literal,KUTVNHOAKHJJFL-FXLDOPCMSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC4=C3C2C=5C=C(O)C=C6OC(C7=CC=C(O)C=C7)C(C=8C=C(O)C=C9OC(C%10=CC=C(O)C=C%10)C4C98)C65,literal,321444-1,literal,"(2S,10R,18S)-3,11,19-tris(4-hydroxyphenyl)-4,12,20-trioxaheptacyclo[16.6.1.12,5.110,13.021,25.09,27.017,26]heptacosa-1(25),5,7,9(27),13,15,17(26),21,23-nonaene-7,15,23-triol",literal,10.1016/S0367-326X(02)00179-X,en,,,,
170,uri,http://www.wikidata.org/entity/Q2576684,uri,http://www.wikidata.org/entity/Q104399089,literal,Vateria indica,literal,RJWMEAZIMHXPHU-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C5=C3C2C=6C=C(O)C=C(O)C6C(C7=CC=C(O)C=C7)C5C(C8=CC=C(O)C=C8)C4C9=CC(O)=C%10OC(C%11=CC=C(O)C=C%11)C(C=%12C=C(O)C=C(OC%13OC(CO)C(O)C(O)C%13O)C%12)C%10=C9,literal,321552-1,literal,Q104399089,literal,10.1016/S0040-4020(03)00024-3,,,,,
171,uri,http://www.wikidata.org/entity/Q1634902,uri,http://www.wikidata.org/entity/Q104399125,literal,Dipterocarpus grandiflorus,literal,LJHNYAXAPRDORG-CDORBJOZSA-N,literal,OC1=CC=C(C=C1)C2C=3C(O)=CC(O)=CC3C4C=5C(O)=CC(O)=CC5C2C4C6=CC=C(O)C=C6,literal,320683-1,literal,Ampelopsin F,literal,10.1002/HLCA.200490046,en,,,,
172,uri,http://www.wikidata.org/entity/Q576284,uri,http://www.wikidata.org/entity/Q104400516,literal,Vatica rassak,literal,MBGBQHRAJPLAPN-RLNRUITGSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C5=C3C2C=6C=C(O)C=C(O)C6C(C7=CC=C(O)C=C7)C5C(C8=CC=C(O)C=C8)C4C=9C=C(O)C=C(O)C9,literal,321701-1,literal,Vaticanol E,literal,10.3987/COM-00-9139,en,,,,
173,uri,http://www.wikidata.org/entity/Q5485875,uri,http://www.wikidata.org/entity/Q104910555,literal,Hopea malibato,literal,AETOAAQSGCSQKP-KYTPKKHYSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC4=C3C2C=5C=C(O)C=C(O)C5C(C6=CC=C(O)C=C6)C4(O)C7(O)C=8C=C(O)C=C9OC(C%10=CC=C(O)C=C%10)C(C=%11C=C(O)C=C(O)C%11C7C%12=CC=C(O)C=C%12)C98,literal,320938-1,literal,"1beta,1'beta,7alpha,7'alpha-Tetrakis(4-hydroxyphenyl)-1,1',6,6',7,7',11bbeta,11'bbeta-octahydro-2,2'-dioxa-6,6'-bi[2H-dibenz[cd,h]azulene]-4,4',6alpha,6'alpha,8,8',10,10'-octol",literal,10.1021/NP970519H,en,,,,
174,uri,http://www.wikidata.org/entity/Q17572564,uri,http://www.wikidata.org/entity/Q104913091,literal,Shorea hemsleyana,literal,AJCLKMHOIJLHRB-JHTHUSCRSA-N,literal,OC1=CC=C(C=C1)C2OC=3C=C4OC(C5=CC=C(O)C=C5)C6C=7C=C(O)C=C(O)C7C(C8=CC=C(O)C=C8)C(O)C(C3C2C=9C=C(O)C=C(O)C9)=C46,literal,321303-1,literal,Hemsleyanol B,literal,10.1248/CPB.48.1001,en,,,,
175,uri,http://www.wikidata.org/entity/Q25648550,uri,http://www.wikidata.org/entity/Q104399125,literal,Upuna borneensis,literal,LJHNYAXAPRDORG-CDORBJOZSA-N,literal,OC1=CC=C(C=C1)C2C=3C(O)=CC(O)=CC3C4C=5C(O)=CC(O)=CC5C2C4C6=CC=C(O)C=C6,literal,321540-1,literal,Ampelopsin F,literal,10.3987/COM-03-9917,en,,,,
176,uri,http://www.wikidata.org/entity/Q5490541,uri,http://www.wikidata.org/entity/Q104399278,literal,Shorea gibbosa,literal,PHIHHTIYURVLDB-CTXDPDQKSA-N,literal,OC1=CC=C(C=C1)C=CC=2C3=C(OC(C4=CC=C(O)C=C4)C3C=5C=C(O)C=C(O)C5)C=C6OC(C7=CC=C(O)C=C7)C(C=8C=C(O)C=C(O)C8)C62,literal,321291-1,literal,Ampelopsin E,literal,10.1007/S11418-007-0205-0,en,,,,
177,uri,http://www.wikidata.org/entity/Q104399087,uri,http://www.wikidata.org/entity/Q104399091,literal,Upuna boreensis,literal,NHYFNLFVNSLRES-KGFZEFQWSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(OC3OC(CO)C(O)C(O)C3O)C=C4OC(C5=CC=C(O)C=C5)C(C=6C=C(O)C=C(O)C6)C42,,,literal,Paucifloroside A,literal,10.1002/HLCA.200490293,en,,,,
178,uri,http://www.wikidata.org/entity/Q5490799,uri,http://www.wikidata.org/entity/Q104395359,literal,Shorea stipularis,literal,XJHIULOWFYYKRJ-STAOJHRRSA-N,literal,OC1=CC=C(C=C1)C=C2C=3C=C(O)C=C(O)C3C(C4=CC=C(O)C=C4)C5C=6C=C(O)C=C(O)C6C7=CC(O)=CC=C7C5C2C=8C=C(O)C=C(O)C8,literal,321456-1,literal,Stemonoporol,literal,10.1039/P19830000699,en,,,,
179,uri,http://www.wikidata.org/entity/Q5490799,uri,http://www.wikidata.org/entity/Q104395359,literal,Shorea stipularis,literal,XJHIULOWFYYKRJ-STAOJHRRSA-N,literal,OC1=CC=C(C=C1)C=C2C=3C=C(O)C=C(O)C3C(C4=CC=C(O)C=C4)C5C=6C=C(O)C=C(O)C6C7=CC(O)=CC=C7C5C2C=8C=C(O)C=C(O)C8,literal,321456-1,literal,Stemonoporol,literal,10.1016/S0031-9422(00)84790-1,en,,,,
180,uri,http://www.wikidata.org/entity/Q3012289,uri,http://www.wikidata.org/entity/Q104253072,literal,Vatica cinerea,literal,RKEBXTALJSALNU-LDCXZXNSSA-N,literal,O=C(O)CCC1C=2NC(=CC3=NC(=CC4=NC(=CC=5N=C6C(=C(O)C(C(=O)OC)C62)C5C)C(=C4C)CC)C(C=C)=C3C)C1C,literal,321612-1,literal,Pheophorbide a,literal,10.1021/NP020379Y,en,,,,
181,uri,http://www.wikidata.org/entity/Q17571804,uri,http://www.wikidata.org/entity/Q104992431,literal,Monotes engleri,literal,FAUBWJZFUIHBLR-TVIPFHBOSA-N,literal,O=C1C2=C(O)C(=C(O)C(C=CC(C)C)=C2OC(C3=CC=C(O)C(O)=C3)C1)CC(O)C(=C)C,literal,321075-1,literal,"(2S)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[(2R)-2-hydroxy-3-methylbut-3-enyl]-8-[(E)-3-methylbut-1-enyl]-2,3-dihydrochromen-4-one",literal,10.1016/S0031-9422(96)00871-0,en,,,,
182,uri,http://www.wikidata.org/entity/Q17571807,uri,http://www.wikidata.org/entity/Q105029715,literal,Monotes africanus,literal,HKKPHUAEOHCSKC-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=C1C(O)=C(C(O)=C2CC=C(C)C)CC=C(C)C)C=3C=CC(O)=CC3,literal,321063-1,literal,"6,8-Diprenylkaempferol",literal,10.1021/NP0005457,en,,,,
183,uri,http://www.wikidata.org/entity/Q2696986,uri,http://www.wikidata.org/entity/Q104988159,literal,Vatica,literal,DTAYOOZOCCYGJM-QMELVYFJSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C(=C3C2C=5C=C(O)C=C(O)C5)C6C7=C(O)C=C8OC(C9=CC=C(O)C=C9)C(C=%10C=C(O)C=C(O)C%10)C8=C7C(C4C%11=CC=C(O)C=C%11)C6C%12=CC=C(O)C=C%12,literal,14411-1,literal,Isovaticanol C,literal,10.1016/S0040-4020(03)00730-0,en,,,,
184,uri,http://www.wikidata.org/entity/Q25648550,uri,http://www.wikidata.org/entity/Q104980830,literal,Upuna borneensis,literal,DHTHKPNODOWMKF-CUGVKSGVSA-N,literal,O=CC1=CC=C2OC(C3=CC=C(O)C=C3)C(C2=C1)C=4C=C(O)C=C5OC(C6=CC=C(O)C=C6)C(C=7C=C(O)C=C(O)C7)C54,literal,321540-1,literal,"(2S,3S)-3-[(2S,3S)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-5-carbaldehyde",literal,10.1248/CPB.53.219,en,,,,
185,uri,http://www.wikidata.org/entity/Q3005907,uri,http://www.wikidata.org/entity/Q105024954,literal,Vatica pauciflora,literal,HAOBFGJVNNUEGD-RJRADHEHSA-N,literal,O=C1C=2C=C(O)C=C3OC(C4=CC=C(O)C=C4)C(C=5C=C(O)C=C(O)C5C1C6=CC=C(O)C=C6)C32,literal,321694-1,literal,Pauciflorol E,literal,10.1021/NP030236R,en,,,,
186,uri,http://www.wikidata.org/entity/Q1595821,uri,http://www.wikidata.org/entity/Q105115411,literal,Hopea parviflora,literal,ILRJFBHCTOHAPN-PSIZVQFASA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC4=C3C2C=5C=CC=CC5C(C6=CC=C(O)C=C6)C4C7C=8C=C(O)C=C9OC(C%10=CC=C(O)C=C%10)C(C=%11C=CC=CC%11C7C%12=CC=C(O)C=C%12)C98,literal,320970-1,literal,"(1R,8R,9S,16R)-9-[(1R,8R,9S,16R)-12-hydroxy-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2,4,6,10(17),11,13-hexaen-9-yl]-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2,4,6,10(17),11,13-hexaen-12-ol",literal,10.1016/S0031-9422(00)00019-4,en,,,,
187,uri,http://www.wikidata.org/entity/Q17572564,uri,http://www.wikidata.org/entity/Q105035252,literal,Shorea hemsleyana,literal,HYDHYXXMXHPISD-LHPZLNMLSA-N,literal,OC1=CC=C(C=C1)C=C2C3=CC(O)=C(C(O)=C3C(C4=CC(O)=C(C(O)=C4)C5OC(CO)C(O)C(O)C5O)C2C6=CC=C(O)C=C6)C7OC(CO)C(O)C(O)C7O,literal,321303-1,literal,"(2R,3R,4R,5S,6R)-2-[4-[(1S,2S,3E)-5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(4-hydroxyphenyl)methylidene]-6-[(2R,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-1,2-dihydroinden-1-yl]-2,6-dihydroxyphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.1248/CPB.48.1001,en,,,,
188,uri,http://www.wikidata.org/entity/Q5456208,uri,http://www.wikidata.org/entity/Q105003476,literal,Hopea exalata,literal,FWPQMKZSFDFHKZ-NDCCRSDUSA-N,literal,OC1=CC=C(C=C1)C2C3=CC(O)=CC=C3C4C=5C(O)=CC(O)=CC5C2C6=C(O)C=C(O)C7=C6C4C(C8=CC=C(O)C=C8)C7C=9C=C(O)C=C(O)C9,literal,320884-1,literal,vaticanol G,literal,10.1021/NP060242Y,en,,,,
189,uri,http://www.wikidata.org/entity/Q3021210,uri,http://www.wikidata.org/entity/Q104990280,literal,Dipterocarpus hasseltii,literal,DVPLGBYFZWKXTI-ZHRHITQSSA-N,literal,OC1=CC=C(C=C1)C2OC=3C=C4OC(C5=CC=C(O)C=C5)C6C=7C=C(O)C=C8OC(C9=CC=C(O)C(=C9)C=%10C=C(C=CC%10O)C=CC(C3C2C=%11C=C(O)C=C(O)C%11)=C46)C(C=%12C=C(O)C=C(O)C%12)C87,literal,320689-1,literal,"(1S,8R,9R,20E,24R,25R,31S)-8,24-bis(3,5-dihydroxyphenyl)-25,31-bis(4-hydroxyphenyl)-26,30,35-trioxaoctacyclo[20.9.1.1⁶,⁹.1¹⁰,¹⁴.1¹⁵,¹⁹.0²,⁷.0²³,²⁷.0²⁹,³²]pentatriaconta-2,4,6,10,12,14(34),15(33),16,18,20,22(32),23(27),28-tridecaene-4,13,16-triol",literal,10.1016/J.FITOTE.2006.07.004,en,,,,
190,uri,http://www.wikidata.org/entity/Q2576684,uri,http://www.wikidata.org/entity/Q105114209,literal,Vateria indica,literal,IJXRVZWYGGTCEE-JRSUMJOSSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2OC3OC(C)C(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=CC5,literal,321552-1,literal,Kaempferol 3-(2-rhamnopyranosylrhamnopyranoside),literal,10.1248/CPB.58.1369,en,,,,
191,uri,http://www.wikidata.org/entity/Q576284,uri,http://www.wikidata.org/entity/Q105003474,literal,Vatica rassak,literal,FWPQMKZSFDFHKZ-CVVULUIWSA-N,literal,OC1=CC=C(C=C1)C2C3=CC(O)=CC=C3C4C=5C(O)=CC(O)=CC5C2C6=C(O)C=C(O)C7=C6C4C(C8=CC=C(O)C=C8)C7C=9C=C(O)C=C(O)C9,literal,321701-1,literal,"(1S,2R,3R,4R,10R,11R)-4-(3,5-dihydroxyphenyl)-3,11-bis(4-hydroxyphenyl)hexacyclo[8.7.6.12,5.012,17.018,23.09,24]tetracosa-5(24),6,8,12(17),13,15,18(23),19,21-nonaene-6,8,14,19,21-pentol",literal,10.1016/S0040-4020(01)00697-4,en,,,,
192,uri,http://www.wikidata.org/entity/Q25648550,uri,http://www.wikidata.org/entity/Q104980837,literal,Upuna borneensis,literal,DHTHKPNODOWMKF-UBMXHKEWSA-N,literal,O=CC1=CC=C2OC(C3=CC=C(O)C=C3)C(C2=C1)C=4C=C(O)C=C5OC(C6=CC=C(O)C=C6)C(C=7C=C(O)C=C(O)C7)C54,literal,321540-1,literal,"(2R,3S)-3-[(2R,3R)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-5-carbaldehyde",literal,10.1248/CPB.55.1535,en,,,,
193,uri,http://www.wikidata.org/entity/Q576284,uri,http://www.wikidata.org/entity/Q104944746,literal,Vatica rassak,literal,BREASIWVQKRBKT-CVNOFDODSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C5=C3C2C=6C=C(O)C=C(O)C6C(C7=CC=C(O)C=C7)C5C(C8=CC=C(O)C=C8)C4C9=CC(O)=C(C(O)=C9)C(C%10=CC=C(O)C=C%10)C%11C=%12C=C(O)C=C(O)C%12C(C%13=CC=C(O)C=C%13)C%14C=%15C(=C(O)C=C(O)C%15%11)C(C=%16C=C(O)C=C(O)C%16)C%14C%17=CC=C(O)C=C%17,literal,321701-1,literal,Q104944746,literal,10.1016/S0040-4039(00)01383-6,,,,,
194,uri,http://www.wikidata.org/entity/Q2576684,uri,http://www.wikidata.org/entity/Q105026841,literal,Vateria indica,literal,HEIKOEZNFLUAEJ-OAPWRRNMSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C(=C3C2C=5C=C(O)C=C(O)C5)C6C(C7=CC=C(O)C=C7)C8=C(O)C=C9OC(C%10=CC=C(O)C=C%10)C(C=%11C=C(O)C=C(O)C%11)C9=C8C6C4C%12=CC=C(O)C=C%12,literal,321552-1,literal,(-)-Ampelopsin H,literal,10.1016/S0040-4020(03)00024-3,en,,,,
195,uri,http://www.wikidata.org/entity/Q576284,uri,http://www.wikidata.org/entity/Q105033280,literal,Vatica rassak,literal,HSTZMXCBWJGKHG-JTHNCSCQSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C2,literal,321701-1,literal,"(2S,3R,4S,5R,6R)-2-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.1016/S0031-9422(00)00026-1,en,,,,
196,uri,http://www.wikidata.org/entity/Q3005907,uri,http://www.wikidata.org/entity/Q104988158,literal,Vatica pauciflora,literal,DTAYOOZOCCYGJM-FDVZWBKRSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C(=C3C2C=5C=C(O)C=C(O)C5)C6C7=C(O)C=C8OC(C9=CC=C(O)C=C9)C(C=%10C=C(O)C=C(O)C%10)C8=C7C(C4C%11=CC=C(O)C=C%11)C6C%12=CC=C(O)C=C%12,literal,321694-1,literal,"(1R,4R,5R,11R,12S,15R,16R,22S)-4,15-bis(3,5-dihydroxyphenyl)-5,11,16,22-tetrakis(4-hydroxyphenyl)-6,17-dioxahexacyclo[10.9.1.02,10.03,7.013,21.014,18]docosa-2(10),3(7),8,13(21),14(18),19-hexaene-9,20-diol",literal,10.1016/S0040-4020(03)00730-0,en,,,,
197,uri,http://www.wikidata.org/entity/Q5899753,uri,http://www.wikidata.org/entity/Q104952369,literal,Hopea hainanensis,literal,CBHHRLHXARAOFZ-UHFFFAOYSA-N,literal,O=C(OC)C=1C(SC2=C(O)C=C(OC)C(C(=O)C3=C(O)C=C(C=C3OC)C)=C2C(=O)OC)=C(O)C=C(OC)C1C(=O)C4=C(O)C=C(C=C4OC)C,literal,320907-1,literal,Methyl 3-hydroxy-2-[6-hydroxy-3-(2-hydroxy-6-methoxy-4-methylbenzoyl)-4-methoxy-2-methoxycarbonylphenyl]sulfanyl-6-(2-hydroxy-6-methoxy-4-methylbenzoyl)-5-methoxybenzoate,literal,10.1002/CBDV.200800353,en,,,,
198,uri,http://www.wikidata.org/entity/Q3005907,uri,http://www.wikidata.org/entity/Q105024954,literal,Vatica pauciflora,literal,HAOBFGJVNNUEGD-RJRADHEHSA-N,literal,O=C1C=2C=C(O)C=C3OC(C4=CC=C(O)C=C4)C(C=5C=C(O)C=C(O)C5C1C6=CC=C(O)C=C6)C32,literal,321694-1,literal,Pauciflorol E,literal,10.1021/NP030236R.S001,en,,,,
199,uri,http://www.wikidata.org/entity/Q2696986,uri,http://www.wikidata.org/entity/Q104945320,literal,Vatica,literal,BSNDXZQSVIPQKG-NWILFHFSSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC4=C3C2C=5C=C(O)C=C(O)C5C(C6=CC=C(O)C=C6)C7C8=CC(OC9OC(CO)C(O)C(O)C9O)=CC(O)=C8C(C%10=CC=C(O)C=C%10)C47,literal,14411-1,literal,Paucifloroside B,literal,10.1016/S0040-4020(03)00730-0,en,,,,
200,uri,http://www.wikidata.org/entity/Q5485875,uri,http://www.wikidata.org/entity/Q105006373,literal,Hopea malibato,literal,GCOPXRXOORFRHV-HOFKKMOUSA-N,literal,OC=1C=CC(=CC1)C=2OC=3C=C(O)C=C4C3C2C=5C=C(O)C=C(O)C5C(C6=CC=C(O)C=C6)C4O,literal,320938-1,literal,malibatol A,literal,10.1021/NP970519H,en,,,,
201,uri,http://www.wikidata.org/entity/Q5899753,uri,http://www.wikidata.org/entity/Q105026874,literal,Hopea hainanensis,literal,HEKQJCDXSSPYAW-UHFFFAOYSA-N,literal,OC=1C=CC(=CC1)C=2OC=3C=C(O)C=C4C3C2C=5C=C(O)C=C6OC(C7=CC=C(O)C=C7)=C4C65,literal,320907-1,literal,"3,11-Bis(4-hydroxyphenyl)-4,12-dioxapentacyclo[8.6.1.12,5.013,17.09,18]octadeca-1(17),2,5,7,9(18),10,13,15-octaene-7,15-diol",literal,10.1021/JF900756D,en,,,,
202,uri,http://www.wikidata.org/entity/Q576284,uri,http://www.wikidata.org/entity/Q104988157,literal,Vatica rassak,literal,DTAYOOZOCCYGJM-FCMAYUGISA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=C4C(=C3C2C=5C=C(O)C=C(O)C5)C6C7=C(O)C=C8OC(C9=CC=C(O)C=C9)C(C=%10C=C(O)C=C(O)C%10)C8=C7C(C4C%11=CC=C(O)C=C%11)C6C%12=CC=C(O)C=C%12,literal,321701-1,literal,"(1S,4R,5R,11R,12R,15R,16R,22S)-4,15-bis(3,5-dihydroxyphenyl)-5,11,16,22-tetrakis(4-hydroxyphenyl)-6,17-dioxahexacyclo[10.9.1.02,10.03,7.013,21.014,18]docosa-2(10),3(7),8,13(21),14(18),19-hexaene-9,20-diol",literal,10.1016/S0031-9422(00)00026-1,en,,,,
