,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
10,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q417328,literal,Salvinia molesta,literal,QPJVMBTYPHYUOC-UHFFFAOYSA-N,literal,COC(=O)C1=CC=CC=C1,literal,93-58-3,literal,17453700-1,literal,CHEMBL16435,en,literal,methyl benzoate,literal,10.1016/J.PHYTOCHEM.2007.10.028
11,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q105132402,literal,Azolla nilotica,literal,JOLKQVLDUDGYNR-ZOJPFNMOSA-N,literal,O=C1C2=CC(O)CCC2(C)C3CCC4(C)C(CCC4C3C1)C(C)CCC(CC)C(C)C,,,literal,17057010-1,,,en,literal,3beta-Hydroxystigmast-4-en-6-one,literal,10.1016/S0031-9422(97)01126-6
12,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q104888781,literal,Salvinia molesta,literal,JBLVGFKMCLXCOP-HMUNZLOLSA-N,literal,O=C(OCC1OC(O)C(O)C(O)C1O)C2=CC=C(O)C(O)=C2,,,literal,17453700-1,,,en,literal,"[(2R,3S,4S,5R,6S)-3,4,5,6-tetrahydroxyoxan-2-yl]methyl 3,4-dihydroxybenzoate",literal,10.1016/J.PHYTOCHEM.2007.10.028
13,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q105306024,literal,Azolla nilotica,literal,WHWDWIHXSPCOKZ-IRXDYDNUSA-N,literal,O=C(C)CCCC(C)CCCC(C)CCCC(C)C,,,literal,17057010-1,,,en,literal,"(6S,10S)-6,10,14-trimethylpentadecan-2-one",literal,10.1016/S0031-9422(97)01126-6
14,uri,http://www.wikidata.org/entity/Q2705087,uri,http://www.wikidata.org/entity/Q104253037,literal,Azolla filiculoides,literal,IFYMEZNJCAQUME-HHBFRJADSA-N,literal,OC1CC(=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C)C2OC3(C(=C2)C(C)(C)CC(O)C3)C)C)C)C)C(C)(C)C1)C,literal,31661-06-0,literal,17056950-1,,,en,literal,"(6S,7Ar)-2-[(2E,4E,6E,8E,10E,12E,14E,16E)-17-[(4R)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-6,11,15-trimethylheptadeca-2,4,6,8,10,12,14,16-octaen-2-yl]-4,4,7a-trimethyl-2,5,6,7-tetrahydro-1-benzofuran-6-ol",literal,10.1016/0305-1978(85)90030-4
15,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q121802,literal,Azolla nilotica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-46-5,literal,17057010-1,,,en,literal,beta-sitosterol,literal,10.1016/S0031-9422(97)01126-6
16,uri,http://www.wikidata.org/entity/Q2705087,uri,http://www.wikidata.org/entity/Q27149334,literal,Azolla filiculoides,literal,YECXHLPYMXGEBI-ZNQVSPAOSA-N,literal,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,literal,4418-73-9,literal,17056950-1,,,en,literal,doradexanthin,literal,10.1016/0305-1978(85)90030-4
17,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q105122787,literal,Salvinia molesta,literal,IYKBYZQSSGTINJ-WPHAXYCQSA-N,literal,OC=1C=C2C(=CC1C(C)C)C(CC3=CCC(O)(CC3)C(C)C)CC4C2(C)CCCC4(C)C,,,literal,17453700-1,,,en,literal,"(4bS,8aS,10S)-10-[(4-hydroxy-4-propan-2-ylcyclohexen-1-yl)methyl]-4b,8,8-trimethyl-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthren-3-ol",literal,10.1016/J.BMCL.2013.10.040
18,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q105254535,literal,Salvinia molesta,literal,SJSSLQVSAGPTLO-OAQYLSRUSA-N,literal,O=C1C(O)=C2C(C3=CC(OC)=C(C=C13)C(C)C)(C)CCCC2(C)C,literal,140670-85-5,literal,17453700-1,,,en,literal,"6-Hydroxy-12-methoxyabieta-5,8,11,13-tetrene-7-one",literal,10.1016/J.BMCL.2013.10.040
19,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q105303976,literal,Salvinia molesta,literal,WFKAJHXRTWDPAT-AZUAARDMSA-N,literal,O=CC1=CC(=C(O)C=C1C2(C)CCCC(C)(C)C2C=O)C(C)C,,,literal,17453700-1,,,en,literal,Secoabietane dialdehyde,literal,10.1016/J.BMCL.2013.10.040
20,uri,http://www.wikidata.org/entity/Q17187973,uri,http://www.wikidata.org/entity/Q392062,literal,Azolla cristata,literal,DMASLKHVQRHNES-FKKUPVFPSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,literal,472-70-8,literal,17056920-1,,,en,literal,cryptoxanthin,literal,10.1016/0305-1978(85)90030-4
21,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q7124104,literal,Salvinia molesta,literal,YKRGDOXKVOZESV-WRJNSLSBSA-N,literal,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O,literal,23180-57-6,literal,17453700-1,,,en,literal,peoniflorin,literal,10.1016/J.PHYTOCHEM.2007.10.028
22,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q56231106,literal,Salvinia molesta,literal,QAIPRVGONGVQAS-UHFFFAOYSA-N,literal,OC(=O)C=Cc1ccc(O)c(O)c1,literal,331-39-5,literal,17453700-1,,,en,literal,caffeic acid,literal,10.1016/J.PHYTOCHEM.2007.10.028
23,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q72508801,literal,Azolla nilotica,literal,YYGNTYWPHWGJRM-UHFFFAOYSA-N,literal,C(=C(C)C)CCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C,literal,7683-64-9,literal,17057010-1,literal,CHEMBL3561564,en,literal,"(E,E,E,E)-Squalene",literal,10.1016/S0031-9422(97)01126-6
24,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q104888916,literal,Salvinia molesta,literal,MAEVSPLUELJOMM-UHFFFAOYSA-N,literal,O=C(OC)C=CC1=CC=C(O)C=C1O,,,literal,17453700-1,,,en,literal,"methyl 3-(2,4-dihydroxyphenyl)prop-2-enoate",literal,10.1016/J.PHYTOCHEM.2007.10.028
25,uri,http://www.wikidata.org/entity/Q17046927,uri,http://www.wikidata.org/entity/Q392062,literal,Azolla microphylla,literal,DMASLKHVQRHNES-FKKUPVFPSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,literal,472-70-8,literal,17057000-1,,,en,literal,cryptoxanthin,literal,10.1016/0305-1978(85)90030-4
26,uri,http://www.wikidata.org/entity/Q17187973,uri,http://www.wikidata.org/entity/Q15425813,literal,Azolla cristata,literal,GFPJSSAOISEBQL-FZKBJVJCSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C2C=C3C(CCCC3(O2)C)(C)C)C)C,literal,515-06-0,literal,17056920-1,,,en,literal,citroxanthin,literal,10.1016/0305-1978(85)90030-4
27,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q105331391,literal,Azolla nilotica,literal,XMRPKMHVDLXNMJ-ZJBITLKASA-N,literal,O=C(OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C=C(C)CCCC(C)CCCC(C)CCCC(C)C,,,literal,17057010-1,,,en,literal,"[(E,7S,11S)-3,7,11,15-tetramethylhexadec-2-enyl] (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enoate",literal,10.1016/S0031-9422(97)01126-6
28,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q82969934,literal,Azolla nilotica,literal,AJAKLDUGVSKVDG-UHFFFAOYSA-N,literal,OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,literal,645-72-7,literal,17057010-1,,,en,literal,"3,7,11,15-Tetramethylhexadecan-1-ol",literal,10.1016/S0031-9422(97)01126-6
29,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q105216307,literal,Azolla nilotica,literal,PXPABZUEASBGNN-ZHQLMMCASA-N,literal,O=C1C2=CC(CCO)CCC2(C)C3CCC4(C)C(CCC4C3C1)C(C)CCCC(C)C,,,literal,17057010-1,,,en,literal,"(3R,8S,9S,10R,13R,14S,17R)-3-(2-hydroxyethyl)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-1,2,3,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-6-one",literal,10.1016/S0031-9422(97)01126-6
30,uri,http://www.wikidata.org/entity/Q17046927,uri,http://www.wikidata.org/entity/Q15425813,literal,Azolla microphylla,literal,GFPJSSAOISEBQL-FZKBJVJCSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C2C=C3C(CCCC3(O2)C)(C)C)C)C,literal,515-06-0,literal,17057000-1,,,en,literal,citroxanthin,literal,10.1016/0305-1978(85)90030-4
31,uri,http://www.wikidata.org/entity/Q981134,uri,http://www.wikidata.org/entity/Q169337,literal,Azolla caroliniana,literal,JKQXZKUSFCKOGQ-QAYBQHTQSA-N,literal,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,literal,144-68-3,literal,17056910-1,literal,CHEMBL2359248,en,literal,zeaxanthin,literal,10.1016/0305-1978(85)90030-4
32,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q414116,literal,Salvinia molesta,literal,QAIPRVGONGVQAS-DUXPYHPUSA-N,literal,C1=CC(=C(C=C1C=CC(=O)O)O)O,literal,331-39-5,literal,17453700-1,literal,CHEMBL145,en,literal,trans-caffeic acid,literal,10.1016/J.PHYTOCHEM.2007.10.028
33,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q3961291,literal,Salvinia molesta,literal,XZDCNNOTTUOTGE-UHFFFAOYSA-N,literal,CC(CCC3)(C)c2c3c1ccc(C(C)C)cc1cc2,literal,27530-79-6,literal,17453700-1,,,en,literal,simonellite,literal,10.1016/J.BMCL.2013.10.040
34,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q27104361,literal,Azolla nilotica,literal,PNJBOAVCVAVRGR-UDCAXGDQSA-N,literal,CC1(CCCC2(C1CCC3(C2CCC4C3(CCC5C4(CCC5C(C)(C)O)C)C)C)C)C,literal,1721-59-1,literal,17057010-1,literal,CHEMBL2448591,en,literal,hopan-22-ol,literal,10.1016/S0031-9422(97)01126-6
35,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q104888814,literal,Salvinia molesta,literal,DICIENQKEXNOKV-YGEZULPYSA-N,literal,O=C(OC)C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C(O)=C1,,,literal,17453700-1,,,en,literal,3-Hydroxy-4-(beta-D-glucopyranosyloxy)benzoic acid methyl ester,literal,10.1016/J.PHYTOCHEM.2007.10.028
36,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q10354668,literal,Salvinia molesta,literal,CUFLZUDASVUNOE-UHFFFAOYSA-N,literal,COC(=O)C1=CC(=C(C=C1)O)O,literal,2150-43-8,literal,17453700-1,literal,CHEMBL486027,en,literal,methyl esterprotocatechuic acid,literal,10.1016/J.PHYTOCHEM.2007.10.028
37,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q74410660,literal,Salvinia molesta,literal,GDLRDIDXYBIPFY-YWZLYKJASA-N,literal,O=C1C=2C=C(C(O)=C(O)C2C3(C)CCCC(C)(C)C3C1)C(C)C,,,literal,17453700-1,,,en,literal,11-hydroxysugiol,literal,10.1016/J.BMCL.2013.10.040
38,uri,http://www.wikidata.org/entity/Q2705087,uri,http://www.wikidata.org/entity/Q169337,literal,Azolla filiculoides,literal,JKQXZKUSFCKOGQ-QAYBQHTQSA-N,literal,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,literal,144-68-3,literal,17056950-1,literal,CHEMBL2359248,en,literal,zeaxanthin,literal,10.1016/0305-1978(85)90030-4
39,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q121802,literal,Azolla nilotica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,64997-52-0,literal,17057010-1,,,en,literal,beta-sitosterol,literal,10.1016/S0031-9422(97)01126-6
40,uri,http://www.wikidata.org/entity/Q2705087,uri,http://www.wikidata.org/entity/Q2479965,literal,Azolla filiculoides,literal,VWXMLZQUDPCJPL-ZDHAIZATSA-N,literal,CC1=CC(=O)CC(C1=CC=C(C)C=CC=C(C)C=CC=CC(=CC=CC(=CC=C2C(=CC(=O)CC2(C)C)C)C)C)(C)C,literal,116-30-3,literal,17056950-1,,,en,literal,rhodoxanthin,literal,10.1016/0305-1978(85)90030-4
41,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q27108179,literal,Salvinia molesta,literal,KZAPVZIQILABNM-RBZFPXEDSA-N,literal,CC(C)C1=C(C(=O)C2=C(C1=O)CCC3C2(CCCC3(C)C)C)O,literal,6812-87-9,literal,17453700-1,literal,CHEMBL1813341,en,literal,royleanone,literal,10.1016/J.BMCL.2013.10.040
42,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q43656,literal,Azolla nilotica,literal,HVYWMOMLDIMFJA-DPAQBDIFSA-N,literal,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,57-88-5,literal,17057010-1,literal,CHEMBL112570,en,literal,cholesterol,literal,10.1016/S0031-9422(97)01126-6
43,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q407560,literal,Azolla nilotica,literal,YYGNTYWPHWGJRM-AAJYLUCBSA-N,literal,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C,literal,111-02-4,literal,17057010-1,literal,CHEMBL458402,en,literal,squalene,literal,10.1016/S0031-9422(97)01126-6
44,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q104168721,literal,Azolla nilotica,literal,IEUYPKKOHSWZRJ-UHFFFAOYSA-N,literal,OC1CCC23C(=CCC4C5(C)CCC(C(C)CCC(=C)C(C)C)C5(C)CCC43C2)C1(C)C,,,literal,17057010-1,,,en,literal,"7,7,12,16-Tetramethyl-15-(6-methyl-5-methylideneheptan-2-yl)pentacyclo[9.7.0.01,3.03,8.012,16]octadec-8-en-6-ol",literal,10.1016/S0031-9422(97)01126-6
45,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q104399752,literal,Salvinia molesta,literal,QDFALZMZLBCVCD-HXUWFJFHSA-N,literal,O=C1C(O)=C2C(C=3C(O)=C(O)C(=CC13)C(C)C)(C)CCCC2(C)C,literal,88664-09-9,literal,17453700-1,,,en,literal,14-deoxycoleon U,literal,10.1016/J.BMCL.2013.10.040
46,uri,http://www.wikidata.org/entity/Q17187973,uri,http://www.wikidata.org/entity/Q104253037,literal,Azolla cristata,literal,IFYMEZNJCAQUME-HHBFRJADSA-N,literal,OC1CC(=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C)C2OC3(C(=C2)C(C)(C)CC(O)C3)C)C)C)C)C(C)(C)C1)C,literal,31661-06-0,literal,17056920-1,,,en,literal,"(6S,7Ar)-2-[(2E,4E,6E,8E,10E,12E,14E,16E)-17-[(4R)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-6,11,15-trimethylheptadeca-2,4,6,8,10,12,14,16-octaen-2-yl]-4,4,7a-trimethyl-2,5,6,7-tetrahydro-1-benzofuran-6-ol",literal,10.1016/0305-1978(85)90030-4
47,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q27262523,literal,Azolla nilotica,literal,KZJWDPNRJALLNS-FBZNIEFRSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-47-6,literal,17057010-1,,,en,literal,γ-sitosterol,literal,10.1016/S0031-9422(97)01126-6
48,uri,http://www.wikidata.org/entity/Q981134,uri,http://www.wikidata.org/entity/Q27149334,literal,Azolla caroliniana,literal,YECXHLPYMXGEBI-ZNQVSPAOSA-N,literal,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,literal,4418-73-9,literal,17056910-1,,,en,literal,doradexanthin,literal,10.1016/0305-1978(85)90030-4
49,uri,http://www.wikidata.org/entity/Q17046927,uri,http://www.wikidata.org/entity/Q104253037,literal,Azolla microphylla,literal,IFYMEZNJCAQUME-HHBFRJADSA-N,literal,OC1CC(=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C)C2OC3(C(=C2)C(C)(C)CC(O)C3)C)C)C)C)C(C)(C)C1)C,literal,31661-06-0,literal,17057000-1,,,en,literal,"(6S,7Ar)-2-[(2E,4E,6E,8E,10E,12E,14E,16E)-17-[(4R)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-6,11,15-trimethylheptadeca-2,4,6,8,10,12,14,16-octaen-2-yl]-4,4,7a-trimethyl-2,5,6,7-tetrahydro-1-benzofuran-6-ol",literal,10.1016/0305-1978(85)90030-4
50,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q105177198,literal,Salvinia molesta,literal,NCHINJPZLGMLCY-AZUAARDMSA-N,literal,OC1=CC2=C(C=CC3C2(C)CCCC3(C)C)C=C1C(C)C,literal,34539-84-9,literal,17453700-1,,,en,literal,"6,7-Dehydroferruginol",literal,10.1016/J.BMCL.2013.10.040
51,uri,http://www.wikidata.org/entity/Q2705087,uri,http://www.wikidata.org/entity/Q105111448,literal,Azolla filiculoides,literal,IDPGQVFKQDLMJA-MNOVXSKESA-N,literal,NC(CCC(=O)NC(CC(=O)O)c1ccccc1)C(=O)O,,,literal,17056950-1,,,en,literal,(2R)-2-amino-5-[[(1S)-2-carboxy-1-phenylethyl]amino]-5-oxopentanoic acid,literal,10.1016/S0031-9422(00)85516-8
52,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q2756479,literal,Azolla nilotica,literal,SGNBVLSWZMBQTH-PODYLUTMSA-N,literal,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,474-62-4,literal,17057010-1,literal,CHEMBL520535,en,literal,campesterol,literal,10.1016/S0031-9422(97)01126-6
53,uri,http://www.wikidata.org/entity/Q17187973,uri,http://www.wikidata.org/entity/Q169337,literal,Azolla cristata,literal,JKQXZKUSFCKOGQ-QAYBQHTQSA-N,literal,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,literal,144-68-3,literal,17056920-1,literal,CHEMBL2359248,en,literal,zeaxanthin,literal,10.1016/0305-1978(85)90030-4
54,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q105368604,literal,Azolla nilotica,literal,YYGNTYWPHWGJRM-FZSSMNSJSA-N,literal,C(=C(C)C)CCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C,,,literal,17057010-1,,,en,literal,"(6Z,10E,14Z,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene",literal,10.1016/S0031-9422(97)01126-6
55,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q115969273,literal,Salvinia molesta,literal,IYKBYZQSSGTINJ-UHFFFAOYSA-N,literal,OC=1C=C2C(=CC1C(C)C)C(CC3=CCC(O)(CC3)C(C)C)CC4C2(C)CCCC4(C)C,,,literal,17453700-1,,,en,literal,"10-[(4-Hydroxy-4-propan-2-ylcyclohexen-1-yl)methyl]-4b,8,8-trimethyl-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthren-3-ol",literal,10.1016/J.BMCL.2013.10.040
56,uri,http://www.wikidata.org/entity/Q17046925,uri,http://www.wikidata.org/entity/Q82929144,literal,Azolla nilotica,literal,KIYYUMANFSBVAV-MZIWDXLGSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CCC4C5(C)CCC(C(C)C)C5CCC43C)C1(C)C,literal,28196-47-6,literal,17057010-1,,,en,literal,Hopan-3-ol,literal,10.1016/S0031-9422(97)01126-6
57,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q105033916,literal,Salvinia molesta,literal,HUMGJQLBBAYPNM-HXUWFJFHSA-N,literal,O=C1C=C2C(C3=CC(O)=C(C=C13)C(C)C)(C)CCCC2(C)C,,,literal,17453700-1,,,en,literal,(+)-5-Dehydrosugiol,literal,10.1016/J.BMCL.2013.10.040
58,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q104888915,literal,Salvinia molesta,literal,MAEVSPLUELJOMM-HWKANZROSA-N,literal,O=C(OC)C=CC1=CC=C(O)C=C1O,,,literal,17453700-1,,,en,literal,"methyl (2E)-3-(2,4-dihydroxyphenyl)prop-2-enoate",literal,10.1016/J.PHYTOCHEM.2007.10.028
59,uri,http://www.wikidata.org/entity/Q2716094,uri,http://www.wikidata.org/entity/Q74410874,literal,Salvinia molesta,literal,IPEHJNRNYPOFII-AZUAARDMSA-N,literal,O=C1C2=CC(=C(O)C=C2C3(C)CCCC(C)(C)C3C1)C(C)C,literal,511-05-7,literal,17453700-1,,,en,literal,sugiol,literal,10.1016/J.BMCL.2013.10.040
