,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q104390042,uri,http://www.wikidata.org/entity/Q82906053,literal,Fritillaria ebeiensis,literal,KYELXPJVGNZIGC-GKFGJCLESA-N,literal,O=C1CC2C3C(=C(C)C4(OC5CC(C)CNC5C4C)CC3)CC2C6(C)CCC(O)CC16,literal,139893-27-9,literal,957832-1,en,literal,"3-Hydroxy-5,6-dihydro-17,23-epoxyveratraman-6-one",literal,10.1016/S0021-9673(00)01083-9,,
1,uri,http://www.wikidata.org/entity/Q104390042,uri,http://www.wikidata.org/entity/Q83022080,literal,Fritillaria ebeiensis,literal,ICSCULPVAJQROK-ILIONMCUSA-N,literal,O=C1CC2C3CCC4=C(CN5CC(C)CCC5C4C)C3CC2C6(C)CCC(O)CC16,literal,125409-58-7,literal,957832-1,en,literal,Ebeinone,literal,10.4028/WWW.SCIENTIFIC.NET/AMR.781-784.1134,,
2,uri,http://www.wikidata.org/entity/Q104390042,uri,http://www.wikidata.org/entity/Q27108541,literal,Fritillaria ebeiensis,literal,IUKLSMSEHKDIIP-BZMYINFQSA-N,literal,CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(C6C5(CCC(C6)O)C)O)(C)O,literal,23496-41-5,literal,957832-1,en,literal,verticine,literal,10.1248/CPB.36.4316,,
3,uri,http://www.wikidata.org/entity/Q104973046,uri,http://www.wikidata.org/entity/Q27274312,literal,Fritillaria camtschatcensis,literal,DMLNDBOUFBIGIL-YEJULBKSSA-N,literal,CC1CCC(NC1)C(C)C2(C(CC3C2=CCC4C3CC=C5C4(CCC(C5)O)C)O)C,literal,17155-31-6,,,en,literal,veralkamine,literal,10.1016/0031-9422(81)85237-5,,
4,uri,http://www.wikidata.org/entity/Q104973046,uri,http://www.wikidata.org/entity/Q27274312,literal,Fritillaria camtschatcensis,literal,DMLNDBOUFBIGIL-YEJULBKSSA-N,literal,CC1CCC(NC1)C(C)C2(C(CC3C2=CCC4C3CC=C5C4(CCC(C5)O)C)O)C,literal,17155-31-6,,,en,literal,veralkamine,literal,10.1016/0031-9422(81)85117-5,,
5,uri,http://www.wikidata.org/entity/Q104973046,uri,http://www.wikidata.org/entity/Q740439,literal,Fritillaria camtschatcensis,literal,KWVISVAMQJWJSZ-VKROHFNGSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(NCC(C)CC6)C(C)C54)C2(C)CC1,literal,126-17-0,,,en,literal,solasodine,literal,10.1016/0031-9422(81)85237-5,literal,CHEMBL514596
6,uri,http://www.wikidata.org/entity/Q104973046,uri,http://www.wikidata.org/entity/Q740439,literal,Fritillaria camtschatcensis,literal,KWVISVAMQJWJSZ-VKROHFNGSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(NCC(C)CC6)C(C)C54)C2(C)CC1,literal,126-17-0,,,en,literal,solasodine,literal,10.1016/0031-9422(81)85117-5,literal,CHEMBL514596
7,uri,http://www.wikidata.org/entity/Q104390042,uri,http://www.wikidata.org/entity/Q27270272,literal,Fritillaria ebeiensis,literal,IUKLSMSEHKDIIP-RZNVUHDWSA-N,literal,CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(C6C5(CCC(C6)O)C)O)(C)O,literal,23496-43-7,literal,957832-1,en,literal,isoverticine,literal,10.1248/CPB.36.4316,,
8,uri,http://www.wikidata.org/entity/Q104390042,uri,http://www.wikidata.org/entity/Q83024515,literal,Fritillaria ebeiensis,literal,OEJGVNMSFPGDPP-RHNKUPFDSA-N,literal,OC1CCC2(C)C(C1)C(O)CC3C4CCC5=C(CN6CC(C)CCC6C5C)C4CC32,literal,130320-51-3,literal,957832-1,en,literal,Ziebeimine,literal,10.4028/WWW.SCIENTIFIC.NET/AMR.781-784.1134,,
9,uri,http://www.wikidata.org/entity/Q104973046,uri,http://www.wikidata.org/entity/Q82231301,literal,Fritillaria camtschatcensis,literal,PADHSFRQMFRWLS-MUWVXHEGSA-N,literal,O=C(OCC(O)COC1OC(CO)C(O)C(O)C1O)C=CC2=CC=C(O)C=C2,literal,114420-66-5,,,en,literal,Regaloside A,literal,10.1246/CL.1989.897,,
