,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q393336,literal,Vahlia capensis,literal,IYRMWMYZSQPJKC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,794914-1,en,literal,kaempferol,literal,10.1055/S-2006-957671,literal,520-18-3,literal,CHEMBL150
1,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q375837,literal,Vahlia capensis,literal,LNTHITQWFMADLM-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C(=O)O,literal,794914-1,en,literal,gallic acid,literal,10.1055/S-2006-957671,literal,149-91-7,literal,CHEMBL288114
2,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q27132635,literal,Vahlia capensis,literal,HFSACQSILLSUII-ISSAZSKYSA-N,literal,CC1(CCC2(CCC3(C4CC=C5C(C4(CCC3(C2C1)C)C)CCC(C5(C)C)O)C)C)C,literal,794914-1,en,literal,glutinol,literal,10.1016/0031-9422(94)00710-B,literal,545-24-4,literal,CHEMBL452242
3,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q409478,literal,Vahlia capensis,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,794914-1,en,literal,quercetin,literal,10.1055/S-2006-957671,literal,117-39-5,literal,CHEMBL50
4,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q105136204,literal,Vahlia capensis,literal,JWLBCLQJRRIXIW-KHQZTXFYSA-N,literal,O=C(O)CCC1(C)C(C(=C)C)CCC2(C)C1CCC3C4=CC(C)(C)CCC4(C)CCC32C,literal,794914-1,en,literal,"3-[(1S,2S,4aR,4bR,6aR,10bS,12aR)-1,4a,4b,6a,9,9-hexamethyl-2-prop-1-en-2-yl-3,4,5,6,7,8,10b,11,12,12a-decahydro-2H-chrysen-1-yl]propanoic acid",literal,10.1016/0031-9422(94)00710-B,,,,
5,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q82148149,literal,Vahlia capensis,literal,FBPFZTCFMRRESA-OMMKOOBNSA-N,literal,OCC(O)C(O)C(O)C(O)CO,literal,794914-1,en,literal,L-Talitol,literal,10.1055/S-2006-957671,literal,60660-58-4,,
6,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q3334749,literal,Vahlia capensis,literal,SOSLMHZOJATCCP-AEIZVZFYSA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,literal,794914-1,en,literal,afzelin,literal,10.1055/S-2006-957671,literal,482-39-3,literal,CHEMBL240528
7,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q2472366,literal,Vahlia capensis,literal,RODXRVNMMDRFIK-UHFFFAOYSA-N,literal,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,literal,794914-1,en,literal,scopoletin,literal,10.1016/0031-9422(94)00710-B,literal,92-61-5,literal,CHEMBL71851
8,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q121802,literal,Vahlia capensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,794914-1,en,literal,beta-sitosterol,literal,10.1016/0031-9422(94)00710-B,literal,19044-06-5,,
9,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q15424761,literal,Vahlia capensis,literal,GUAFOGOEJLSQBT-UHFFFAOYSA-N,literal,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC,literal,794914-1,en,literal,scoparone,literal,10.1016/0031-9422(94)00710-B,literal,120-08-1,literal,CHEMBL325864
10,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q3331426,literal,Vahlia capensis,literal,CDAISMWEOUEBRE-GPIVLXJGSA-N,literal,C1(C(C(C(C(C1(O)[H])(O)[H])(O)[H])(O)[H])(O)[H])(O)[H],literal,794914-1,en,literal,myo-inositol,literal,10.1055/S-2006-957671,literal,87-89-8,literal,CHEMBL1222251
11,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q420367,literal,Vahlia capensis,literal,FBPFZTCFMRRESA-GUCUJZIJSA-N,literal,C(C(C(C(C(CO)O)O)O)O)O,literal,794914-1,en,literal,galactitol,literal,10.1055/S-2006-957671,literal,608-66-2,literal,CHEMBL1773904
12,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q63398496,literal,Vahlia capensis,literal,OVSQVDMCBVZWGM-LVWULRLVSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,literal,794914-1,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1055/S-2006-957671,,,,
13,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q121802,literal,Vahlia capensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,794914-1,en,literal,beta-sitosterol,literal,10.1016/0031-9422(94)00710-B,literal,83-46-5,,
14,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q104909055,literal,Vahlia capensis,literal,ACEZXKGUNYXQAF-LOYHVIPDSA-N,literal,O=C1C(O)=C(OC=2C1=C(O)C=C3OC4(O)C(=O)C=5C(O)=CC(O)=CC5OC4(C6=CC=C(O)C=C6)C32)C=7C=CC(O)=CC7,literal,794914-1,en,literal,"(1R,13S)-6,9,13,16,18-pentahydroxy-1,5-bis(4-hydroxyphenyl)-4,12,21-trioxapentacyclo[11.8.0.02,11.03,8.015,20]henicosa-2(11),3(8),5,9,15,17,19-heptaene-7,14-dione",literal,10.1055/S-2006-957671,,,,
15,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q6086296,literal,Vahlia capensis,literal,OVSQVDMCBVZWGM-QSOFNFLRSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,794914-1,en,literal,isoquercetin,literal,10.1055/S-2006-957671,literal,482-35-9,literal,CHEMBL250450
16,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q407997,literal,Vahlia capensis,literal,CDAISMWEOUEBRE-UHFFFAOYSA-N,literal,C1(C(C(C(C(C1O)O)O)O)O)O,literal,794914-1,en,literal,inositol,literal,10.1055/S-2006-957671,literal,6917-35-7,,
17,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q1649777,literal,Vahlia capensis,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,literal,794914-1,en,literal,quercitrin,literal,10.1055/S-2006-957671,literal,522-12-3,literal,CHEMBL82242
18,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q416196,literal,Vahlia capensis,literal,ORHBXUUXSCNDEV-UHFFFAOYSA-N,literal,C1=CC(=CC2=C1C=CC(=O)O2)O,literal,794914-1,en,literal,umbelliferone,literal,10.1016/0031-9422(94)00710-B,literal,93-35-6,literal,CHEMBL51628
19,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q27105441,literal,Vahlia capensis,literal,BDHQMRXFDYJGII-UEBIAWITSA-N,literal,CC(C)C(=C)CCC(C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C,literal,794914-1,en,literal,24-Methylenecycloartanol,literal,10.1016/0031-9422(94)00710-B,literal,1449-09-8,literal,CHEMBL376350
20,uri,http://www.wikidata.org/entity/Q18112885,uri,http://www.wikidata.org/entity/Q121802,literal,Vahlia capensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,794914-1,en,literal,beta-sitosterol,literal,10.1016/0031-9422(94)00710-B,literal,64997-52-0,,
