,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q82952396,literal,Nothapodytes nimmoniana,literal,WSXJPXFVULHYMX-KRWDZBQOSA-N,literal,O=C1C(=C(C=C2C=3N=C4C=CC=CC4=CC3CN12)C(O)CC)C,literal,54318-59-1,literal,434469-1,en,literal,Mappicine,literal,10.1080/10575639908041221,,
1,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q72489417,literal,Nothapodytes nimmoniana,literal,KLFJSYOEEYWQMR-NRFANRHFSA-N,literal,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC(OC)=CC5=CC4C3,literal,19685-10-0,literal,434469-1,en,literal,10-Methoxycamptothecin,literal,10.1016/S0031-9422(00)97013-4,,
2,uri,http://www.wikidata.org/entity/Q17271539,uri,http://www.wikidata.org/entity/Q72489419,literal,Merrilliodendron megacarpum,literal,XVMZDZFTCKLZTF-NRFANRHFSA-N,literal,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=C(OC)C5=CC4C3,literal,39026-92-1,literal,434442-1,en,literal,9-Methoxycamptothecin,literal,10.1055/S-2007-971533,,
3,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q82954697,literal,Nothapodytes nimmoniana,literal,QHTFEANXLNNBOX-UHFFFAOYSA-N,literal,CCC(=O)C1=C(C(=O)N2CC3=CC4=CC=CC=C4N=C3C2=C1)C,literal,55854-89-2,literal,434469-1,en,literal,"8-Methyl-7-propanoylindolizino[1,2-b]quinolin-9(11h)-one",literal,10.1016/0031-9422(95)00962-0,,
4,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q82954697,literal,Nothapodytes nimmoniana,literal,QHTFEANXLNNBOX-UHFFFAOYSA-N,literal,CCC(=O)C1=C(C(=O)N2CC3=CC4=CC=CC=C4N=C3C2=C1)C,literal,55854-89-2,literal,434469-1,en,literal,"8-Methyl-7-propanoylindolizino[1,2-b]quinolin-9(11h)-one",literal,10.1080/10575639908041221,,
5,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q72489419,literal,Nothapodytes nimmoniana,literal,XVMZDZFTCKLZTF-NRFANRHFSA-N,literal,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=C(OC)C5=CC4C3,literal,39026-92-1,literal,434469-1,en,literal,9-Methoxycamptothecin,literal,10.1039/P19740001215,,
6,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q72489419,literal,Nothapodytes nimmoniana,literal,XVMZDZFTCKLZTF-NRFANRHFSA-N,literal,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=C(OC)C5=CC4C3,literal,39026-92-1,literal,434469-1,en,literal,9-Methoxycamptothecin,literal,10.1016/0031-9422(88)80789-1,,
7,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q72489419,literal,Nothapodytes nimmoniana,literal,XVMZDZFTCKLZTF-NRFANRHFSA-N,literal,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=C(OC)C5=CC4C3,literal,39026-92-1,literal,434469-1,en,literal,9-Methoxycamptothecin,literal,10.1248/CPB.53.347,,
8,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q72489419,literal,Nothapodytes nimmoniana,literal,XVMZDZFTCKLZTF-NRFANRHFSA-N,literal,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=C(OC)C5=CC4C3,literal,39026-92-1,literal,434469-1,en,literal,9-Methoxycamptothecin,literal,10.1016/S0031-9422(00)89852-0,,
9,uri,http://www.wikidata.org/entity/Q13113387,uri,http://www.wikidata.org/entity/Q72489419,literal,Nothapodytes nimmoniana,literal,XVMZDZFTCKLZTF-NRFANRHFSA-N,literal,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=C(OC)C5=CC4C3,literal,39026-92-1,literal,434469-1,en,literal,9-Methoxycamptothecin,literal,10.1080/10575639908041221,,
