,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27109324,literal,Cucumis sativus,literal,QOXPZVASXWSKKU-UEIWAABPSA-N,literal,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C,literal,2465-11-4,literal,292296-1,en,literal,"5alpha-ergosta-7,22-dien-3beta-ol",literal,10.1016/0031-9422(83)80252-0,literal,CHEMBL463973
1,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27103575,literal,Cucumis sativus,literal,OLNJUISKUQQNIM-UHFFFAOYSA-N,literal,C1=CC=C2C(=C1)C(=CN2)C=O,literal,487-89-8,literal,292296-1,en,literal,indole-3-carboxaldehyde,literal,10.1055/S-0028-1088338,literal,CHEMBL147741
2,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27103575,literal,Cucumis sativus,literal,OLNJUISKUQQNIM-UHFFFAOYSA-N,literal,C1=CC=C2C(=C1)C(=CN2)C=O,literal,487-89-8,literal,292296-1,en,literal,indole-3-carboxaldehyde,literal,10.1248/CPB.55.133,literal,CHEMBL147741
3,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27106259,literal,Cucumis sativus,literal,IXQKXEUSCPEQRD-DKRGWESNSA-N,literal,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,6199-67-3,literal,292296-1,en,literal,cucurbitacin b,literal,10.1021/JF00103A051,literal,CHEMBL508185
4,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27110163,literal,Cucumis sativus,literal,IGZIQAJJXGRAJF-TXZPEUJSSA-N,literal,CC12C3C(C45CC(CCC4C3(CC(C1O)O)OC2=O)C(=C)C5)C(=O)O,literal,32630-92-5,literal,292296-1,en,literal,gibberellin A34,literal,10.1007/BF00202956,,
5,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27110163,literal,Cucumis sativus,literal,IGZIQAJJXGRAJF-TXZPEUJSSA-N,literal,CC12C3C(C45CC(CCC4C3(CC(C1O)O)OC2=O)C(=C)C5)C(=O)O,literal,32630-92-5,literal,292296-1,en,literal,gibberellin A34,literal,10.1007/BF00202970,,
6,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27106265,literal,Cucumis sativus,literal,NISPVUDLMHQFRQ-MKIKIEMVSA-N,literal,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,literal,2222-07-3,literal,292296-1,en,literal,cucurbitacin i,literal,10.1021/JF00103A051,literal,CHEMBL387737
7,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27109256,literal,Cucumis sativus,literal,INDVLXYUCBVVKW-PXBBAZSNSA-N,literal,CC(C)C(=C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,474-63-5,literal,292296-1,en,literal,24-methylenecholesterol,literal,10.1016/S0031-9422(00)84516-1,literal,CHEMBL477971
8,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27106574,literal,Cucumis sativus,literal,CAHGCLMLTWQZNJ-WZLOIPHISA-N,literal,CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C,literal,514-47-6,literal,292296-1,en,literal,euphol,literal,10.1016/0031-9422(82)85222-9,literal,CHEMBL465181
9,uri,http://www.wikidata.org/entity/Q23425,uri,http://www.wikidata.org/entity/Q27109255,literal,Cucumis sativus,literal,SGNBVLSWZMBQTH-ZRUUVFCLSA-N,literal,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,4651-51-8,literal,292296-1,en,literal,24-epicampesterol,literal,10.1016/S0031-9422(00)84516-1,literal,CHEMBL485421
