,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.type,structureLabel,refDOI.type,refDOI,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
53,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q105136987,literal,Coriaria japonica,literal,JYGFZLCXGAQJNW-DQLQDYHGSA-N,literal,O=C(O)C1=CC(O)=C(O)C(O)=C1OC2=CC(=CC(O)=C2O)C(=O)OC3OC4COC(=O)C=5C=C(O)C(O)=C(O)C5C6=C(O)C(O)=C(O)C=C6C(=O)OC4C(OC(=O)C7=CC(O)=C(O)C(O)=C7)C3OC(=O)C8=CC(O)=C(O)C(O)=C8,literal,271356-1,literal,Q105136987,literal,10.1248/CPB.34.4092,,,,,
54,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q82901419,literal,Coriaria japonica,literal,INYHXAFWZQXELF-FNKGTGPASA-N,literal,O=C(C(O)CO)C(O)C(O)C(O)CO,literal,271356-1,literal,coriose,literal,10.1248/YAKUSHI1881.51.12_988,en,literal,13059-96-6,,
55,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q82901419,literal,Coriaria japonica,literal,INYHXAFWZQXELF-FNKGTGPASA-N,literal,O=C(C(O)CO)C(O)C(O)C(O)CO,literal,271356-1,literal,coriose,literal,10.1248/YAKUSHI1947.88.10_1329,en,literal,13059-96-6,,
56,uri,http://www.wikidata.org/entity/Q10915158,uri,http://www.wikidata.org/entity/Q416260,literal,Coriaria intermedia,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,271355-1,literal,ursolic acid,literal,10.1016/0031-9422(95)00935-3,en,literal,77-52-1,literal,CHEMBL169
57,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q27108182,literal,Coriaria japonica,literal,LELFYNPFJFAEND-YLVKXZTISA-N,literal,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3OC4=C(C(=C5C(=C4)C(=O)OCC6C(C(C(C(O6)OC(=O)C7=CC(=C(C(=C7)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC(=O)C2=CC(=C(C(=C25)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,literal,271356-1,literal,Rugosin D,literal,10.1248/CPB.34.4092,en,literal,84754-11-0,literal,CHEMBL454004
58,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q104909473,literal,Coriaria japonica,literal,ADCIJDUFYSHFRG-JTISOMFVSA-N,literal,O=C(O)C1=CC(O)=C(O)C(O)=C1OC=2C=C3C(=O)OCC4OC(O)C(O)C(OC(=O)C5=CC(O)=C(O)C(O)=C5)C4OC(=O)C=6C=C(O)C(O)=C(O)C6C3=C(O)C2O,literal,271356-1,literal,"2-[[(10R,11R,12R,13R,15R)-3,4,5,12,13,22,23-heptahydroxy-8,18-dioxo-11-(3,4,5-trihydroxybenzoyl)oxy-9,14,17-trioxatetracyclo[17.4.0.02,7.010,15]tricosa-1(23),2,4,6,19,21-hexaen-21-yl]oxy]-3,4,5-trihydroxybenzoic acid",literal,10.1248/CPB.34.4533,en,,,,
59,uri,http://www.wikidata.org/entity/Q12858021,uri,http://www.wikidata.org/entity/Q27136880,literal,Coriaria nepalensis,literal,VWDLOXMZIGUBKM-AUGXRQBFSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,271362-1,literal,stigmasterol 3-O-beta-D-glucoside,literal,10.1016/J.PHYTOL.2014.02.011,en,literal,19716-26-8,literal,CHEMBL447335
60,uri,http://www.wikidata.org/entity/Q10915158,uri,http://www.wikidata.org/entity/Q27134339,literal,Coriaria intermedia,literal,BHVJSLPLFOAMEV-UHIFYLTQSA-N,literal,CC1(C2CCC3=C(C2(CCC1O)C)CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,literal,271355-1,literal,bryonolic acid,literal,10.1016/0031-9422(95)00935-3,en,literal,24480-45-3,,
61,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q105192058,literal,Coriaria japonica,literal,OHFYMBAVFZNQTM-ULZPOIKGSA-N,literal,O=C1OC2C3OCC4(O)C5OC5C(O)(C1C2C(C)C)C34C,literal,271356-1,literal,"(1R,2S,4R,5R,8S,9R,12S,13R,14S)-1,5-dihydroxy-13-methyl-14-propan-2-yl-3,7,10-trioxapentacyclo[6.4.1.19,12.02,4.05,13]tetradecan-11-one",literal,10.1248/CPB.53.1040,en,,,,
62,uri,http://www.wikidata.org/entity/Q5788530,uri,http://www.wikidata.org/entity/Q9163056,literal,Coriaria ruscifolia,literal,BDCDNTVZSILEOY-UXYNSRGZSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(O4)CO)O)O)O)O,literal,271369-1,literal,avicularin,literal,10.1021/NP50010A017,en,literal,572-30-5,literal,CHEMBL471282
63,uri,http://www.wikidata.org/entity/Q5788530,uri,http://www.wikidata.org/entity/Q72469953,literal,Coriaria ruscifolia,literal,KLAGYIBJNXLDTL-UHFFFAOYSA-N,literal,COC1=C(C=C2C3=C1OC(=O)C4=CC(=C(C(=C43)OC2=O)OC)O)O,literal,271369-1,literal,"3,3'-Di-O-methylellagic acid",literal,10.1016/S0367-326X(00)00327-0,en,literal,2239-88-5,,
64,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q83000308,literal,Coriaria japonica,literal,XKVYZLLWKHGKMT-UHFFFAOYSA-N,literal,O=CC(O)C(OC(=O)C1=CC(O)=C(O)C(O)=C1)C2OC(=O)C3=CC(O)=C(O)C(O)=C3C=4C(O)=C(O)C(O)=CC4C(=O)OCC2O,literal,271356-1,literal,Gemin D,literal,10.1248/CPB.34.4533,en,literal,84744-46-7,,
65,uri,http://www.wikidata.org/entity/Q12858021,uri,http://www.wikidata.org/entity/Q418628,literal,Coriaria nepalensis,literal,MIJYXULNPSFWEK-GTOFXWBISA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,literal,271362-1,literal,oleanolic acid,literal,10.1016/J.PHYTOL.2014.02.011,en,literal,508-02-1,literal,CHEMBL168
66,uri,http://www.wikidata.org/entity/Q5788530,uri,http://www.wikidata.org/entity/Q105114939,literal,Coriaria ruscifolia,literal,IKTUZVAVHCTHSU-ULZPOIKGSA-N,literal,O=C1OC2C3OCC4(O)C5OC5C(O)(C1C2C(=C)C)C34C,literal,271369-1,literal,CID 10880921,literal,10.1016/S0367-326X(00)00327-0,en,literal,35481-77-7,,
67,uri,http://www.wikidata.org/entity/Q5788530,uri,http://www.wikidata.org/entity/Q105114939,literal,Coriaria ruscifolia,literal,IKTUZVAVHCTHSU-ULZPOIKGSA-N,literal,O=C1OC2C3OCC4(O)C5OC5C(O)(C1C2C(=C)C)C34C,literal,271369-1,literal,CID 10880921,literal,10.1055/S-2006-960944,en,literal,35481-77-7,,
68,uri,http://www.wikidata.org/entity/Q12858021,uri,http://www.wikidata.org/entity/Q82993642,literal,Coriaria nepalensis,literal,CCAZWUJBLXKBAY-UHFFFAOYSA-N,literal,O=C1OC2C(O)C3(C)C(O)(C4OC4C53OC5)C1C2C(=C)C,literal,271362-1,literal,"1b,6-Dihydroxy-6a-methyl-8-(prop-1-en-2-yl)hexahydrospiro[2,5-methanooxireno[3,4]cyclopenta[1,2-d]oxepine-7,2'-oxiran]-3(2h)-one",literal,10.1248/CPB.53.1040,en,literal,79029-98-4,,
69,uri,http://www.wikidata.org/entity/Q38637948,uri,http://www.wikidata.org/entity/Q2997284,literal,Coriaria microphylla,literal,BWWDLKVKPVKBGJ-TWMZOSGRSA-N,literal,CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C,literal,66024-2,literal,coriamyrtin,literal,10.1055/S-2006-960944,en,literal,2571-86-0,,
70,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q393336,literal,Coriaria japonica,literal,IYRMWMYZSQPJKC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,271356-1,literal,kaempferol,literal,10.1248/YAKUSHI1881.57.8_800,en,literal,520-18-3,literal,CHEMBL150
71,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q17119299,literal,Coriaria japonica,literal,FYIJLTSMNXUNLT-CXQFPWCTSA-N,literal,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O,literal,271356-1,literal,Strictinin,literal,10.1248/CPB.34.4533,en,literal,517-46-4,literal,CHEMBL504212
72,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q105350081,literal,Coriaria japonica,literal,YLDFMOFBPIGZIH-UHFFFAOYSA-N,literal,O=C(O)C1=C(O)C(O)=C(O)C=C1OC=2C=C3C(=O)OCC4OC(OC(=O)C5=CC(O)=C(O)C(O)=C5OC6=CC(=CC(O)=C6O)C(=O)OC7OC8COC(=O)C9=CC(O)=C(O)C(O)=C9C%10=C(O)C(O)=C(O)C=C%10C(=O)OC8C(OC(=O)C%11=CC(O)=C(O)C(O)=C%11)C7OC(=O)C%12=CC(O)=C(O)C(O)=C%12)C(OC(=O)C%13=CC(O)=C(O)C(O)=C%13)C(OC(=O)C%14=CC(O)=C(O)C(O)=C%14)C4OC(=O)C%15=CC(O)=C(O)C(O)=C%15C3=C(O)C2O,literal,271356-1,literal,Q105350081,literal,10.1248/CPB.34.4533,,,,,
