,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id,structure_cas.type,structure_cas
18,uri,http://www.wikidata.org/entity/Q2732635,uri,http://www.wikidata.org/entity/Q104977033,literal,Styrax benzoin,literal,DEBHPFIVFPIXBT-SNAWJCMRSA-N,literal,O=C(OCC=CC1=CC=C(O)C=C1)C=2C=CC=CC2,literal,826732-1,en,literal,(2E)-3-(4-hydroxyphenyl)prop-2-en-1-yl benzoate,literal,10.1007/BF00579470,,,,
19,uri,http://www.wikidata.org/entity/Q1281140,uri,http://www.wikidata.org/entity/Q105370946,literal,Styrax officinalis,literal,ZCBJMXAFTFFAMW-DXHOUVOYSA-N,literal,O=C(OCCCC1=CC(OC)=C2C(=C1)C3OC23C4=CC=C5OCOC5=C4)C(C)CC,literal,327052-2,en,literal,"3-[(7S,9R)-7-(1,3-benzodioxol-5-yl)-5-methoxy-8-oxatricyclo[4.3.0.07,9]nona-1(6),2,4-trien-3-yl]propyl (2R)-2-methylbutanoate",literal,10.1016/S0031-9422(03)00357-1,,,,
20,uri,http://www.wikidata.org/entity/Q2732635,uri,http://www.wikidata.org/entity/Q104999343,literal,Styrax benzoin,literal,FPQSTZNMWLAPCO-YQHBQRSUSA-N,literal,O=C(OCC=CC1=CC=C(O)C=C1)C=CC=2C=CC=CC2,literal,826732-1,en,literal,[(E)-3-(4-hydroxyphenyl)prop-2-enyl] 3-phenylprop-2-enoate,literal,10.1002/PCA.1048,,,,
21,uri,http://www.wikidata.org/entity/Q2732635,uri,http://www.wikidata.org/entity/Q104167793,literal,Styrax benzoin,literal,HFGSQOYIOKBQOW-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC4(C)C3(C)CC1,literal,826732-1,en,literal,Colosolic acid,literal,10.1590/S0100-40422002000300002,,,,
22,uri,http://www.wikidata.org/entity/Q1281140,uri,http://www.wikidata.org/entity/Q27137901,literal,Styrax officinalis,literal,VOLZBKQSLGCZGC-UHFFFAOYSA-N,literal,COC1=C2C(=CC(=C1)CCCO)C=C(O2)C3=CC4=C(C=C3)OCO4,literal,327052-2,en,literal,egonol,literal,10.1016/S0031-9422(03)00357-1,literal,CHEMBL470981,literal,530-22-3
23,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q111269305,literal,Styrax japonicus,literal,HMBAEDHCQQWOCW-KVDZAEMRSA-N,literal,O=C1OC(C2=CC=C3OCOC3=C2)C4COC(C5=CC=C(OC6OC(CO)C(O)C(O)C6O)C(OC)=C5)C14,literal,826818-1,en,literal,Styraxlignolide B,literal,10.1021/NP040113M,,,,
24,uri,http://www.wikidata.org/entity/Q845222,uri,http://www.wikidata.org/entity/Q27137898,literal,Styrax obassia,literal,KOUYRIXNPBTZIN-UHFFFAOYSA-N,literal,CC(=O)OCCCC1=CC(=C2C(=C1)C=C(O2)C3=CC4=C(C=C3)OCO4)OC,literal,327017-2,en,literal,egonol acetate,literal,10.1007/S10600-008-9090-3,literal,CHEMBL1667984,literal,15434-00-1
25,uri,http://www.wikidata.org/entity/Q845222,uri,http://www.wikidata.org/entity/Q27137898,literal,Styrax obassia,literal,KOUYRIXNPBTZIN-UHFFFAOYSA-N,literal,CC(=O)OCCCC1=CC(=C2C(=C1)C=C(O2)C3=CC4=C(C=C3)OCO4)OC,literal,327017-2,en,literal,egonol acetate,literal,10.1016/0031-9422(88)80314-5,literal,CHEMBL1667984,literal,15434-00-1
26,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q111241342,literal,Styrax japonicus,literal,HMEOZZPGZZUNQC-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CC=C4C5CC(C=CC5(C)CCC4(C)C3(C)CCC2C1(C)C)(C)C)C,literal,826818-1,en,literal,"(4,4,6a,6b,8a,11,11,14b-Octamethyl-1,2,3,4a,5,6,7,8,12,12a,14,14a-dodecahydropicen-3-yl) acetate",literal,10.1248/BPB.28.2003,,,,
27,uri,http://www.wikidata.org/entity/Q845222,uri,http://www.wikidata.org/entity/Q105303656,literal,Styrax obassia,literal,WEXSUVQWCGLATC-IGDDYLSGSA-N,literal,OC(C1=CC(OC)=C2OC(=CC2=C1)C=3C=CC=4OCOC4C3)CCOC5OC(COC6OCC(O)C(O)C6O)C(O)C(O)C5O,literal,327017-2,en,literal,"(2R,3R,4S,5S,6R)-2-[(3S)-3-[2-(1,3-benzodioxol-5-yl)-7-methoxy-1-benzofuran-5-yl]-3-hydroxypropoxy]-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol",literal,10.3987/COM-05-10394,,,,
28,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q104907901,literal,Styrax japonicus,literal,AAGCATAPYOEULE-ZQJJHTFWSA-N,literal,O=C1OCC(CC2=CC=C(O)C(OC)=C2)C1CC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C(OC)=C3,literal,826818-1,en,literal,Styraxlignolide E,literal,10.1021/NP040113M,,,,
29,uri,http://www.wikidata.org/entity/Q3335679,uri,http://www.wikidata.org/entity/Q104171726,literal,Styrax tonkinensis,literal,MIJYXULNPSFWEK-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,literal,826959-1,en,literal,oleanolic acid,literal,10.1080/10286020500480712,,,,
30,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q111241831,literal,Styrax japonicus,literal,RUOVHYJBVMXYCD-UHFFFAOYSA-N,literal,O=C1CC2(C)C(CC(O)C3(C)C2CCC4C=CCC43C)C(C)(C)C1OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O,literal,826818-1,en,literal,"3-[4,5-Dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-7-hydroxy-4,4,8,10,14-pentamethyl-1,3,5,6,7,9,11,12,13,15-decahydrocyclopenta[a]phenanthren-2-one",literal,10.1055/S-2004-835853,,,,
31,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q111241831,literal,Styrax japonicus,literal,RUOVHYJBVMXYCD-UHFFFAOYSA-N,literal,O=C1CC2(C)C(CC(O)C3(C)C2CCC4C=CCC43C)C(C)(C)C1OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O,literal,826818-1,en,literal,"3-[4,5-Dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-7-hydroxy-4,4,8,10,14-pentamethyl-1,3,5,6,7,9,11,12,13,15-decahydrocyclopenta[a]phenanthren-2-one",literal,10.1248/BPB.30.139,,,,
32,uri,http://www.wikidata.org/entity/Q3335679,uri,http://www.wikidata.org/entity/Q105130380,literal,Styrax tonkinensis,literal,JKOAMUFXXOUTGI-UHFFFAOYSA-N,literal,O=C1OC23C4OC4C5C6(C)CCC(O)C(C)(C)C6C(O)CC5(C)C3(C)CCC17CCC(C)(C)CC72,literal,826959-1,en,literal,"9,12-Dihydroxy-6,10,10,14,15,21,21-heptamethyl-3,24-dioxaheptacyclo[16.5.2.01,15.02,4.05,14.06,11.018,23]pentacosan-25-one",literal,10.1080/10286020500480712,,,,
33,uri,http://www.wikidata.org/entity/Q3335679,uri,http://www.wikidata.org/entity/Q105178359,literal,Styrax tonkinensis,literal,NFBBPROWDXTYCL-OEMDQZJXSA-N,literal,O=C(O)C12CCC3(C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C(O)C(C)(C)CC1)C,literal,826959-1,en,literal,19alpha-Hydroxy-3-oxo-5alpha-oleana-12-ene-28-oic acid,literal,10.1021/NP050371Z,,,,
34,uri,http://www.wikidata.org/entity/Q845222,uri,http://www.wikidata.org/entity/Q27137900,literal,Styrax obassia,literal,YQEPMZLWYOAQNI-UHFFFAOYSA-N,literal,C1OC2=C(O1)C=C(C=C2)C3=CC4=C(O3)C=CC(=C4)CCCO,literal,327017-2,en,literal,7-demethoxyegonol,literal,10.1016/0031-9422(88)80314-5,literal,CHEMBL470982,literal,53279-35-9
35,uri,http://www.wikidata.org/entity/Q3335679,uri,http://www.wikidata.org/entity/Q105005944,literal,Styrax tonkinensis,literal,GBMBQYFNPMVAMS-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(=O)C(C)(C)C5C(O)CC4(C)C3(C)CC1,literal,826959-1,en,literal,6beta-Hydroxy-3-oxo-12-oleanen-28-oic acid,literal,10.1080/10286020500480712,,,,
36,uri,http://www.wikidata.org/entity/Q3335679,uri,http://www.wikidata.org/entity/Q105250033,literal,Styrax tonkinensis,literal,SCCTYGDZBVYNDP-UHFFFAOYSA-N,literal,O=C1OC2C3C4C(=O)CC5C6(C)CCC(O)C(C)(C)C6CCC5(C)C4(C)CCC13CCC2(C)C,literal,826959-1,en,literal,"10-Hydroxy-4,5,9,9,13,20,20-heptamethyl-24-oxahexacyclo[17.3.2.01,18.04,17.05,14.08,13]tetracosane-16,23-dione",literal,10.1080/10286020500480712,,,,
37,uri,http://www.wikidata.org/entity/Q5640838,uri,http://www.wikidata.org/entity/Q27137901,literal,Styrax ferrugineus,literal,VOLZBKQSLGCZGC-UHFFFAOYSA-N,literal,COC1=C2C(=CC(=C1)CCCO)C=C(O2)C3=CC4=C(C=C3)OCO4,literal,327053-2,en,literal,egonol,literal,10.1016/S0031-9422(00)00225-9,literal,CHEMBL470981,literal,530-22-3
38,uri,http://www.wikidata.org/entity/Q1281140,uri,http://www.wikidata.org/entity/Q151038,literal,Styrax officinalis,literal,IGGUPRCHHJZPBS-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,literal,327052-2,en,literal,nonacosane,literal,10.1055/S-0028-1099499,literal,CHEMBL428955,literal,630-03-5
39,uri,http://www.wikidata.org/entity/Q3335679,uri,http://www.wikidata.org/entity/Q27151401,literal,Styrax tonkinensis,literal,KFALHTDSQSJCFC-LLICELPBSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1O)C)C(=O)O)C,literal,826959-1,en,literal,Siaresinol,literal,10.1021/NP050371Z,literal,CHEMBL495641,,
40,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q111242016,literal,Styrax japonicus,literal,AAGCATAPYOEULE-VCYNIGRKSA-N,literal,O=C1OCC(CC2=CC=C(O)C(OC)=C2)C1CC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C(OC)=C3,literal,826818-1,en,literal,"(3S,4S)-4-[(4-hydroxy-3-methoxyphenyl)methyl]-3-[[3-methoxy-4-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl]oxolan-2-one",literal,10.1021/NP040113M,,,,
41,uri,http://www.wikidata.org/entity/Q1281140,uri,http://www.wikidata.org/entity/Q105328220,literal,Styrax officinalis,literal,XHOCRIAOIUVTRF-UHFFFAOYSA-N,literal,O=C(OCCCC1=CC(OC)=C2OC(=CC2=C1)C=3C=CC=4OCOC4C3)C=5C=CC=CC5,literal,327052-2,en,literal,"Benzoic acid 3-[2-(1,3-benzodioxole-5-yl)-7-methoxybenzofuran-5-yl]propyl ester",literal,10.1016/S0031-9422(03)00357-1,,,,
42,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q105282878,literal,Styrax japonicus,literal,VAOZQNXEXFTFMU-FYHAIDROSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)C(OC(=O)C(=CC)C)C(OC(=O)C)C6(CO)C(O)CC54C)C2(C)C)C(OC7OC(CO)C(O)C(O)C7O)C(OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C1O,literal,826818-1,en,literal,Jegosaponin A,literal,10.1248/CPB.48.1093,,,,
43,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q111269315,literal,Styrax japonicus,literal,QUUIVLXTYGZTRK-ZQJJHTFWSA-N,literal,O=C1OCC(CC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C(OC)=C2)C1CC4=CC=C(OC)C(O)=C4,literal,826818-1,en,literal,Styraxlignolide C,literal,10.1021/NP040113M,,,,
44,uri,http://www.wikidata.org/entity/Q1281140,uri,http://www.wikidata.org/entity/Q105263813,literal,Styrax officinalis,literal,SYVYDXVXJKYVCI-HAEPUYAXSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)C(OC(=O)C=7C=CC=CC7)C(OC(=O)C)C6(CO)C(O)CC54C)C2(C)C)C(OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(O)C1OC%10OC(CO)C(O)C(O)C%10O,literal,327052-2,,literal,Q105263813,literal,10.1016/S0367-326X(02)00086-2,,,,
45,uri,http://www.wikidata.org/entity/Q5640838,uri,http://www.wikidata.org/entity/Q105232716,literal,Styrax ferrugineus,literal,RAMYDZNQLYKTGB-MXCHMSEPSA-N,literal,OCC1OC(OCCCC2=CC(OC)=C3OC(=CC3=C2)C=4C=CC=5OCOC5C4)C(O)C(O)C1O,literal,327053-2,en,literal,Egonol glucoside,literal,10.1016/S0031-9422(00)00225-9,,,literal,77690-83-6
46,uri,http://www.wikidata.org/entity/Q3335679,uri,http://www.wikidata.org/entity/Q105186870,literal,Styrax tonkinensis,literal,NWYZSLIMGFTIHU-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CC(=O)C4C5(C)CCC(O)C(C)(C)C5C(O)CC4(C)C3(C)CC1,literal,826959-1,en,literal,"8,10-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-4a-carboxylic acid",literal,10.1080/10286020500480712,,,,
47,uri,http://www.wikidata.org/entity/Q845222,uri,http://www.wikidata.org/entity/Q105378825,literal,Styrax obassia,literal,ZLACPIJRVKLLJM-YBWFEMKJSA-N,literal,OCC1OC(OCCC(O)C2=CC(OC)=C3OC(=CC3=C2)C=4C=CC=5OCOC5C4)C(O)C(O)C1O,literal,327017-2,en,literal,"(2R,3R,4S,5S,6R)-2-[(3S)-3-[2-(1,3-benzodioxol-5-yl)-7-methoxy-1-benzofuran-5-yl]-3-hydroxypropoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.3987/COM-05-10394,,,,
48,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q105273203,literal,Styrax japonicus,literal,UHZXCEMVIMFRAD-GPSGCUCASA-N,literal,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)C(OC(=O)C=CCCC)C(O)C6(COC(=O)C)C(O)CC5(C)C4(C)CCC3C2(C)C)C(OC7OC(CO)C(O)C(O)C7O)C(OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C1O,literal,826818-1,en,literal,Jegosaponin D,literal,10.1248/CPB.48.1093,,,,
49,uri,http://www.wikidata.org/entity/Q845222,uri,http://www.wikidata.org/entity/Q27137901,literal,Styrax obassia,literal,VOLZBKQSLGCZGC-UHFFFAOYSA-N,literal,COC1=C2C(=CC(=C1)CCCO)C=C(O2)C3=CC4=C(C=C3)OCO4,literal,327017-2,en,literal,egonol,literal,10.1007/S10600-008-9090-3,literal,CHEMBL470981,literal,530-22-3
50,uri,http://www.wikidata.org/entity/Q845222,uri,http://www.wikidata.org/entity/Q27137901,literal,Styrax obassia,literal,VOLZBKQSLGCZGC-UHFFFAOYSA-N,literal,COC1=C2C(=CC(=C1)CCCO)C=C(O2)C3=CC4=C(C=C3)OCO4,literal,327017-2,en,literal,egonol,literal,10.1016/0031-9422(88)80314-5,literal,CHEMBL470981,literal,530-22-3
51,uri,http://www.wikidata.org/entity/Q3335679,uri,http://www.wikidata.org/entity/Q105186869,literal,Styrax tonkinensis,literal,NWYZSLIMGFTIHU-RZBIXZALSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CC(=O)C4C5(C)CCC(O)C(C)(C)C5C(O)CC4(C)C3(C)CC1,literal,826959-1,en,literal,"3beta,6beta-Dihydroxy-11-oxo-5alpha-oleana-12-ene-28-oic acid",literal,10.1021/NP050371Z,,,,
52,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q105003553,literal,Styrax japonicus,literal,FWRZDNFXFFWBGP-ZQJJHTFWSA-N,literal,O=C1OCC(CC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C(OC)=C2)C1CC4=CC=C(O)C(OC)=C4,literal,826818-1,en,literal,Styraxlignolide D,literal,10.1021/NP040113M,,,,
53,uri,http://www.wikidata.org/entity/Q845222,uri,http://www.wikidata.org/entity/Q105232716,literal,Styrax obassia,literal,RAMYDZNQLYKTGB-MXCHMSEPSA-N,literal,OCC1OC(OCCCC2=CC(OC)=C3OC(=CC3=C2)C=4C=CC=5OCOC5C4)C(O)C(O)C1O,literal,327017-2,en,literal,Egonol glucoside,literal,10.1016/0031-9422(88)80314-5,,,literal,77690-83-6
54,uri,http://www.wikidata.org/entity/Q910419,uri,http://www.wikidata.org/entity/Q111269300,literal,Styrax japonicus,literal,AEMJDNJKSCBKRL-ZYKRCLGOSA-N,literal,O=C1OCC(CC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C(OC)=C2)C1CC4=CC=C(OC)C(OC)=C4,literal,826818-1,en,literal,Styraxlignolide F,literal,10.1021/NP040113M,,,,
55,uri,http://www.wikidata.org/entity/Q2732635,uri,http://www.wikidata.org/entity/Q105148536,literal,Styrax benzoin,literal,LAAPRQODJPXAHC-UHFFFAOYSA-N,literal,O=C(OCC=CC1=CC=C(O)C(OC)=C1)C=2C=CC=CC2,literal,826732-1,en,literal,"Phenol, 4-[3-(benzoyloxy)-1-propenyl]-2-methoxy-",literal,10.1007/BF00579470,,,literal,4159-29-9
56,uri,http://www.wikidata.org/entity/Q1281140,uri,http://www.wikidata.org/entity/Q105163216,literal,Styrax officinalis,literal,MGCSMWCSVJYFBV-OAHLLOKOSA-N,literal,O=C(OCCCC1=CC(OC)=C2OC(=CC2=C1)C=3C=CC=4OCOC4C3)C(C)CC,literal,327052-2,en,literal,"3-[2-(1,3-benzodioxol-5-yl)-7-methoxy-1-benzofuran-5-yl]propyl (2R)-2-methylbutanoate",literal,10.1016/S0031-9422(03)00357-1,,,,
57,uri,http://www.wikidata.org/entity/Q5640838,uri,http://www.wikidata.org/entity/Q105266743,literal,Styrax ferrugineus,literal,TXHGJKUVNPUSLN-KSSFIOAISA-N,literal,OC1=CC=C(C=C1OC)C2OC3=C(OC)C=C(C=C3C2CO)CCO,literal,327053-2,en,literal,"4-[(2R,3R)-5-(2-hydroxyethyl)-3-(hydroxymethyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenol",literal,10.1016/S0031-9422(00)00225-9,,,,
