,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q15518109,uri,http://www.wikidata.org/entity/Q104253437,literal,Cleome rosea,literal,UBTOEGCOMHAXGV-VECAIYLJSA-N,literal,O=S(=O)(O)ON=C(SC1OC(CO)C(O)C(O)C1O)C,literal,147282-1,en,literal,1-S-[(1Z)-N-(sulfooxy)ethanimidoyl]-1-thio-beta-D-glucopyranose,literal,10.1016/S0031-9422(00)82983-0,,,,
1,uri,http://www.wikidata.org/entity/Q15517762,uri,http://www.wikidata.org/entity/Q105156908,literal,Cleome amblyocarpa,literal,LTEAFAQTORTAOW-JHKVIMLZSA-N,literal,O=C1OC(C)(CC1)C2(O)CCC3(C)C2CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C,literal,146916-1,en,literal,17alpha-Hydroxycabralealactone,literal,10.1016/S0031-9422(96)00681-4,,,,
2,uri,http://www.wikidata.org/entity/Q15517762,uri,http://www.wikidata.org/entity/Q105182627,literal,Cleome amblyocarpa,literal,NOLGXQBEFHYZHI-VVBAWIGMSA-N,literal,O=C1OC(C)(CC1)C2CCC3(C)C2CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C,literal,146916-1,en,literal,"(5S)-5-methyl-5-[(5R,8R,9S,10R,13R,14R,17S)-4,4,8,10,14-pentamethyl-3-oxo-1,2,5,6,7,9,11,12,13,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]oxolan-2-one",literal,10.1016/S0031-9422(96)00681-4,,,,
3,uri,http://www.wikidata.org/entity/Q15517762,uri,http://www.wikidata.org/entity/Q105214663,literal,Cleome amblyocarpa,literal,PTIIBLPSYSWNCJ-OCZNDGGWSA-N,literal,O=C1OC(C=C1)(C)C2(O)CC(OC(=O)C)C3(C)C2CCC4C5(C)CCC(OC(=O)C)C(C)(C)C5CC(OC(=O)C)C43C,literal,146916-1,en,literal,"[(3S,5R,7S,8R,9R,10S,13S,14R,15R,17R)-7,15-diacetyloxy-17-hydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-2-methyl-5-oxofuran-2-yl]-1,2,3,5,6,7,9,11,12,13,15,16-dodecahydrocyclopenta[a]phenanthren-3-yl] acetate",literal,10.1016/0031-9422(94)00848-N,,,,
4,uri,http://www.wikidata.org/entity/Q15517624,uri,http://www.wikidata.org/entity/Q256502,literal,Cleome dolichostyla,literal,DTOSIQBPPRVQHS-PDBXOOCHSA-N,literal,CCC=CCC=CCC=CCCCCCCCC(=O)O,literal,147013-1,en,literal,alpha-linolenic acid,literal,10.1016/0308-8146(84)90014-1,literal,463-40-1,literal,CHEMBL8739
5,uri,http://www.wikidata.org/entity/Q15517762,uri,http://www.wikidata.org/entity/Q105322033,literal,Cleome amblyocarpa,literal,WYBNDXYXXYAQPY-VVBAWIGMSA-N,literal,O=C1OC(C)(CC1)C2CCC3(C)C2CCC4C5(C=CC(=O)C(C)(C)C5CCC43C)C,literal,146916-1,en,literal,"(5S)-5-methyl-5-[(5R,8R,9S,10R,13R,14R,17S)-4,4,8,10,14-pentamethyl-3-oxo-5,6,7,9,11,12,13,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]oxolan-2-one",literal,10.1016/S0031-9422(96)00681-4,,,,
6,uri,http://www.wikidata.org/entity/Q15517762,uri,http://www.wikidata.org/entity/Q105035754,literal,Cleome amblyocarpa,literal,HZLWOGKTVDZVAN-DQSLAYBYSA-N,literal,O=C(OC1CC2C3(C)CCC(OC(=O)C)C(C)(C)C3CCC2(C)C4(C)CCC(O)(C14)C5(OC(=O)CC5)C)C,literal,146916-1,en,literal,"[(3R,5R,8R,9S,10R,12R,13S,14R,17R)-12-acetyloxy-17-hydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-2-methyl-5-oxooxolan-2-yl]-1,2,3,5,6,7,9,11,12,13,15,16-dodecahydrocyclopenta[a]phenanthren-3-yl] acetate",literal,10.1016/S0031-9422(96)00681-4,,,,
7,uri,http://www.wikidata.org/entity/Q15517600,uri,http://www.wikidata.org/entity/Q105172488,literal,Cleome paradoxa,literal,MUKKWTZBXOOCHN-QJQSDJGLSA-N,literal,O=C(O)C1C(O)CC=C(C)CCC(=C(C)C)CC=C(C)CCC1O,literal,147225-1,en,literal,"(1S,2R,4Z,10E,14S)-2,14-dihydroxy-5,11-dimethyl-8-propan-2-ylidenecyclotetradeca-4,10-diene-1-carboxylic acid",literal,10.1080/14786419.2010.535156,,,,
8,uri,http://www.wikidata.org/entity/Q15517942,uri,http://www.wikidata.org/entity/Q121802,literal,Cleome chrysantha,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,146976-1,en,literal,beta-sitosterol,literal,10.1055/S-0029-1243132,literal,19044-06-5,,
9,uri,http://www.wikidata.org/entity/Q15517942,uri,http://www.wikidata.org/entity/Q103795149,literal,Cleome chrysantha,literal,ITYNGVSTWVVPIC-XBIUQDLISA-N,literal,C=C1CCC2C(C3C1CCC3C)C2(C)C,literal,146976-1,en,literal,"(1aS,4aS,7aS,7bR)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene",literal,10.1002/1099-1573(200006)14:4<284::AID-PTR599>3.0.CO;2-Y,,,,
10,uri,http://www.wikidata.org/entity/Q15517851,uri,http://www.wikidata.org/entity/Q256502,literal,Cleome quinquenervia,literal,DTOSIQBPPRVQHS-PDBXOOCHSA-N,literal,CCC=CCC=CCC=CCCCCCCCC(=O)O,literal,147271-1,en,literal,alpha-linolenic acid,literal,10.1016/0308-8146(84)90014-1,literal,463-40-1,literal,CHEMBL8739
