,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q15550351,uri,http://www.wikidata.org/entity/Q3055452,literal,Oreobolus distichus,literal,HRGUSFBJBOKSML-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,literal,311340-1,en,literal,tricin,literal,10.1016/S0031-9422(00)84889-X,literal,520-32-1,literal,CHEMBL454320
1,uri,http://www.wikidata.org/entity/Q15583991,uri,http://www.wikidata.org/entity/Q27266123,literal,Chrysitrix distigmatosa,literal,RRRSSAVLTCVNIQ-UHFFFAOYSA-N,literal,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O,literal,74887-3,en,literal,7-O-methylluteolin,literal,10.1016/S0031-9422(00)84889-X,literal,20243-59-8,literal,CHEMBL183745
2,uri,http://www.wikidata.org/entity/Q15583153,uri,http://www.wikidata.org/entity/Q104392658,literal,Carpha nivicola,literal,JKHRCGUTYDNCLE-UHFFFAOYSA-N,literal,[O-]C=1C(O)=CC(=CC1O)C2=[O+]C=3C=C(O)C=C(O)C3C=C2O,literal,303091-1,en,literal,delphinidin inner salt,literal,10.1016/S0031-9422(00)84889-X,,,,
3,uri,http://www.wikidata.org/entity/Q15583153,uri,http://www.wikidata.org/entity/Q415011,literal,Carpha nivicola,literal,IQPNAANSBPBGFQ-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,303091-1,en,literal,luteolin,literal,10.1016/S0031-9422(00)84889-X,literal,491-70-3,literal,CHEMBL151
4,uri,http://www.wikidata.org/entity/Q15550751,uri,http://www.wikidata.org/entity/Q3055452,literal,Oreobolus pumilio,literal,HRGUSFBJBOKSML-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,literal,311350-1,en,literal,tricin,literal,10.1016/S0031-9422(00)84889-X,literal,520-32-1,literal,CHEMBL454320
5,uri,http://www.wikidata.org/entity/Q15582749,uri,http://www.wikidata.org/entity/Q82124028,literal,Carpha glomerata,literal,ZGJINZFFSXDNKV-UHFFFAOYSA-N,literal,CC#CC1=CC=C(S1)C#CC2=CC=CS2,literal,303084-1,en,literal,"thiophene, 2-(1-propynyl)-5-(2-thienylethynyl)-",literal,10.1016/0031-9422(71)85106-3,literal,36687-69-1,,
6,uri,http://www.wikidata.org/entity/Q15583991,uri,http://www.wikidata.org/entity/Q415011,literal,Chrysitrix distigmatosa,literal,IQPNAANSBPBGFQ-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,74887-3,en,literal,luteolin,literal,10.1016/S0031-9422(00)84889-X,literal,491-70-3,literal,CHEMBL151
7,uri,http://www.wikidata.org/entity/Q15582749,uri,http://www.wikidata.org/entity/Q27121598,literal,Carpha glomerata,literal,FNXUOGPQAOCFKU-PVYBRLDNSA-N,literal,CC1=CCCC(=C)C=CC(CCC1)(C)C,literal,303084-1,en,literal,"(1E,6E)-gamma-humulene",literal,10.1016/0031-9422(71)85106-3,,,,
8,uri,http://www.wikidata.org/entity/Q15588969,uri,http://www.wikidata.org/entity/Q125026203,literal,Cyathochaeta avenacea,literal,NBEKXDAUYUYRQM-UHFFFAOYSA-N,literal,O=C1C=2OC=C(C2C(=O)C3=C1OC(C(=C)C)C3)C,literal,303661-1,en,literal,dihydrocyperaquinone,literal,10.1016/S0031-9422(00)94160-8,,,,
9,uri,http://www.wikidata.org/entity/Q15583153,uri,http://www.wikidata.org/entity/Q3055452,literal,Carpha nivicola,literal,HRGUSFBJBOKSML-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,literal,303091-1,en,literal,tricin,literal,10.1016/S0031-9422(00)84889-X,literal,520-32-1,literal,CHEMBL454320
