,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q409478,literal,Actinidia chinensis var. hispida,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,77078986-1,en,literal,quercetin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,117-39-5,literal,CHEMBL50
1,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q143263,literal,Actinidia chinensis var. deliciosa,literal,DNVPQKQSNYMLRS-APGDWVJJSA-N,literal,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,literal,60458895-2,en,literal,ergosterol,literal,10.1016/J.FOODCHEM.2008.11.094,literal,57-87-4,literal,CHEMBL1232562
2,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q121802,literal,Actinidia chinensis var. hispida,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,77078986-1,en,literal,beta-sitosterol,literal,10.1016/J.FOODCHEM.2008.11.094,literal,64997-52-0,,
3,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q105192048,literal,Actinidia chinensis var. hispida,literal,OHEYCHKLBCPRLZ-VHCZEJTMSA-N,literal,O=C(O)C=CC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C(O)=C1,literal,77078986-1,en,literal,Linocaffein,literal,10.1016/J.FOODCHEM.2008.11.094,,,,
4,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q421964,literal,Actinidia chinensis var. deliciosa,literal,CWVRJTMFETXNAD-JUHZACGLSA-N,literal,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,literal,60458895-2,en,literal,(E)-chlorogenic acid,literal,10.1016/J.FOODCHEM.2008.11.094,literal,202650-88-2,literal,CHEMBL284616
5,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q425004,literal,Actinidia chinensis var. hispida,literal,HCXVJBMSMIARIN-PHZDYDNGSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,77078986-1,en,literal,stigmasterol,literal,10.1016/J.FOODCHEM.2008.11.094,literal,83-48-7,literal,CHEMBL400247
6,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q415007,literal,Actinidia chinensis var. deliciosa,literal,PFTAWBLQPZVEMU-DZGCQCFKSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,60458895-2,en,literal,(+)-catechin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,154-23-4,literal,CHEMBL311498
7,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q104968826,literal,Actinidia chinensis var. hispida,literal,CRSFLLTWRCYNNX-YJDQBUFVSA-N,literal,O=C1OC=2C(OC3OC(CO)C(O)C(O)C3O)=C(O)C(OC)=CC2C=C1,literal,77078986-1,en,literal,fraxetin-8-β-D-allopyranoside,literal,10.1016/S0305-1978(01)00064-3,,,,
8,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q27139629,literal,Actinidia chinensis var. hispida,literal,FFMVHFPLIIYYNC-QXIFDOFRSA-N,literal,CC1C2C3=CCC4C(C3(CCC2(CCC1=C)C(=O)O)C)(CCC5C4(CC(C(C5(C)CO)O)O)C)C,literal,77078986-1,en,literal,actinidic acid,literal,10.1016/0031-9422(92)83634-B,literal,341971-45-7,literal,CHEMBL2088612
9,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q105121162,literal,Actinidia chinensis var. deliciosa,literal,IVNXPOCZLRVUIH-VHFRWLAGSA-N,literal,OC=1C=C(C=2OC(C)(CCC2C1)CCCC(C)CCCC(C)CCC=C(C)C)C,literal,60458895-2,en,literal,"(2R)-2,8-dimethyl-2-[(4R,8S)-4,8,12-trimethyltridec-11-enyl]-3,4-dihydrochromen-6-ol",literal,10.1016/J.FOODCHEM.2008.11.094,,,,
10,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q27106168,literal,Actinidia chinensis var. hispida,literal,WNBCMONIPIJTSB-TVKJYDDYSA-N,literal,C1=CC(=O)OC2=CC(=C(C=C21)O)OC3C(C(C(C(O3)CO)O)O)O,literal,77078986-1,en,literal,cichoriin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,531-58-8,,
11,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q27109255,literal,Actinidia chinensis var. hispida,literal,SGNBVLSWZMBQTH-ZRUUVFCLSA-N,literal,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,77078986-1,en,literal,24-epicampesterol,literal,10.1016/J.FOODCHEM.2008.11.094,literal,4651-51-8,literal,CHEMBL485421
12,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q17324754,literal,Actinidia chinensis var. hispida,literal,IKUQEFGEUOOPGY-QSDFBURQSA-N,literal,COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)OC3C(C(C(C(O3)CO)O)O)O,literal,77078986-1,en,literal,isofraxidin-7-glucoside,literal,10.1016/J.FOODCHEM.2008.11.094,,,,
13,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q409478,literal,Actinidia chinensis var. deliciosa,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,60458895-2,en,literal,quercetin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,117-39-5,literal,CHEMBL50
14,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q75053367,literal,Actinidia chinensis var. hispida,literal,DPGGKQMEXXPPJG-KGHQQZOUSA-N,literal,OC1CCC2(C)C3CCC4(C)C(CCC4C53OOC2(CC5)C1)C(C=CC(C)C(C)C)C,literal,77078986-1,en,literal,"5alpha,8alpha-Epidioxy-24(R)-methylcholesta-6,22-dien-3beta-ol",literal,10.1016/J.FOODCHEM.2008.11.094,,,,
15,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q3334749,literal,Actinidia chinensis var. hispida,literal,SOSLMHZOJATCCP-AEIZVZFYSA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,literal,77078986-1,en,literal,afzelin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,482-39-3,literal,CHEMBL240528
16,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q418374,literal,Actinidia chinensis var. hispida,literal,FTVWIRXFELQLPI-ZDUSSCGKSA-N,literal,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,literal,77078986-1,en,literal,naringenin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,480-41-1,literal,CHEMBL9352
17,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q3055452,literal,Actinidia chinensis var. hispida,literal,HRGUSFBJBOKSML-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,literal,77078986-1,en,literal,tricin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,520-32-1,literal,CHEMBL454320
18,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q121802,literal,Actinidia chinensis var. deliciosa,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,60458895-2,en,literal,beta-sitosterol,literal,10.1016/J.FOODCHEM.2008.11.094,literal,64997-52-0,,
19,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q425004,literal,Actinidia chinensis var. deliciosa,literal,HCXVJBMSMIARIN-PHZDYDNGSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,60458895-2,en,literal,stigmasterol,literal,10.1016/J.FOODCHEM.2008.11.094,literal,83-48-7,literal,CHEMBL400247
20,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q23050136,literal,Actinidia chinensis var. hispida,literal,PFTAWBLQPZVEMU-UKRRQHHQSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,77078986-1,en,literal,(−)-epicatechin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,490-46-0,literal,CHEMBL583912
21,uri,http://www.wikidata.org/entity/Q25115037,uri,http://www.wikidata.org/entity/Q105180564,literal,Actinidia arguta var. giraldii,literal,NKFZLEYLWAFYEH-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OCC(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=C(O)C5,literal,951843-1,en,literal,"3-[4,5-Dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",literal,10.1016/0031-9422(91)83680-J,,,,
22,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q105192048,literal,Actinidia chinensis var. deliciosa,literal,OHEYCHKLBCPRLZ-VHCZEJTMSA-N,literal,O=C(O)C=CC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C(O)=C1,literal,60458895-2,en,literal,Linocaffein,literal,10.1016/J.FOODCHEM.2008.11.094,,,,
23,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q27139629,literal,Actinidia chinensis var. deliciosa,literal,FFMVHFPLIIYYNC-QXIFDOFRSA-N,literal,CC1C2C3=CCC4C(C3(CCC2(CCC1=C)C(=O)O)C)(CCC5C4(CC(C(C5(C)CO)O)O)C)C,literal,60458895-2,en,literal,actinidic acid,literal,10.1016/0031-9422(92)83634-B,literal,341971-45-7,literal,CHEMBL2088612
24,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q27109255,literal,Actinidia chinensis var. deliciosa,literal,SGNBVLSWZMBQTH-ZRUUVFCLSA-N,literal,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,60458895-2,en,literal,24-epicampesterol,literal,10.1016/J.FOODCHEM.2008.11.094,literal,4651-51-8,literal,CHEMBL485421
25,uri,http://www.wikidata.org/entity/Q15955908,uri,http://www.wikidata.org/entity/Q155751,literal,Actinidia chinensis var. hispida,literal,GZIFEOYASATJEH-VHFRWLAGSA-N,literal,CC1=C2C(=CC(=C1)O)CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C,literal,77078986-1,en,literal,δ-tocopherol,literal,10.1016/J.FOODCHEM.2008.11.094,literal,119-13-1,literal,CHEMBL1451395
26,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q104968826,literal,Actinidia chinensis var. deliciosa,literal,CRSFLLTWRCYNNX-YJDQBUFVSA-N,literal,O=C1OC=2C(OC3OC(CO)C(O)C(O)C3O)=C(O)C(OC)=CC2C=C1,literal,60458895-2,en,literal,fraxetin-8-β-D-allopyranoside,literal,10.1016/S0305-1978(01)00064-3,,,,
27,uri,http://www.wikidata.org/entity/Q25115037,uri,http://www.wikidata.org/entity/Q105246893,literal,Actinidia arguta var. giraldii,literal,RXAXTTGJEMODPY-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OCC(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=CC5,literal,951843-1,en,literal,Rustoside,literal,10.1016/0031-9422(91)83680-J,,,,
28,uri,http://www.wikidata.org/entity/Q25115044,uri,http://www.wikidata.org/entity/Q3334749,literal,Actinidia chinensis var. deliciosa,literal,SOSLMHZOJATCCP-AEIZVZFYSA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,literal,60458895-2,en,literal,afzelin,literal,10.1016/J.FOODCHEM.2008.11.094,literal,482-39-3,literal,CHEMBL240528
