,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105279456,literal,Paulownia tomentosa,literal,UUMYGAVEBJQKTI-CYXNTTPDSA-N,literal,O=C(OCC(OC(=O)CC(OC(=O)C)CCCC(OC(=O)C)CCCCCCCCCCC)CO)C,literal,806727-1,en,literal,"(3R,7R)-3,7-Diacetoxyoctadecanoic acid (1S)-1-(acetoxymethyl)-2-hydroxyethyl ester",literal,10.1002/HLCA.200800456,,,,
1,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105352621,literal,Paulownia tomentosa,literal,YQWMTCPDONZZGH-BPNKPRMTSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC(OC)=C(O)C(OC)=C3)C1)CCC=C(C)CCC=C(C)C,literal,806727-1,en,literal,"(2S)-6-[(3E)-4,8-dimethylnona-3,7-dienyl]-5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-2,3-dihydrochromen-4-one",literal,10.3390/MOLECULES15096035,,,,
2,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105348540,literal,Paulownia tomentosa,literal,YHOYRZLJSAAOGW-WFQOKMFZSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(O)C(OC)=C3)C1O)CC=C(C)CCC=C(C)C,literal,806727-1,en,literal,3'-O-Methyldiplacol,literal,10.1016/J.BMC.2013.03.027,,,,
3,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105348540,literal,Paulownia tomentosa,literal,YHOYRZLJSAAOGW-WFQOKMFZSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(O)C(OC)=C3)C1O)CC=C(C)CCC=C(C)C,literal,806727-1,en,literal,3'-O-Methyldiplacol,literal,10.1016/J.PHYTOCHEM.2007.11.011,,,,
4,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105348540,literal,Paulownia tomentosa,literal,YHOYRZLJSAAOGW-WFQOKMFZSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(O)C(OC)=C3)C1O)CC=C(C)CCC=C(C)C,literal,806727-1,en,literal,3'-O-Methyldiplacol,literal,10.1021/NP070446U,,,,
5,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105348540,literal,Paulownia tomentosa,literal,YHOYRZLJSAAOGW-WFQOKMFZSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(O)C(OC)=C3)C1O)CC=C(C)CCC=C(C)C,literal,806727-1,en,literal,3'-O-Methyldiplacol,literal,10.1021/ACS.JNATPROD.5B00005,,,,
6,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105348540,literal,Paulownia tomentosa,literal,YHOYRZLJSAAOGW-WFQOKMFZSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(O)C(OC)=C3)C1O)CC=C(C)CCC=C(C)C,literal,806727-1,en,literal,3'-O-Methyldiplacol,literal,10.1016/J.BMC.2012.02.044,,,,
7,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105312530,literal,Paulownia tomentosa,literal,WTGUNSGYPQJOLT-UHFFFAOYSA-N,literal,O=C1C=2C(O)=C3C(OC(C3)C(O)(C)CCC=C(C)C)=CC2OC(C4=CC=C(O)C=C4)C1,literal,806727-1,en,literal,"4-Hydroxy-2-(2-hydroxy-6-methylhept-5-en-2-yl)-7-(4-hydroxyphenyl)-2,3,6,7-tetrahydrofuro[3,2-g]chromen-5-one",literal,10.1021/ACS.JNATPROD.5B00005,,,,
8,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105278826,literal,Paulownia tomentosa,literal,UTJACGGIQKDKBW-VIZOYTHASA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC(OC)=C(O)C(OC)=C3)C1)CC=C(C)CCC(O)C(OC)(C)C,literal,806727-1,en,literal,"5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-6-[(E)-6-hydroxy-7-methoxy-3,7-dimethyloct-2-enyl]-2,3-dihydrochromen-4-one",literal,10.1021/ACS.JNATPROD.5B00005,,,,
9,uri,http://www.wikidata.org/entity/Q157393,uri,http://www.wikidata.org/entity/Q105281663,literal,Paulownia tomentosa,literal,UYMNZDPUODNYKW-SICWBLJQSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(O)C(O)=C3)C1)CCC=C(C)CCC=C(C)C,literal,806727-1,en,literal,"(2S)-2-(3,4-dihydroxyphenyl)-6-[(3E)-4,8-dimethylnona-3,7-dienyl]-5,7-dihydroxy-2,3-dihydrochromen-4-one",literal,10.3390/MOLECULES15096035,,,,
