,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id,ipniID.type,ipniID
10,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105349363,literal,Betula platyphylla var. japonica,literal,YJMRWBFGYRRLNZ-SYURTPLQSA-N,literal,O=C(OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(CC5)C(O)(C)C)C)C,en,literal,"(24R)-12beta-Acetoxy-20,24-epoxydammarane-3alpha,25-diol",literal,10.1021/NP060631S,,,,,,
11,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104403548,literal,Betula platyphylla var. japonica,literal,RIXNFYQZWDGQAE-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CC=C4C5CC(C)(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C,en,literal,"10-Acetyloxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",literal,10.1248/CPB.44.1033,,,,,,
12,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105222900,literal,Betula platyphylla var. japonica,literal,QJVVGCSWIOLQDG-BZUZIPPDSA-N,literal,OC1=CC=C(C=C1)CCC(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)C,en,literal,"(2R,3R,4R,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2R)-4-(4-hydroxyphenyl)butan-2-yl]oxyoxane-3,4,5-triol",literal,10.1016/S0960-894X(98)00528-9,,,,,,
13,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q27138607,literal,Betula platyphylla var. japonica,literal,NOLGXQBEFHYZHI-QPBHWVAKSA-N,literal,CC1(C2CCC3(C(C2(CCC1=O)C)CCC4C3(CCC4C5(CCC(=O)O5)C)C)C)C,en,literal,cabralealactone,literal,10.1021/NP060631S,literal,19865-87-3,literal,CHEMBL225315,,
14,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104982011,literal,Betula platyphylla var. japonica,literal,DJDISCKFJXDADJ-LCIFOZHJSA-N,literal,OC1=CC=C(C=C1)CCC(OC2OC(COC3OC(CO)C(O)C3O)C(O)C(O)C2O)C,en,literal,"(2R,3R,4R,5R,6R)-2-[[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2R)-4-(4-hydroxyphenyl)butan-2-yl]oxyoxane-3,4,5-triol",literal,10.1016/S0960-894X(98)00528-9,,,,,,
15,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105160528,literal,Betula platyphylla var. japonica,literal,MAUAGULXOHJIER-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)CCCCC(OC2OC(CO)C(O)C(O)C2O)CCC3=CC=C(O)C=C3,en,literal,"2-[1,7-Bis(4-hydroxyphenyl)heptan-3-yloxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.1248/CPB.44.1033,,,,,,
16,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105240555,literal,Betula platyphylla var. japonica,literal,RLVAVWQAAQFUOP-UHFFFAOYSA-N,literal,O=C(OC1CC2C3(C)CCC(OC(=O)CC(=O)O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(CC5)C(O)(C)C)C)C,en,literal,3-Epipapyriferic acid,literal,10.1248/CPB.44.1033,,,,,,
17,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105276846,literal,Betula platyphylla var. japonica,literal,UPKROLOLJKAWPU-NFNMRRJISA-N,literal,O=C(O)CCC1(C)C(C(=C)C)CCC2(C)C1CCC3=C4CC(C)(C)CCC4(C)CCC32C,en,literal,"3,4-Secooleana-4(23),13(18)-diene-3-oic acid",literal,10.1021/NP060631S,,,,,,
18,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105213375,literal,Betula platyphylla var. japonica,literal,PQQRNPDHSJDAGV-MAYNYCRRSA-N,literal,OC1=C(OC)C=C(C=C1OC)C2C3=C(OC)C(O)=C(OC)C=C3CC(CO)C2COC4OC(CO)C(O)C(O)C4O,en,literal,"(2S,3S,4S,5S,6S)-2-[[(1R,2S,3S)-7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.1016/S0960-894X(98)00528-9,,,,,,
19,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104166832,literal,Betula platyphylla var. japonica,literal,FVWJYYTZTCVBKE-UHFFFAOYSA-N,literal,OCC12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,"Lup-20(29)-ene-3beta,28-diol",literal,10.1248/CPB.44.1033,,,,,,
20,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105245834,literal,Betula platyphylla var. japonica,literal,RUVUHIUYGJBLGI-UHFFFAOYSA-N,literal,O=C1C=C2CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,en,literal,b-Sitostenone,literal,10.1248/CPB.44.1033,,,,,,
21,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104984819,literal,Betula platyphylla var. japonica,literal,DLWPXKOURWULJE-CXOKCQFOSA-N,literal,OC1=CC=2C=CC(O)CCCCC3=CC=C(OC(C2)=C1OC)C=C3,en,literal,"(8Z,10R)-4-methoxy-2-oxatricyclo[13.2.2.13,7]icosa-1(17),3(20),4,6,8,15,18-heptaene-5,10-diol",literal,10.1248/CPB.44.1033,,,,,,
22,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q27107616,literal,Betula platyphylla var. japonica,literal,RLVAVWQAAQFUOP-GNYBQDBLSA-N,literal,CC(=O)OC1CC2C3(CCC(C(C3CCC2(C4(C1C(CC4)C5(CCC(O5)C(C)(C)O)C)C)C)(C)C)OC(=O)CC(=O)O)C,en,literal,Papyriferic acid,literal,10.1021/NP060631S,literal,78782-15-7,literal,CHEMBL224050,,
23,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105290357,literal,Betula platyphylla var. japonica,literal,VOQSZICWRNPAMF-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C(CCC3(C)C2CCC4C5C(C(=C)C)CCC5(CO)CCC43C)C1(C)C)C=CC6=CC=C(O)C(O)=C6,en,literal,"[3a-(Hydroxymethyl)-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-yl] 3-(3,4-dihydroxyphenyl)prop-2-enoate",literal,10.1248/CPB.44.1033,,,,,,
24,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q27138611,literal,Betula platyphylla var. japonica,literal,XSQYWMLMQVUWSF-KATWBKOUSA-N,literal,CC1(C2CCC3(C(C2(CCC1=O)C)CCC4C3(CCC4C5(CCC(O5)C(C)(C)O)C)C)C)C,en,literal,ocotillone,literal,10.1021/NP060631S,literal,19865-86-2,literal,CHEMBL224139,,
25,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105263164,literal,Betula platyphylla var. japonica,literal,SXJVFYZNUGGHRG-UHFFFAOYSA-N,literal,OC1C=C2CC(O)CCC2(C)C3CCC4(C)C(CCC4C13)C(C)CCC(CC)C(C)C,en,literal,Ikshusterol,literal,10.1248/CPB.44.1033,,,,,,
26,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q67879768,literal,Betula platyphylla var. japonica,literal,NVEQFIOZRFFVFW-UHFFFAOYSA-N,literal,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,en,literal,caryophylene oxide,literal,10.1248/CPB.44.1033,literal,17627-43-9,,,,
27,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104401641,literal,Betula platyphylla var. japonica,literal,ZTNOAHJHQOCVJC-ZSIJTDDESA-N,literal,O=C(OC1CC2C3(C)CCC(OC(=O)CC(=O)OC)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(CC5)C(O)(C)C)C)C,en,literal,Methyl papyriferate,literal,10.1021/NP060631S,,,,,,
28,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105371062,literal,Betula platyphylla var. japonica,literal,ZCEVRGUYZFNGJD-WUPCDRHTSA-N,literal,O=C(OC)CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C5(OC(CC5)C(O)(C)C)C)C1(C)C,en,literal,3-O-Methylmalonylepicotillol II,literal,10.1021/NP060631S,,,,,,
29,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105022276,literal,Betula platyphylla var. japonica,literal,GWDZRGQRNHELQM-UHFFFAOYSA-N,literal,OC1=C(OC)C=C(C=C1OC)C2C3=C(OC)C(O)=C(OC)C=C3CC(CO)C2COC4OCC(O)C(O)C4O,en,literal,Lyoniside,literal,10.1016/S0960-894X(98)00528-9,,,,,,
30,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q27263301,literal,Betula platyphylla var. japonica,literal,SLUKQUGVTITNSY-UHFFFAOYSA-N,literal,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)OC,en,literal,"2,6-di-tert-butyl-4-methoxyphenol",literal,10.1016/S0960-894X(98)00528-9,literal,489-01-0,literal,CHEMBL98253,,
31,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q72515877,literal,Betula platyphylla var. japonica,literal,UQKKDJWFQBNZBJ-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1O)C2OC3=CC(OC4OCC(O)C(O)C4O)=CC(O)=C3CC2O,en,literal,Catechin 7-xyloside,literal,10.1016/S0960-894X(98)00528-9,literal,42830-48-8,,,,
32,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q72515877,literal,Betula platyphylla var. japonica,literal,UQKKDJWFQBNZBJ-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1O)C2OC3=CC(OC4OCC(O)C(O)C4O)=CC(O)=C3CC2O,en,literal,Catechin 7-xyloside,literal,10.1248/CPB.44.1033,literal,42830-48-8,,,,
33,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105215148,literal,Betula platyphylla var. japonica,literal,PULIAKAXXDVGQY-UHFFFAOYSA-N,literal,O=C(OC1C(O)C(O)C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=C(O)C4)OC1C)C,en,literal,"[6-[2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-2-methyloxan-3-yl] acetate",literal,10.1248/CPB.44.1033,,,,,,
34,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105153235,literal,Betula platyphylla var. japonica,literal,LKRKFHZNHGXEGW-BSIRHWNGSA-N,literal,O=C(OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C(O)(C)CCC=C(C)C)C,en,literal,"[(3R,5R,8R,9R,10R,12R,13R,14R,17S)-3-hydroxy-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-12-yl] acetate",literal,10.1248/CPB.44.1033,,,,,,
35,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105146787,literal,Betula platyphylla var. japonica,literal,KVXMPQFKQBICKI-UQVKNAHLSA-N,literal,O=C(OC1CC2C3(C)CCC(=O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C(O)(C)CCC=C(C)C)C,en,literal,Acetic acid (20S)-20-hydroxy-3-oxodammar-24-en-12beta-yl ester,literal,10.1248/CPB.44.1033,,,,,,
36,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105009069,literal,Betula platyphylla var. japonica,literal,GIKJADRKBZHVCY-UHFFFAOYSA-N,literal,O=C(C=CCCC1=CC=C(O)C=C1)CCC2=CC=C(O)C=C2,en,literal,"1,7-bis(4-hydroxyphenyl)hept-4-en-3-one",literal,10.1016/S0960-894X(98)00528-9,,,,,,
37,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105009069,literal,Betula platyphylla var. japonica,literal,GIKJADRKBZHVCY-UHFFFAOYSA-N,literal,O=C(C=CCCC1=CC=C(O)C=C1)CCC2=CC=C(O)C=C2,en,literal,"1,7-bis(4-hydroxyphenyl)hept-4-en-3-one",literal,10.1248/CPB.44.1033,,,,,,
38,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q412191,literal,Betula platyphylla var. japonica,literal,CXQWRCVTCMQVQX-LSDHHAIUSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1O,en,literal,(+)-taxifolin,literal,10.1016/S0960-894X(98)00528-9,literal,480-18-2,literal,CHEMBL66,,
39,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104171986,literal,Betula platyphylla var. japonica,literal,MQYXUWHLBZFQQO-UHFFFAOYSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C)CCC43C)C1(C)C,en,literal,lupeol,literal,10.1248/CPB.44.1033,,,,,,
40,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q158348,literal,Betula platyphylla var. japonica,literal,GVJHHUAWPYXKBD-IEOSBIPESA-N,literal,OC=1C(=C(C=2OC(C)(CCC2C1C)CCCC(C)CCCC(C)CCCC(C)C)C)C,en,literal,alpha-tocopherol,literal,10.1016/S0960-894X(98)00528-9,literal,59-02-9,literal,CHEMBL47,,
41,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105216558,literal,Betula platyphylla var. japonica,literal,PYEPYIQOBUHNRP-ZLPWZIBNSA-N,literal,O=C(O)CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C5(OC(CC5)C(O)(C)C)C)C1(C)C,en,literal,3-O-malonylepiocotillol II,literal,10.1021/NP060631S,,,,,,
42,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q27137318,literal,Betula platyphylla var. japonica,literal,NBLLRWANAFOKON-ZHZXCYKASA-N,literal,COC1=CC(=CC(=C1OC)OC)OC2C(C(C(C(O2)CO)O)O)O,en,literal,koaburside,literal,10.1016/S0960-894X(98)00528-9,literal,41514-64-1,literal,CHEMBL469618,,
43,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105130884,literal,Betula platyphylla var. japonica,literal,JLMGCBFIPZDHLZ-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)CCCCC(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)CCC4=CC=C(O)C=C4,en,literal,"2-[1,7-Bis(4-hydroxyphenyl)heptan-3-yloxy]-6-[[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]oxane-3,4,5-triol",literal,10.1248/CPB.44.1033,,,,,,
44,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q27155219,literal,Betula platyphylla var. japonica,literal,SFUCGABQOMYVJW-UHFFFAOYSA-N,literal,CC(CCC1=CC=C(C=C1)O)O,en,literal,(+/-)-rhododendrol,literal,10.1248/CPB.44.1033,literal,69617-84-1,literal,CHEMBL108014,,
45,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105170473,literal,Betula platyphylla var. japonica,literal,MRCMHQPBXBYCBW-KOUBWJFZSA-N,literal,O=C(OC1CC2C3(C)CCC(OC(=O)C)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(CC5)C(O)(C)C)C)C,en,literal,"(24R)-3alpha,12beta-Diacetoxy-20,24-epoxydammaran-25-ol",literal,10.1021/NP060631S,,,,,,
46,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q27106428,literal,Betula platyphylla var. japonica,literal,NJICGAVMYWKCMW-GWJXCKMPSA-N,literal,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)O)C,en,literal,Dipterocarpol,literal,10.1021/NP060631S,literal,471-69-2,literal,CHEMBL224816,,
47,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105311591,literal,Betula platyphylla var. japonica,literal,WRUJLWFLDOUUHV-RZHUWFTBSA-N,literal,OC1=CC=C(C=C1)CCC(O)CC(OC2OC(CO)C(O)C(O)C2O)CCC3=CC=C(O)C=C3,en,literal,"(2R,3R,4R,5R,6R)-2-[(3S,5S)-5-hydroxy-1,7-bis(4-hydroxyphenyl)heptan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.1016/S0960-894X(98)00528-9,,,,,,
48,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104401642,literal,Betula platyphylla var. japonica,literal,TWFMQZXDUHCZFN-SRACOBAWSA-N,literal,O=C(OC)CCC1(C)C(C(=C)C)CCC2(C)C1CCC3C(CCC32C)C4(OC(CC4)C(O)(C)C)C,en,literal,Methyl shoreate,literal,10.1021/NP060631S,,,,,,
49,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q221945,literal,Betula platyphylla var. japonica,literal,NLZUEZXRPGMBCV-UHFFFAOYSA-N,literal,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,en,literal,butylated hydroxytoluene,literal,10.1016/S0960-894X(98)00528-9,literal,128-37-0,literal,CHEMBL146,,
50,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q110192076,literal,Betula platyphylla var. japonica,literal,NPAQHLFPEOMKAL-UHFFFAOYSA-N,literal,O=C(C1=CC=C(O)C=C1)CCOC2OC(CO)C(O)C(O)C2O,en,literal,"1-(4-Hydroxyphenyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-1-one",literal,10.1002/JLAC.199219920186,,,,,,
51,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105171810,literal,Betula platyphylla var. japonica,literal,MTQJJHUHPBYQBX-TZZQJPOUSA-N,literal,O=C(C=CC(O)CC1=CC=C(O)C=C1)CCC2=CC=C(O)C=C2,en,literal,"(E,6S)-6-hydroxy-1,7-bis(4-hydroxyphenyl)hept-4-en-3-one",literal,10.1248/CPB.44.1033,,,,,,
52,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105284020,literal,Betula platyphylla var. japonica,literal,VCXIGTOXXVZNAE-UHFFFAOYSA-N,literal,OC=1C=C2C(=CC1OC)CC(CO)C(COC3OC(CO)C(O)C(O)C3O)C2C4=CC(OC)=C(O)C(OC)=C4,en,literal,"2-[[7-Hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6-methoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.1016/S0960-894X(98)00528-9,,,,,,
53,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105137872,literal,Betula platyphylla var. japonica,literal,KAKDSTYYULDNHW-MHISZOMXSA-N,literal,O=C(O)CCC1(C)C(C(=C)C)CCC2(C)C1CCC3C4C(C(=C)CCC4(C)CCC32C)C,en,literal,"3,4-Secours-4(23),20(30)-diene-3-oic acid",literal,10.1021/NP060631S,,,,,,
54,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104982008,literal,Betula platyphylla var. japonica,literal,DJDISCKFJXDADJ-IMNWWGSQSA-N,literal,OC1=CC=C(C=C1)CCC(OC2OC(COC3OC(CO)C(O)C3O)C(O)C(O)C2O)C,en,literal,"(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2S)-4-(4-hydroxyphenyl)butan-2-yl]oxyoxane-3,4,5-triol",literal,10.1016/S0960-894X(98)00528-9,,,,,,
55,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q104195794,literal,Betula platyphylla var. japonica,literal,QGJZLNKBHJESQX-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,"Lup-20(29)-en-28-oic acid, 3beta-hydroxy-",literal,10.1248/CPB.44.1033,,,,,,
56,uri,http://www.wikidata.org/entity/Q104911980,uri,http://www.wikidata.org/entity/Q105153432,literal,Betula platyphylla var. japonica,literal,LLECJKCNZWHQRD-WRNUKHMMSA-N,literal,O=C(OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C(O)(C)CCC=C(C)C)C1(C)C)C=CC5=CC=C(O)C=C5,en,literal,Dammarenediol II 3-p-coumarate,literal,10.1248/CPB.44.1033,,,,,,
