,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI
10,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q82674459,literal,Eichhornia crassipes,literal,UGWLWTKODVAUFB-UHFFFAOYSA-N,literal,CCN(CC)C1=CC=C(C=C1)C(C)C2=CC=C(C=C2)N(CC)CC,literal,105443-02-5,literal,1198589-2,en,literal,"4,4'-(Ethane-1,1-diyl)bis(N,N-diethylaniline)",,,literal,10.1186/1472-6882-14-397
11,uri,http://www.wikidata.org/entity/Q39600979,uri,http://www.wikidata.org/entity/Q104992262,literal,Pontederia crassipes,literal,FAHKBORAJWJSSJ-CQSZACIVSA-N,literal,OC1=CC=C2C=C(OC)C(O)=C3C2=C1CCC3C=4C=CC=CC4,,,literal,310928-2,en,literal,"(1R)-1beta-Phenyl-4,9-dihydroxy-8-methoxy-2,3-dihydro-1H-phenalene",,,literal,10.1016/J.TET.2009.07.069
12,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q27076975,literal,Eichhornia crassipes,literal,QNAYBMKLOCPYGJ-UWTATZPHSA-N,literal,CC(C(=O)O)N,literal,338-69-2,literal,1198589-2,en,literal,D-Alanine,literal,CHEMBL66693,literal,10.1016/0305-1978(86)90092-X
13,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q26841225,literal,Eichhornia crassipes,literal,DJDSLBVSSOQSLW-UHFFFAOYSA-N,literal,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,literal,4376-20-9,literal,1198589-2,en,literal,mono(ethylhexyl) phthalate,literal,CHEMBL1867438,literal,10.1186/1472-6882-14-397
14,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q22124685,literal,Eichhornia crassipes,literal,FFEARJCKVFRZRR-BYPYZUCNSA-N,literal,CSCCC(C(=O)O)N,literal,63-68-3,literal,1198589-2,en,literal,L-methionine,literal,CHEMBL42336,literal,10.1016/0305-1978(86)90092-X
15,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q27093862,literal,Eichhornia crassipes,literal,FFEARJCKVFRZRR-SCSAIBSYSA-N,literal,CSCCC(C(=O)O)N,literal,348-67-4,literal,1198589-2,en,literal,D-methionine,literal,CHEMBL1234268,literal,10.1016/0305-1978(86)90092-X
16,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q20035886,literal,Eichhornia crassipes,literal,ONIBWKKTOPOVIA-BYPYZUCNSA-N,literal,C1CC(NC1)C(=O)O,literal,147-85-3,literal,1198589-2,en,literal,L-proline,literal,CHEMBL54922,literal,10.1016/0305-1978(86)90092-X
17,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q104246918,literal,Eichhornia crassipes,literal,HTELDEYOMOTOBI-UHFFFAOYSA-N,literal,O=C1C(O)=CC=2C=CC=C3C=CC(C=4C=CC(O)=CC4)=C1C32,literal,56252-02-9,literal,1198589-2,en,literal,2-hydroxy-9-(4-hydroxyphenyl)phenalen-1-one,,,literal,10.1002/HLCA.200900428
18,uri,http://www.wikidata.org/entity/Q89189686,uri,http://www.wikidata.org/entity/Q27137663,literal,Pontederia africana,literal,IWNCBADONFSAAW-NFVQQQKOSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)O)C)C(C)C,literal,36450-02-9,literal,77188080-1,en,literal,6beta-hydroxystigmast-4-en-3-one,,,literal,10.1002/JCCS.200400035
19,uri,http://www.wikidata.org/entity/Q89189686,uri,http://www.wikidata.org/entity/Q27136596,literal,Pontederia africana,literal,RUVUHIUYGJBLGI-XJZKHKOHSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(C)C,literal,1058-61-3,literal,77188080-1,en,literal,beta-sitostenone,literal,CHEMBL66926,literal,10.1002/JCCS.200400035
20,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q105215378,literal,Eichhornia crassipes,literal,PVBTWBWMVZOXGE-JSOSNVBQSA-N,literal,O(C1=CC=C(C=C1)C2=C(C(OC)=C3C(OC)=CC=C4C3=C2C(OC)CC4)C5=C(OC)C(C=6C=CC=CC6)=C7C=8C(=CC=C(OC)C58)CCC7OC)C,,,literal,1198589-2,en,literal,"(1R)-1,6,7-trimethoxy-9-(4-methoxyphenyl)-8-[(4S)-2,4,9-trimethoxy-3-phenyl-5,6-dihydro-4H-phenalen-1-yl]-2,3-dihydro-1H-phenalene",,,literal,10.1016/S0040-4020(01)88476-3
21,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q104918972,literal,Eichhornia crassipes,literal,AUJXJFHANFIVKH-UHFFFAOYSA-N,literal,O=C(OC)C=CC1=CC=C(O)C(OC)=C1,literal,2309-07-1,literal,1198589-2,en,literal,methyl (EZ)-ferulate,,,literal,10.1002/HLCA.200900428
22,uri,http://www.wikidata.org/entity/Q39600979,uri,http://www.wikidata.org/entity/Q104955028,literal,Pontederia crassipes,literal,CDRLSKPOGDTLPE-MEKGRNQZSA-N,literal,O(C=1C=CC(=CC1)C2=C(C(OC)=C3C(OC)=CC=C4C3=C2C(OC)CC4)C5=C(OC)C6=C(OC)C=CC7=C6C(=C5C8=CC=C(OC)C=C8)C(OC)CC7)C,,,literal,310928-2,en,literal,"(1R)-1,6,7-trimethoxy-9-(4-methoxyphenyl)-8-[(4S)-1,4,9-trimethoxy-3-(4-methoxyphenyl)-5,6-dihydro-4H-phenalen-2-yl]-2,3-dihydro-1H-phenalene",,,literal,10.1016/S0040-4020(01)88476-3
23,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q105233540,literal,Eichhornia crassipes,literal,RCCSVNJZWBQPBU-IYOYZZHUSA-N,literal,CCN(CC)CCCCOc1cc2c(cc1Cl)-c1cc(Cl)c(OCCN(CC)CC)cc1C2=NNC(C)=O,,,literal,1198589-2,en,literal,"N-[(9Z)-3,6-dichloro-2-[4-(diethylamino)butoxy]-7-[2-(diethylamino)ethoxy]fluoren-9-ylidene]ethanehydrazonic acid",,,literal,10.1186/1472-6882-14-397
24,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q620730,literal,Eichhornia crassipes,literal,DHMQDGOQFOQNFH-UHFFFAOYSA-N,literal,C(C(=O)O)N,literal,56-40-6,literal,1198589-2,en,literal,glycine,literal,CHEMBL773,literal,10.1016/0305-1978(86)90092-X
25,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q82111136,literal,Eichhornia crassipes,literal,OIBXYJGRPCDUBE-UHFFFAOYSA-N,literal,OC(C=1C=CC=CC1)C=2C=CC=C(C2)C,literal,21945-66-4,literal,1198589-2,en,literal,(3-Methylphenyl)phenylmethanol,,,literal,10.1186/1472-6882-14-397
26,uri,http://www.wikidata.org/entity/Q89189686,uri,http://www.wikidata.org/entity/Q105257803,literal,Pontederia africana,literal,SQDYRCMAEQXKCQ-BGPOZWQASA-N,literal,O=C(OCC1OC(OC2CC3=CCC4C(CCC5(C)C(CCC45)C(C=CC(CC)C(C)C)C)C3(C)CC2)C(O)C(O)C1O)CCCCCCCCCCCCCCC,,,literal,77188080-1,en,literal,"(22E)-3beta-[(6-O-Palmitoyl-beta-D-glucopyranosyl)oxy]-stigmasta-5,22-diene",,,literal,10.1002/JCCS.200300156
27,uri,http://www.wikidata.org/entity/Q89189686,uri,http://www.wikidata.org/entity/Q105286513,literal,Pontederia africana,literal,VHMZGZKMDPSEMV-HJWRWDBZSA-N,literal,O=C(C=1C(O)=CC=CC1O)CCCCCCCCC=CCCCCCCC,,,literal,77188080-1,en,literal,"(10Z)-1-(2,6-dihydroxyphenyl)octadec-10-en-1-one",,,literal,10.1002/JCCS.200400035
28,uri,http://www.wikidata.org/entity/Q621050,uri,http://www.wikidata.org/entity/Q27108621,literal,Pontederia cordata,literal,JFSHUTJDVKUMTJ-QHPUVITPSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C,literal,559-70-6,literal,283610-2,en,literal,β-amyrin,literal,CHEMBL455098,literal,10.1016/0378-8741(84)90002-3
29,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q483752,literal,Eichhornia crassipes,literal,KZSNJWFQEVHDMF-BYPYZUCNSA-N,literal,CC(C)C(C(=O)O)N,literal,72-18-4,literal,1198589-2,en,literal,L-valine,literal,CHEMBL43068,literal,10.1016/0305-1978(86)90092-X
30,uri,http://www.wikidata.org/entity/Q89189686,uri,http://www.wikidata.org/entity/Q27138116,literal,Pontederia africana,literal,XEVQXKKKAVVSMW-WRWORJQWSA-N,literal,CC1(CC(CC2(C1=CC(=O)O2)C)O)C,literal,5989-02-6,literal,77188080-1,en,literal,loliolide,literal,CHEMBL227113,literal,10.1002/JCCS.200400035
31,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q483745,literal,Eichhornia crassipes,literal,ROHFNLRQFUQHCH-YFKPBYRVSA-N,literal,CC(C)CC(C(=O)O)N,literal,61-90-5,literal,1198589-2,en,literal,L-leucine,literal,CHEMBL291962,literal,10.1016/0305-1978(86)90092-X
32,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q105018474,literal,Eichhornia crassipes,literal,GTCZXNMTRDTHBW-ZPGRZCPFSA-N,literal,O(C1=CC=C(C=C1)C2=CC(C=3C=C(C4=CC=C(OC)C=C4)C5=C6C3C(OC)=C(OC)C=C6CCC5OC)=C7C(OC)=C(OC)C=C8C7=C2C(OC)CC8)C,,,literal,1198589-2,en,literal,"(1S)-1,5,6-trimethoxy-9-(4-methoxyphenyl)-7-[(4S)-4,8,9-trimethoxy-3-(4-methoxyphenyl)-5,6-dihydro-4H-phenalen-1-yl]-2,3-dihydro-1H-phenalene",,,literal,10.1016/S0040-4020(01)88476-3
33,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q183290,literal,Eichhornia crassipes,literal,MTCFGRXMJLQNBG-REOHCLBHSA-N,literal,C(C(C(=O)O)N)O,literal,56-45-1,literal,1198589-2,en,literal,L-serine,literal,CHEMBL11298,literal,10.1016/0305-1978(86)90092-X
34,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q105306268,literal,Eichhornia crassipes,literal,WIIMVXRNTVGXEQ-LCENJUANSA-O,literal,OC=1C=C(O)C=2C=C(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(=[O+]C2C1)C=5C=C(O)C(O)=C(O)C5,,,literal,1198589-2,en,literal,Delphinidin 3-glucosylglucoside,,,literal,10.1016/S0031-9422(00)89634-X
35,uri,http://www.wikidata.org/entity/Q621050,uri,http://www.wikidata.org/entity/Q121802,literal,Pontederia cordata,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,19044-06-5,literal,283610-2,en,literal,beta-sitosterol,,,literal,10.1016/0378-8741(84)90002-3
36,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q3882311,literal,Eichhornia crassipes,literal,UODZHRGDSPLRMD-UHFFFAOYSA-N,literal,C(CCNCCCCN)CN,literal,4427-76-3,literal,1198589-2,en,literal,sym-homospermidine,literal,CHEMBL36119,literal,10.1248/CPB.31.3315
37,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q105164769,literal,Eichhornia crassipes,literal,MIHQNLYUIWQWJY-HNNXBMFYSA-N,literal,O=C1C=2C(O)=CC=C3C=C(OC)C(C=4C=CC=CC4)=C(C32)C(O)C1,,,literal,1198589-2,en,literal,"(3S)-3,9-dihydroxy-5-methoxy-4-phenyl-2,3-dihydrophenalen-1-one",,,literal,10.1002/HLCA.200900428
38,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q485277,literal,Eichhornia crassipes,literal,HNDVDQJCIGZPNO-YFKPBYRVSA-N,literal,C1=C(NC=N1)CC(C(=O)O)N,literal,71-00-1,literal,1198589-2,en,literal,L-histidine,literal,CHEMBL17962,literal,10.1016/0305-1978(86)90092-X
39,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q105135933,literal,Eichhornia crassipes,literal,JVSRXOPVLSBOLX-MRXNPFEDSA-N,literal,OC1C2=C(C(OC)=CC3=CC=C(OC)C(=C32)CC1)C=4C=CC=CC4,,,literal,1198589-2,en,literal,"(1R)-4,8-dimethoxy-9-phenyl-2,3-dihydro-1H-phenalen-1-ol",,,literal,10.1002/HLCA.200900428
40,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q105143303,literal,Eichhornia crassipes,literal,KNAUMRJRUMRRGA-FSDUGWFMSA-N,literal,OC1CCC2(C3=C(CCC2C1(O)C)C4CCC(C(C)CCC(=C)C(C)C)C4(C)CC3)C,,,literal,1198589-2,en,literal,"(3S,4R,5R,10S,13R,14R,17R)-4,10,13-trimethyl-17-[(2R)-6-methyl-5-methylideneheptan-2-yl]-1,2,3,5,6,7,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthrene-3,4-diol",,,literal,10.1016/S0040-4020(01)96166-6
41,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q178450,literal,Eichhornia crassipes,literal,CKLJMWTZIZZHCS-REOHCLBHSA-N,literal,C(C(C(=O)O)N)C(=O)O,literal,56-84-8,literal,1198589-2,en,literal,L-aspartic acid,literal,CHEMBL274323,literal,10.1016/0305-1978(86)90092-X
42,uri,http://www.wikidata.org/entity/Q39600979,uri,http://www.wikidata.org/entity/Q105215378,literal,Pontederia crassipes,literal,PVBTWBWMVZOXGE-JSOSNVBQSA-N,literal,O(C1=CC=C(C=C1)C2=C(C(OC)=C3C(OC)=CC=C4C3=C2C(OC)CC4)C5=C(OC)C(C=6C=CC=CC6)=C7C=8C(=CC=C(OC)C58)CCC7OC)C,,,literal,310928-2,en,literal,"(1R)-1,6,7-trimethoxy-9-(4-methoxyphenyl)-8-[(4S)-2,4,9-trimethoxy-3-phenyl-5,6-dihydro-4H-phenalen-1-yl]-2,3-dihydro-1H-phenalene",,,literal,10.1016/S0040-4020(01)88476-3
43,uri,http://www.wikidata.org/entity/Q89189686,uri,http://www.wikidata.org/entity/Q105244742,literal,Pontederia africana,literal,RSMKYRDCCSNYFM-ZBNQVYKFSA-N,literal,OC1CCC2(C)C3C(=CCC2C1C)C4CCC(C(C)CCC(=C)C(C)C)C4(C)CC3,,,literal,77188080-1,en,literal,"(3S,4S,5R,9R,10S,13R,14R,17R)-4,10,13-trimethyl-17-[(2R)-6-methyl-5-methylideneheptan-2-yl]-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",,,literal,10.1002/JCCS.200400035
44,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q424597,literal,Eichhornia crassipes,literal,PFNFFQXMRSDOHW-UHFFFAOYSA-N,literal,C(CCNCCCN)CNCCCN,literal,71-44-3,literal,1198589-2,en,literal,spermine,literal,CHEMBL23194,literal,10.1248/CPB.31.3315
45,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q82224983,literal,Eichhornia crassipes,literal,GCTSBDPGEOFWBK-UHFFFAOYSA-N,literal,C1=CC2=CC(=CC3=C2C(=C1)C=C(C3=O)O)C4=CC=C(C=C4)O,literal,847158-23-0,literal,1198589-2,en,literal,"1H-Phenalen-1-one, 2-hydroxy-8-(4-hydroxyphenyl)-",,,literal,10.1002/HLCA.200900428
46,uri,http://www.wikidata.org/entity/Q621050,uri,http://www.wikidata.org/entity/Q27108380,literal,Pontederia cordata,literal,XWMMEBCFHUKHEX-CWFQSGEHSA-N,literal,CC1C2C3CCC4C5(CCC(C(C5CCC4(C3(CCC2(CCC1=C)C)C)C)(C)C)O)C,literal,1059-14-9,literal,283610-2,en,literal,taraxasterol,,,literal,10.1016/0378-8741(84)90002-3
47,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q105248760,literal,Eichhornia crassipes,literal,SACCSROMZNBAMO-INIZCTEOSA-N,literal,OC1=CC=C2C=C(OC)C(C=3C=CC=CC3)=C4C2=C1CCC4O,,,literal,1198589-2,en,literal,"(1S)-8-methoxy-9-phenyl-2,3-dihydro-1H-phenalene-1,4-diol",,,literal,10.1002/HLCA.200900428
48,uri,http://www.wikidata.org/entity/Q621050,uri,http://www.wikidata.org/entity/Q27108380,literal,Pontederia cordata,literal,XWMMEBCFHUKHEX-CWFQSGEHSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CCC4C5C(C(=C)CCC5(C)CCC43C)C)C1(C)C,literal,1059-14-9,literal,283610-2,en,literal,taraxasterol,,,literal,10.1016/0378-8741(84)90002-3
49,uri,http://www.wikidata.org/entity/Q89189686,uri,http://www.wikidata.org/entity/Q105345634,literal,Pontederia africana,literal,YAWDVNSDYNTLOU-PLVXRIKJSA-N,literal,O=C(OCC1OC(OC2CC3=CC(=O)C4C(CCC5(C)C(CCC45)C(C=CC(CC)C(C)C)C)C3(C)CC2)C(O)C(O)C1O)CCCCCCCCCCCCCCC,,,literal,77188080-1,en,literal,"[(2R,3S,4S,5R,6R)-6-[[(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2R,5S)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-7-oxo-1,2,3,4,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-yl]oxy]-3,4,5-trihydroxyoxan-2-yl]methyl hexadecanoate",,,literal,10.1002/JCCS.200300156
50,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q484940,literal,Eichhornia crassipes,literal,AGPKZVBTJJNPAG-WHFBIAKZSA-N,literal,CCC(C)C(C(=O)O)N,literal,73-32-5,literal,1198589-2,en,literal,L-isoleucine,literal,CHEMBL1233584,literal,10.1016/0305-1978(86)90092-X
51,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q410190,literal,Eichhornia crassipes,literal,KIDHWZJUCRJVML-UHFFFAOYSA-N,literal,C(CCN)CN,literal,110-60-1,literal,1198589-2,en,literal,putrescine,literal,CHEMBL46257,literal,10.1248/CPB.31.3315
52,uri,http://www.wikidata.org/entity/Q89189686,uri,http://www.wikidata.org/entity/Q27136880,literal,Pontederia africana,literal,VWDLOXMZIGUBKM-AUGXRQBFSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,19716-26-8,literal,77188080-1,en,literal,stigmasterol 3-O-beta-D-glucoside,literal,CHEMBL447335,literal,10.1002/JCCS.200300156
53,uri,http://www.wikidata.org/entity/Q621050,uri,http://www.wikidata.org/entity/Q2756479,literal,Pontederia cordata,literal,SGNBVLSWZMBQTH-PODYLUTMSA-N,literal,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,474-62-4,literal,283610-2,en,literal,campesterol,literal,CHEMBL520535,literal,10.1016/0378-8741(84)90002-3
54,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q20816880,literal,Eichhornia crassipes,literal,KDXKERNSBIXSRK-YFKPBYRVSA-N,literal,C(CCN)CC(C(=O)O)N,literal,56-87-1,literal,1198589-2,en,literal,L-lysine,literal,CHEMBL8085,literal,10.1016/0305-1978(86)90092-X
55,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q161498,literal,Eichhornia crassipes,literal,XFNJVJPLKCPIBV-UHFFFAOYSA-N,literal,C(CN)CN,literal,109-76-2,literal,1198589-2,en,literal,"1,3-propanediamine",literal,CHEMBL174324,literal,10.1248/CPB.31.3315
56,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q188017,literal,Eichhornia crassipes,literal,OUYCCCASQSFEME-QMMMGPOBSA-N,literal,C1=CC(=CC=C1CC(C(=O)O)N)O,literal,60-18-4,literal,1198589-2,en,literal,L-tyrosine,literal,CHEMBL925,literal,10.1016/0305-1978(86)90092-X
57,uri,http://www.wikidata.org/entity/Q690645,uri,http://www.wikidata.org/entity/Q218642,literal,Eichhornia crassipes,literal,QNAYBMKLOCPYGJ-REOHCLBHSA-N,literal,CC(C(=O)O)N,literal,56-41-7,literal,1198589-2,en,literal,L-alanine,literal,CHEMBL279597,literal,10.1016/0305-1978(86)90092-X
58,uri,http://www.wikidata.org/entity/Q621050,uri,http://www.wikidata.org/entity/Q2501558,literal,Pontederia cordata,literal,FSLPMRQHCOLESF-SFMCKYFRSA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C,literal,638-95-9,literal,283610-2,en,literal,α-amyrin,literal,CHEMBL455357,literal,10.1016/0378-8741(84)90002-3
59,uri,http://www.wikidata.org/entity/Q39600979,uri,http://www.wikidata.org/entity/Q105018474,literal,Pontederia crassipes,literal,GTCZXNMTRDTHBW-ZPGRZCPFSA-N,literal,O(C1=CC=C(C=C1)C2=CC(C=3C=C(C4=CC=C(OC)C=C4)C5=C6C3C(OC)=C(OC)C=C6CCC5OC)=C7C(OC)=C(OC)C=C8C7=C2C(OC)CC8)C,,,literal,310928-2,en,literal,"(1S)-1,5,6-trimethoxy-9-(4-methoxyphenyl)-7-[(4S)-4,8,9-trimethoxy-3-(4-methoxyphenyl)-5,6-dihydro-4H-phenalen-1-yl]-2,3-dihydro-1H-phenalene",,,literal,10.1016/S0040-4020(01)88476-3
