,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q15507360,uri,http://www.wikidata.org/entity/Q412690,literal,Cyanella alba,literal,ASUTZQLVASHGKV-JDFRZJQESA-N,literal,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,literal,357-70-0,literal,429680-1,literal,CHEMBL659,en,literal,galantamine,literal,10.1055/S-2006-959728
1,uri,http://www.wikidata.org/entity/Q15505698,uri,http://www.wikidata.org/entity/Q412690,literal,Conanthera bifolia,literal,ASUTZQLVASHGKV-JDFRZJQESA-N,literal,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,literal,357-70-0,literal,429603-1,literal,CHEMBL659,en,literal,galantamine,literal,10.1055/S-2006-959728
