,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q63408653,literal,Lancea tibetica,literal,HGXBRUKMWQGOIE-WZBLMQSHSA-N,literal,OC1=CC=C(C=C1OC)C2OCC3C(OCC23)C4=CC=C(O)C(OC)=C4,literal,804209-1,en,literal,epipinoresinol,literal,10.1055/S-1999-14026,literal,24404-50-0,,
1,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q23905964,literal,Lancea tibetica,literal,WQZGKKKJIJFFOK-GASJEMHNSA-N,literal,C(C1C(C(C(C(O1)O)O)O)O)O,literal,804209-1,en,literal,D-glucopyranose,literal,10.5564/BICCT.V0I6.1105,literal,2280-44-6,literal,CHEMBL1222250
2,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q121802,literal,Lancea tibetica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,804209-1,en,literal,beta-sitosterol,literal,10.1055/S-1999-14026,literal,83-46-5,,
3,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q105177552,literal,Lancea tibetica,literal,NDHRYHNUYZKJJJ-WVUUXUIYSA-N,literal,OCC1OC(OCC2C(OCC2C(O)C3=CC=C4OCOC4=C3)C5=CC=C6OCOC6=C5)C(O)C(O)C1O,literal,804209-1,en,literal,Tibeticoside,literal,10.1055/S-1999-14026,,,,
4,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q411426,literal,Lancea tibetica,literal,FBSKJMQYURKNSU-ZLSOWSIRSA-N,literal,O=C(OC1C(OC(OCCC2=CC=C(O)C(O)=C2)C(O)C1OC3OC(C)C(O)C(O)C3O)CO)C=CC4=CC=C(O)C(O)=C4,literal,804209-1,en,literal,verbascoside,literal,10.1055/S-1999-14026,literal,61276-17-3,literal,CHEMBL231853
5,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q27151384,literal,Lancea tibetica,literal,KFFCKOBAHMGTMW-LGQRSHAYSA-N,literal,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC,literal,804209-1,en,literal,Forsythin,literal,10.1055/S-1999-14026,literal,487-41-2,,
6,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q63408653,literal,Lancea tibetica,literal,HGXBRUKMWQGOIE-WZBLMQSHSA-N,literal,OC1=CC=C(C=C1OC)C2OCC3C(OCC23)C4=CC=C(O)C(OC)=C4,literal,804209-1,en,literal,epipinoresinol,literal,10.1055/S-1999-14026,literal,18779-41-4,,
7,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q104397287,literal,Lancea tibetica,literal,SUNMCVVGOLDIKD-CPPDSBOHSA-N,literal,O=C(OC1C(OC(OCCC2=CC=C(O)C(OC)=C2)C(O)C1OC3OC(C)C(O)C(O)C3O)CO)C=CC4=CC=C(O)C(O)=C4,literal,804209-1,en,literal,"[(2R,3R,4R,5R,6R)-5-hydroxy-6-[2-(4-hydroxy-3-methoxy-phenyl)ethoxy]-2-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-tetrahydropyran-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",literal,10.1055/S-1999-14026,literal,94492-22-5,,
8,uri,http://www.wikidata.org/entity/Q17757415,uri,http://www.wikidata.org/entity/Q72493344,literal,Dodartia orientalis,literal,XBGJTRDIWPEIMG-DUMNYRKASA-N,literal,O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1CCC3(O)C,literal,802155-1,en,literal,Mussaenoside,literal,10.1007/BF01164896,literal,64421-27-8,,
9,uri,http://www.wikidata.org/entity/Q17757415,uri,http://www.wikidata.org/entity/Q72493344,literal,Dodartia orientalis,literal,XBGJTRDIWPEIMG-DUMNYRKASA-N,literal,O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1CCC3(O)C,literal,802155-1,en,literal,Mussaenoside,literal,10.1007/BF00596769,literal,64421-27-8,,
10,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q104250105,literal,Lancea tibetica,literal,FNMHEHXNBNCPCI-UHFFFAOYSA-N,literal,O=C(OCC1OC(OCCC2=CC=C(O)C(O)=C2)C(O)C(OC3OC(C)C(O)C(O)C3O)C1O)C=CC4=CC=C(O)C(O)=C4,literal,804209-1,en,literal,"[6-[2-(3,4-Dihydroxyphenyl)ethoxy]-3,5-dihydroxy-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]methyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",literal,10.1055/S-1999-14026,,,,
11,uri,http://www.wikidata.org/entity/Q5790476,uri,http://www.wikidata.org/entity/Q105366796,literal,Mazus miquelii,literal,YWJRHSASZMGJPZ-QPIKYYHFSA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)(C)C(O)C4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(C)(C)C7CCC6(C)C5(C)CC3,literal,805560-1,en,literal,Mazusaponin III,literal,10.1016/0031-9422(94)00857-P,,,,
12,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q416260,literal,Lancea tibetica,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,804209-1,en,literal,ursolic acid,literal,10.5564/BICCT.V0I6.1105,literal,77-52-1,literal,CHEMBL169
13,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q121802,literal,Lancea tibetica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,804209-1,en,literal,beta-sitosterol,literal,10.1055/S-1999-14026,literal,64997-52-0,,
14,uri,http://www.wikidata.org/entity/Q5790476,uri,http://www.wikidata.org/entity/Q104933193,literal,Mazus miquelii,literal,BEMRUONOHRZGOZ-UQXWUMNWSA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)C(O)(C)C4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8O)C(C)(C)C7CCC6(C)C5(C)CC3,literal,805560-1,en,literal,Mazusaponin II,literal,10.1016/0031-9422(94)00857-P,,,,
15,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q27269895,literal,Lancea tibetica,literal,CPJKKWDCUOOTEW-YJPXFSGGSA-N,literal,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)OC,literal,804209-1,en,literal,sylvatesmin,literal,10.1055/S-1999-14026,literal,487-39-8,literal,CHEMBL2260010
16,uri,http://www.wikidata.org/entity/Q5790476,uri,http://www.wikidata.org/entity/Q105350114,literal,Mazus miquelii,literal,YLGANLNQTUGMCH-YIJIJRBUSA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)(C)C(O)C4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8O)C(C)(C)C7CCC6(C)C5(C)CC3,literal,805560-1,en,literal,Mazusaponin I,literal,10.1016/0031-9422(94)00857-P,,,,
17,uri,http://www.wikidata.org/entity/Q5790476,uri,http://www.wikidata.org/entity/Q105341309,literal,Mazus miquelii,literal,XSVWUDPVLAZJMG-WKKRGLSKSA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)C(O)(C)C4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(C)(C)C7CCC6(C)C5(C)CC3,literal,805560-1,en,literal,Mazusaponin IV,literal,10.1016/0031-9422(94)00857-P,,,,
18,uri,http://www.wikidata.org/entity/Q17757415,uri,http://www.wikidata.org/entity/Q105324421,literal,Dodartia orientalis,literal,XBGJTRDIWPEIMG-ZYEJEXACSA-N,literal,O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1CCC3(O)C,literal,802155-1,en,literal,Nepetanudoside,literal,10.1007/BF00596769,,,,
19,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q4027534,literal,Lancea tibetica,literal,CZMRCDWAGMRECN-UGDNZRGBSA-N,literal,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,literal,804209-1,en,literal,sucrose,literal,10.5564/BICCT.V0I6.1105,literal,57-50-1,literal,CHEMBL253582
20,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q27117234,literal,Lancea tibetica,literal,LKDRXBCSQODPBY-VRPWFDPXSA-N,literal,C1C(C(C(C(O1)(CO)O)O)O)O,literal,804209-1,en,literal,D-fructopyranose,literal,10.5564/BICCT.V0I6.1105,literal,6347-01-9,literal,CHEMBL2325229
21,uri,http://www.wikidata.org/entity/Q13184425,uri,http://www.wikidata.org/entity/Q3511416,literal,Lancea tibetica,literal,PEYUIKBAABKQKQ-AFHBHXEDSA-N,literal,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,literal,804209-1,en,literal,(+)-sesamin,literal,10.5564/BICCT.V0I6.1105,literal,607-80-7,literal,CHEMBL252915
22,uri,http://www.wikidata.org/entity/Q5790476,uri,http://www.wikidata.org/entity/Q104403402,literal,Mazus miquelii,literal,NNYWYLBBNFBBBG-WINNVMDWSA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)C(O)(C)C4C5=CCC6C7(C)CCC(OC8OCC(O)C(OC9OC(CO)C(O)C(O)C9O)C8O)C(C)(C)C7CCC6(C)C5(C)CC3,literal,805560-1,en,literal,Ilexoside VIII,literal,10.1016/0031-9422(94)00857-P,,,,
