,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q17581580,uri,http://www.wikidata.org/entity/Q1074417,literal,Gnidia involucrata,literal,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,literal,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,4773-96-0,literal,831784-1,en,literal,mangiferin,literal,10.1016/S0031-9422(00)00046-7,literal,CHEMBL455364
1,uri,http://www.wikidata.org/entity/Q17582035,uri,http://www.wikidata.org/entity/Q15410972,literal,Gyrinops walla,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,559-74-0,literal,832000-1,en,literal,friedelin,literal,10.1021/NP50040A043,literal,CHEMBL485998
2,uri,http://www.wikidata.org/entity/Q17581917,uri,http://www.wikidata.org/entity/Q15410902,literal,Peddiea fischeri,literal,JRHMMVBOTXEHGJ-UHFFFAOYSA-N,literal,COC1=C(C=C2C(=C1)C=C(C(=O)O2)OC3=CC4=C(C=C3)C=CC(=O)O4)O,literal,2034-69-7,literal,832431-1,en,literal,daphnoretin,literal,10.1021/NP50026A020,literal,CHEMBL508494
3,uri,http://www.wikidata.org/entity/Q2234086,uri,http://www.wikidata.org/entity/Q105184164,literal,Wikstroemia,literal,NQWVSMVXKMHKTF-UHFFFAOYSA-N,literal,O=C1OCC(CC2=CC=C(OC)C(OC)=C2)C1CC3=CC=C(O)C(OC)=C3,,,literal,30408505-2,en,literal,arctigenin,literal,10.1016/S0031-9422(82)85082-6,,
4,uri,http://www.wikidata.org/entity/Q17581856,uri,http://www.wikidata.org/entity/Q105254860,literal,Pimelea elongata,literal,SKISMDCNTKLSHQ-UHFFFAOYSA-N,literal,O=C(OC1C(C)C23OC45OC(C3C6OC6(CO)C(O)C78OC(OC7=O)(C)C(C(C)CCCCCCC4)C82)C1(O5)C(=C)C)C,,,literal,832560-1,en,literal,"[10-Hydroxy-9-(hydroxymethyl)-2,14,16-trimethyl-12-oxo-4-prop-1-en-2-yl-8,13,25,27,28,29-hexaoxaoctacyclo[13.10.1.14,24.15,24.111,14.01,6.07,9.011,26]nonacosan-3-yl] acetate",literal,10.1021/NP1005746,,
5,uri,http://www.wikidata.org/entity/Q17581536,uri,http://www.wikidata.org/entity/Q104958122,literal,Gnidia polycephala,literal,CGSGRJNIABXQJQ-KUDQSKCQSA-N,literal,O=C(OC1C(C)C23OC4(OC(C3C5OC5(CO)C(O)C6(O)C(=O)C(=CC62)C)C1(O4)C(=C)C)C=CC=CCCCCC)C=7C=CC=CC7,,,literal,831857-1,en,literal,"[(1R,2R,6S,7S,8R,10S,11S,12R,16R,17R,18R)-6,7-dihydroxy-8-(hydroxymethyl)-4,18-dimethyl-14-[(1E,3E)-nona-1,3-dienyl]-5-oxo-16-prop-1-en-2-yl-9,13,15,19-tetraoxahexacyclo[12.4.1.01,11.02,6.08,10.012,16]nonadec-3-en-17-yl] benzoate",literal,10.1021/ACS.JNATPROD.5B00344,,
6,uri,http://www.wikidata.org/entity/Q814416,uri,http://www.wikidata.org/entity/Q105249514,literal,Thymelaea hirsuta,literal,SBKXRMYYKDQAMZ-MDIFWREMSA-N,literal,O=C(OC1C(C)C23OC4(OC(C3C5OC5(CO)C(O)C6(O)C(=O)C(=CC62)C)C1(O4)C(=C)C)C=CCCCCC)C=CC=7C=CC=CC7,,,literal,832995-1,en,literal,"[(1R,2R,6S,7S,8R,10S,11R,12R,14S,16S,17R,18R)-14-[(E)-hept-1-enyl]-6,7-dihydroxy-8-(hydroxymethyl)-4,18-dimethyl-5-oxo-16-prop-1-en-2-yl-9,13,15,19-tetraoxahexacyclo[12.4.1.01,11.02,6.08,10.012,16]nonadec-3-en-17-yl] (E)-3-phenylprop-2-enoate",literal,10.1021/NP800808H,,
7,uri,http://www.wikidata.org/entity/Q17582035,uri,http://www.wikidata.org/entity/Q1074417,literal,Gyrinops walla,literal,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,literal,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,4773-96-0,literal,832000-1,en,literal,mangiferin,literal,10.1021/NP50040A043,literal,CHEMBL455364
8,uri,http://www.wikidata.org/entity/Q5393913,uri,http://www.wikidata.org/entity/Q105112383,literal,Gnidia socotrana,literal,IFUGOZKKYGPOOE-XJHLMOCLSA-N,literal,O=C(OCC1OC(OC23OCC(OC(=O)C)C3OC(=O)C42OC(=O)CC4C5=CC=C(O)C=C5)C(OC(=O)C)C(O)C1OC(=O)C)C,,,literal,831896-1,en,literal,"[(2R,3S,4S,5R,6S)-6-[(3S,3'R,3aR,6S,6aR)-3-acetyloxy-3'-(4-hydroxyphenyl)-5,5'-dioxospiro[3,3a-dihydro-2H-furo[3,2-b]furan-6,2'-oxolane]-6a-yl]oxy-3,5-diacetyloxy-4-hydroxyoxan-2-yl]methyl acetate",literal,10.1016/S0031-9422(02)00358-8,,
9,uri,http://www.wikidata.org/entity/Q2708065,uri,http://www.wikidata.org/entity/Q115950621,literal,Pimelea,literal,JAQJQYMDHBSCKO-YAWJYSLYSA-N,literal,O=C1C(=CC2C1(O)C(O)C3(OC3C4C5OC6(OC5(C(=C)C)CC(C)C24O6)CCCCCCCCC)CO)C,,,literal,331856-2,en,literal,"(1R,2R,6S,7S,8R,10S,11S,12R,14R,16R,18R)-6,7-dihydroxy-8-(hydroxymethyl)-4,18-dimethyl-14-nonyl-16-prop-1-en-2-yl-9,13,15,19-tetraoxahexacyclo[12.4.1.01,11.02,6.08,10.012,16]nonadec-3-en-5-one",literal,10.1111/J.1751-0813.1975.TB06976.X,,
