,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI
21,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q27136388,literal,Cecropia pachystachya,literal,OXVUXGFZHDKYLS-QUFHAEKXSA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1(C)O)C)C(=O)O,literal,53155-25-2,literal,50908-2,en,literal,euscaphic acid,literal,CHEMBL239075,literal,10.1016/J.BMC.2007.07.020
22,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q4463035,literal,Cecropia glaziovii,literal,XEZVDURJDFGERA-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCC(=O)O,literal,2433-96-7,literal,292376-2,en,literal,tricosanoic acid,literal,CHEMBL1173462,literal,10.1002/ARDP.19803130303
23,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q4463035,literal,Cecropia pachystachya,literal,XEZVDURJDFGERA-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCC(=O)O,literal,2433-96-7,literal,50908-2,en,literal,tricosanoic acid,literal,CHEMBL1173462,literal,10.1002/ARDP.19803130303
24,uri,http://www.wikidata.org/entity/Q10272307,uri,http://www.wikidata.org/entity/Q23050136,literal,Cecropia hololeuca,literal,PFTAWBLQPZVEMU-UKRRQHHQSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,490-46-0,literal,50866-2,en,literal,(−)-epicatechin,literal,CHEMBL583912,literal,10.1078/0944-7113-00003
25,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q418599,literal,Cecropia pachystachya,literal,YQUVCSBJEUQKSH-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C(=O)O)O)O,literal,99-50-3,literal,50908-2,en,literal,"3,4-dihydroxybenzoic acid",literal,CHEMBL37537,literal,10.1078/0944-7113-00003
26,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q105034648,literal,Cecropia pachystachya,literal,HWGMGZJITMCAFQ-BGJCYSRJSA-N,literal,O=C(OC1C(O)CC2(C)C(CCC3(C)C2CC=C4C5C(O)(C)C(C)CCC5(C(=O)O)CCC43C)C1(C)C)C,,,literal,50908-2,en,literal,3 beta-Acetyl tormentic acid,,,literal,10.1016/J.BMC.2007.07.020
27,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q23050136,literal,Cecropia glaziovii,literal,PFTAWBLQPZVEMU-UKRRQHHQSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,490-46-0,literal,292376-2,en,literal,(−)-epicatechin,literal,CHEMBL583912,literal,10.1016/J.PHYMED.2008.02.006
28,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q23050136,literal,Cecropia glaziovii,literal,PFTAWBLQPZVEMU-UKRRQHHQSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,490-46-0,literal,292376-2,en,literal,(−)-epicatechin,literal,CHEMBL583912,literal,10.1078/0944-7113-00003
29,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q23050136,literal,Cecropia pachystachya,literal,PFTAWBLQPZVEMU-UKRRQHHQSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,490-46-0,literal,50908-2,en,literal,(−)-epicatechin,literal,CHEMBL583912,literal,10.1078/0944-7113-00003
30,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q259075,literal,Cecropia glaziovii,literal,SGEWCQFRYRRZDC-VPRICQMDSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,3681-93-4,literal,292376-2,en,literal,vitexin,literal,CHEMBL487417,literal,10.1016/0031-9422(91)85140-U
31,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q259075,literal,Cecropia pachystachya,literal,SGEWCQFRYRRZDC-VPRICQMDSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,3681-93-4,literal,50908-2,en,literal,vitexin,literal,CHEMBL487417,literal,10.1016/0031-9422(91)85140-U
32,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q105208666,literal,Cecropia pachystachya,literal,PGTJIOWQJWHTJJ-CHWSQXEVSA-N,literal,C=1C=C2C(=CC1C)C(CCC2C)C(C)C,,,literal,50908-2,en,literal,(+)-Calamenene,,,literal,10.1002/ARDP.19803130302
33,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q422590,literal,Cecropia glaziovii,literal,UKMSUNONTOPOIO-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCC(=O)O,literal,112-85-6,literal,292376-2,en,literal,behenic acid,literal,CHEMBL1173474,literal,10.1002/ARDP.19803130303
34,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q422590,literal,Cecropia pachystachya,literal,UKMSUNONTOPOIO-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCC(=O)O,literal,112-85-6,literal,50908-2,en,literal,behenic acid,literal,CHEMBL1173474,literal,10.1002/ARDP.19803130303
35,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q67880075,literal,Cecropia glaziovii,literal,WHWDWIHXSPCOKZ-UHFFFAOYSA-N,literal,CC(C)CCCC(C)CCCC(C)CCCC(=O)C,literal,502-69-2,literal,292376-2,en,literal,hexahydrofarnesyl acetone,,,literal,10.1002/ARDP.19803130303
36,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q67880075,literal,Cecropia glaziovii,literal,WHWDWIHXSPCOKZ-UHFFFAOYSA-N,literal,CC(C)CCCC(C)CCCC(C)CCCC(=O)C,literal,502-69-2,literal,292376-2,en,literal,hexahydrofarnesyl acetone,,,literal,10.1002/ARDP.19803130302
37,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q121802,literal,Cecropia pachystachya,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,64997-52-0,literal,50908-2,en,literal,beta-sitosterol,,,literal,10.1002/ARDP.19803130604
38,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q121802,literal,Cecropia pachystachya,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,64997-52-0,literal,50908-2,en,literal,beta-sitosterol,,,literal,10.1055/S-2008-1034301
39,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q27108621,literal,Cecropia pachystachya,literal,JFSHUTJDVKUMTJ-QHPUVITPSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C,literal,559-70-6,literal,50908-2,en,literal,β-amyrin,literal,CHEMBL455098,literal,10.1055/S-2008-1034301
40,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q209727,literal,Cecropia glaziovii,literal,IPCSVZSSVZVIGE-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)O,literal,57-10-3,literal,292376-2,en,literal,palmitic acid,literal,CHEMBL82293,literal,10.1002/ARDP.19803130303
41,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q209727,literal,Cecropia pachystachya,literal,IPCSVZSSVZVIGE-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)O,literal,57-10-3,literal,50908-2,en,literal,palmitic acid,literal,CHEMBL82293,literal,10.1002/ARDP.19803130303
42,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q27136596,literal,Cecropia pachystachya,literal,RUVUHIUYGJBLGI-XJZKHKOHSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(C)C,literal,1058-61-3,literal,50908-2,en,literal,beta-sitostenone,literal,CHEMBL66926,literal,10.1002/ARDP.19803130604
43,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q278809,literal,Cecropia glaziovii,literal,XMGQYMWWDOXHJM-UHFFFAOYSA-N,literal,CC1=CCC(CC1)C(=C)C,literal,138-86-3,literal,292376-2,en,literal,(±)-limonene,literal,CHEMBL15799,literal,10.1002/ARDP.19803130302
44,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q105288764,literal,Cecropia pachystachya,literal,VLXDPFLIRFYIME-GZBLMMOJSA-N,literal,C1=C(C)C2C3C(CCC2(C)C3C1)C(C)C,,,literal,50908-2,en,literal,"(1R,2S,6S,7S,8R)-1,3-dimethyl-8-propan-2-yltricyclo[4.4.0.02,7]dec-3-ene",,,literal,10.1002/ARDP.19803130302
45,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q2813819,literal,Cecropia glaziovii,literal,QIMMUPPBPVKWKM-UHFFFAOYSA-N,literal,CC1=CC2=CC=CC=C2C=C1,literal,91-57-6,literal,292376-2,en,literal,2-methylnaphthalene,literal,CHEMBL195895,literal,10.1002/ARDP.19803130302
46,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q2813819,literal,Cecropia pachystachya,literal,QIMMUPPBPVKWKM-UHFFFAOYSA-N,literal,CC1=CC2=CC=CC=C2C=C1,literal,91-57-6,literal,50908-2,en,literal,2-methylnaphthalene,literal,CHEMBL195895,literal,10.1002/ARDP.19803130302
47,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q416260,literal,Cecropia pachystachya,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,77-52-1,literal,50908-2,en,literal,ursolic acid,literal,CHEMBL169,literal,10.1055/S-2008-1034301
48,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q4348644,literal,Cecropia glaziovii,literal,MWMPEAHGUXCSMY-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,literal,506-38-7,literal,292376-2,en,literal,pentacosanoic acid,,,literal,10.1002/ARDP.19803130303
49,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q4348644,literal,Cecropia pachystachya,literal,MWMPEAHGUXCSMY-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,literal,506-38-7,literal,50908-2,en,literal,pentacosanoic acid,,,literal,10.1002/ARDP.19803130303
50,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q151082,literal,Cecropia glaziovii,literal,IUJAMGNYPWYUPM-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,literal,630-04-6,literal,292376-2,en,literal,hentriacontane,literal,CHEMBL257490,literal,10.1002/ARDP.19803130303
51,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q3348776,literal,Cecropia glaziovii,literal,ZYURHZPYMFLWSH-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,literal,630-02-4,literal,292376-2,en,literal,octacosane,,,literal,10.1002/ARDP.19803130303
52,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q3348776,literal,Cecropia pachystachya,literal,ZYURHZPYMFLWSH-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,literal,630-02-4,literal,50908-2,en,literal,octacosane,,,literal,10.1002/ARDP.19803130303
53,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q151082,literal,Cecropia pachystachya,literal,IUJAMGNYPWYUPM-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,literal,630-04-6,literal,50908-2,en,literal,hentriacontane,literal,CHEMBL257490,literal,10.1002/ARDP.19803130303
54,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q105245834,literal,Cecropia glaziovii,literal,RUVUHIUYGJBLGI-UHFFFAOYSA-N,literal,O=C1C=C2CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,,,literal,292376-2,en,literal,b-Sitostenone,,,literal,10.1002/ARDP.19803130604
55,uri,http://www.wikidata.org/entity/Q10272307,uri,http://www.wikidata.org/entity/Q421676,literal,Cecropia hololeuca,literal,PLAPMLGJVGLZOV-VPRICQMDSA-N,literal,C1(=C2C(=C(C=C1O)O)C(=O)C=C(O2)C3=CC=C(O)C(=C3)O)C4OC(CO)C(C(C4O)O)O,literal,28608-75-5,literal,50866-2,en,literal,orientin,literal,CHEMBL520866,literal,10.1078/0944-7113-00003
56,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q421676,literal,Cecropia glaziovii,literal,PLAPMLGJVGLZOV-VPRICQMDSA-N,literal,C1(=C2C(=C(C=C1O)O)C(=O)C=C(O2)C3=CC=C(O)C(=C3)O)C4OC(CO)C(C(C4O)O)O,literal,28608-75-5,literal,292376-2,en,literal,orientin,literal,CHEMBL520866,literal,10.1016/0031-9422(91)85140-U
57,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q421676,literal,Cecropia glaziovii,literal,PLAPMLGJVGLZOV-VPRICQMDSA-N,literal,C1(=C2C(=C(C=C1O)O)C(=O)C=C(O2)C3=CC=C(O)C(=C3)O)C4OC(CO)C(C(C4O)O)O,literal,28608-75-5,literal,292376-2,en,literal,orientin,literal,CHEMBL520866,literal,10.1016/J.PHYMED.2008.02.006
58,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q421676,literal,Cecropia pachystachya,literal,PLAPMLGJVGLZOV-VPRICQMDSA-N,literal,C1(=C2C(=C(C=C1O)O)C(=O)C=C(O2)C3=CC=C(O)C(=C3)O)C4OC(CO)C(C(C4O)O)O,literal,28608-75-5,literal,50908-2,en,literal,orientin,literal,CHEMBL520866,literal,10.1590/S0103-50532011000600014
59,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q421676,literal,Cecropia pachystachya,literal,PLAPMLGJVGLZOV-VPRICQMDSA-N,literal,C1(=C2C(=C(C=C1O)O)C(=O)C=C(O2)C3=CC=C(O)C(=C3)O)C4OC(CO)C(C(C4O)O)O,literal,28608-75-5,literal,50908-2,en,literal,orientin,literal,CHEMBL520866,literal,10.1016/0031-9422(91)85140-U
60,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q421676,literal,Cecropia pachystachya,literal,PLAPMLGJVGLZOV-VPRICQMDSA-N,literal,C1(=C2C(=C(C=C1O)O)C(=O)C=C(O2)C3=CC=C(O)C(=C3)O)C4OC(CO)C(C(C4O)O)O,literal,28608-75-5,literal,50908-2,en,literal,orientin,literal,CHEMBL520866,literal,10.1002/PCA.688
61,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q3155636,literal,Cecropia glaziovii,literal,MYXNWGACZJSMBT-VJXVFPJBSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O,literal,38953-85-4,literal,292376-2,en,literal,isovitexin,literal,CHEMBL465360,literal,10.1016/J.PHYMED.2008.02.006
62,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q3155636,literal,Cecropia pachystachya,literal,MYXNWGACZJSMBT-VJXVFPJBSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O,literal,38953-85-4,literal,50908-2,en,literal,isovitexin,literal,CHEMBL465360,literal,10.1590/S0103-50532011000600014
63,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q3155636,literal,Cecropia pachystachya,literal,MYXNWGACZJSMBT-VJXVFPJBSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O,literal,38953-85-4,literal,50908-2,en,literal,isovitexin,literal,CHEMBL465360,literal,10.1002/PCA.688
64,uri,http://www.wikidata.org/entity/Q15546547,uri,http://www.wikidata.org/entity/Q3155636,literal,Cecropia pachystachya,literal,MYXNWGACZJSMBT-VJXVFPJBSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O,literal,38953-85-4,literal,50908-2,en,literal,isovitexin,literal,CHEMBL465360,literal,10.1078/0944-7113-00003
65,uri,http://www.wikidata.org/entity/Q10272307,uri,http://www.wikidata.org/entity/Q3155592,literal,Cecropia hololeuca,literal,ODBRNZZJSYPIDI-VJXVFPJBSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,4261-42-1,literal,50866-2,en,literal,isoorientin,literal,CHEMBL239559,literal,10.1078/0944-7113-00003
66,uri,http://www.wikidata.org/entity/Q15546528,uri,http://www.wikidata.org/entity/Q3155592,literal,Cecropia glaziovii,literal,ODBRNZZJSYPIDI-VJXVFPJBSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,4261-42-1,literal,292376-2,en,literal,isoorientin,literal,CHEMBL239559,literal,10.1016/0031-9422(91)85140-U
