,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q310470,uri,http://www.wikidata.org/entity/Q4811191,literal,Amborella trichopoda,literal,JPUKWEQWGBDDQB-QSOFNFLRSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,literal,480-10-4,literal,581745-1,literal,CHEMBL233930,en,literal,Astragalin,literal,10.1016/0305-1978(82)90046-1
1,uri,http://www.wikidata.org/entity/Q310470,uri,http://www.wikidata.org/entity/Q23058965,literal,Amborella trichopoda,literal,RTATXGUCZHCSNG-QHWHWDPRSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,literal,17650-84-9,literal,581745-1,literal,CHEMBL498879,en,literal,nictoflorin,literal,10.1016/0305-1978(82)90046-1
