,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q2852323,uri,http://www.wikidata.org/entity/Q105286516,literal,Anopterus macleayanus,literal,VHNBBQRITVSNFR-MHQLHRBPSA-N,literal,O=C(OC1C(O)C2C34CC(=C)C1C4C5N=CC6(C)CCCC52C6CC3)C(=CC)C,literal,790213-1,en,literal,"[(1S,4R,5R,9S,12S,13R,14S,15S,16S,17S)-16-hydroxy-9-methyl-19-methylidene-11-azahexacyclo[12.3.2.01,13.04,9.05,12.05,17]nonadec-10-en-15-yl] (E)-2-methylbut-2-enoate",literal,10.1071/CH9761319
1,uri,http://www.wikidata.org/entity/Q2852322,uri,http://www.wikidata.org/entity/Q105209702,literal,Anopterus glandulosus,literal,PISLVTVZMHAKFK-CXROCBCRSA-N,literal,O=C(OC1C(OC(=O)C(=CC)C)C2C34CC(=C)C1C4C5N(C)CC6(C)CC(O)CC52C6(O)C(O)C3)C(=CC)C,literal,790212-1,en,literal,Anopterine,literal,10.1021/NP50054A026
2,uri,http://www.wikidata.org/entity/Q2852323,uri,http://www.wikidata.org/entity/Q105209702,literal,Anopterus macleayanus,literal,PISLVTVZMHAKFK-CXROCBCRSA-N,literal,O=C(OC1C(OC(=O)C(=CC)C)C2C34CC(=C)C1C4C5N(C)CC6(C)CC(O)CC52C6(O)C(O)C3)C(=CC)C,literal,790213-1,en,literal,Anopterine,literal,10.1071/CH9851091
3,uri,http://www.wikidata.org/entity/Q2852323,uri,http://www.wikidata.org/entity/Q105264840,literal,Anopterus macleayanus,literal,TUKWHQGOEXATAJ-FALSYHGMSA-N,literal,O=C(OC1C(O)C2C34CC(=C)C1C4C5[N+]([O-])=CC6(C)CCCC52C6CC3)C(=CC)C,literal,790213-1,en,literal,"[(1R,4S,5S,9R,12R,13S,14R,15S,16S,17R)-16-hydroxy-9-methyl-19-methylidene-11-oxido-11-azoniahexacyclo[12.3.2.01,13.04,9.05,12.05,17]nonadec-10-en-15-yl] (E)-2-methylbut-2-enoate",literal,10.1071/CH9761319
4,uri,http://www.wikidata.org/entity/Q2852322,uri,http://www.wikidata.org/entity/Q110080603,literal,Anopterus glandulosus,literal,PISLVTVZMHAKFK-UHFFFAOYSA-N,literal,O=C(OC1C(OC(=O)C(=CC)C)C2C34CC(=C)C1C4C5N(C)CC6(C)CC(O)CC52C6(O)C(O)C3)C(=CC)C,literal,790212-1,en,literal,"[3,4,7-Trihydroxy-9,11-dimethyl-16-(2-methylbut-2-enoyloxy)-19-methylidene-11-azahexacyclo[12.3.2.01,13.04,9.05,12.05,17]nonadecan-15-yl] 2-methylbut-2-enoate",literal,10.1071/CH9761319
5,uri,http://www.wikidata.org/entity/Q2852323,uri,http://www.wikidata.org/entity/Q110080603,literal,Anopterus macleayanus,literal,PISLVTVZMHAKFK-UHFFFAOYSA-N,literal,O=C(OC1C(OC(=O)C(=CC)C)C2C34CC(=C)C1C4C5N(C)CC6(C)CC(O)CC52C6(O)C(O)C3)C(=CC)C,literal,790213-1,en,literal,"[3,4,7-Trihydroxy-9,11-dimethyl-16-(2-methylbut-2-enoyloxy)-19-methylidene-11-azahexacyclo[12.3.2.01,13.04,9.05,12.05,17]nonadecan-15-yl] 2-methylbut-2-enoate",literal,10.1071/CH9761319
