,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q2858304,literal,Biebersteinia orphanidis,literal,KMOUJOKENFFTPU-QNDFHXLGSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,578-74-5,literal,371942-1,en,literal,apigetrin,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL487017
1,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q2317288,literal,Biebersteinia orphanidis,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,5373-11-5,literal,371942-1,en,literal,luteoloside,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL233929
2,uri,http://www.wikidata.org/entity/Q15248623,uri,http://www.wikidata.org/entity/Q27266189,literal,Biebersteinia heterostemon,literal,RIGYMJVFEJNCKD-UHFFFAOYSA-N,literal,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)OC,literal,479-90-3,literal,371937-1,en,literal,artemetin,literal,10.1080/00387019909350045,literal,CHEMBL225700
3,uri,http://www.wikidata.org/entity/Q15248623,uri,http://www.wikidata.org/entity/Q27106709,literal,Biebersteinia heterostemon,literal,IBFYXTRXDNAPMM-BVTMAQQCSA-N,literal,COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O,literal,24512-63-8,literal,371937-1,en,literal,geniposide,literal,10.1080/00387019909350045,literal,CHEMBL462894
4,uri,http://www.wikidata.org/entity/Q10933126,uri,http://www.wikidata.org/entity/Q2317288,literal,Biebersteinia multifida,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,5373-11-5,literal,371939-1,en,literal,luteoloside,literal,10.1007/BF00630376,literal,CHEMBL233929
5,uri,http://www.wikidata.org/entity/Q15248623,uri,http://www.wikidata.org/entity/Q121802,literal,Biebersteinia heterostemon,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-46-5,literal,371937-1,en,literal,beta-sitosterol,literal,10.1080/00387019909350045,,
6,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q27148750,literal,Biebersteinia orphanidis,literal,LXEVSYZNYDZSOB-UHFFFAOYSA-N,literal,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3O)OC)OC)OC,literal,2798-20-1,literal,371942-1,en,literal,gardenin b,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL226512
7,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q104935634,literal,Biebersteinia orphanidis,literal,BGNFAXBUPZDKDC-CMWLGVBASA-N,literal,O=C1C=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C=4C=C(O)C(O)=C(O)C4,,,literal,371942-1,en,literal,"3',4',5,5'-Tetrahydroxy-7-(beta-D-glucopyranosyloxy)flavone",literal,10.1016/S0031-9422(00)00355-1,,
8,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q416196,literal,Biebersteinia orphanidis,literal,ORHBXUUXSCNDEV-UHFFFAOYSA-N,literal,C1=CC(=CC2=C1C=CC(=O)O2)O,literal,93-35-6,literal,371942-1,en,literal,umbelliferone,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL51628
9,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q27107527,literal,Biebersteinia orphanidis,literal,KRFBMPVGAYGGJE-UHFFFAOYSA-N,literal,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3O)OC)O)OC,literal,10176-66-6,literal,371942-1,en,literal,nevadensin,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL312073
10,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q104394905,literal,Biebersteinia orphanidis,literal,MGYBYJXAXUBTQF-FOBVWLSUSA-N,literal,O=C1C=C(OC2=CC(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)=CC(O)=C12)C=5C=CC(O)=C(O)C5,literal,20633-84-5,literal,371942-1,en,literal,Luteolin 7-rutinoside,literal,10.1016/S0031-9422(00)00355-1,,
11,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q2822213,literal,Biebersteinia orphanidis,literal,DANYIYRPLHHOCZ-UHFFFAOYSA-N,literal,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,literal,480-44-4,literal,371942-1,en,literal,acacetin,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL243664
12,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q83068866,literal,Biebersteinia orphanidis,literal,SYGUVOLSUJYPPS-UHFFFAOYSA-N,literal,COC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)OC)O,literal,4323-80-2,literal,371942-1,en,literal,Demethoxysudachitin,literal,10.1016/S0031-9422(00)00355-1,,
13,uri,http://www.wikidata.org/entity/Q15248623,uri,http://www.wikidata.org/entity/Q121802,literal,Biebersteinia heterostemon,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,64997-52-0,literal,371937-1,en,literal,beta-sitosterol,literal,10.1080/00387019909350045,,
14,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q83078013,literal,Biebersteinia orphanidis,literal,QCOSAYZZNVASNN-UHFFFAOYSA-N,literal,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)OC,literal,56003-01-1,literal,371942-1,en,literal,Hymenoxin,literal,10.1016/S0031-9422(00)00355-1,,
15,uri,http://www.wikidata.org/entity/Q10933126,uri,http://www.wikidata.org/entity/Q3564258,literal,Biebersteinia multifida,literal,SHPPXMGVUDNKLV-KMFFXDMSSA-N,literal,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,literal,25694-72-8,literal,371939-1,en,literal,luteolin 7-O-neohesperidoside,literal,10.1007/BF00630376,literal,CHEMBL452979
16,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q27105652,literal,Biebersteinia orphanidis,literal,BTMNGQCCCWTUQH-UHFFFAOYSA-N,literal,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3O)OC)O)OC)O,literal,15835-74-2,literal,371942-1,en,literal,acerosin,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL3314497
17,uri,http://www.wikidata.org/entity/Q15248623,uri,http://www.wikidata.org/entity/Q416196,literal,Biebersteinia heterostemon,literal,ORHBXUUXSCNDEV-UHFFFAOYSA-N,literal,C1=CC(=CC2=C1C=CC(=O)O2)O,literal,93-35-6,literal,371937-1,en,literal,umbelliferone,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL51628
18,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q23055215,literal,Biebersteinia orphanidis,literal,FKIYLTVJPDLUDL-SLNHTJRHSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O,literal,552-57-8,literal,371942-1,en,literal,Apigenin 7-rutinoside,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL454778
19,uri,http://www.wikidata.org/entity/Q18080967,uri,http://www.wikidata.org/entity/Q415011,literal,Biebersteinia orphanidis,literal,IQPNAANSBPBGFQ-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,491-70-3,literal,371942-1,en,literal,luteolin,literal,10.1016/S0031-9422(00)00355-1,literal,CHEMBL151
20,uri,http://www.wikidata.org/entity/Q10933126,uri,http://www.wikidata.org/entity/Q415011,literal,Biebersteinia multifida,literal,IQPNAANSBPBGFQ-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,491-70-3,literal,371939-1,en,literal,luteolin,literal,10.1007/BF00630376,literal,CHEMBL151
21,uri,http://www.wikidata.org/entity/Q15248623,uri,http://www.wikidata.org/entity/Q15410900,literal,Biebersteinia heterostemon,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,474-58-8,literal,371937-1,en,literal,sitogluside,literal,10.1080/00387019909350045,literal,CHEMBL506678
