,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structure_cas.type,structure_cas,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
622,uri,http://www.wikidata.org/entity/Q3336975,uri,http://www.wikidata.org/entity/Q105280782,literal,Cratoxylum formosum,literal,UXGOBHOKJVVTDU-UHFFFAOYSA-N,literal,O=C1C2=CC=C(O)C(O)=C2OC=3C1=C(O)C=4C=CC(OC4C3CC=C(C)C)(C)C,literal,433057-1,,,en,literal,"5,9,10-Trihydroxy-2,2-dimethyl-12-(3-methylbut-2-enyl)pyrano[3,2-b]xanthen-6-one",literal,10.1016/J.TET.2006.06.003,,
623,uri,http://www.wikidata.org/entity/Q49623086,uri,http://www.wikidata.org/entity/Q105218672,literal,Hypericum chinense,literal,QCZFZWDBZKCYMB-SZCQCBDQSA-N,literal,O=C(C=1C(=O)C(C(=O)C2(C1O)CC3C(CCC3(O)C)C(O)(C)C2)(C)CC=C(C)C)C(C)CC,literal,332159-2,,,en,literal,"(2'R,3R,3aS,5R,7S,7aS)-3,5',7-trihydroxy-2',3,7-trimethyl-4'-[(2S)-2-methylbutanoyl]-2'-(3-methylbut-2-enyl)spiro[1,2,3a,4,6,7a-hexahydroindene-5,6'-cyclohex-4-ene]-1',3'-dione",literal,10.1021/OL2021548,,
624,uri,http://www.wikidata.org/entity/Q17812779,uri,http://www.wikidata.org/entity/Q105289730,literal,Hypericum sikokumontanum,literal,VNLREARKISTOAD-SNQQTVKYSA-N,literal,O=C(OC1CC(O)(C(=O)OCCCC)CC(O)C1O)C=CC2=CC=C(O)C(O)=C2,literal,433857-1,literal,132741-56-1,en,literal,Butyl chlorogenate,literal,10.1016/J.PHYTOCHEM.2008.11.006,,
625,uri,http://www.wikidata.org/entity/Q17812582,uri,http://www.wikidata.org/entity/Q105268423,literal,Hypericum papuanum,literal,TZUMPSGMPXZTHQ-KMGGUHKOSA-N,literal,O=C(C=1C(=O)C2(C(=O)C3(C1O)CC(C(=C)C)C(C)(C)C3C2)C)C(C)CC,literal,428565-1,,,en,literal,lalibinone C,literal,10.1021/NP990417M,,
626,uri,http://www.wikidata.org/entity/Q17812675,uri,http://www.wikidata.org/entity/Q105285948,literal,Hypericum roeperianum,literal,VGPPZJJHLBHJHM-UHFFFAOYSA-N,literal,OC=1C=C2OC3(C)CCC4C(C2=C(OC4(C)C)C1C(C)C)C3,literal,433810-1,,,en,literal,"1,5,5-Trimethyl-8-propan-2-yl-6,15-dioxatetracyclo[9.3.1.04,13.07,12]pentadeca-7,9,11-trien-9-ol",literal,10.1016/J.BMC.2015.08.028,,
627,uri,http://www.wikidata.org/entity/Q17812779,uri,http://www.wikidata.org/entity/Q105338274,literal,Hypericum sikokumontanum,literal,XPFFFXIOYCKIEP-JULHQIJXSA-N,literal,O=C1C=C(OC=2C1=C(O)C=C(O)C2C3OC(CO)C(O)C(O)C3O)C(C)CC,literal,433857-1,,,en,literal,"2-[(2R)-butan-2-yl]-5,7-dihydroxy-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",literal,10.1016/J.PHYTOCHEM.2008.11.006,,
628,uri,http://www.wikidata.org/entity/Q49623086,uri,http://www.wikidata.org/entity/Q105226129,literal,Hypericum chinense,literal,QQXSQPKEGWRLPS-HERUPUMHSA-N,literal,O=C1OCC(C=C)(C)C21OC(=CC2=O)C(C)CC,literal,332159-2,,,en,literal,"(3S,4S)-4beta-Vinyl-4-methyl-5'-[(1S)-1-methylpropyl]-4,5-dihydrospiro[furan-3(2H),2'(3'H)-furan]-2,3'-dione",literal,10.1246/CL.1989.683,,
629,uri,http://www.wikidata.org/entity/Q49623086,uri,http://www.wikidata.org/entity/Q105226129,literal,Hypericum chinense,literal,QQXSQPKEGWRLPS-HERUPUMHSA-N,literal,O=C1OCC(C=C)(C)C21OC(=CC2=O)C(C)CC,literal,332159-2,,,en,literal,"(3S,4S)-4beta-Vinyl-4-methyl-5'-[(1S)-1-methylpropyl]-4,5-dihydrospiro[furan-3(2H),2'(3'H)-furan]-2,3'-dione",literal,10.1021/NP900109Y,,
630,uri,http://www.wikidata.org/entity/Q49623086,uri,http://www.wikidata.org/entity/Q105226129,literal,Hypericum chinense,literal,QQXSQPKEGWRLPS-HERUPUMHSA-N,literal,O=C1OCC(C=C)(C)C21OC(=CC2=O)C(C)CC,literal,332159-2,,,en,literal,"(3S,4S)-4beta-Vinyl-4-methyl-5'-[(1S)-1-methylpropyl]-4,5-dihydrospiro[furan-3(2H),2'(3'H)-furan]-2,3'-dione",literal,10.1016/0031-9422(94)00862-N,,
631,uri,http://www.wikidata.org/entity/Q3336975,uri,http://www.wikidata.org/entity/Q105283174,literal,Cratoxylum formosum,literal,VBDCHHUTCPDCDY-UHFFFAOYSA-N,literal,O=C1C=2C(O)=C(C(OC)=CC2OC3=CC(O)=C(OC)C(=C13)CC=C(C)C)CCC(O)(C)C,literal,433057-1,,,en,literal,"1,6-Dihydroxy-2-(3-hydroxy-3-methylbutyl)-3,7-dimethoxy-8-(3-methyl-2-butenyl)-9H-xanthene-9-one",literal,10.1016/J.TET.2006.06.003,,
632,uri,http://www.wikidata.org/entity/Q17812725,uri,http://www.wikidata.org/entity/Q105377568,literal,Hypericum reflexum,literal,ZIVWFVSJXMVCNV-UHFFFAOYSA-N,literal,O=C1C2=CC=C(OC)C=C2OC3=C(O)C(OC)=C(OC)C=C13,literal,433789-1,,,en,literal,"4-hydroxy-2,3,6-trimethoxyxanthen-9-one",literal,10.1016/0031-9422(90)87123-C,,
633,uri,http://www.wikidata.org/entity/Q17565821,uri,http://www.wikidata.org/entity/Q105352534,literal,Hypericum connatum,literal,YQQVGXQLXMZWMZ-UHFFFAOYSA-N,literal,O=C(C1=C(O)C(=C(O)C(C1=O)(C)CC=C(C)C)CC2=C(O)C=3C=CC(OC3C(=C2O)C(=O)C(C)C)(C)C)C(C)C,literal,433331-1,,,en,literal,Hyperbrasilol B,literal,10.1016/J.BSE.2003.10.011,,
634,uri,http://www.wikidata.org/entity/Q17565843,uri,http://www.wikidata.org/entity/Q105352534,literal,Hypericum caprifoliatum,literal,YQQVGXQLXMZWMZ-UHFFFAOYSA-N,literal,O=C(C1=C(O)C(=C(O)C(C1=O)(C)CC=C(C)C)CC2=C(O)C=3C=CC(OC3C(=C2O)C(=O)C(C)C)(C)C)C(C)C,literal,433300-1,,,en,literal,Hyperbrasilol B,literal,10.1016/J.BSE.2003.10.011,,
635,uri,http://www.wikidata.org/entity/Q17565854,uri,http://www.wikidata.org/entity/Q105352534,literal,Hypericum brasiliense,literal,YQQVGXQLXMZWMZ-UHFFFAOYSA-N,literal,O=C(C1=C(O)C(=C(O)C(C1=O)(C)CC=C(C)C)CC2=C(O)C=3C=CC(OC3C(=C2O)C(=O)C(C)C)(C)C)C(C)C,literal,278573-2,,,en,literal,Hyperbrasilol B,literal,10.1016/0031-9422(95)00848-9,,
636,uri,http://www.wikidata.org/entity/Q17834092,uri,http://www.wikidata.org/entity/Q15410972,literal,Vismia laurentii,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,429470-1,literal,559-74-0,en,literal,friedelin,literal,10.1016/0031-9422(81)84067-8,literal,CHEMBL485998
637,uri,http://www.wikidata.org/entity/Q17834092,uri,http://www.wikidata.org/entity/Q15410972,literal,Vismia laurentii,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,429470-1,literal,559-74-0,en,literal,friedelin,literal,10.1016/J.PHYTOCHEM.2006.03.018,literal,CHEMBL485998
638,uri,http://www.wikidata.org/entity/Q17834092,uri,http://www.wikidata.org/entity/Q15410972,literal,Vismia laurentii,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,429470-1,literal,559-74-0,en,literal,friedelin,literal,10.1248/CPB.55.1640,literal,CHEMBL485998
639,uri,http://www.wikidata.org/entity/Q5958098,uri,http://www.wikidata.org/entity/Q105368629,literal,Hypericum mysorense,literal,YYHKZXAIJPTTQR-UHFFFAOYSA-N,literal,O=C1C=C(OC(O)=C1C(C=C)(C)C)C=2C=CC=CC2,literal,433640-1,,,en,literal,2-hydroxy-3-(2-methylbut-3-en-2-yl)-6-phenylpyran-4-one,literal,10.1248/CPB.33.557,,
640,uri,http://www.wikidata.org/entity/Q5958098,uri,http://www.wikidata.org/entity/Q105368629,literal,Hypericum mysorense,literal,YYHKZXAIJPTTQR-UHFFFAOYSA-N,literal,O=C1C=C(OC(O)=C1C(C=C)(C)C)C=2C=CC=CC2,literal,433640-1,,,en,literal,2-hydroxy-3-(2-methylbut-3-en-2-yl)-6-phenylpyran-4-one,literal,10.1248/CPB.33.1969,,
641,uri,http://www.wikidata.org/entity/Q17835000,uri,http://www.wikidata.org/entity/Q121802,literal,Vismia cayennensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,434107-1,literal,19044-06-5,en,literal,beta-sitosterol,literal,10.1016/S0031-9422(00)83481-0,,
642,uri,http://www.wikidata.org/entity/Q17566145,uri,http://www.wikidata.org/entity/Q15410972,literal,Psorospermum glaberrimum,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,429045-1,literal,559-74-0,en,literal,friedelin,literal,10.1248/CPB.56.222,literal,CHEMBL485998
643,uri,http://www.wikidata.org/entity/Q5958098,uri,http://www.wikidata.org/entity/Q105352720,literal,Hypericum mysorense,literal,YRCPSEQLYMRLGA-UHFFFAOYSA-N,literal,O=C1C=2C=C(OC)C(OC)=CC2OC=3C=CC=C(O)C13,literal,433640-1,,,en,literal,"1-hydroxy-6,7-dimethoxyxanthen-9-one",literal,10.1002/CHIN.198839309,,
644,uri,http://www.wikidata.org/entity/Q5958098,uri,http://www.wikidata.org/entity/Q105352720,literal,Hypericum mysorense,literal,YRCPSEQLYMRLGA-UHFFFAOYSA-N,literal,O=C1C=2C=C(OC)C(OC)=CC2OC=3C=CC=C(O)C13,literal,433640-1,,,en,literal,"1-hydroxy-6,7-dimethoxyxanthen-9-one",literal,10.1016/S0031-9422(82)85053-X,,
645,uri,http://www.wikidata.org/entity/Q17812462,uri,http://www.wikidata.org/entity/Q1376658,literal,Hypericum lysimachioides,literal,FRMCCTDTYSRUBE-BGPZULBFSA-N,literal,CC1(C2C1C3C(CCC3(C)O)C(=C)CC2)C,literal,433587-1,literal,6750-60-3,en,literal,spathulenol,literal,10.1016/J.FITOTE.2005.08.019,literal,CHEMBL518542
646,uri,http://www.wikidata.org/entity/Q3336975,uri,http://www.wikidata.org/entity/Q110197202,literal,Cratoxylum formosum,literal,KYVAZJUXWKOQQR-UHFFFAOYSA-N,literal,O=C1C2=CC(O)=CC=C2OC=3C(O)=CC=C(O)C13,literal,433057-1,,,en,literal,"1,4,7-trihydroxyxanthen-9-one",literal,10.1021/NP1001797,,
647,uri,http://www.wikidata.org/entity/Q17812675,uri,http://www.wikidata.org/entity/Q105369901,literal,Hypericum roeperianum,literal,ZAIQNYMNZNXUAF-UHFFFAOYSA-N,literal,O=C(C=1C=CC=CC1)C2=C(O)C=C(O)C(=C2O)CC=C(C)CCC=C(C)C,literal,433810-1,,,en,literal,"[3-(3,7-Dimethyl-2,6-octadienyl)-2,4,6-trihydroxyphenyl]phenylmethanone",literal,10.1016/J.BMC.2015.08.028,,
648,uri,http://www.wikidata.org/entity/Q17812462,uri,http://www.wikidata.org/entity/Q161617,literal,Hypericum lysimachioides,literal,LQZZUXJYWNFBMV-UHFFFAOYSA-N,literal,CCCCCCCCCCCCO,literal,433587-1,literal,112-53-8,en,literal,lauryl alcohol,literal,10.1016/J.FITOTE.2005.08.019,literal,CHEMBL24722
649,uri,http://www.wikidata.org/entity/Q1640956,uri,http://www.wikidata.org/entity/Q158348,literal,Hypericum perfoliatum,literal,GVJHHUAWPYXKBD-IEOSBIPESA-N,literal,OC=1C(=C(C=2OC(C)(CCC2C1C)CCCC(C)CCCC(C)CCCC(C)C)C)C,literal,433717-1,literal,59-02-9,en,literal,alpha-tocopherol,literal,10.1016/J.ARABJC.2013.10.019,literal,CHEMBL47
650,uri,http://www.wikidata.org/entity/Q1640956,uri,http://www.wikidata.org/entity/Q1074417,literal,Hypericum perfoliatum,literal,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,literal,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,433717-1,literal,4773-96-0,en,literal,mangiferin,literal,10.1016/S0305-1978(98)00010-6,literal,CHEMBL455364
651,uri,http://www.wikidata.org/entity/Q17839435,uri,http://www.wikidata.org/entity/Q15410972,literal,Vismia martiana,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,434148-1,literal,559-74-0,en,literal,friedelin,literal,10.1016/0031-9422(90)80218-6,literal,CHEMBL485998
652,uri,http://www.wikidata.org/entity/Q17565838,uri,http://www.wikidata.org/entity/Q1649777,literal,Hypericum carinatum,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,literal,433304-1,literal,522-12-3,en,literal,quercitrin,literal,10.1078/094471103322331476,literal,CHEMBL82242
653,uri,http://www.wikidata.org/entity/Q17565842,uri,http://www.wikidata.org/entity/Q1649777,literal,Hypericum caprifolium,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,literal,433301-1,literal,522-12-3,en,literal,quercitrin,literal,10.1078/094471103322331476,literal,CHEMBL82242
654,uri,http://www.wikidata.org/entity/Q17565854,uri,http://www.wikidata.org/entity/Q1649777,literal,Hypericum brasiliense,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,literal,278573-2,literal,522-12-3,en,literal,quercitrin,literal,10.1016/0031-9422(95)00507-4,literal,CHEMBL82242
655,uri,http://www.wikidata.org/entity/Q17565859,uri,http://www.wikidata.org/entity/Q1649777,literal,Hypericum bithynicum,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,literal,433253-1,literal,522-12-3,en,literal,quercitrin,literal,10.1055/S-2006-957796,literal,CHEMBL82242
656,uri,http://www.wikidata.org/entity/Q1640956,uri,http://www.wikidata.org/entity/Q155753,literal,Hypericum perfoliatum,literal,QUEDXNHFTDJVIY-DQCZWYHMSA-N,literal,CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O,literal,433717-1,literal,54-28-4,en,literal,γ-tocopherol,literal,10.1016/J.ARABJC.2013.10.019,literal,CHEMBL2151591
657,uri,http://www.wikidata.org/entity/Q17812582,uri,http://www.wikidata.org/entity/Q105347509,literal,Hypericum papuanum,literal,YFCHJSBNQGNSEI-OAQYLSRUSA-N,literal,O=C1C=2C=CC(OC2C(C(O)=C1C(=O)C(C)C)(C)CC=C(C)C)(C)C,literal,428565-1,,,en,literal,"(8R)-7-hydroxy-2,2,8-trimethyl-8-(3-methylbut-2-en-1-yl)-6-(2-methylpropanoyl)chromen-5-one",literal,10.1021/NP0006364,,
658,uri,http://www.wikidata.org/entity/Q17565782,uri,http://www.wikidata.org/entity/Q1074417,literal,Hypericum formosissimum,literal,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,literal,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,428449-1,literal,4773-96-0,en,literal,mangiferin,literal,10.1016/S0305-1978(98)00010-6,literal,CHEMBL455364
659,uri,http://www.wikidata.org/entity/Q17565850,uri,http://www.wikidata.org/entity/Q1074417,literal,Hypericum bupleuroides,literal,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,literal,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,433276-1,literal,4773-96-0,en,literal,mangiferin,literal,10.1016/S0305-1978(98)00010-6,literal,CHEMBL455364
660,uri,http://www.wikidata.org/entity/Q17565859,uri,http://www.wikidata.org/entity/Q1074417,literal,Hypericum bithynicum,literal,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,literal,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,433253-1,literal,4773-96-0,en,literal,mangiferin,literal,10.1016/S0305-1978(98)00010-6,literal,CHEMBL455364
661,uri,http://www.wikidata.org/entity/Q17565867,uri,http://www.wikidata.org/entity/Q1074417,literal,Hypericum barbatum,literal,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,literal,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,433241-1,literal,4773-96-0,en,literal,mangiferin,literal,10.1016/S0305-1978(98)00010-6,literal,CHEMBL455364
662,uri,http://www.wikidata.org/entity/Q17839435,uri,http://www.wikidata.org/entity/Q121802,literal,Vismia martiana,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,434148-1,literal,64997-52-0,en,literal,beta-sitosterol,literal,10.1016/0031-9422(90)80218-6,,
663,uri,http://www.wikidata.org/entity/Q17565871,uri,http://www.wikidata.org/entity/Q1074417,literal,Hypericum australe,literal,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,literal,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,433226-1,literal,4773-96-0,en,literal,mangiferin,literal,10.1055/S-2006-962050,literal,CHEMBL455364
664,uri,http://www.wikidata.org/entity/Q17839722,uri,http://www.wikidata.org/entity/Q121802,literal,Vismia micrantha,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,434150-1,literal,64997-52-0,en,literal,beta-sitosterol,literal,10.1016/S0031-9422(00)88243-6,,
665,uri,http://www.wikidata.org/entity/Q17839722,uri,http://www.wikidata.org/entity/Q15410972,literal,Vismia micrantha,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,434150-1,literal,559-74-0,en,literal,friedelin,literal,10.1016/S0031-9422(00)88243-6,literal,CHEMBL485998
666,uri,http://www.wikidata.org/entity/Q17566160,uri,http://www.wikidata.org/entity/Q151082,literal,Psorospermum androsaemifolium,literal,IUJAMGNYPWYUPM-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,literal,434016-1,literal,630-04-6,en,literal,hentriacontane,literal,10.1248/CPB.56.1428,literal,CHEMBL257490
667,uri,http://www.wikidata.org/entity/Q17812779,uri,http://www.wikidata.org/entity/Q105344227,literal,Hypericum sikokumontanum,literal,XXVQMLKMHPWDOH-ZQOQDGPXSA-N,literal,O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2OC=C1CC,literal,433857-1,,,en,literal,Takanechromone B,literal,10.1016/J.PHYTOCHEM.2008.11.006,,
668,uri,http://www.wikidata.org/entity/Q17566122,uri,http://www.wikidata.org/entity/Q15410972,literal,Psorospermum tenuifolium,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,434048-1,literal,559-74-0,en,literal,friedelin,literal,10.1016/S0031-9422(00)83889-3,literal,CHEMBL485998
669,uri,http://www.wikidata.org/entity/Q17566158,uri,http://www.wikidata.org/entity/Q15410972,literal,Psorospermum aurantiacum,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,429026-1,literal,559-74-0,en,literal,friedelin,literal,10.1016/J.PHYTOL.2010.07.003,literal,CHEMBL485998
670,uri,http://www.wikidata.org/entity/Q3336975,uri,http://www.wikidata.org/entity/Q110197065,literal,Cratoxylum formosum,literal,FZGXQKPWMQWRGW-UHFFFAOYSA-N,literal,O=C1C=2C(O)=CC=CC2OC=3C(O)=CC=C(O)C13,literal,433057-1,,,en,literal,pruniflorone N,literal,10.1021/NP1001797,,
671,uri,http://www.wikidata.org/entity/Q49623086,uri,http://www.wikidata.org/entity/Q105347342,literal,Hypericum chinense,literal,YEOSCZVSAGBLDS-KRWDZBQOSA-N,literal,O=C1C2=CC=C(O)C(O)=C2OC3=C1C(O)=C(C(O)=C3CC(C(=C)C)CC=C(C)C)CC=C(C)C,literal,332159-2,,,en,literal,"1,3,5,6-tetrahydroxy-2-(3-methylbut-2-enyl)-4-[(2S)-5-methyl-2-prop-1-en-2-ylhex-4-enyl]xanthen-9-one",literal,10.3987/COM-09-S(S)28,,
672,uri,http://www.wikidata.org/entity/Q17565838,uri,http://www.wikidata.org/entity/Q121802,literal,Hypericum carinatum,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,433304-1,literal,19044-06-5,en,literal,beta-sitosterol,literal,10.1021/NP040149E,,
673,uri,http://www.wikidata.org/entity/Q17565854,uri,http://www.wikidata.org/entity/Q121802,literal,Hypericum brasiliense,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,278573-2,literal,19044-06-5,en,literal,beta-sitosterol,literal,10.1016/0031-9422(95)00507-4,,
674,uri,http://www.wikidata.org/entity/Q17835000,uri,http://www.wikidata.org/entity/Q121802,literal,Vismia cayennensis,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,434107-1,literal,83-46-5,en,literal,beta-sitosterol,literal,10.1016/S0031-9422(00)83481-0,,
675,uri,http://www.wikidata.org/entity/Q49623086,uri,http://www.wikidata.org/entity/Q105345731,literal,Hypericum chinense,literal,YAZWZKNWFXTOQR-UYAOXDASSA-N,literal,O=C1C=2C=CC=CC2OC3=C4OC(CO)C(OC4=C(O)C=C13)C5=CC=C(O)C(OC)=C5,literal,332159-2,,,en,literal,"(2R)-2,3-Dihydro-3beta-(4-hydroxy-3-methoxyphenyl)-2alpha-(hydroxymethyl)-5-hydroxy-7H-1,4-dioxino[2,3-c]xanthene-7-one",literal,10.1016/J.PHYTOCHEM.2009.08.015,,
676,uri,http://www.wikidata.org/entity/Q17566145,uri,http://www.wikidata.org/entity/Q105348435,literal,Psorospermum glaberrimum,literal,YHJJTQGJZIXSQT-YOVUZZOLSA-N,literal,O=C(OC1(C)CC(=O)C2=C(O)C=3C(O)=CC(OCC=C(C)CCC=C(C)C)=CC3C=C2C1)C,literal,429045-1,,,en,literal,"[(2R)-7-[(2E)-3,7-dimethylocta-2,6-dienoxy]-5,10-dihydroxy-2-methyl-4-oxo-1,3-dihydroanthracen-2-yl] acetate",literal,10.1248/CPB.56.222,,
677,uri,http://www.wikidata.org/entity/Q17812779,uri,http://www.wikidata.org/entity/Q105366447,literal,Hypericum sikokumontanum,literal,YWCYHQDJGKSIEV-WSEBZIHOSA-N,literal,O=C(C)C1CC23C(=O)C(C(=O)C(C)C)(C(=O)C(C2=O)(C)CC3C1(C)C)CC=C(C)C,literal,433857-1,,,en,literal,Takaneone A,literal,10.1016/J.TETLET.2008.02.121,,
678,uri,http://www.wikidata.org/entity/Q3336975,uri,http://www.wikidata.org/entity/Q110192077,literal,Cratoxylum formosum,literal,HPBDPXPBIKIIJO-UHFFFAOYSA-N,literal,O=C1C=2C(O)=C(C(OC)=CC2OC3=CC(O)=C(O)C(=C13)CCC(O)(C)C)CC=C(C)C,literal,433057-1,,,en,literal,pruniflorone R,literal,10.1021/NP1001797,,
679,uri,http://www.wikidata.org/entity/Q17566158,uri,http://www.wikidata.org/entity/Q105350638,literal,Psorospermum aurantiacum,literal,YMNIXNKCFMKXSJ-UHFFFAOYSA-N,literal,O=C1C=C(O)C(C=2C=C3C=C(C=C(O)C3=C(O)C12)C)(CC=C(C)C)CC=C(C)C,literal,429026-1,,,en,literal,"3,8,9-trihydroxy-6-methyl-4,4-bis(3-methylbut-2-en-1-yl)anthracen-1-one",literal,10.1016/J.PHYTOL.2010.07.003,,
680,uri,http://www.wikidata.org/entity/Q3336975,uri,http://www.wikidata.org/entity/Q105345313,literal,Cratoxylum formosum,literal,YACCKSNWKYYRID-UHFFFAOYSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC3=CC(O)=C(O)C(=C13)CC=C(C)CCC=C(C)C)CC=C(C)C,literal,433057-1,,,en,literal,"1-(3,7-Dimethylocta-2,6-dienyl)-2,3,6,8-tetrahydroxy-7-(3-methylbut-2-enyl)xanthen-9-one",literal,10.1248/CPB.58.386,,
681,uri,http://www.wikidata.org/entity/Q49623086,uri,http://www.wikidata.org/entity/Q105364347,literal,Hypericum chinense,literal,YUPPWYNUUOSXAI-UHFFFAOYSA-N,literal,O=C1C2=CC=C(OC)C(O)=C2OC=3C=C(O)C=C(O)C13,literal,332159-2,,,en,literal,"1,3,5-trihydroxy-6-methoxyxanthen-9-one",literal,10.1016/J.PHYTOCHEM.2006.05.043,,
682,uri,http://www.wikidata.org/entity/Q17566145,uri,http://www.wikidata.org/entity/Q105351602,literal,Psorospermum glaberrimum,literal,YOYLZCNREONCKB-UHFFFAOYSA-N,literal,O=C1C2=CC(O)=C(C(O)=C2C(=O)C3=C(O)C=C(C=C13)C)CC=C(C)CCC=C(C)C,literal,429045-1,,,en,literal,"2-(3,7-Dimethylocta-2,6-dienyl)-1,3,8-trihydroxy-6-methylanthracene-9,10-dione",literal,10.1248/CPB.56.222,,
683,uri,http://www.wikidata.org/entity/Q17566122,uri,http://www.wikidata.org/entity/Q105369880,literal,Psorospermum tenuifolium,literal,ZAHZJSNPMSTJBM-LZYBPNLTSA-N,literal,O=C1C=2C(O)=CC(OCC=C(C)CCC=C(C)C)=CC2CC3=CC(=CC(O)=C13)C,literal,434048-1,,,en,literal,3-Geranyloxyemodin anthrone,literal,10.1016/S0031-9422(00)83889-3,,
