,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas
0,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q72507270,literal,Sphenoclea zeylanica,literal,HUVIXLWRQSMCLN-PXRCHJMLSA-N,literal,O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(C=C)C1CC(OC)OC,literal,145463-1,en,literal,Secologanin dimethyl acetal,literal,10.1016/S0031-9422(00)00264-8,literal,77988-07-9
1,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q104399118,literal,Sphenoclea zeylanica,literal,RAYZRCGMIDUTKS-RJFLBQOQSA-N,literal,O=C1OC(OC)CC2C1=COC(OC3OC(CO)C(O)C(O)C3O)C2C=C,literal,145463-1,en,literal,"(3S,4aS,5R,6S)-5-ethenyl-3-methoxy-6-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3H,4H,4aH,5H,6H-pyrano[3,4-c]pyran-1-one",literal,10.1016/S0031-9422(00)00264-8,,
2,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q105176705,literal,Sphenoclea zeylanica,literal,NBDHEMWNVLZSKT-DASPXTJNSA-N,literal,[O-][S+]1SCC(O)C1CO,literal,145463-1,en,literal,"(1R,4R,5R)-5-(hydroxymethyl)-1-oxodithiolan-4-ol",literal,10.1016/S0031-9422(00)00264-8,,
3,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q104392505,literal,Sphenoclea zeylanica,literal,RGTONEMDTVVDMY-GRTPNEQMSA-N,literal,O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(C=C)C1CC(=O)O,literal,145463-1,en,literal,Secologanoside,literal,10.1016/S0031-9422(00)00264-8,,
4,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q105232971,literal,Sphenoclea zeylanica,literal,RAYZRCGMIDUTKS-IZDXNTEMSA-N,literal,O=C1OC(OC)CC2C1=COC(OC3OC(CO)C(O)C(O)C3O)C2C=C,literal,145463-1,en,literal,"(3R)-5beta-Ethenyl-6alpha-(beta-D-glucopyranosyloxy)-4,4aalpha,5,6-tetrahydro-3beta-methoxy-1H,3H-pyrano[3,4-c]pyran-1-one",literal,10.1016/S0031-9422(00)00264-8,,
5,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q27108262,literal,Sphenoclea zeylanica,literal,PUEUIRDVQIKCCG-ZASXJUAOSA-N,literal,C=CC1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)O)CC=O,literal,145463-1,en,literal,Secologanate,literal,10.1016/S0031-9422(00)00264-8,,
6,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q104992585,literal,Sphenoclea zeylanica,literal,FBEPLWIKYAOEET-AARYXTGUSA-N,literal,[O-][S+]1SC(CO)C(O)C1,literal,145463-1,en,literal,"(1S,3R,4R)-3-(hydroxymethyl)-1-oxodithiolan-4-ol",literal,10.1016/S0031-9422(00)00264-8,,
7,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q105104773,literal,Sphenoclea zeylanica,literal,FBEPLWIKYAOEET-DASPXTJNSA-N,literal,[O-][S+]1SC(CO)C(O)C1,literal,145463-1,en,literal,"(1R,3R,4R)-3-(hydroxymethyl)-1-oxodithiolan-4-ol",literal,10.1016/S0031-9422(00)00264-8,,
8,uri,http://www.wikidata.org/entity/Q311346,uri,http://www.wikidata.org/entity/Q104395236,literal,Sphenoclea zeylanica,literal,NNDHDYDFEDRMGH-ZPGZUGTNSA-N,literal,O=C(OCC12CN(CC)C3C4(O)C(OC)C1C3(C(OC)CC2)C5CC6C(OC)CC4(O)C5C6OC)C=7C=CC=CC7N,literal,145463-1,en,literal,"[(1S,4S,5R,6S,8R,9R,13S,16S,18S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-aminobenzoate",literal,10.1111/J.1438-8677.1999.TB00254.X,,
