,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q10933901,uri,http://www.wikidata.org/entity/Q6992128,literal,Curculigo capitulata,literal,CWVRJTMFETXNAD-NXLLHMKUSA-N,literal,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,literal,906-33-2,literal,64141-1,literal,CHEMBL249450,en,literal,neochlorogenic acid,literal,10.1016/S0031-9422(06)80122-6
1,uri,http://www.wikidata.org/entity/Q15246822,uri,http://www.wikidata.org/entity/Q418599,literal,Curculigo crassifolia,literal,YQUVCSBJEUQKSH-UHFFFAOYSA-N,literal,c1cc(c(cc1C(=O)O)O)O,literal,99-50-3,literal,77205582-1,literal,CHEMBL37537,en,literal,"3,4-dihydroxybenzoic acid",literal,10.1515/ZNB-2006-0518
2,uri,http://www.wikidata.org/entity/Q10933901,uri,http://www.wikidata.org/entity/Q3277971,literal,Curculigo capitulata,literal,KBPUBCVJHFXPOC-UHFFFAOYSA-N,literal,CCOC(=O)C1=CC(=C(C=C1)O)O,literal,3943-89-3,literal,64141-1,literal,CHEMBL486216,en,literal,ethyl protocatechuate,literal,10.1016/S0031-9422(98)00379-3
3,uri,http://www.wikidata.org/entity/Q15246822,uri,http://www.wikidata.org/entity/Q5194662,literal,Curculigo crassifolia,literal,SJJRKHVKAXVFJQ-QKYBYQKWSA-N,literal,COC1=C(C(=CC=C1)OC)C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O,literal,85643-19-2,literal,77205582-1,literal,CHEMBL258048,en,literal,Curculigoside A,literal,10.1515/ZNB-2006-0518
4,uri,http://www.wikidata.org/entity/Q15227564,uri,http://www.wikidata.org/entity/Q418599,literal,Curculigo breviscapa,literal,YQUVCSBJEUQKSH-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C(=O)O)O)O,literal,99-50-3,literal,434172-1,literal,CHEMBL37537,en,literal,"3,4-dihydroxybenzoic acid",literal,10.5012/BKCS.2010.31.01.224
5,uri,http://www.wikidata.org/entity/Q10933901,uri,http://www.wikidata.org/entity/Q421964,literal,Curculigo capitulata,literal,CWVRJTMFETXNAD-JUHZACGLSA-N,literal,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,literal,202650-88-2,literal,64141-1,literal,CHEMBL284616,en,literal,(E)-chlorogenic acid,literal,10.1016/S0031-9422(06)80122-6
6,uri,http://www.wikidata.org/entity/Q10933901,uri,http://www.wikidata.org/entity/Q33495,literal,Curculigo capitulata,literal,MWOOGOJBHIARFG-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C=O)O,literal,121-33-5,literal,64141-1,literal,CHEMBL13883,en,literal,vanillin,literal,10.1248/CPB.53.1065
7,uri,http://www.wikidata.org/entity/Q10933901,uri,http://www.wikidata.org/entity/Q33495,literal,Curculigo capitulata,literal,MWOOGOJBHIARFG-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C=O)O,literal,121-33-5,literal,64141-1,literal,CHEMBL13883,en,literal,vanillin,literal,10.1016/S0031-9422(98)00379-3
8,uri,http://www.wikidata.org/entity/Q15246822,uri,http://www.wikidata.org/entity/Q418599,literal,Curculigo crassifolia,literal,YQUVCSBJEUQKSH-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C(=O)O)O)O,literal,99-50-3,literal,77205582-1,literal,CHEMBL37537,en,literal,"3,4-dihydroxybenzoic acid",literal,10.1515/ZNB-2006-0518
9,uri,http://www.wikidata.org/entity/Q10872221,uri,http://www.wikidata.org/entity/Q5194662,literal,Curculigo sinensis,literal,SJJRKHVKAXVFJQ-QKYBYQKWSA-N,literal,COC1=C(C(=CC=C1)OC)C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O,literal,85643-19-2,literal,434173-1,literal,CHEMBL258048,en,literal,Curculigoside A,literal,10.1002/JCCS.200900130
