,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id,structure_cas.type,structure_cas
10,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q60998680,literal,Gnetum latifolium,literal,LUKBXSAWLPMMSZ-UHFFFAOYSA-N,literal,[H]C(=C([H])c1cc(O)cc(O)c1)c1ccc(O)cc1,literal,383530-1,en,literal,EZ-resveratrol,literal,10.1016/0031-9422(91)80038-3,,,,
11,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q60998680,literal,Gnetum latifolium,literal,LUKBXSAWLPMMSZ-UHFFFAOYSA-N,literal,[H]C(=C([H])c1cc(O)cc(O)c1)c1ccc(O)cc1,literal,383530-1,en,literal,EZ-resveratrol,literal,10.1016/S0031-9422(01)00269-2,,,,
12,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q105115488,literal,Gnetum ula,literal,ILVCMPNWTZNQMO-UHFFFAOYSA-N,literal,O(C1=CC=C(C=C1)C=CC2=CC=C3OCOC3=C2)C,literal,383577-1,en,literal,"5-[2-(4-methoxyphenyl)ethenyl]-2H-1,3-benzodioxole",literal,10.1016/S0031-9422(00)80789-X,,,,
13,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q104666844,literal,Gnetum gnemonoides,literal,KYXFGKLZVUDIIX-BQYFGGCBSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C3OC(C4=CC=C(O)C=C4O)C(C=5C=C(O)C=C(O)C5)C32,literal,383521-1,en,literal,Gnetin D,literal,10.3987/COM-01-9317,,,,
14,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q104666844,literal,Gnetum latifolium,literal,KYXFGKLZVUDIIX-BQYFGGCBSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C3OC(C4=CC=C(O)C=C4O)C(C=5C=C(O)C=C(O)C5)C32,literal,383530-1,en,literal,Gnetin D,literal,10.1016/S0031-9422(02)00289-3,,,,
15,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q110176217,literal,Gnetum ula,literal,AOMAYOSPRMTXRK-NSCUHMNNSA-N,literal,OC=1C=C(OC)C=C(C=CC2=CC=C(O)C(O)=C2)C1,literal,383577-1,en,literal,"3-Methoxystilbene-3',4',5-triol",literal,10.1016/S0031-9422(00)80789-X,,,,
16,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q105217657,literal,Gnetum latifolium,literal,QAXHHTKPOZDKNR-ANSQWYIGSA-O,literal,OC=1C=C2C(=CC1O)C3CC4=CC(O)=C(O)C=C4C5CC6=CC(O)=C(OC)C=C6[N+]35CC2,literal,383530-1,en,literal,"(1S,9R,17S)-4-methoxy-1-azoniahexacyclo[15.8.0.01,9.02,7.010,15.018,23]pentacosa-2,4,6,10,12,14,18,20,22-nonaene-5,12,13,20,21-pentol",literal,10.1021/NP049616I,,,,
17,uri,http://www.wikidata.org/entity/Q15049903,uri,http://www.wikidata.org/entity/Q422658,literal,Gnetum edule,literal,TUNFSRHWOTWDNC-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCC(=O)O,literal,383515-1,en,literal,myristic acid,literal,10.1007/BF02663950,literal,CHEMBL111077,literal,544-63-8
18,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q110193549,literal,Gnetum gnemonoides,literal,IPDDGEBOKRDKCT-UHFFFAOYSA-N,literal,O=C1C2=C(O)C=C(OC)C(=C2OC(C3=CC=C(O)C(O)=C3)C1O)C4OC(CO)C(O)C(O)C4O,literal,383521-1,en,literal,"2-(3,4-Dihydroxyphenyl)-3,5-dihydroxy-7-methoxy-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one",literal,10.1021/NP9007987,,,,
19,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q105031575,literal,Gnetum ula,literal,HOXHKPYOQFWWTL-AATRIKPKSA-N,literal,OC1=CC=CC(C=CC2=CC=C(O)C(O)=C2OC)=C1,literal,383577-1,en,literal,"4-[(1E)-2-(3-hydroxyphenyl)ethenyl]-3-methoxybenzene-1,2-diol",literal,10.1016/0031-9422(81)80071-4,,,,
20,uri,http://www.wikidata.org/entity/Q15049903,uri,http://www.wikidata.org/entity/Q27102199,literal,Gnetum edule,literal,XONDRGRALZTVKD-ZMIZWQJLSA-N,literal,C(C(C(C(CO)(C(=O)O)O)O)O)O,literal,383515-1,en,literal,2-carboxy-D-arabinitol,literal,10.1016/0031-9422(93)85343-P,,,,
21,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q27102199,literal,Gnetum ula,literal,XONDRGRALZTVKD-ZMIZWQJLSA-N,literal,C(C(C(C(CO)(C(=O)O)O)O)O)O,literal,383577-1,en,literal,2-carboxy-D-arabinitol,literal,10.1016/0031-9422(93)85343-P,,,,
22,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q105248409,literal,Gnetum latifolium,literal,RZIMZQMLANTRFI-IBDZOLEWSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C7=CC=C(O)C=C7)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383530-1,en,literal,"5-[(2R,3R)-4-hydroxy-6-[(2R,3S)-4-hydroxy-2-(4-hydroxyphenyl)-6-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",literal,10.1016/S0031-9422(02)00289-3,,,,
23,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q407329,literal,Gnetum gnemonoides,literal,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,literal,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,literal,383521-1,en,literal,resveratrol,literal,10.3987/COM-01-9317,literal,CHEMBL165,literal,501-36-0
24,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q407329,literal,Gnetum latifolium,literal,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,literal,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,literal,383530-1,en,literal,resveratrol,literal,10.1016/S0031-9422(02)00289-3,literal,CHEMBL165,literal,501-36-0
25,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q105156826,literal,Gnetum latifolium,literal,LSXNDESCRJSFBR-LCCNWPCHSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C7=CC=C(O)C=C7O)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383530-1,en,literal,"4-[(2S,3S)-3-(3,5-dihydroxyphenyl)-4-hydroxy-6-[(2S,3S)-4-hydroxy-2-(4-hydroxyphenyl)-6-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,3-diol",literal,10.1016/S0031-9422(02)00289-3,,,,
26,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q11300131,literal,Gnetum gnemonoides,literal,KVGHRSAHESCTFR-PDCCCBJGSA-N,literal,C1=CC(=CC=C1C=CC2=CC3=C(C(C(O3)C4=CC=C(C=C4)O)C5=CC(=CC(=C5)O)O)C(=C2)O)O,literal,383521-1,en,literal,gnetin C,literal,10.3987/COM-01-9317,literal,CHEMBL1086500,,
27,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q105143065,literal,Gnetum latifolium,literal,KMOBYYMEZKYYTG-LCCNWPCHSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C=7C=C(O)C=C(O)C7)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383530-1,en,literal,Latifolol,literal,10.1016/S0031-9422(02)00289-3,,,,
28,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q11300131,literal,Gnetum latifolium,literal,KVGHRSAHESCTFR-PDCCCBJGSA-N,literal,C1=CC(=CC=C1C=CC2=CC3=C(C(C(O3)C4=CC=C(C=C4)O)C5=CC(=CC(=C5)O)O)C(=C2)O)O,literal,383530-1,en,literal,gnetin C,literal,10.1016/S0031-9422(02)00289-3,literal,CHEMBL1086500,,
29,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q104999946,literal,Gnetum latifolium,literal,FQWLMRXWKZGLFI-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C3OC(C4=CC=C(O)C=C4)C(C=5C=C(O)C=C(O)C5)C32,literal,383530-1,en,literal,epsilon-viniferin,literal,10.1021/NP020532O,,,,
30,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q104999946,literal,Gnetum latifolium,literal,FQWLMRXWKZGLFI-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C3OC(C4=CC=C(O)C=C4)C(C=5C=C(O)C=C(O)C5)C32,literal,383530-1,en,literal,epsilon-viniferin,literal,10.1016/S0031-9422(02)00670-2,,,,
31,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q105160244,literal,Gnetum ula,literal,MAACIAXDWACWDX-UHFFFAOYSA-N,literal,O=C(C1=CC=C(O)C=C1O)CCC(=O)C2=CC=C(O)C=C2O,literal,383577-1,en,literal,"1,4-bis(2,4-dihydroxyphenyl)butane-1,4-dione",literal,10.1016/0031-9422(81)80071-4,,,,
32,uri,http://www.wikidata.org/entity/Q15049903,uri,http://www.wikidata.org/entity/Q72480785,literal,Gnetum edule,literal,DQULNTWGBBNZSC-SNAWJCMRSA-N,literal,OC=1C=C(O)C=C(C=CC=2C(O)=CC=CC2O)C1,literal,383515-1,en,literal,gnetol,literal,10.1016/S0031-9422(00)80789-X,,,literal,86361-55-9
33,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q72480785,literal,Gnetum ula,literal,DQULNTWGBBNZSC-SNAWJCMRSA-N,literal,OC=1C=C(O)C=C(C=CC=2C(O)=CC=CC2O)C1,literal,383577-1,en,literal,gnetol,literal,10.1016/S0031-9422(00)80789-X,,,literal,86361-55-9
34,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q104984380,literal,Gnetum latifolium,literal,DLIKSSGEMUFQOK-UHFFFAOYSA-N,literal,O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2OC(C4=CC=C(O)C=C4)C1,literal,383530-1,en,literal,Naringenin 7-0-glucoside,literal,10.1248/CPB.54.1053,,,,
35,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q105029448,literal,Gnetum gnemonoides,literal,HJTMMHOPYFZLPA-VVCRPAOZSA-N,literal,OC=1C=C(O)C=C(C1)C2C3=C(O)C=C(C=CC4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)C=C3OC2C6=CC=C(OC7OC(CO)C(O)C(O)C7O)C=C6,literal,383521-1,en,literal,Gnemonoside A,literal,10.3987/COM-01-9317,,,,
36,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q110194216,literal,Gnetum gnemonoides,literal,WZJUIALLVYPJHP-UHFFFAOYSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(OC)C(O)=C3)C1O)C4OC(CO)C(O)C(O)C4O,literal,383521-1,en,literal,"3,5,7-Trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one",literal,10.1021/NP9007987,,,,
37,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q104197084,literal,Gnetum latifolium,literal,RZIMZQMLANTRFI-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C7=CC=C(O)C=C7)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383530-1,en,literal,"5-[4-Hydroxy-6-[4-hydroxy-2-(4-hydroxyphenyl)-6-[2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",literal,10.1021/NP50024A022,,,,
38,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q104197084,literal,Gnetum latifolium,literal,RZIMZQMLANTRFI-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C7=CC=C(O)C=C7)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383530-1,en,literal,"5-[4-Hydroxy-6-[4-hydroxy-2-(4-hydroxyphenyl)-6-[2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",literal,10.1021/NP020532O,,,,
39,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q104197084,literal,Gnetum latifolium,literal,RZIMZQMLANTRFI-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C7=CC=C(O)C=C7)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383530-1,en,literal,"5-[4-Hydroxy-6-[4-hydroxy-2-(4-hydroxyphenyl)-6-[2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",literal,10.1016/0031-9422(91)80038-3,,,,
40,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q105362847,literal,Gnetum ula,literal,YUGHGAXRXHODHK-VEJRHNPISA-N,literal,OC=1C=C(O)C=C(C1)C2C(=CC3=CC=C(O)C(OC)=C3)C=4C=C(O)C=C(O)C4C2C5=CC=C(O)C(OC)=C5,literal,383577-1,en,literal,"(1Z,2S,3S)-2-(3,5-dihydroxyphenyl)-3-(4-hydroxy-3-methoxyphenyl)-1-[(4-hydroxy-3-methoxyphenyl)methylidene]-2,3-dihydroindene-4,6-diol",literal,10.1016/S0040-4020(01)80565-2,,,,
41,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q105251133,literal,Gnetum latifolium,literal,SEFNUEXMMDHMHO-ZIPUULGTSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4O)C3C=5C=C(O)C=C(O)C5)=C2,literal,383530-1,en,literal,"4-[(2R,3S)-3-(3,5-dihydroxyphenyl)-4-hydroxy-6-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,3-diol",literal,10.1016/S0031-9422(02)00289-3,,,,
42,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q105209676,literal,Gnetum ula,literal,PIRROWWLKSATON-UHFFFAOYSA-N,literal,O=C(C1=CC=C(OC)C=C1O)CCC(=O)C2=CC=C(OC)C=C2O,literal,383577-1,en,literal,"1,4-bis(2-hydroxy-4-methoxyphenyl)butane-1,4-dione",literal,10.1016/0031-9422(91)85305-J,,,,
43,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q104987161,literal,Gnetum ula,literal,DQULNTWGBBNZSC-UHFFFAOYSA-N,literal,OC=1C=C(O)C=C(C=CC=2C(O)=CC=CC2O)C1,literal,383577-1,en,literal,"5-[2-(2,6-dihydroxyphenyl)ethenyl]benzene-1,3-diol",literal,10.1016/0031-9422(81)80071-4,,,,
44,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q104987161,literal,Gnetum ula,literal,DQULNTWGBBNZSC-UHFFFAOYSA-N,literal,OC=1C=C(O)C=C(C=CC=2C(O)=CC=CC2O)C1,literal,383577-1,en,literal,"5-[2-(2,6-dihydroxyphenyl)ethenyl]benzene-1,3-diol",literal,10.1016/S0031-9422(00)80789-X,,,,
45,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q104402808,literal,Gnetum gnemonoides,literal,KVGHRSAHESCTFR-PXXWLXOCSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C=5C=C(O)C=C(O)C5)=C2,literal,383521-1,en,literal,Gnetinc,literal,10.3987/COM-01-9317,,,,
46,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q104402808,literal,Gnetum latifolium,literal,KVGHRSAHESCTFR-PXXWLXOCSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C=5C=C(O)C=C(O)C5)=C2,literal,383530-1,en,literal,Gnetinc,literal,10.1016/S0031-9422(02)00289-3,,,,
47,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q105156827,literal,Gnetum latifolium,literal,LSXNDESCRJSFBR-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C7=CC=C(O)C=C7O)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383530-1,en,literal,"4-[3-(3,5-Dihydroxyphenyl)-4-hydroxy-6-[4-hydroxy-2-(4-hydroxyphenyl)-6-[2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,3-diol",literal,10.1021/NP020532O,,,,
48,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q105156827,literal,Gnetum latifolium,literal,LSXNDESCRJSFBR-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)C3C5=CC(O)=C6C(OC(C7=CC=C(O)C=C7O)C6C=8C=C(O)C=C(O)C8)=C5)=C2,literal,383530-1,en,literal,"4-[3-(3,5-Dihydroxyphenyl)-4-hydroxy-6-[4-hydroxy-2-(4-hydroxyphenyl)-6-[2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,3-diol",literal,10.1016/S0031-9422(02)00670-2,,,,
49,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q105362845,literal,Gnetum ula,literal,YUGHGAXRXHODHK-UHFFFAOYSA-N,literal,OC=1C=C(O)C=C(C1)C2C(=CC3=CC=C(O)C(OC)=C3)C=4C=C(O)C=C(O)C4C2C5=CC=C(O)C(OC)=C5,literal,383577-1,en,literal,"2-(3,5-Dihydroxyphenyl)-3-(4-hydroxy-3-methoxyphenyl)-1-[(4-hydroxy-3-methoxyphenyl)methylidene]-2,3-dihydroindene-4,6-diol",literal,10.1248/CPB.49.858,,,,
50,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q105362845,literal,Gnetum ula,literal,YUGHGAXRXHODHK-UHFFFAOYSA-N,literal,OC=1C=C(O)C=C(C1)C2C(=CC3=CC=C(O)C(OC)=C3)C=4C=C(O)C=C(O)C4C2C5=CC=C(O)C(OC)=C5,literal,383577-1,en,literal,"2-(3,5-Dihydroxyphenyl)-3-(4-hydroxy-3-methoxyphenyl)-1-[(4-hydroxy-3-methoxyphenyl)methylidene]-2,3-dihydroindene-4,6-diol",literal,10.1021/NP020532O,,,,
51,uri,http://www.wikidata.org/entity/Q15049989,uri,http://www.wikidata.org/entity/Q105362845,literal,Gnetum ula,literal,YUGHGAXRXHODHK-UHFFFAOYSA-N,literal,OC=1C=C(O)C=C(C1)C2C(=CC3=CC=C(O)C(OC)=C3)C=4C=C(O)C=C(O)C4C2C5=CC=C(O)C(OC)=C5,literal,383577-1,en,literal,"2-(3,5-Dihydroxyphenyl)-3-(4-hydroxy-3-methoxyphenyl)-1-[(4-hydroxy-3-methoxyphenyl)methylidene]-2,3-dihydroindene-4,6-diol",literal,10.1016/S0031-9422(00)00151-5,,,,
52,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q105034646,literal,Gnetum gnemonoides,literal,HWGLAKWMDNDFJI-HJTPYMFFSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(C=CC4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)=CC(O)=C3C2C=6C=C(O)C=C(O)C6,literal,383521-1,en,literal,Gnemonoside D,literal,10.3987/COM-01-9317,,,,
53,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q105251131,literal,Gnetum gnemonoides,literal,SEFNUEXMMDHMHO-PDCCCBJGSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4O)C3C=5C=C(O)C=C(O)C5)=C2,literal,383521-1,en,literal,"4-[(2S,3S)-3-(3,5-dihydroxyphenyl)-4-hydroxy-6-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,3-diol",literal,10.3987/COM-01-9317,,,,
54,uri,http://www.wikidata.org/entity/Q15050020,uri,http://www.wikidata.org/entity/Q105251131,literal,Gnetum latifolium,literal,SEFNUEXMMDHMHO-PDCCCBJGSA-N,literal,OC1=CC=C(C=C1)C=CC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4O)C3C=5C=C(O)C=C(O)C5)=C2,literal,383530-1,en,literal,"4-[(2S,3S)-3-(3,5-dihydroxyphenyl)-4-hydroxy-6-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,3-diol",literal,10.1016/S0031-9422(02)00289-3,,,,
55,uri,http://www.wikidata.org/entity/Q15049954,uri,http://www.wikidata.org/entity/Q104667145,literal,Gnetum gnemonoides,literal,DFTCAVAURYWFND-YDTSXNSISA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(C=CC4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)=CC(O)=C3C2C6=CC(O)=C7C(OC(C8=CC=C(OC9OC(CO)C(O)C(O)C9O)C=C8)C7C=%10C=C(O)C=C(O)C%10)=C6,literal,383521-1,en,literal,Gnemonoside G,literal,10.1002/1522-2675(200208)85:8<2394::AID-HLCA2394>3.0.CO;2-6,,,,
