,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q82442903,literal,Borago officinalis,literal,NGOJYRXQNKPQOD-UHFFFAOYSA-N,literal,COC1=CC2=C(C(=C1)OC)C(=O)C(=C(O2)C3=CC=C(C=C3)O)OC,literal,59259-80-2,literal,113618-1,en,literal,"2-(4-Hydroxyphenyl)-3,5,7-trimethoxy-4H-1-benzopyran-4-one",literal,10.1016/J.ARABJC.2014.11.059,,
1,uri,http://www.wikidata.org/entity/Q159280,uri,http://www.wikidata.org/entity/Q82995007,literal,Echium plantagineum,literal,KUMRDPIXRZXXRO-KRWDZBQOSA-N,literal,O=C1C=CC(=O)C(=C1)C=2OC=C(C2)C(OC(=O)C)CC=C(C)C,literal,80348-64-7,literal,115835-1,en,literal,"2,5-Cyclohexadiene-1,4-dione, 2-(4-((1S)-1-(acetyloxy)-4-methyl-3-pentenyl)-2-furanyl)-",literal,10.1016/S0031-9422(00)98558-3,,
2,uri,http://www.wikidata.org/entity/Q150163,uri,http://www.wikidata.org/entity/Q415885,literal,Echium gentianoides,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,115678-1,en,literal,gamolenic acid,literal,10.1016/J.PHYTOCHEM.2005.12.005,literal,CHEMBL464982
3,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q417362,literal,Borago officinalis,literal,KSEBMYQBYZTDHS-HWKANZROSA-N,literal,COC1=C(C=CC(=C1)C=CC(=O)O)O,literal,537-98-4,literal,113618-1,en,literal,ferulic acid,literal,10.1007/S11746-002-0484-8,literal,CHEMBL32749
4,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q6086296,literal,Borago officinalis,literal,OVSQVDMCBVZWGM-QSOFNFLRSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,482-35-9,literal,113618-1,en,literal,isoquercetin,literal,10.1016/J.ARABJC.2014.11.059,literal,CHEMBL250450
5,uri,http://www.wikidata.org/entity/Q159280,uri,http://www.wikidata.org/entity/Q415885,literal,Echium plantagineum,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,115835-1,en,literal,gamolenic acid,literal,10.1016/J.PHYTOCHEM.2005.12.005,literal,CHEMBL464982
6,uri,http://www.wikidata.org/entity/Q159280,uri,http://www.wikidata.org/entity/Q415885,literal,Echium plantagineum,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,115835-1,en,literal,gamolenic acid,literal,10.1007/BF02667021,literal,CHEMBL464982
7,uri,http://www.wikidata.org/entity/Q5479853,uri,http://www.wikidata.org/entity/Q415885,literal,Echium lancerottense,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,115730-1,en,literal,gamolenic acid,literal,10.1016/J.PHYTOCHEM.2005.12.005,literal,CHEMBL464982
8,uri,http://www.wikidata.org/entity/Q157722,uri,http://www.wikidata.org/entity/Q415885,literal,Echium vulgare,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,115950-1,en,literal,gamolenic acid,literal,10.1016/J.PHYTOCHEM.2005.12.005,literal,CHEMBL464982
9,uri,http://www.wikidata.org/entity/Q177442,uri,http://www.wikidata.org/entity/Q415885,literal,Echium lusitanicum,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,115752-1,en,literal,gamolenic acid,literal,10.1016/J.PHYTOCHEM.2005.12.005,literal,CHEMBL464982
10,uri,http://www.wikidata.org/entity/Q2879478,uri,http://www.wikidata.org/entity/Q415885,literal,Echium giganteum,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,115679-1,en,literal,gamolenic acid,literal,10.1016/J.PHYTOCHEM.2005.12.005,literal,CHEMBL464982
11,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1007/BF02540580,literal,CHEMBL464982
12,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1016/0304-4165(93)90096-Q,literal,CHEMBL464982
13,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1016/0031-9422(93)85016-K,literal,CHEMBL464982
14,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1300/J044V09N04_06,literal,CHEMBL464982
15,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1201/B18895-7,literal,CHEMBL464982
16,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1300/J044V09N02_13,literal,CHEMBL464982
17,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1016/S0952-3278(98)90046-1,literal,CHEMBL464982
18,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1007/BF02544524,literal,CHEMBL464982
19,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1007/BF02540579,literal,CHEMBL464982
20,uri,http://www.wikidata.org/entity/Q147075,uri,http://www.wikidata.org/entity/Q415885,literal,Borago officinalis,literal,VZCCETWTMQHEPK-QNEBEIHSSA-N,literal,CCCCCC=CCC=CCC=CCCCCC(=O)O,literal,506-26-3,literal,113618-1,en,literal,gamolenic acid,literal,10.1016/0952-3278(93)90030-Z,literal,CHEMBL464982
