,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q948839,uri,http://www.wikidata.org/entity/Q76309703,literal,Equisetum fluviatile,literal,ICLVCWSZHUZEFT-QNDFHXLGSA-N,literal,O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(OC4OC(CO)C(O)C(O)C4O)=CC3,literal,20486-34-4,literal,30041462-2,en,literal,Apigenin-4'-glucoside,literal,10.1016/0031-9422(94)00658-G,,
1,uri,http://www.wikidata.org/entity/Q1123127,uri,http://www.wikidata.org/entity/Q27104309,literal,Equisetum pratense,literal,PGYAYSRVSAJXTE-FTLOKQSXSA-N,literal,OC1CC(O)(C(=C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC23OC3(C)CC(O)CC2(C)C)C)C)C)C)C(C)(C)C1)C,literal,14660-91-4,literal,60437142-2,en,literal,9'-cis-neoxanthin,literal,10.1016/0305-1978(85)90030-4,,
2,uri,http://www.wikidata.org/entity/Q1355107,uri,http://www.wikidata.org/entity/Q27104309,literal,Equisetum sylvaticum,literal,PGYAYSRVSAJXTE-FTLOKQSXSA-N,literal,OC1CC(O)(C(=C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC23OC3(C)CC(O)CC2(C)C)C)C)C)C)C(C)(C)C1)C,literal,14660-91-4,literal,303325-2,en,literal,9'-cis-neoxanthin,literal,10.1016/0305-1978(85)90030-4,,
3,uri,http://www.wikidata.org/entity/Q948839,uri,http://www.wikidata.org/entity/Q104253037,literal,Equisetum fluviatile,literal,IFYMEZNJCAQUME-HHBFRJADSA-N,literal,OC1CC(=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C)C2OC3(C(=C2)C(C)(C)CC(O)C3)C)C)C)C)C(C)(C)C1)C,literal,31661-06-0,literal,30041462-2,en,literal,"(6S,7Ar)-2-[(2E,4E,6E,8E,10E,12E,14E,16E)-17-[(4R)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-6,11,15-trimethylheptadeca-2,4,6,8,10,12,14,16-octaen-2-yl]-4,4,7a-trimethyl-2,5,6,7-tetrahydro-1-benzofuran-6-ol",literal,10.1016/0305-1978(85)90030-4,,
4,uri,http://www.wikidata.org/entity/Q948839,uri,http://www.wikidata.org/entity/Q1280339,literal,Equisetum fluviatile,literal,QXNWZXMBUKUYMD-QQGJMDNJSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)CCC2(C)C)C)C)C,literal,432-68-8,literal,30041462-2,en,literal,echinenone,literal,10.1016/0305-1978(85)90030-4,,
5,uri,http://www.wikidata.org/entity/Q948839,uri,http://www.wikidata.org/entity/Q104389374,literal,Equisetum fluviatile,literal,WDIZWIYNWPPECY-PMSYKMBQSA-N,literal,O=C1OC(C=CC2=CC=C(O)C(O)=C2)=CC(O)=C1OC3OC(CO)C(O)C(O)C3O,,,literal,30041462-2,en,literal,Equisetumpyrone,literal,10.1016/0031-9422(94)00658-G,,
6,uri,http://www.wikidata.org/entity/Q948839,uri,http://www.wikidata.org/entity/Q27149334,literal,Equisetum fluviatile,literal,YECXHLPYMXGEBI-ZNQVSPAOSA-N,literal,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,literal,4418-73-9,literal,30041462-2,en,literal,doradexanthin,literal,10.1016/0305-1978(85)90030-4,,
7,uri,http://www.wikidata.org/entity/Q936546,uri,http://www.wikidata.org/entity/Q110068470,literal,Equisetum telmateia,literal,PGYAYSRVSAJXTE-CLONMANBSA-N,literal,OC1CC(O)(C(=C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC23OC3(C)CC(O)CC2(C)C)C)C)C)C)C(C)(C)C1)C,,,literal,20007435-1,en,literal,neoxanthin,literal,10.1016/0305-1978(85)90030-4,,
8,uri,http://www.wikidata.org/entity/Q948839,uri,http://www.wikidata.org/entity/Q5520255,literal,Equisetum fluviatile,literal,HRQKOYFGHJYEFS-BXOLYSJBSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C,literal,472-93-5,literal,30041462-2,en,literal,γ-carotene,literal,10.1016/0305-1978(85)90030-4,,
9,uri,http://www.wikidata.org/entity/Q948839,uri,http://www.wikidata.org/entity/Q142871,literal,Equisetum fluviatile,literal,ANVAOWXLWRTKGA-NTXLUARGSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CCCC2(C)C)C)C)C,literal,7488-99-5,literal,30041462-2,en,literal,alpha carotene (stereochemistry specified),literal,10.1016/0305-1978(85)90030-4,,
