,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q161460,uri,http://www.wikidata.org/entity/Q82209771,literal,Utricularia australis,literal,VAFNMNRKDDAKRM-UHFFFAOYSA-N,literal,O=C(O)CC(NC(=O)CC1=CNC=2C=CC=CC21)C(=O)O,literal,526603-1,en,literal,N-(3-Indolylacetyl)-DL-aspartic acid,literal,10.1093/AOB/MCW020,literal,32449-99-3,,
1,uri,http://www.wikidata.org/entity/Q161460,uri,http://www.wikidata.org/entity/Q105288278,literal,Utricularia japonica,literal,VLCHQFXSBHIBRV-NJPMDSMTSA-N,literal,O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1CCC3(O)C,literal,526603-1,en,literal,Mussaenosidic acid,literal,10.1016/S0031-9422(00)83027-7,,,,
2,uri,http://www.wikidata.org/entity/Q161460,uri,http://www.wikidata.org/entity/Q105288278,literal,Utricularia japonica,literal,VLCHQFXSBHIBRV-NJPMDSMTSA-N,literal,O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1CCC3(O)C,literal,526603-1,en,literal,Mussaenosidic acid,literal,10.1016/S0031-9422(00)90465-5,,,,
3,uri,http://www.wikidata.org/entity/Q159006,uri,http://www.wikidata.org/entity/Q3878510,literal,Utricularia intermedia,literal,OTBHHUPVCYLGQO-UHFFFAOYSA-N,literal,C(CN)CNCCCN,literal,262047-2,en,literal,dipropylenetriamine,literal,10.1016/S0031-9422(00)80829-8,literal,56-18-8,literal,CHEMBL28743
4,uri,http://www.wikidata.org/entity/Q161460,uri,http://www.wikidata.org/entity/Q104402887,literal,Utricularia japonica,literal,FXVNPWQOVKBTRF-ACDREYKASA-N,literal,O=C(OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12)C=CC4=CC=C(O)C(O)=C4,literal,526603-1,en,literal,10-O-Caffeoylaucubin,literal,10.1016/S0031-9422(00)83027-7,,,,
5,uri,http://www.wikidata.org/entity/Q161460,uri,http://www.wikidata.org/entity/Q104402887,literal,Utricularia japonica,literal,FXVNPWQOVKBTRF-ACDREYKASA-N,literal,O=C(OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12)C=CC4=CC=C(O)C(O)=C4,literal,526603-1,en,literal,10-O-Caffeoylaucubin,literal,10.1016/S0031-9422(00)90465-5,,,,
6,uri,http://www.wikidata.org/entity/Q161460,uri,http://www.wikidata.org/entity/Q104987132,literal,Utricularia japonica,literal,DQTBTFHCLVMGBP-WXUDOLSOSA-N,literal,O=C(OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12)C=CC4=CC=C(O)C=C4,literal,526603-1,en,literal,"NCGC00384573-01_C24H28O11_2-Propenoic acid, 3-(4-hydroxyphenyl)-, [(1S,4aR,5S,7aS)-1-(beta-D-glucopyranosyloxy)-1,4a,5,7a-tetrahydro-5-hydroxycyclopenta[c]pyran-7-yl]methyl ester, (2E)-",literal,10.1016/S0031-9422(00)83027-7,,,,
7,uri,http://www.wikidata.org/entity/Q161460,uri,http://www.wikidata.org/entity/Q104393034,literal,Utricularia japonica,literal,DHSHYQJABUIJDG-OVOMPRKXSA-N,literal,OCC1OC(OC2OC=CC3CC4OC4(CO)C23)C(O)C(O)C1O,literal,526603-1,en,literal,"Catalpol, 6-deoxy-",literal,10.1016/S0031-9422(00)83027-7,,,,
8,uri,http://www.wikidata.org/entity/Q1518126,uri,http://www.wikidata.org/entity/Q105123701,literal,Pinguicula moranensis,literal,JADZPWILSJVZBO-LLEFSKERSA-N,literal,O=C(OCC12OC2C(O)C3C=COC(OC4OC(CO)C(O)C(O)C4O)C31)C=5C=CC=CC5,literal,526491-1,en,literal,"[(1S,2R,4R,5S,6R,10S)-5-hydroxy-10-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-2-yl]methyl benzoate",literal,10.1016/S0031-9422(00)83027-7,,,,
9,uri,http://www.wikidata.org/entity/Q161460,uri,http://www.wikidata.org/entity/Q27149870,literal,Utricularia australis,literal,JSKCJJNYSGWZDU-RQJSCMEKSA-N,literal,C=C1C(CC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)O,literal,526603-1,en,literal,Gardoside,literal,10.1016/S0031-9422(00)83027-7,,,literal,CHEMBL3622810
