,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id,structure_cas.type,structure_cas
0,uri,http://www.wikidata.org/entity/Q146406,uri,http://www.wikidata.org/entity/Q104995396,literal,Nuphar lutea,literal,FHQFHRASDOFLIP-KZCGNWQISA-N,literal,[O-][S+]1CC2(CCC3N(C2O)C(C4=COC=C4)CCC3C)CC15CC(O)N6C(C7=COC=C7)CCC(C)C6C5,literal,30385379-2,en,literal,CID 163019690,literal,10.1016/0031-9422(86)80097-8,,,,
1,uri,http://www.wikidata.org/entity/Q146406,uri,http://www.wikidata.org/entity/Q105300850,literal,Nuphar lutea,literal,WBMOHCBEBDKSBI-PYCNMMTDSA-N,literal,O1C=CC(=C1)C2N3CC4(SCC5(CN6C(C7=COC=C7)CCC(C)C6CC5)C4)CCC3C(C)CC2,literal,30385379-2,en,literal,CID 162965489,literal,10.1016/S0031-9422(00)86394-3,,,,
2,uri,http://www.wikidata.org/entity/Q2005182,uri,http://www.wikidata.org/entity/Q111729058,literal,Nuphar microphylla,literal,HISDAJRMKAJROU-UNVGTVGXSA-N,literal,[O-][N+]12CC(C)CCC2C(C)CCC1C3=COC=C3,literal,171086-2,en,literal,"(1R,4S,7S,9aS)-4-(furan-3-yl)-1,7-dimethyl-5-oxido-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-5-ium",literal,10.1016/J.BMCL.2003.09.019,,,,
3,uri,http://www.wikidata.org/entity/Q2005182,uri,http://www.wikidata.org/entity/Q111729058,literal,Nuphar microphylla,literal,HISDAJRMKAJROU-UNVGTVGXSA-N,literal,[O-][N+]12CC(C)CCC2C(C)CCC1C3=COC=C3,literal,171086-2,en,literal,"(1R,4S,7S,9aS)-4-(furan-3-yl)-1,7-dimethyl-5-oxido-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-5-ium",literal,10.1016/J.BMCL.2005.12.032,,,,
4,uri,http://www.wikidata.org/entity/Q149337,uri,http://www.wikidata.org/entity/Q105282643,literal,Nuphar pumila,literal,VACYOTYBTLYIEB-UXOAXIEHSA-N,literal,O1C=CC(=C1)C2N3CC(C)CCC3C(C)CC2,literal,605460-1,en,literal,7-epi-Deoxynupharidine,literal,10.1016/J.BMCL.2003.09.019,,,,
5,uri,http://www.wikidata.org/entity/Q149337,uri,http://www.wikidata.org/entity/Q105282643,literal,Nuphar pumila,literal,VACYOTYBTLYIEB-UXOAXIEHSA-N,literal,O1C=CC(=C1)C2N3CC(C)CCC3C(C)CC2,literal,605460-1,en,literal,7-epi-Deoxynupharidine,literal,10.1016/J.BMCL.2005.12.032,,,,
6,uri,http://www.wikidata.org/entity/Q149773,uri,http://www.wikidata.org/entity/Q104251126,literal,Nuphar japonica,literal,WUDDGBDUMAQJQV-SNPRPXQTSA-N,literal,O1C=CC(=C1)C2NC(CC=C(C)C)C(C)CC2,literal,605440-1,en,literal,Anhydronupharamine,literal,10.1039/C39940000499,,,,
7,uri,http://www.wikidata.org/entity/Q149337,uri,http://www.wikidata.org/entity/Q111729127,literal,Nuphar pumila,literal,RCEGLXVYHHYXSF-LGJFMGMLSA-N,literal,[O-][S+]1CC2(CN3C(C4=COC=C4)CCC(C)C3CC2)CC15CN6C(C7=COC=C7)CCC(C)C6CC5,literal,605460-1,en,literal,Neothiobinupharidine 11-oxide,literal,10.1016/J.BMCL.2003.09.019,,,,
8,uri,http://www.wikidata.org/entity/Q149337,uri,http://www.wikidata.org/entity/Q111729127,literal,Nuphar pumila,literal,RCEGLXVYHHYXSF-LGJFMGMLSA-N,literal,[O-][S+]1CC2(CN3C(C4=COC=C4)CCC(C)C3CC2)CC15CN6C(C7=COC=C7)CCC(C)C6CC5,literal,605460-1,en,literal,Neothiobinupharidine 11-oxide,literal,10.1016/J.BMCL.2005.12.032,,,,
9,uri,http://www.wikidata.org/entity/Q146406,uri,http://www.wikidata.org/entity/Q105373993,literal,Nuphar lutea,literal,ZFCDKQHPFKXNGM-YMIHBEBRSA-N,literal,OC1N2C(C3=COC=C3)CCC(C)C2CCC41CSC5(CN6C(C7=COC=C7)CCC(C)C6CC5)C4,literal,30385379-2,en,literal,CID 163000453,literal,10.1021/JO00864A022,,,,
10,uri,http://www.wikidata.org/entity/Q149773,uri,http://www.wikidata.org/entity/Q105351394,literal,Nuphar japonica,literal,YOMMOMMBWTZFQY-UHFFFAOYSA-N,literal,O=C1OCC2OC(OC(=O)C3=CC(O)=C(O)C(OC4=C(O)C(O)=C(O)C=C4C(=O)OC5C(OC(=O)C6=CC(O)=C(O)C(O)=C6)OC7COC(=O)C8=CC(O)=C(O)C(O)=C8C9=C(O)C(O)=C(O)C=C9C(=O)OC5C7OC(=O)C%10=CC(O)=C(O)C(O)=C%10)=C3)C(OC(=O)C%11=CC(O)=C(O)C(O)=C%11)C(OC(=O)C=%12C=C(C(O)=C(O)C%12O)C%13=C(O)C(O)=C(O)C=C1%13)C2OC(=O)C%14=CC(O)=C(O)C(O)=C%14,literal,605440-1,,literal,Q105351394,literal,10.1248/CPB.37.1735,,,,
11,uri,http://www.wikidata.org/entity/Q2005182,uri,http://www.wikidata.org/entity/Q111734574,literal,Nuphar microphylla,literal,RCEGLXVYHHYXSF-ZLOQXTJTSA-N,literal,[O-][S+]1CC2(CN3C(C4=COC=C4)CCC(C)C3CC2)CC15CN6C(C7=COC=C7)CCC(C)C6CC5,literal,171086-2,en,literal,CID 162951286,literal,10.3987/COM-97-S15,,,,
