,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q868844,uri,http://www.wikidata.org/entity/Q422627,literal,Irvingia gabonensis,literal,POULHZVOKOAJMA-UHFFFAOYSA-N,literal,CCCCCCCCCCCC(=O)O,literal,143-07-7,literal,813766-1,literal,CHEMBL108766,en,literal,lauric acid,literal,10.1016/B978-0-9830791-2-5.50018-9
1,uri,http://www.wikidata.org/entity/Q868844,uri,http://www.wikidata.org/entity/Q422658,literal,Irvingia gabonensis,literal,TUNFSRHWOTWDNC-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCC(=O)O,literal,544-63-8,literal,813766-1,literal,CHEMBL111077,en,literal,myristic acid,literal,10.1016/B978-0-9830791-2-5.50018-9
2,uri,http://www.wikidata.org/entity/Q868844,uri,http://www.wikidata.org/entity/Q207688,literal,Irvingia gabonensis,literal,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,literal,CCCCCCCCC=CCCCCCCCC(=O)O,literal,112-80-1,literal,813766-1,literal,CHEMBL8659,en,literal,oleic acid,literal,10.1016/B978-0-9830791-2-5.50018-9
