,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q17480215,uri,http://www.wikidata.org/entity/Q23058965,literal,Nastanthus scapigerus,literal,RTATXGUCZHCSNG-QHWHWDPRSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,literal,17650-84-9,literal,139401-1,en,literal,nictoflorin,literal,10.1139/B95-209,literal,CHEMBL498879
1,uri,http://www.wikidata.org/entity/Q17480216,uri,http://www.wikidata.org/entity/Q23058965,literal,Nastanthus spathulatus,literal,RTATXGUCZHCSNG-QHWHWDPRSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,literal,17650-84-9,literal,139402-1,en,literal,nictoflorin,literal,10.1139/B95-209,literal,CHEMBL498879
2,uri,http://www.wikidata.org/entity/Q5656621,uri,http://www.wikidata.org/entity/Q63398496,literal,Acicarpha tribuloides,literal,OVSQVDMCBVZWGM-LVWULRLVSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,,,literal,139272-1,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1139/B95-209,,
3,uri,http://www.wikidata.org/entity/Q91405577,uri,http://www.wikidata.org/entity/Q407857,literal,Calycera crassifolia var. spinulosa,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,77147501-1,en,literal,rutin,literal,10.1139/B95-209,literal,CHEMBL226335
4,uri,http://www.wikidata.org/entity/Q5656621,uri,http://www.wikidata.org/entity/Q23058965,literal,Acicarpha tribuloides,literal,RTATXGUCZHCSNG-QHWHWDPRSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,literal,17650-84-9,literal,139272-1,en,literal,nictoflorin,literal,10.1139/B95-209,literal,CHEMBL498879
5,uri,http://www.wikidata.org/entity/Q5656621,uri,http://www.wikidata.org/entity/Q104394308,literal,Acicarpha tribuloides,literal,IAXYZHODIUFGKB-CQWPOWKPSA-N,literal,O=CCC1C(=COC(OC2OC(CO)C(O)C(O)C2O)C1C=C)C(=O)OC3CC4C(=COC(O)C4C3C)C(=O)OC,,,literal,139272-1,en,literal,"methyl (1R,4aS,6S,7R,7aS)-6-[(2S,3R,4S)-3-ethenyl-4-(2-oxoethyl)-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-5-carbonyl]oxy-1-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",literal,10.1076/PHBI.34.4.255.13230,,
6,uri,http://www.wikidata.org/entity/Q17479711,uri,http://www.wikidata.org/entity/Q104252913,literal,Boopis graminea,literal,OGQSUSFDBWGFFJ-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(O)=CC3,literal,32520-55-1,literal,139308-1,en,literal,6-methoxykaempferol,literal,10.1139/B95-209,,
7,uri,http://www.wikidata.org/entity/Q17479755,uri,http://www.wikidata.org/entity/Q104252913,literal,Calycera eryngioides,literal,OGQSUSFDBWGFFJ-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(O)=CC3,literal,32520-55-1,literal,139343-1,en,literal,6-methoxykaempferol,literal,10.1139/B95-209,,
8,uri,http://www.wikidata.org/entity/Q17479754,uri,http://www.wikidata.org/entity/Q104252913,literal,Calycera crassifolia,literal,OGQSUSFDBWGFFJ-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(O)=CC3,literal,32520-55-1,literal,42939-2,en,literal,6-methoxykaempferol,literal,10.1139/B95-209,,
9,uri,http://www.wikidata.org/entity/Q17480215,uri,http://www.wikidata.org/entity/Q104252913,literal,Nastanthus scapigerus,literal,OGQSUSFDBWGFFJ-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(O)=CC3,literal,32520-55-1,literal,139401-1,en,literal,6-methoxykaempferol,literal,10.1139/B95-209,,
10,uri,http://www.wikidata.org/entity/Q17480216,uri,http://www.wikidata.org/entity/Q104252913,literal,Nastanthus spathulatus,literal,OGQSUSFDBWGFFJ-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(O)=CC3,literal,32520-55-1,literal,139402-1,en,literal,6-methoxykaempferol,literal,10.1139/B95-209,,
11,uri,http://www.wikidata.org/entity/Q5656621,uri,http://www.wikidata.org/entity/Q1531155,literal,Acicarpha tribuloides,literal,CSKKDSFETGLMSB-NRZPKYKESA-N,literal,COC(=O)C1=COC(C(C1CC=O)C=C)OC2C(C(C(C(O2)CO)O)O)O,literal,19351-63-4,literal,139272-1,en,literal,(-)-secologanin,literal,10.1076/PHBI.34.4.255.13230,literal,CHEMBL1235867
12,uri,http://www.wikidata.org/entity/Q17479711,uri,http://www.wikidata.org/entity/Q407857,literal,Boopis graminea,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,139308-1,en,literal,rutin,literal,10.1139/B95-209,literal,CHEMBL226335
13,uri,http://www.wikidata.org/entity/Q17479746,uri,http://www.wikidata.org/entity/Q407857,literal,Calycera leucanthema,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,139352-1,en,literal,rutin,literal,10.1139/B95-209,literal,CHEMBL226335
14,uri,http://www.wikidata.org/entity/Q17479750,uri,http://www.wikidata.org/entity/Q407857,literal,Calycera sympaganthera,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,273919-2,en,literal,rutin,literal,10.1139/B95-209,literal,CHEMBL226335
15,uri,http://www.wikidata.org/entity/Q17479755,uri,http://www.wikidata.org/entity/Q407857,literal,Calycera eryngioides,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,139343-1,en,literal,rutin,literal,10.1139/B95-209,literal,CHEMBL226335
16,uri,http://www.wikidata.org/entity/Q17479754,uri,http://www.wikidata.org/entity/Q407857,literal,Calycera crassifolia,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,42939-2,en,literal,rutin,literal,10.1139/B95-209,literal,CHEMBL226335
17,uri,http://www.wikidata.org/entity/Q17479756,uri,http://www.wikidata.org/entity/Q407857,literal,Calycera herbacea,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,139346-1,en,literal,rutin,literal,10.1139/B95-209,literal,CHEMBL226335
18,uri,http://www.wikidata.org/entity/Q5656621,uri,http://www.wikidata.org/entity/Q82521427,literal,Acicarpha tribuloides,literal,AVEFEKKVKSUABY-UHFFFAOYSA-N,literal,COC1=C(C=C2C(=C1)C(=O)C=CO2)OC,literal,58511-89-0,literal,139272-1,en,literal,"6,7-Dimethoxy-4H-1-benzopyran-4-one",literal,10.1016/J.PHYTOCHEM.2006.05.014,,
19,uri,http://www.wikidata.org/entity/Q17479711,uri,http://www.wikidata.org/entity/Q4811191,literal,Boopis graminea,literal,JPUKWEQWGBDDQB-QSOFNFLRSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,literal,480-10-4,literal,139308-1,en,literal,Astragalin,literal,10.1139/B95-209,literal,CHEMBL233930
20,uri,http://www.wikidata.org/entity/Q17479746,uri,http://www.wikidata.org/entity/Q4811191,literal,Calycera leucanthema,literal,JPUKWEQWGBDDQB-QSOFNFLRSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,literal,480-10-4,literal,139352-1,en,literal,Astragalin,literal,10.1139/B95-209,literal,CHEMBL233930
21,uri,http://www.wikidata.org/entity/Q17479756,uri,http://www.wikidata.org/entity/Q4811191,literal,Calycera herbacea,literal,JPUKWEQWGBDDQB-QSOFNFLRSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,literal,480-10-4,literal,139346-1,en,literal,Astragalin,literal,10.1139/B95-209,literal,CHEMBL233930
22,uri,http://www.wikidata.org/entity/Q17480145,uri,http://www.wikidata.org/entity/Q407857,literal,Gamocarpha alpina,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,963720-1,en,literal,rutin,literal,10.1139/B95-209,literal,CHEMBL226335
23,uri,http://www.wikidata.org/entity/Q17479711,uri,http://www.wikidata.org/entity/Q63398496,literal,Boopis graminea,literal,OVSQVDMCBVZWGM-LVWULRLVSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,,,literal,139308-1,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1139/B95-209,,
