,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q17235489,uri,http://www.wikidata.org/entity/Q905492,literal,Berberidopsis beckleri,literal,WEWBWVMTOYUPHH-QHAQEBJBSA-N,literal,CCC(C)(C#N)OC1C(C(C(C(O1)CO)O)O)O,literal,534-67-8,literal,913734-1,en,literal,lotaustralin,literal,10.1016/0305-1978(88)90112-3
