,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q881972,uri,http://www.wikidata.org/entity/Q27247670,literal,Sarracenia alata,literal,NDNUANOUGZGEPO-UHFFFAOYSA-N,literal,CCCC1CCCCN1,literal,3238-60-6,literal,227800-2,en,literal,(+/-)-coniine,literal,10.1371/JOURNAL.PONE.0171078,literal,CHEMBL21867
1,uri,http://www.wikidata.org/entity/Q1752921,uri,http://www.wikidata.org/entity/Q105274879,literal,Sarracenia leucophylla,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,,,literal,790149-1,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.1016/0305-1978(77)90039-4,,
2,uri,http://www.wikidata.org/entity/Q1752921,uri,http://www.wikidata.org/entity/Q5242815,literal,Sarracenia leucophylla,literal,OVSQVDMCBVZWGM-DTGCRPNFSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,482-36-0,literal,790149-1,en,literal,hyperoside,literal,10.1016/0305-1978(77)90039-4,,
3,uri,http://www.wikidata.org/entity/Q1927560,uri,http://www.wikidata.org/entity/Q27108656,literal,Sarracenia purpurea,literal,PQSOVRNZJIENNW-UHFFFAOYSA-N,literal,CCCC1=NCCCC1,literal,1604-01-9,literal,30030166-2,en,literal,γ-coniceine,literal,10.1007/BF02003710,,
4,uri,http://www.wikidata.org/entity/Q1927560,uri,http://www.wikidata.org/entity/Q27108656,literal,Sarracenia purpurea,literal,PQSOVRNZJIENNW-UHFFFAOYSA-N,literal,CCCC1=NCCCC1,literal,1604-01-9,literal,30030166-2,en,literal,γ-coniceine,literal,10.1371/JOURNAL.PONE.0171078,,
5,uri,http://www.wikidata.org/entity/Q1499289,uri,http://www.wikidata.org/entity/Q121802,literal,Sarracenia flava,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,64997-52-0,literal,30118747-2,en,literal,beta-sitosterol,literal,10.1002/JPS.2600650226,,
6,uri,http://www.wikidata.org/entity/Q1927560,uri,http://www.wikidata.org/entity/Q121802,literal,Sarracenia purpurea,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-46-5,literal,30030166-2,en,literal,beta-sitosterol,literal,10.1016/0378-8741(84)90002-3,,
7,uri,http://www.wikidata.org/entity/Q1499289,uri,http://www.wikidata.org/entity/Q27264953,literal,Sarracenia flava,literal,OHGVWVVPDOAZSH-UHFFFAOYSA-N,literal,CCCC(=O)CCCC(=O)O,literal,3637-14-7,literal,30118747-2,en,literal,5-oxooctanoic acid,literal,10.1007/BF02003710,,
8,uri,http://www.wikidata.org/entity/Q1499289,uri,http://www.wikidata.org/entity/Q105274879,literal,Sarracenia flava,literal,UKSPRKDZNYSFRL-PXOCLKCNSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OCC(O)C(O)C4O,,,literal,30118747-2,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",literal,10.1016/0305-1978(77)90039-4,,
9,uri,http://www.wikidata.org/entity/Q1499289,uri,http://www.wikidata.org/entity/Q5242815,literal,Sarracenia flava,literal,OVSQVDMCBVZWGM-DTGCRPNFSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,482-36-0,literal,30118747-2,en,literal,hyperoside,literal,10.1016/0305-1978(77)90039-4,,
