,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q17480602,uri,http://www.wikidata.org/entity/Q15426222,literal,Scaevola montana,literal,AMBQHHVBBHTQBF-UOUCRYGSSA-N,literal,CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O,literal,18524-94-2,literal,384264-1,en,literal,loganin,literal,10.1021/NP060499W,literal,CHEMBL1081584
1,uri,http://www.wikidata.org/entity/Q17480656,uri,http://www.wikidata.org/entity/Q72435829,literal,Scaevola spinescens,literal,YWJGYBXHXATAQY-BOTWUFHUSA-N,literal,O=C(OC1CCC2(C)C3CCC4(C(=CCC5(C)CCC(C)(C)CC45)C3(C)CCC2C1(C)C)C)C,literal,2189-80-2,literal,384329-1,en,literal,Acetyl taraxerol,literal,10.1055/S-2006-957961,,
2,uri,http://www.wikidata.org/entity/Q17480676,uri,http://www.wikidata.org/entity/Q105193987,literal,Scaevola racemigera,literal,OLILADGYLCBVII-STQHRWEYSA-N,literal,O=C(OC)C1=CNCC2C1CC(OC(=O)C3=CNC(C=4C=NC=CC34)C)C2C,,,literal,384305-1,en,literal,"[(4aS,6S,7R,7aS)-4-methoxycarbonyl-7-methyl-2,4a,5,6,7,7a-hexahydro-1H-cyclopenta[c]pyridin-6-yl] (1S)-1-methyl-1,2-dihydro-2,7-naphthyridine-4-carboxylate",literal,10.3987/R-1987-03-0599,,
3,uri,http://www.wikidata.org/entity/Q17480676,uri,http://www.wikidata.org/entity/Q15426222,literal,Scaevola racemigera,literal,AMBQHHVBBHTQBF-UOUCRYGSSA-N,literal,CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O,literal,18524-94-2,literal,384305-1,en,literal,loganin,literal,10.1016/0031-9422(72)80124-9,literal,CHEMBL1081584
4,uri,http://www.wikidata.org/entity/Q73291738,uri,http://www.wikidata.org/entity/Q105031633,literal,Scaevola sericea,literal,HPCVECTWKNBXCO-BCXQMTHLSA-N,literal,O=C(OC1CCC2(C)C(CCC3(C)C2CCC4=C5CC(C)(C)CCC5(C)CCC43C)C1(C)C)C,,,literal,30200356-2,en,literal,"[(3R,4aR,6aR,6bS,8aR,14aR,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,13,14,14a-tetradecahydropicen-3-yl] acetate",literal,10.1248/YAKUSHI1947.94.12_1616,,
5,uri,http://www.wikidata.org/entity/Q17480656,uri,http://www.wikidata.org/entity/Q27121472,literal,Scaevola spinescens,literal,FWYSBEAFFPBAQU-GFCCVEGCSA-N,literal,CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O,literal,495-32-9,literal,384329-1,en,literal,(-)-marmesin,literal,10.1055/S-2006-957961,literal,CHEMBL1464240
6,uri,http://www.wikidata.org/entity/Q17480656,uri,http://www.wikidata.org/entity/Q13847605,literal,Scaevola spinescens,literal,FWYSBEAFFPBAQU-LBPRGKRZSA-N,literal,CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O,literal,13849-08-6,literal,384329-1,en,literal,(+)-marmesin,literal,10.1055/S-2006-957961,literal,CHEMBL442813
7,uri,http://www.wikidata.org/entity/Q17480676,uri,http://www.wikidata.org/entity/Q105143697,literal,Scaevola racemigera,literal,KNZQLALSUOHHMD-UHFFFAOYSA-N,literal,O=C(OC)C1=CN=CC2=C1C=CC2(O)C,,,literal,384305-1,en,literal,Scaevoline,literal,10.1002/CHIN.198550324,,
8,uri,http://www.wikidata.org/entity/Q17480676,uri,http://www.wikidata.org/entity/Q105197041,literal,Scaevola racemigera,literal,OQNGKOGIIJKTDE-KLPXWINUSA-N,literal,COC(=O)C1=CNC(=O)C2C1CC(OC(=O)c1cnc(C)c3cnccc13)C2C,,,literal,384305-1,en,literal,"[(4aS,6S,7R,7aS)-4-methoxycarbonyl-7-methyl-1-oxo-2,4a,5,6,7,7a-hexahydrocyclopenta[c]pyridin-6-yl] 1-methyl-2,7-naphthyridine-4-carboxylate",literal,10.3987/R-1987-03-0599,,
9,uri,http://www.wikidata.org/entity/Q17480676,uri,http://www.wikidata.org/entity/Q19597767,literal,Scaevola racemigera,literal,JNNGEAWILNVFFD-CDJYTOATSA-N,literal,CC1C(CC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)O,literal,22255-40-9,literal,384305-1,en,literal,loganic acid,literal,10.1016/0031-9422(72)80124-9,literal,CHEMBL1081585
10,uri,http://www.wikidata.org/entity/Q73291738,uri,http://www.wikidata.org/entity/Q105237327,literal,Scaevola sericea,literal,RJAKLUPHSBOQNU-ULCSOPFVSA-N,literal,OCC12CC=C3C4(C)CCC5C(C)(C)C(O)CCC5(C)C4CCC3(C)C2CC(C)(C)CC1,,,literal,30200356-2,en,literal,"(3R,4aR,6aR,6aS,8aR,12aR,14aR,14bR)-8a-(hydroxymethyl)-4,4,6a,6a,11,11,14b-heptamethyl-1,2,3,4a,5,6,8,9,10,12,12a,13,14,14a-tetradecahydropicen-3-ol",literal,10.1248/YAKUSHI1947.94.12_1616,,
11,uri,http://www.wikidata.org/entity/Q17480676,uri,http://www.wikidata.org/entity/Q104949766,literal,Scaevola racemigera,literal,BYRLCVBOECZOOI-KOLCDFICSA-N,literal,O=C(OC)C1=CN=CC2=C1CC3OC23C,,,literal,384305-1,en,literal,"methyl (2S,4R)-2-methyl-3-oxa-9-azatricyclo[4.4.0.02,4]deca-1(6),7,9-triene-7-carboxylate",literal,10.1002/HLCA.19850680622,,
12,uri,http://www.wikidata.org/entity/Q17480676,uri,http://www.wikidata.org/entity/Q105279612,literal,Scaevola racemigera,literal,UUUVDTPLNZNLMK-CEMCJKAASA-N,literal,O=C(OC)C1=CNCC2C1CC(OC(=O)C3=CN=C(C=4C=NC=CC34)C)C2C,,,literal,384305-1,en,literal,"[(4aS,6S,7R,7aS)-4-methoxycarbonyl-7-methyl-2,4a,5,6,7,7a-hexahydro-1H-cyclopenta[c]pyridin-6-yl] 1-methyl-2,7-naphthyridine-4-carboxylate",literal,10.3987/R-1987-03-0599,,
13,uri,http://www.wikidata.org/entity/Q17480656,uri,http://www.wikidata.org/entity/Q27108621,literal,Scaevola spinescens,literal,JFSHUTJDVKUMTJ-QHPUVITPSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C,literal,559-70-6,literal,384329-1,en,literal,β-amyrin,literal,10.1055/S-2006-957961,literal,CHEMBL455098
14,uri,http://www.wikidata.org/entity/Q2702446,uri,http://www.wikidata.org/entity/Q104667641,literal,Scaevola taccada,literal,XCDQFROEGGNAER-VYFOYESCSA-N,literal,OC1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(C)CCC5(C)CCC34C)C1C,,,literal,1074372-2,en,literal,"(3R,4R,4aS,6aS,6bR,8aR,12aR,12bS,14aS,14bS)-4,4a,6b,8a,11,11,12b,14a-octamethyl-hexadecahydropicen-3-ol",literal,10.1248/YAKUSHI1947.94.12_1616,,
15,uri,http://www.wikidata.org/entity/Q17480656,uri,http://www.wikidata.org/entity/Q15634191,literal,Scaevola spinescens,literal,GGGUGZHBAOMSFJ-GADYQYKKSA-N,literal,CC1(CCC2(CC=C3C4(CCC5C(C(CCC5(C4CCC3(C2C1)C)C)O)(C)C)C)C)C,literal,127-22-0,literal,384329-1,en,literal,taraxerol,literal,10.1055/S-2006-957961,,
16,uri,http://www.wikidata.org/entity/Q17480656,uri,http://www.wikidata.org/entity/Q209727,literal,Scaevola spinescens,literal,IPCSVZSSVZVIGE-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)O,literal,57-10-3,literal,384329-1,en,literal,palmitic acid,literal,10.1055/S-2006-957961,literal,CHEMBL82293
17,uri,http://www.wikidata.org/entity/Q17480656,uri,http://www.wikidata.org/entity/Q121802,literal,Scaevola spinescens,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,19044-06-5,literal,384329-1,en,literal,beta-sitosterol,literal,10.1055/S-2006-957961,,
