,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q3338302,uri,http://www.wikidata.org/entity/Q104246782,literal,Mukdenia rossii,literal,QGOSJBZFTWGWDU-GSXZFILMSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(O)C(C)(C)C4CCC31C)C5CC(C)(C)CCC5(C)CC2,literal,791989-1,en,literal,Beta-Peltoboykinolic Acid,literal,10.1248/CPB.55.1376,,,,
1,uri,http://www.wikidata.org/entity/Q3338302,uri,http://www.wikidata.org/entity/Q104246782,literal,Mukdenia rossii,literal,QGOSJBZFTWGWDU-GSXZFILMSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(O)C(C)(C)C4CCC31C)C5CC(C)(C)CCC5(C)CC2,literal,791989-1,en,literal,Beta-Peltoboykinolic Acid,literal,10.1021/NP900273Z,,,,
2,uri,http://www.wikidata.org/entity/Q3338302,uri,http://www.wikidata.org/entity/Q104246782,literal,Mukdenia rossii,literal,QGOSJBZFTWGWDU-GSXZFILMSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(O)C(C)(C)C4CCC31C)C5CC(C)(C)CCC5(C)CC2,literal,791989-1,en,literal,Beta-Peltoboykinolic Acid,literal,10.1055/S-2002-32565,,,,
3,uri,http://www.wikidata.org/entity/Q3338302,uri,http://www.wikidata.org/entity/Q104246782,literal,Mukdenia rossii,literal,QGOSJBZFTWGWDU-GSXZFILMSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(O)C(C)(C)C4CCC31C)C5CC(C)(C)CCC5(C)CC2,literal,791989-1,en,literal,Beta-Peltoboykinolic Acid,literal,10.1055/S-2008-1074534,,,,
4,uri,http://www.wikidata.org/entity/Q847750,uri,http://www.wikidata.org/entity/Q105260397,literal,Tellima grandiflora,literal,STMNAPXMGWBZSF-IQCXILKMSA-N,literal,O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C5=CC(O)=C(O)C(O)=C5,literal,794860-1,en,literal,"[(2S,3R,4R,5S,6R)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate",literal,10.1016/0031-9422(75)85195-8,,,,
5,uri,http://www.wikidata.org/entity/Q1537045,uri,http://www.wikidata.org/entity/Q393336,literal,Darmera peltata,literal,IYRMWMYZSQPJKC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,1007092-1,en,literal,kaempferol,literal,10.1016/S0031-9422(00)88884-6,literal,520-18-3,literal,CHEMBL150
6,uri,http://www.wikidata.org/entity/Q847750,uri,http://www.wikidata.org/entity/Q105124783,literal,Tellima grandiflora,literal,JCGHAEBIBSEQAD-ANGOHYEVSA-N,literal,O=C(OC1OC2COC(=O)C=3C=C(O)C(O)=C(O)C3C4=C(O)C(O)=C(O)C=C4C(=O)OC2C(OC(=O)C5=CC(O)=C(O)C(O)=C5)C1OC(=O)C6=CC(O)=C(O)C(O)=C6)C7=CC(O)=C(O)C(O)=C7,literal,794860-1,en,literal,"[(10S,11S,12S,13R,15S)-3,4,5,21,22,23-hexahydroxy-8,18-dioxo-12,13-bis[(3,4,5-trihydroxybenzoyl)oxy]-9,14,17-trioxatetracyclo[17.4.0.02,7.010,15]tricosa-1(23),2,4,6,19,21-hexaen-11-yl] 3,4,5-trihydroxybenzoate",literal,10.1016/S0031-9422(03)00280-2,,,,
7,uri,http://www.wikidata.org/entity/Q3991104,uri,http://www.wikidata.org/entity/Q951449,literal,Tiarella trifoliata,literal,IKMDFBPHZNJCSN-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,literal,794902-1,en,literal,myricetin,literal,10.1016/0305-1978(82)90020-5,literal,529-44-2,literal,CHEMBL164
8,uri,http://www.wikidata.org/entity/Q11177797,uri,http://www.wikidata.org/entity/Q5172335,literal,Tiarella polyphylla,literal,HFGSQOYIOKBQOW-ZSDYHTTISA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O,literal,794898-1,en,literal,corosolic acid,literal,10.1007/BF02975262,literal,4547-24-4,literal,CHEMBL391533
9,uri,http://www.wikidata.org/entity/Q3338302,uri,http://www.wikidata.org/entity/Q110190421,literal,Mukdenia rossii,literal,DKLHBSDWJOVPIF-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C(CCC3(C)C2CC=C4C5CC(C(=O)OC)(C)CCC5(C)CCC43C)C1(C(=O)O)C)C,literal,791989-1,en,literal,"3-Acetyloxy-11-methoxycarbonyl-4,6a,6b,8a,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid",literal,10.1002/HLCA.200900467,,,,
