,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q17024083,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella doederleinii,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,77052559-1,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1248/BPB.24.311
1,uri,http://www.wikidata.org/entity/Q17024083,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella doederleinii,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,77052559-1,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1021/NP990538M
2,uri,http://www.wikidata.org/entity/Q17024083,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella doederleinii,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,77052559-1,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1055/S-2006-959443
3,uri,http://www.wikidata.org/entity/Q17024094,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella davidii,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,77065091-1,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1016/J.JEP.2015.01.031
4,uri,http://www.wikidata.org/entity/Q17024094,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella davidii,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,77065091-1,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1248/BPB.24.311
5,uri,http://www.wikidata.org/entity/Q17024094,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella davidii,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,77065091-1,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1021/NP990538M
6,uri,http://www.wikidata.org/entity/Q3335853,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella uncinata,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,60467456-2,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1016/J.JEP.2015.01.031
7,uri,http://www.wikidata.org/entity/Q3335853,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella uncinata,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,60467456-2,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1002/CHIN.200415199
8,uri,http://www.wikidata.org/entity/Q3335853,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella uncinata,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,60467456-2,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1248/BPB.24.311
9,uri,http://www.wikidata.org/entity/Q3335853,uri,http://www.wikidata.org/entity/Q4742425,literal,Selaginella uncinata,literal,YUSWMAULDXZHPY-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,literal,1617-53-4,literal,60467456-2,literal,CHEMBL63354,en,literal,amentoflavone,literal,10.1248/CPB.51.1264
