,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00002000,18067-39-5,Integerrenine,C31H42N4O4,534.32060586,Heisteria nitida,Heisteria,KNApSAcK
1,C00008820,17291-05-3,Ourateacatechin,C16H16O7,320.08960287,Heisteria pallida,Heisteria,KNApSAcK
2,C00009061,18206-61-6,Ourateaproanthocyanidin A,C31H28O12,592.15807636,Heisteria pallida,Heisteria,KNApSAcK
3,C00009064,151455-24-2,[Epiafzelechin-(4beta->8)]2-4'-O-methyl-epigallocatechin,C46H40O17,864.22654986,Heisteria pallida,Heisteria,KNApSAcK
4,C00032086,203399-13-7,"Octadeca-8,10,12-triynoic acid",C18H24O2,272.17763001,Heisteria acuminata,Heisteria,KNApSAcK
5,C00049856,203399-15-9,"cis-Hexadec-11-en-7,9-diynoic acid",C16H22O2,246.16197995,Heisteria acuminata,Heisteria,KNApSAcK
6,C00049899,203399-14-8,"trans-Pentadec-10-en-6,8-diynoic acid",C15H20O2,232.14632988,Heisteria acuminata,Heisteria,KNApSAcK
0,C00017517,76235-60-4,Manicol,C15H18O3,246.12559444,Dulacia guianensis,Dulacia,KNApSAcK
1,C00021930,79820-32-9,Manicoline A,C15H21NO2,247.15722892,Dulacia guianensis,Dulacia,KNApSAcK
0,C00003536,80135-33-7,Olaxoside,C48H76O18,940.50316563,Olax andronensis,Olax,KNApSAcK
1,C00003536,80135-33-7,Olaxoside,C48H76O18,940.50316563,Olax glabriflora,Olax,KNApSAcK
2,C00003536,80135-33-7,Olaxoside,C48H76O18,940.50316563,Olax psittacorum,Olax,KNApSAcK
3,C00003536,80135-33-7,Olaxoside,C48H76O18,940.50316563,Olax spp.,Olax,KNApSAcK
4,C00003536,80135-33-7,Olaxoside,C48H76O18,940.50316563,Olax sp.,Olax,KNApSAcK
5,C00003536,80135-33-7,Olaxoside,C48H76O18,940.50316563,Olax psitticorum,Olax,KNApSAcK
0,C00057496,676-30-2,5-Octadecynoic acid,C18H32O2,280.24023027,Ximenia americana,Ximenia,KNApSAcK
1,C00057778,1142811-13-9,Ximonicane,C15H22O2,234.16197995,Ximenia americana,Ximenia,KNApSAcK
2,C00058172,66274-43-9,Ximenic acid,C26H50O2,394.38108084,Ximenia spp.,Ximenia,KNApSAcK
0,C00021314,66656-01-7,Podocephalol,C15H22O,218.16706532,Lasianthera podocephala,Lasianthera,KNApSAcK
0,C00005538,53584-69-3,Isorhamnetin 3-O-robinobioside,C28H32O16,624.16903498,Scorodocarpus borneensis,Scorodocarpus,KNApSAcK
