,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000642,13060-14-5,(+)-Yangambin,C24H30O8,446.19406794,Hernandia ovigera,Hernandia,KNApSAcK
1,C00000698,60102-89-8,(+)-Epieudesmin,C22H26O6,386.17293856,Hernandia peltata,Hernandia,KNApSAcK
2,C00000698,60102-89-8,(+)-Epieudesmin,C22H26O6,386.17293856,Hernandia nymphaeifolia,Hernandia,KNApSAcK
3,C00001790,517-69-1,Actinodaphnine,C18H17NO4,311.11575804,Hernandia cordigera,Hernandia,KNApSAcK
4,C00001812,5140-35-2,Atheroline,C19H15NO5,337.0950226,Hernandia sonora,Hernandia,KNApSAcK
5,C00001910,485-19-8,(+)-Reticuline,C19H23NO4,329.16270823,Hernandia nymphaefolia,Hernandia,KNApSAcK
6,C00001920,5373-42-2,Thalicarpine,C41H48N2O8,696.34106652,Hernandia nymphaefolia,Hernandia,KNApSAcK
7,C00002597,19186-35-7,Anthricin,C22H22O7,398.13655306,Hernandia nymphaeifolia,Hernandia,KNApSAcK
8,C00002597,19186-35-7,Anthricin,C22H22O7,398.13655306,Hernandia ovigera,Hernandia,KNApSAcK
9,C00002598,40456-50-6,(-)-Deoxypodorhizone,C22H24O7,400.15220312,Hernandia ovigera,Hernandia,KNApSAcK
10,C00002598,40456-50-6,(-)-Deoxypodorhizone,C22H24O7,400.15220312,Hernandia nymphaeifolia,Hernandia,KNApSAcK
11,C00007196,41689-51-4,(+)-Epimagnolin,C23H28O7,416.18350325,Hernandia nymphaeifolia,Hernandia,KNApSAcK
12,C00007196,41689-51-4,(+)-Epimagnolin,C23H28O7,416.18350325,Hernandia ovigera,Hernandia,KNApSAcK
13,C00007196,41689-51-4,(+)-Epimagnolin,C23H28O7,416.18350325,Hernandia peltata,Hernandia,KNApSAcK
14,C00007197,24192-64-1,(+)-Epiyangambin,C24H30O8,446.19406794,Hernandia nymphaeifolia,Hernandia,KNApSAcK
15,C00007197,24192-64-1,(+)-Epiyangambin,C24H30O8,446.19406794,Hernandia ovigera,Hernandia,KNApSAcK
16,C00007202,17187-78-9,(-)-Podorhizol,C22H24O8,416.14711774,Hernandia ovigera,Hernandia,KNApSAcK
17,C00007210,42123-27-3,Dehydropodophyllotoxin,C22H18O8,410.10016755,Hernandia ovigera,Hernandia,KNApSAcK
18,C00008326,73676-38-7,Diplacone,C25H28O6,424.18858863,Hernandia nymphaeifolia,Hernandia,KNApSAcK
19,C00025655,517-56-6,(+)-Corytuberine,C19H21NO4,327.14705817,Hernandia sonora,Hernandia,KNApSAcK
20,C00025675,2169-44-0,(+)-N-Methyllaurotetanine,C20H23NO4,341.16270823,Hernandia sonora,Hernandia,KNApSAcK
21,C00027151,6514-05-2,N-Methylcorydaldine,C12H15NO3,221.10519335,Hernandia ovigera,Hernandia,KNApSAcK
22,C00027151,6514-05-2,N-Methylcorydaldine,C12H15NO3,221.10519335,Hernandia Sonora,Hernandia,KNApSAcK
23,C00027375,10210-99-8,Hernandaline,C29H31NO7,505.21005235,Hernandia nymphaefolia,Hernandia,KNApSAcK
24,C00027376,6410-87-3,Ovigerine,C18H15NO4,309.10010798,Hernandia sonora,Hernandia,KNApSAcK
25,C00027376,6410-87-3,Ovigerine,C18H15NO4,309.10010798,Hernandia ovigera L.,Hernandia,KNApSAcK
26,C00027406,75638-75-4,Laetine,C18H17NO4,311.11575804,Hernandia nymphaeifolia,Hernandia,KNApSAcK
27,C00027409,128-76-7,Laurotetanine,C19H21NO4,327.14705817,Hernandia nymphaefolia,Hernandia,KNApSAcK
28,C00027416,279684-05-8,N-(N-Methylcarbamoyl)-O-methylbulbocapnine,C21H22N2O5,382.15287183,Hernandia nymphaefolia,Hernandia,KNApSAcK
29,C00027446,385366-59-6,Nymphaedaline,C27H29NO7,479.19440229,Hernandia nymphaeifolia,Hernandia,KNApSAcK
30,C00027501,178765-70-3,Vateamine 2'beta-N-oxide,C38H44N2O9,672.30468102,Hernandia nymphaefolia,Hernandia,KNApSAcK
31,C00027536,5263-33-2,Dehydrohernandaline,C29H29NO7,503.19440229,Hernandia sonora,Hernandia,KNApSAcK
