,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000020,19143-87-4,Gibberellin A20,C19H24O5,332.16237388,Bryophyllum daigremontianum,Montia,KNApSAcK
1,C00000614,458-35-5,Coniferyl alcohol,C10H12O3,180.07864425,Jacquemontia paniculata,Montia,KNApSAcK
2,C00000660,65646-26-6,Feruloyltyramine,C18H19NO4,313.1314081,Jacquemontia paniculata,Montia,KNApSAcK
3,C00001192,97-67-6,L-(-)-Malic acid,C4H6O5,134.0215233,Kalanchoe daigremontiana,Montia,KNApSAcK
4,C00002631,21453-69-0,(+)-Lirioresinol B,C22H26O8,418.16276781,Beaumontia brevituba,Montia,KNApSAcK
5,C00002631,21453-69-0,(+)-Lirioresinol B,C22H26O8,418.16276781,Beaumontia grandiflora,Montia,KNApSAcK
6,C00003650,469-38-5,Cycloartenol,C30H50O,426.38616622,Kalanchoe daigremontiana,Montia,KNApSAcK
7,C00003741,472-15-1,beta-Betulinic acid,C30H48O3,456.3603454,Clermontia fauriei,Montia,KNApSAcK
8,C00003747,559-74-0,3-Friedelanone,C30H50O,426.38616622,Kalanchoe daigremontiana,Montia,KNApSAcK
9,C00003749,545-47-1,Lupeol,C30H50O,426.38616622,Kalanchoe daigremontiana,Montia,KNApSAcK
10,C00003758,127-22-0,Taraxerol,C30H50O,426.38616622,Kalanchoe daigremontiana,Montia,KNApSAcK
11,C00007282,7200-26-2,"(S)-2,3-Epoxysqualene",C30H50O,426.38616622,Kalanchoe daigremontiana,Montia,KNApSAcK
12,C00030767,119-36-8,Methyl salicylate,C8H8O3,152.04734412,Beaumontia grandiflora,Montia,KNApSAcK
13,C00031826,545-24-4,Glutinol,C30H50O,426.38616622,Kalanchoe daigremontiana,Montia,KNApSAcK
0,C00027398,387868-69-1,Javaberine A,C24H23NO6,421.15253747,Talinum paniculatum,Talinum,KNApSAcK
1,C00027399,387868-70-4,Javaberine B,C24H23NO6,421.15253747,Talinum paniculatum,Talinum,KNApSAcK
2,C00040443,145826-48-8,Talinumoside I,C43H66O16,838.43508606,Talinum triangulare,Talinum,KNApSAcK
0,C00006046,115712-91-9,Montbretin B,C53H64O32,1212.33806996,Crocosmia x crocosmiiflora,Cosmia,KNApSAcK
