,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00003593,77-60-1,Tigogenin,C27H44O3,416.32904527,Cordyline strcta,Cordyline,KNApSAcK
1,C00055393,90865-22-8,Australigenin,C27H42O4,430.30830983,Cordyline australis,Cordyline,KNApSAcK
0,C00000950,494-48-4,"7,4'-Dihydroxyflavan",C15H14O3,242.09429431,Dracaena draco,Dracaena,KNApSAcK
1,C00000953,75412-98-5,"7,4'-Dihydroxy-8-methylflavan",C16H16O3,256.10994438,Dracaena draco,Dracaena,KNApSAcK
2,C00000955,6219-63-2,Dracorubin,C32H24O5,488.16237388,Dracaena draco,Dracaena,KNApSAcK
3,C00000971,38481-95-7,7-Hydroxyflavan,C15H14O2,226.09937969,Dracaena cinnabari,Dracaena,KNApSAcK
4,C00000977,578-86-9,Liquiritigenin,C15H12O4,256.07355887,Dracaena draco,Dracaena,KNApSAcK
5,C00001303,38401-84-2,Chalcogran,C9H16O2,156.11502975,Dracaena fragrans,Dracaena,KNApSAcK
6,C00003444,5835-26-7,Isopimaric acid,C20H30O2,302.2245802,Dracaena cochinchinensis,Dracaena,KNApSAcK
7,C00003576,512-04-9,Diosgenin,C27H42O3,414.31339521,Dracaena draco,Dracaena,KNApSAcK
8,C00003592,126-18-1,Smilagenin,C27H44O3,416.32904527,Dracaena australis,Dracaena,KNApSAcK
9,C00003672,83-46-5,(-)-beta-Sitosterol,C29H50O,414.38616622,Dracaena draco,Dracaena,KNApSAcK
10,C00004541,84638-53-9,5-Deoxyrhamnocitrin,C16H12O5,284.06847349,Dracaena draco,Dracaena,KNApSAcK
11,C00006925,961-29-5,Isoliquiritigenin,C15H12O4,256.07355887,Dracaena draco,Dracaena,KNApSAcK
12,C00006927,51828-10-5,Isoliquiritigenin 2'-methy ether,C16H14O4,270.08920894,Dracaena draco,Dracaena,KNApSAcK
13,C00006927,51828-10-5,Isoliquiritigenin 2'-methy ether,C16H14O4,270.08920894,Dracaena cochinchinensis,Dracaena,KNApSAcK
14,C00007923,116384-24-8,Loureirin C,C16H16O4,272.104859,Dracaena draco,Dracaena,KNApSAcK
15,C00007923,116384-24-8,Loureirin C,C16H16O4,272.104859,Dracaena loureiri,Dracaena,KNApSAcK
16,C00007925,119425-89-7,Loureirin A,C17H18O4,286.12050906,Dracaena loureiri,Dracaena,KNApSAcK
17,C00007925,119425-89-7,Loureirin A,C17H18O4,286.12050906,Dracaena cochinchinensis,Dracaena,KNApSAcK
18,C00007932,119425-91-1,Loureirin D,C16H16O5,288.09977362,Dracaena loureiri,Dracaena,KNApSAcK
19,C00007933,119425-90-0,Loureirin B,C18H20O5,316.13107375,Dracaena loureiri,Dracaena,KNApSAcK
20,C00008759,95587-88-5,"7,4'-Dihydroxy-3'-methoxyflavan",C16H16O4,272.104859,Dracaena draco,Dracaena,KNApSAcK
21,C00008760,162290-05-3,"7,3'-Dihydroxy-4'-methoxyflavan",C16H16O4,272.104859,Dracaena cinnabari,Dracaena,KNApSAcK
22,C00008779,84638-51-7,"7,4'-Dihydroxy-3'-methoxy-8-methylflavan",C17H18O4,286.12050906,Dracaena draco,Dracaena,KNApSAcK
23,C00008780,84638-52-8,"5,4'-Dihydroxy-7'-methoxy-8-methylflavan",C17H18O4,286.12050906,Dracaena draco,Dracaena,KNApSAcK
24,C00008783,35290-19-8,7-Hydroxy-5-methoxy-6-methylflavan,C17H18O3,270.12559444,Dracaena draco,Dracaena,KNApSAcK
25,C00008783,35290-19-8,7-Hydroxy-5-methoxy-6-methylflavan,C17H18O3,270.12559444,Dracaena cochinchinensis,Dracaena,KNApSAcK
26,C00008791,61136-14-9,8-trans-[2-(6-Benzoyloxy-4-hydroxy-2-methoxy-3-methylphenyl)ethenyl]-5-methoxyflavan-7-ol,C33H30O7,538.19915331,Dracaena draco,Dracaena,KNApSAcK
27,C00008799,35290-22-3,Nordracorubin,C31H22O5,474.14672381,Dracaena draco,Dracaena,KNApSAcK
28,C00008800,166547-19-9,Damalachawin,C47H46O8,738.31926845,Dracaena cinnabari,Dracaena,KNApSAcK
29,C00014593,196863-37-3,2-Methoxy-4-hydroxydihydrochalcone,C16H16O3,256.10994438,Dracaena cinnabari,Dracaena,KNApSAcK
30,C00014596,15097-74-2,"2,4,4'-Trihydroxydihydrochalcone",C15H14O4,258.08920894,Dracaena cochinchinensis,Dracaena,KNApSAcK
31,C00014596,15097-74-2,"2,4,4'-Trihydroxydihydrochalcone",C15H14O4,258.08920894,Dracaena draco,Dracaena,KNApSAcK
32,C00014597,,"4'-Hydroxy-2,6-dimethoxydihydrochalcone",C17H18O4,286.12050906,Dracaena cochinchinensis,Dracaena,KNApSAcK
33,C00014603,151752-07-7,"2,4'-Dihydroxy-4,6-dimethoxydihydrochalcone",C17H18O5,302.11542369,Dracaena loureiri,Dracaena,KNApSAcK
34,C00014604,151752-08-8,"4,4'-Dihydroxy-2,6-dimethoxydihydrochalcone",C17H18O5,302.11542369,Dracaena cochinchinensis,Dracaena,KNApSAcK
35,C00014604,151752-08-8,"4,4'-Dihydroxy-2,6-dimethoxydihydrochalcone",C17H18O5,302.11542369,Dracaena loureiri,Dracaena,KNApSAcK
36,C00014639,400603-95-4,Cochinchinenin,C31H30O7,514.19915331,Dracaena cochinchinensis,Dracaena,KNApSAcK
37,C00014640,163565-66-0,Cinnabarone,C32H32O7,528.21480338,Dracaena cinnabari,Dracaena,KNApSAcK
38,C00030764,54522-52-0,22-O-Methylprotodioscin,C52H86O22,1062.56107443,Dracaena draco,Dracaena,KNApSAcK
39,C00035486,1504-56-9,"3,4,5-Trimethoxycinnamyl alcohol",C12H16O4,224.104859,Dracaena draco,Dracaena,KNApSAcK
40,C00037069,503541-84-2,Dracophane,C48H48O9,768.32983313,Dracaena cinnabari Balf.,Dracaena,KNApSAcK
41,C00038095,956103-75-6,(2R)-8-Methylsocotrin-4'-ol,C32H32O6,512.21988875,Dracaena cochinchinensis,Dracaena,KNApSAcK
