,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00046784,78-79-5,Isoprene,C5H8,68.06260026,Aloysia gratissima,Aloysia,KNApSAcK
0,C00003892,25782-25-6,"5,6,4'-Trihydroxy-7,3'-dimethoxyflavone",C17H14O7,330.0739528,Citharexylum subserratum,Citharexylum,KNApSAcK
1,C00004415,60032-93-1,"6-Hydroxyluteolin 7,3'-dimethyl ether 6-glucoside",C23H24O12,492.12677623,Citharexylum subserratum,Citharexylum,KNApSAcK
2,C00010593,53526-66-2,Durantoside II,C27H34O14,582.1948558,Citharexylum subserratum,Citharexylum,KNApSAcK
3,C00010668,,5-Deoxypulchelloside I,C17H26O11,406.14751167,Citharexylum fruticosum,Citharexylum,KNApSAcK
4,C00045735,477343-33-2,Caudatoside A,C26H32O12,536.18937649,Citharexylum caudatum,Citharexylum,KNApSAcK
5,C00045736,477343-52-5,Caudatoside B,C26H32O12,536.18937649,Citharexylum caudatum,Citharexylum,KNApSAcK
6,C00045737,477343-56-9,Caudatoside C,C26H32O13,552.18429111,Citharexylum caudatum,Citharexylum,KNApSAcK
7,C00045738,477343-57-0,Caudatoside D,C26H32O13,552.18429111,Citharexylum caudatum,Citharexylum,KNApSAcK
8,C00045739,477343-58-1,Caudatoside E,C26H32O14,568.17920573,Citharexylum caudatum,Citharexylum,KNApSAcK
9,C00045740,477343-59-2,Caudatoside F,C26H32O14,568.17920573,Citharexylum caudatum,Citharexylum,KNApSAcK
0,C00003672,83-46-5,(-)-beta-Sitosterol,C29H50O,414.38616622,Junellia tridens,Junellia,KNApSAcK
1,C00019064,508-02-1,Oleanolic acid,C30H48O3,456.3603454,Junellia tridens,Junellia,KNApSAcK
2,C00035357,17990-42-0,Oleanonic acid,C30H46O3,454.34469533,Junellia tridens,Junellia,KNApSAcK
0,C00002724,327-97-9,3-O-Caffeoylquinic acid,C16H18O9,354.09508217,Stachytarpheta jamaicensis,Stachytarpheta,KNApSAcK
1,C00003084,27934-98-1,Ipolamiide,C17H26O11,406.14751167,Stachytarpheta mutabilis,Stachytarpheta,KNApSAcK
2,C00010579,87997-84-0,6beta-Hydroxyipolamiide,C17H26O12,422.1424263,Stachytarpheta mutabilis,Stachytarpheta,KNApSAcK
0,C00000136,470-82-6,"1,8-Cineol",C10H18O,154.1357652,Lippia ukambensis,Lippia,KNApSAcK
1,C00000136,470-82-6,"1,8-Cineol",C10H18O,154.1357652,Lippia javanica,Lippia,KNApSAcK
2,C00000155,89-83-8,m-Thymol,C10H14O,150.10446507,Lippia multiflora,Lippia,KNApSAcK
3,C00000155,89-83-8,m-Thymol,C10H14O,150.10446507,Lippia chevalieri,Lippia,KNApSAcK
4,C00000156,499-75-2,Carvacrol,C10H14O,150.10446507,Lippia chevalieri,Lippia,KNApSAcK
5,C00000184,2867-05-2,alpha-Thujene,C10H16,136.12520051,Lippia chevalieri,Lippia,KNApSAcK
6,C00000320,24512-63-8,Geniposide,C17H24O10,388.13694699,Lippia alba,Lippia,KNApSAcK
7,C00000619,97-53-0,Eugenol,C10H12O2,164.08372963,Lippia javanica,Lippia,KNApSAcK
8,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Lippia sidoides,Lippia,KNApSAcK
9,C00000677,480-18-2,Dihydroquercetin,C15H12O7,304.05830274,Lippia sidoides,Lippia,KNApSAcK
10,C00000805,80-56-8,alpha-Pinene,C10H16,136.12520051,Lippia ukambensis,Lippia,KNApSAcK
11,C00000805,80-56-8,alpha-Pinene,C10H16,136.12520051,Lippia multiflora,Lippia,KNApSAcK
12,C00000805,80-56-8,alpha-Pinene,C10H16,136.12520051,Lippia javanica,Lippia,KNApSAcK
13,C00000816,127-91-3,beta-Pinene,C10H16,136.12520051,Lippia ukambensis,Lippia,KNApSAcK
14,C00000816,127-91-3,beta-Pinene,C10H16,136.12520051,Lippia javanica,Lippia,KNApSAcK
15,C00000819,76-22-2,(+)-Camphor,C10H16O,152.12011513,Lippia ukambensis,Lippia,KNApSAcK
16,C00000819,76-22-2,(+)-Camphor,C10H16O,152.12011513,Lippia javanica,Lippia,KNApSAcK
17,C00000823,138-86-3,Limonene,C10H16,136.12520051,Lippia ukambensis,Lippia,KNApSAcK
18,C00000823,138-86-3,Limonene,C10H16,136.12520051,Lippia angustifolia,Lippia,KNApSAcK
19,C00000823,138-86-3,Limonene,C10H16,136.12520051,Lippia chevalieri,Lippia,KNApSAcK
20,C00000823,138-86-3,Limonene,C10H16,136.12520051,Lippia javanica,Lippia,KNApSAcK
21,C00000823,138-86-3,Limonene,C10H16,136.12520051,Lippia multiflora,Lippia,KNApSAcK
22,C00000853,123-35-3,beta-Myrcene,C10H16,136.12520051,Lippia multiflora,Lippia,KNApSAcK
23,C00000853,123-35-3,beta-Myrcene,C10H16,136.12520051,Lippia chevalieri,Lippia,KNApSAcK
24,C00000861,586-62-9,alpha-Terpinolene,C10H16,136.12520051,Lippia ukambensis,Lippia,KNApSAcK
25,C00001033,34334-69-5,Cirsiliol,C17H14O7,330.0739528,Lippia citriodora,Lippia,KNApSAcK
26,C00001036,520-34-3,Diosmetin,C16H12O6,300.06338812,Lippia citriodora,Lippia,KNApSAcK
27,C00002783,61276-17-3,Acteoside,C29H36O15,624.20542048,Lippia dulcis TREV.,Lippia,KNApSAcK
28,C00002783,61276-17-3,Acteoside,C29H36O15,624.20542048,Lippia alba,Lippia,KNApSAcK
29,C00002864,84-54-8,2-Methylanthraquinone,C15H10O2,222.06807956,Lippia sidoides,Lippia,KNApSAcK
30,C00003002,573-13-7,Lapachenole,C16H16O2,240.11502975,Lippia graveolens,Lippia,KNApSAcK
31,C00003028,507-70-0,Borneol,C10H18O,154.1357652,Lippia ukambensis,Lippia,KNApSAcK
32,C00003028,507-70-0,Borneol,C10H18O,154.1357652,Lippia javanica,Lippia,KNApSAcK
33,C00003029,79-92-5,Camphene,C10H16,136.12520051,Lippia javanica,Lippia,KNApSAcK
34,C00003029,79-92-5,Camphene,C10H16,136.12520051,Lippia ukambensis,Lippia,KNApSAcK
