,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00001467,36286-64-3,Glucocleomin,C12H23NO10S2,405.07633742,Codonocarpus cotinifolius,Codonocarpus,KNApSAcK
1,C00001468,499-24-1,Glucocochlearin,C11H21NO9S2,375.06577274,Codonocarpus cotinifolius,Codonocarpus,KNApSAcK
2,C00002326,33442-48-7,Codonocarpine,C26H31N3O5,465.22637112,Codonocarpus australis,Codonocarpus,KNApSAcK
3,C00007805,19253-84-0,4-Hydroxybenzyl glucosinolate,C14H19NO10S2,425.0450373,Codonocarpus cotinifolius,Codonocarpus,KNApSAcK
0,C00001468,499-24-1,Glucocochlearin,C11H21NO9S2,375.06577274,Tersonia brevipes,Tersonia,KNApSAcK
1,C00004693,10173-01-0,Jaceidin,C18H16O8,360.08451749,Patersonia occidentalis,Tersonia,KNApSAcK
2,C00005370,6743-88-0,Reynoutrin,C20H18O11,434.08491142,Patersonia maxwellii,Tersonia,KNApSAcK
3,C00005372,482-36-0,Hyperin,C21H20O12,464.09547611,Patersonia spp.,Tersonia,KNApSAcK
4,C00005374,522-12-3,Quercetin 3-O-alpha-L-rhamnoside,C21H20O11,448.10056148,Patersonia spp.,Tersonia,KNApSAcK
5,C00005524,6743-92-6,Isorhamnetin 3-galactoside,C22H22O12,478.11112617,Patersonia sericea,Tersonia,KNApSAcK
6,C00005525,5041-82-7,Isorhamnetin 3-O-beta-D-glucopyranoside,C22H22O12,478.11112617,Patersonia spp.,Tersonia,KNApSAcK
7,C00005526,67068-82-0,Isorhamnetin-3-O-rhamnoside,C22H22O11,462.11621155,Patersonia sericea,Tersonia,KNApSAcK
8,C00005548,604-80-8,Isorhamnetin 3-O-rutinoside,C28H32O16,624.16903498,Patersonia spp.,Tersonia,KNApSAcK
9,C00005727,102849-44-5,Myricetin 3-xyloside,C20H18O12,450.07982604,Patersonia maxwellii,Tersonia,KNApSAcK
10,C00005728,15648-86-9,Myricetin 3-O-galactopyranoside,C21H20O13,480.09039073,Patersonia spp.,Tersonia,KNApSAcK
11,C00005729,19833-12-6,Isomyricitrin,C21H20O13,480.09039073,Patersonia spp.,Tersonia,KNApSAcK
12,C00005730,17912-87-7,Myricitrin,C21H20O12,464.09547611,Patersonia spp.,Tersonia,KNApSAcK
13,C00007830,38226-91-4,2-Methylpropyl glucosinolate,C11H21NO9S2,375.06577274,Tersonia brevipes,Tersonia,KNApSAcK
0,C00001448,534-67-8,Lotaustralin,C11H19NO6,261.12123735,Haloragis erecta,Haloragis,KNApSAcK
