,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00012527,97649-04-2,Laurebiphenyl,C30H38O2,430.28718046,Laurencia tristicha,Tristicha,KNApSAcK
1,C00012553,6790-64-3,Aplysinol,C15H19BrO2,310.05684275,Laurencia tristicha,Tristicha,KNApSAcK
2,C00021628,35671-09-1,Johnstonol,C15H21Br2ClO3,441.95459805,Laurencia tristicha,Tristicha,KNApSAcK
3,C00042034,861251-24-3,"10-epi-7,10-epoxy-ar-bisabol-11-ol",C15H22O2,234.16197995,Laurencia tristicha,Tristicha,KNApSAcK
4,C00042167,861251-23-2,"7,10-Epoxy-ar-bisabol-11-ol",C15H22O2,234.16197995,Laurencia tristicha,Tristicha,KNApSAcK
5,C00042238,861394-33-4,"ar-Bisabol-9-en-7,11-diol",C14H20O2,220.14632988,Laurencia tristicha,Tristicha,KNApSAcK
6,C00042434,861251-22-1,Cyclolauren-2-ol,C15H20O,216.15141526,Laurencia tristicha,Tristicha,KNApSAcK
7,C00042565,92691-77-5,Gossonorol,C15H22O,218.16706532,Laurencia tristicha,Tristicha,KNApSAcK
8,C00042680,861251-20-9,"Laur-11-en-1,10-diol",C15H20O2,232.14632988,Laurencia tristicha,Tristicha,KNApSAcK
9,C00042681,861251-19-6,Laur-11-en-10-ol,C15H20O,216.15141526,Laurencia tristicha,Tristicha,KNApSAcK
10,C00042682,861251-18-5,"Laur-11-en-2,10-diol",C15H20O2,232.14632988,Laurencia tristicha,Tristicha,KNApSAcK
11,C00042683,861394-32-3,Laurentristich-4-ol,C15H18O2,230.13067982,Laurencia tristicha,Tristicha,KNApSAcK
0,C00000991,548-82-3,Pinobanksin,C15H12O5,272.06847349,Lychnophora diamantinana,Diamantina,KNApSAcK
1,C00004635,480-19-3,Isorhamnetin,C16H12O7,316.05830274,Lychnophora diamantina,Diamantina,KNApSAcK
