,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00004565,520-18-3,Kaempferol,C15H10O6,286.04773805,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
1,C00004632,1486-70-0,3-O-Methylquercetin,C16H12O7,316.05830274,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
2,C00005374,522-12-3,Quercetin 3-O-alpha-L-rhamnoside,C21H20O11,448.10056148,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
3,C00042107,143724-75-8,"3,5,7,3',4'-Pentahydroxy-8-prenylflavone",C20H18O7,370.10525293,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
4,C00042634,850754-70-0,Isoophioglonin 7-O-beta-D-glucopyranoside,C22H20O12,476.09547611,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
5,C00042806,850894-18-7,Ophioglonin,C16H10O7,314.04265268,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
6,C00042807,850754-67-5,Ophioglonin 7-O-beta-D-glucopyranoside,C22H20O12,476.09547611,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
7,C00042808,850754-69-7,Ophioglonol 4'-O-beta-D-glucopyranoside,C22H22O12,478.11112617,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
8,C00042809,850754-68-6,Ophioglonol prenyl ether,C21H20O7,384.12090299,Ophioglossum petiolatum,Ophioglossum,KNApSAcK
0,C00004737,571-71-1,Ternatin,C19H18O8,374.10016755,Sceptridium ternatum,Sceptridium,KNApSAcK
0,C00001205,110-15-6,Succinic acid,C4H6O4,118.02660868,Osmunda japonica,Osmunda,KNApSAcK
1,C00003667,13408-56-5,Ponasterone A,C27H44O6,464.31378914,Osmunda japonica,Osmunda,KNApSAcK
2,C00005135,69292-77-9,Asiaticalin,C21H20O11,448.10056148,Osmunda asiatica,Osmunda,KNApSAcK
3,C00048033,54826-92-5,Osmundalactone,C6H8O3,128.04734412,Osmunda japonica,Osmunda,KNApSAcK
4,C00048034,54835-71-1,Osmundalin,C12H18O8,290.10016755,Osmunda japonica,Osmunda,KNApSAcK
5,C00057432,54656-51-8,Sherry lactone,C6H10O3,130.06299419,Osmunda japonica,Osmunda,KNApSAcK
0,C00013426,50868-48-9,Ugonin C,C21H20O6,368.12598837,Helminthostachys zeylanica,Helminthostachys,KNApSAcK
1,C00014180,651304-84-6,Ugonin E,C20H20O5,340.13107375,Helminthostachys zeylanica,Helminthostachys,KNApSAcK
