,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00007037,130278-10-3,"3-Formyl-4,6-dihydroxy-2-methoxy-5-methylchalcone",C18H16O5,312.09977362,Anredera scandens,Anredera,KNApSAcK
1,C00051205,53526-69-5,Larreagenin A,C29H44O3,440.32904527,Anredera cordifolia,Anredera,KNApSAcK
0,C00001357,59-92-7,"3,4-Dihydroxyphenylalanine",C9H11NO4,197.06880785,Basella rubra,Basella,KNApSAcK
1,C00001582,18766-66-0,Betalamic acid,C9H9NO5,211.04807241,Basella rubra,Basella,KNApSAcK
2,C00001583,2181-76-2,Betanidin,C18H16N2O8,388.0906655,Basella rubra,Basella,KNApSAcK
3,C00001584,7659-95-2,Betanin,C24H26N2O13,550.14348893,Basella rubra,Basella,KNApSAcK
4,C00001587,71199-31-0,DOPA-betaxanthin,C18H18N2O8,390.10631557,Basella rubra,Basella,KNApSAcK
5,C00001604,135545-98-1,Tyrosine-betaxanthin,C18H18N2O7,374.11140095,Basella rubra,Basella,KNApSAcK
6,C00029635,158511-55-8,Achyranthoside B,C47H70O20,954.44604468,Basella rubra L.,Basella,KNApSAcK
7,C00029638,182322-57-2,Achyranthoside E,C46H70O19,926.45113006,Basella rubra L.,Basella,KNApSAcK
8,C00029946,51415-02-2,Chikusetsusaponin IVa,C42H66O14,794.44525682,Basella rubra L.,Basella,KNApSAcK
9,C00032755,354552-00-4,Basellasaponin A,C47H70O21,970.4409593,Basella rubra L.,Basella,KNApSAcK
10,C00032756,354552-02-6,Basellasaponin B,C47H68O21,968.42530924,Basella rubra L.,Basella,KNApSAcK
11,C00032757,354552-04-8,Basellasaponin C,C47H68O22,984.42022386,Basella rubra L.,Basella,KNApSAcK
12,C00032758,354552-06-0,Basellasaponin D,C47H68O22,984.42022386,Basella rubra L.,Basella,KNApSAcK
13,C00033200,96990-19-1,Momordin IIc,C47H74O18,926.48751556,Basella rubra L.,Basella,KNApSAcK
14,C00051252,123-76-2,Levulinic acid,C5H8O3,116.04734412,Basella rubra,Basella,KNApSAcK
15,C00051834,,Dopaxanthin-quinone,C18H16N2O8,388.0906655,Basella rubra,Basella,KNApSAcK
16,C00051835,18766-67-1,Cyclo-DOPA,C9H9NO4,195.05315778,Basella rubra,Basella,KNApSAcK
17,C00051836,,Leuko-DOPA-chrome-glucoside,C15H18O8,326.10016755,Basella rubra,Basella,KNApSAcK
18,C00051838,4430-97-1,o-DOPA-quinone,C9H9NO4,195.05315778,Basella rubra,Basella,KNApSAcK
19,C00051980,,"4,5-seco-DOPA",C9H11NO6,229.05863709,Basella rubra,Basella,KNApSAcK
20,C00057980,182322-58-3,Spinacoside D,C40H60O14,764.39830663,Basella rubra,Basella,KNApSAcK
0,C00030509,129095-76-7,Ilexoside XLVIII,C42H66O15,810.44017144,Boussingaultia baselloides,Boussingaultia,KNApSAcK
1,C00050012,184095-70-3,Boussingoside E,C41H62O15,794.40887131,Boussingaultia baselloides,Boussingaultia,KNApSAcK
0,C00040571,259810-67-8,Tuberoside B(Allium),C51H84O22,1048.54542437,Ullucus tuberosus,Ullucus,KNApSAcK
1,C00040572,259810-68-9,Tuberoside C(Allium),C51H84O23,1064.54033899,Ullucus tuberosus,Ullucus,KNApSAcK
2,C00057968,178894-82-1,Tuberoside A,C48H76O19,956.49808025,Ullucus tuberosus,Ullucus,KNApSAcK
3,C00057969,178894-83-2,Tuberoside B,C53H84O23,1088.54033899,Ullucus tuberosus,Ullucus,KNApSAcK
4,C00057970,178894-84-3,Tuberoside C,C53H84O24,1104.53525361,Ullucus tuberosus,Ullucus,KNApSAcK
0,C00002968,3542-72-1,"1,3,6,7-Tetrahydroxyxanthone",C13H8O6,260.03208799,Clarisia racemosa R.et P.,Clarisia,KNApSAcK
1,C00003672,83-46-5,(-)-beta-Sitosterol,C29H50O,414.38616622,Clarisia racemosa R.et P.,Clarisia,KNApSAcK
2,C00004032,7608-44-8,Artocarpin,C26H28O6,436.18858863,Clarisia racemosa,Clarisia,KNApSAcK
3,C00015335,65728-21-4,"3,5-Dihydroxy-4'-methoxystilbene",C15H14O3,242.09429431,Clarisia racemosa,Clarisia,KNApSAcK
0,C00000004,468-44-0,Gibberellin A4,C19H24O5,332.16237388,Dioscorea polystachya,Dioscorea,KNApSAcK
1,C00000012,1164-45-0,Gibberellin A12,C20H28O4,332.19875938,Dioscorea polystachya,Dioscorea,KNApSAcK
2,C00000019,6980-44-5,Gibberellin A19,C20H26O6,362.17293856,Dioscorea polystachya,Dioscorea,KNApSAcK
3,C00000020,19143-87-4,Gibberellin A20,C19H24O5,332.16237388,Dioscorea polystachya,Dioscorea,KNApSAcK
