,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000733,617-12-9,Chorismate,C10H10O6,226.04773805,Galium mollugo,Mollugo,KNApSAcK
1,C00000734,22642-82-6,Isochorismic acid,C10H10O6,226.04773805,Galium mollugo,Mollugo,KNApSAcK
2,C00004166,,Apigenin 7-rutinoside-4'-glucoside,C33H40O19,740.2163791,Galium mollugo,Mollugo,KNApSAcK
3,C00006080,38642-55-6,Mollupentin,C20H18O9,402.09508217,Mollugo pentaphylla,Mollugo,KNApSAcK
4,C00006101,92633-64-2,Isomolludistin,C21H20O9,416.11073224,Mollugo distica,Mollugo,KNApSAcK
5,C00006102,66274-25-7,Molludistin,C21H20O9,416.11073224,Mollugo distica,Mollugo,KNApSAcK
6,C00006129,6980-40-1,Isoswertisin,C22H22O10,446.12129692,Mollugo distica,Mollugo,KNApSAcK
7,C00006166,85700-46-5,6-C-beta-D-Xylopyranosyl-8-C-alpha-L-arabinopyranosylapigenin,C25H26O13,534.13734092,Mollugo pentaphylla,Mollugo,KNApSAcK
8,C00006200,64661-76-3,Flavocannabiside,C27H30O16,610.15338491,Mollugo cerviana,Mollugo,KNApSAcK
9,C00006215,35109-95-6,Vitexin 7-O-glucoside,C27H30O15,594.15847029,Mollugo oppositifolia,Mollugo,KNApSAcK
10,C00006250,66274-23-5,Molludistin 2''-O-rhamnoside,C27H30O13,562.16864105,Mollugo distica,Mollugo,KNApSAcK
11,C00006278,64821-00-7,Isoswertisin 2''-O-rhamnoside,C28H32O14,592.17920573,Mollugo distica,Mollugo,KNApSAcK
12,C00006325,93446-17-4,Vitexin 7-O-glucoside 2''-p-coumarate,C36H36O17,740.19524973,Mollugo oppositifolia,Mollugo,KNApSAcK
13,C00006392,61360-94-9,Flavosativaside,C27H30O15,594.15847029,Mollugo cerviana,Mollugo,KNApSAcK
14,C00010618,82526-63-4,Mollugoside,C17H22O12,418.11112617,Galium mollugo,Mollugo,KNApSAcK
15,C00010791,61774-57-0,Secogaliosdie,C17H24O12,420.12677623,Galium mollugo,Mollugo,KNApSAcK
16,C00030333,61658-41-1,Furomollugin,C14H10O4,242.05790881,Galium mollugo L.,Mollugo,KNApSAcK
17,C00030781,55481-88-4,Mollugin,C17H16O4,284.104859,Galium mollugo,Mollugo,KNApSAcK
18,C00031802,54712-59-3,Galioside,C17H24O11,404.13186161,Galium mollugo L.,Mollugo,KNApSAcK
19,C00037835,104720-12-9,Spergulacin,C41H56O12,740.37717725,Mollugo spergula,Mollugo,KNApSAcK
20,C00037836,107602-90-4,Spergulacin A,C41H68O12,752.47107764,Mollugo spergula,Mollugo,KNApSAcK
21,C00037837,403740-06-7,Spergulin A,C35H58O11S,686.36998343,Mollugo spergula,Mollugo,KNApSAcK
22,C00037838,403740-07-8,Spergulin B,C39H64O11,708.44486289,Mollugo spergula,Mollugo,KNApSAcK
23,C00051620,22550-76-1,Mollugogenol A,C30H52O4,476.38656015,Mollugo pentaphylla,Mollugo,KNApSAcK
24,C00051621,22554-64-9,Mollugogenol B,C30H48O2,440.36543078,Mollugo pentaphylla,Mollugo,KNApSAcK
25,C00051622,59553-44-5,Mollugogenol D,C32H56O4,504.41786028,Mollugo pentaphylla,Mollugo,KNApSAcK
0,C00051329,851436-30-1,Lotoideside A,C52H88O21,1048.58180988,Glinus lotoides,Glinus,KNApSAcK
1,C00051330,851436-32-3,Lotoideside B,C47H80O17,916.53955113,Glinus lotoides,Glinus,KNApSAcK
2,C00051331,850254-27-2,Lotoideside C,C45H76O16,872.51333638,Glinus lotoides,Glinus,KNApSAcK
3,C00051332,851436-34-5,Lotoideside D,C40H68O2,580.52193141,Glinus lotoides,Glinus,KNApSAcK
4,C00051333,851436-36-7,Lotoideside E,C40H68O12,740.47107764,Glinus lotoides,Glinus,KNApSAcK
5,C00051334,851436-38-9,Lotoideside F,C41H68O13,768.46599226,Glinus lotoides,Glinus,KNApSAcK
