,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00001628,545-60-8,Cuauchichicine,C22H33NO2,343.2511293,Garrya sp.,Garrya,KNApSAcK
1,C00001628,545-60-8,Cuauchichicine,C22H33NO2,343.2511293,Garrya laurifolia,Garrya,KNApSAcK
2,C00001628,545-60-8,Cuauchichicine,C22H33NO2,343.2511293,Garrya ovata var. lindheimeri,Garrya,KNApSAcK
3,C00001641,561-51-3,Garryine,C22H33NO2,343.2511293,Garrya sp.,Garrya,KNApSAcK
4,C00001641,561-51-3,Garryine,C22H33NO2,343.2511293,Garrya veatchii,Garrya,KNApSAcK
5,C00001651,68831-67-4,Lindheimerine,C22H31NO2,341.23547924,Garrya ovata var. lindheimeri,Garrya,KNApSAcK
6,C00001651,68831-67-4,Lindheimerine,C22H31NO2,341.23547924,Garrya sp.,Garrya,KNApSAcK
7,C00001659,69719-14-2,Ovatine,C24H35NO3,385.26169399,Garrya ovata var. lindheimeri,Garrya,KNApSAcK
8,C00001672,76-53-9,Veatchine,C22H33NO2,343.2511293,Garrya sp.,Garrya,KNApSAcK
9,C00001672,76-53-9,Veatchine,C22H33NO2,343.2511293,Garrya veatchii,Garrya,KNApSAcK
10,C00024888,509-30-8,Garryfoline,C22H33NO2,343.2511293,Garrya sp.,Garrya,KNApSAcK
11,C00024888,509-30-8,Garryfoline,C22H33NO2,343.2511293,Garrya laurifolia,Garrya,KNApSAcK
12,C00024888,509-30-8,Garryfoline,C22H33NO2,343.2511293,Garrya longifolia,Garrya,KNApSAcK
13,C00024888,509-30-8,Garryfoline,C22H33NO2,343.2511293,Garrya ovata var.lindheimeri,Garrya,KNApSAcK
14,C00024914,467-93-6,Isocuauchichicine,C22H33NO2,343.2511293,Garrya laurifolia,Garrya,KNApSAcK
15,C00046784,78-79-5,Isoprene,C5H8,68.06260026,Quercus garryana,Garrya,KNApSAcK
16,C00062943,76984-75-3,(20R)-Ovatine,C24H35NO3,385.26169399,Garrya sp.,Garrya,KNApSAcK
17,C00062944,76984-76-4,(20R)-Garryfoline,C22H33NO2,343.2511293,Garrya sp.,Garrya,KNApSAcK
0,C00003073,479-98-1,Aucubin,C15H22O9,346.1263823,Aucuba japonica,Aucuba,KNApSAcK
1,C00006635,,Pelargonidin 3-sambubioside,C26H29O14,565.15573064,Aucuba japonica,Aucuba,KNApSAcK
