,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00001016,5128-44-9,"5-Hydroxy-7,4'-dimethoxyflavone",C17H14O5,298.08412356,Nuxia sphaerocephala,Nuxia,KNApSAcK
1,C00003558,77-52-1,Ursolic acid,C30H48O3,456.3603454,Nuxia sphaerocephala,Nuxia,KNApSAcK
2,C00003749,545-47-1,Lupeol,C30H50O,426.38616622,Nuxia sphaerocephala,Nuxia,KNApSAcK
3,C00003795,520-28-5,Tectochrysin,C16H12O4,268.07355887,Nuxia sphaerocephala,Nuxia,KNApSAcK
4,C00003820,480-44-4,Acacetin,C16H12O5,284.06847349,Nuxia sphaerocephala,Nuxia,KNApSAcK
5,C00019064,508-02-1,Oleanolic acid,C30H48O3,456.3603454,Nuxia sphaerocephala,Nuxia,KNApSAcK
6,C00019308,474-58-8,3-O-beta-D-Glucopyranosyl sitosterol,C35H60O6,576.43898965,Nuxia sphaerocephala,Nuxia,KNApSAcK
7,C00032467,545-46-0,Uvaol,C30H50O2,442.38108084,Nuxia sphaerocephala,Nuxia,KNApSAcK
8,C00033565,4339-72-4,3-Acetyl oleanolic acid,C32H50O4,498.37091008,Nuxia sphaerocephala,Nuxia,KNApSAcK
9,C00034871,20065-99-0,"Lup-20(29)-ene-3beta,30-diol",C30H50O2,442.38108084,Nuxia sphaerocephala,Nuxia,KNApSAcK
10,C00041266,72944-06-0,3-Oxolupenol,C30H48O2,440.36543078,Nuxia sphaerocephala,Nuxia,KNApSAcK
11,C00055665,79875-79-9,3-Oxolup-20(29)-en-30-al,C30H46O2,438.34978071,Nuxia sphaerocephala,Nuxia,KNApSAcK
0,C00002981,477-90-7,Bergenin,C14H16O9,328.07943211,Astilbe rivularis,Stilbe,KNApSAcK
1,C00002981,477-90-7,Bergenin,C14H16O9,328.07943211,Astilbe macroflora,Stilbe,KNApSAcK
2,C00008703,29838-67-3,Astilbin,C21H22O11,450.11621155,Astilbe odontophylla Miq. var. congesta,Stilbe,KNApSAcK
3,C00008703,29838-67-3,Astilbin,C21H22O11,450.11621155,Astilbe thunbergii,Stilbe,KNApSAcK
4,C00010695,53852-43-0,Stilbericoside,C14H20O10,348.10564686,Stilbe ericoides,Stilbe,KNApSAcK
5,C00010722,38965-81-0,Unedoside,C14H20O9,332.11073224,Stilbe spp.,Stilbe,KNApSAcK
6,C00029820,24778-48-1,beta-Peltoboykinolic acid,C30H48O3,456.3603454,Astilbe chinensis,Stilbe,KNApSAcK
7,C00042068,548-59-4,"2,5-Dihydroxy-3,6-diphenyl-1,4-benzoquinone",C18H12O4,292.07355887,Stilbella sp. 1586,Stilbe,KNApSAcK
8,C00042070,849233-30-3,"2,7,8-Trihydroxy-3-phenyl-1,4-dibenzofurandione",C18H10O6,322.04773805,Stilbella sp. 1586,Stilbe,KNApSAcK
9,C00042244,6172-48-1,Ascocorynin,C18H12O5,308.06847349,Stilbella sp. 1586,Stilbe,KNApSAcK
10,C00047660,24778-49-2,3beta-Hydroxyurs-12-en-27-oic acid,C30H48O3,456.3603454,Astilbe chinensis,Stilbe,KNApSAcK
0,C00001910,485-19-8,(+)-Reticuline,C19H23NO4,329.16270823,Phylica rogersii,Phylica,KNApSAcK
1,C00025675,2169-44-0,(+)-N-Methyllaurotetanine,C20H23NO4,341.16270823,Phylica rogersii,Phylica,KNApSAcK
