,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Maerua aethiopica,Maerua,KNApSAcK
1,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Maerua ovalifolia,Maerua,KNApSAcK
2,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Maerua hoehnelii,Maerua,KNApSAcK
3,C00001467,36286-64-3,Glucocleomin,C12H23NO10S2,405.07633742,Maerua ovalifolia,Maerua,KNApSAcK
4,C00001467,36286-64-3,Glucocleomin,C12H23NO10S2,405.07633742,Maerua hoehnelii,Maerua,KNApSAcK
5,C00007205,14464-90-5,(+)-Lyoniresinol,C22H28O8,420.17841787,Maerua crassifolia,Maerua,KNApSAcK
6,C00007805,19253-84-0,4-Hydroxybenzyl glucosinolate,C14H19NO10S2,425.0450373,Maerua ovalifolia,Maerua,KNApSAcK
0,C00000125,4356-52-9,Glucobrassicin,C16H20N2O9S2,448.06102171,Capparis ovata,Capparis,KNApSAcK
1,C00000125,4356-52-9,Glucobrassicin,C16H20N2O9S2,448.06102171,Capparis spinosa,Capparis,KNApSAcK
2,C00000126,5187-84-8,Neoglucobrassicin,C17H22N2O10S2,478.0715864,Capparis spinosa,Capparis,KNApSAcK
3,C00000126,5187-84-8,Neoglucobrassicin,C17H22N2O10S2,478.0715864,Capparis ovata,Capparis,KNApSAcK
4,C00000127,83327-20-2,4-Hydroxyglucobrassicin,C16H20N2O10S2,464.05593634,Capparis spinosa,Capparis,KNApSAcK
5,C00000128,83327-21-3,4-Methoxyglucobrassicin,C17H22N2O10S2,478.0715864,Capparis spinosa,Capparis,KNApSAcK
6,C00000604,29388-59-8,(-)-Secoisolariciresinol,C20H26O6,362.17293856,Capparis flavicans,Capparis,KNApSAcK
7,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Capparis himalayensis,Capparis,KNApSAcK
8,C00001111,632-85-9,Wogonin,C16H12O5,284.06847349,Capparis himalayensis,Capparis,KNApSAcK
9,C00001198,144-62-7,Oxalic acid,C2H2O4,89.99530855,Capparis aegyptia,Capparis,KNApSAcK
10,C00001198,144-62-7,Oxalic acid,C2H2O4,89.99530855,Capparis leucophylla,Capparis,KNApSAcK
11,C00001198,144-62-7,Oxalic acid,C2H2O4,89.99530855,Capparis deserti,Capparis,KNApSAcK
12,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis spinosa,Capparis,KNApSAcK
13,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis rupestris,Capparis,KNApSAcK
14,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis ovata,Capparis,KNApSAcK
15,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis ovalifolia,Capparis,KNApSAcK
16,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis odoratissima,Capparis,KNApSAcK
17,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis nobilis,Capparis,KNApSAcK
18,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis hastata,Capparis,KNApSAcK
19,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis flexuosa,Capparis,KNApSAcK
20,C00001465,497-77-8,Glucocapparin,C8H15NO9S2,333.01882255,Capparis baducca,Capparis,KNApSAcK
21,C00001467,36286-64-3,Glucocleomin,C12H23NO10S2,405.07633742,Capparis spinosa,Capparis,KNApSAcK
22,C00001467,36286-64-3,Glucocleomin,C12H23NO10S2,405.07633742,Capparis ovata,Capparis,KNApSAcK
23,C00001479,18432-16-1,Glucoputranjivin,C10H19NO9S2,361.05012267,Capparis flexuosa,Capparis,KNApSAcK
24,C00001479,18432-16-1,Glucoputranjivin,C10H19NO9S2,361.05012267,Capparis galeata,Capparis,KNApSAcK
25,C00001479,18432-16-1,Glucoputranjivin,C10H19NO9S2,361.05012267,Capparis cartilaginea,Capparis,KNApSAcK
26,C00001486,585-95-5,Progoitrin,C11H19NO10S2,389.0450373,Capparis flexuosa,Capparis,KNApSAcK
27,C00001486,585-95-5,Progoitrin,C11H19NO10S2,389.0450373,Capparis inermis,Capparis,KNApSAcK
28,C00001488,3952-98-5,Sinigrin,C10H17NO9S2,359.03447261,Capparis spinosa,Capparis,KNApSAcK
29,C00001488,3952-98-5,Sinigrin,C10H17NO9S2,359.03447261,Capparis ovata,Capparis,KNApSAcK
30,C00002045,51795-35-8,3-Hydroxystachydrine,C7H13NO3,159.08954329,Capparis biloba,Capparis,KNApSAcK
31,C00002074,471-87-4,Stachydrine,C7H13NO2,143.09462867,Capparis aegyptia,Capparis,KNApSAcK
32,C00002074,471-87-4,Stachydrine,C7H13NO2,143.09462867,Capparis deserti,Capparis,KNApSAcK
33,C00002074,471-87-4,Stachydrine,C7H13NO2,143.09462867,Capparis leucophylla,Capparis,KNApSAcK
34,C00002074,471-87-4,Stachydrine,C7H13NO2,143.09462867,Capparis spinosa L.,Capparis,KNApSAcK
35,C00002074,471-87-4,Stachydrine,C7H13NO2,143.09462867,Capparis tomentosa,Capparis,KNApSAcK
36,C00002743,1135-24-6,Ferulic acid,C10H10O4,194.05790881,Capparis spinosa,Capparis,KNApSAcK
37,C00002776,530-59-6,Sinapic acid,C11H12O5,224.06847349,Capparis spinosa,Capparis,KNApSAcK
38,C00003672,83-46-5,(-)-beta-Sitosterol,C29H50O,414.38616622,Capparis leucophylla,Capparis,KNApSAcK
39,C00003672,83-46-5,(-)-beta-Sitosterol,C29H50O,414.38616622,Capparis aegyptia,Capparis,KNApSAcK
40,C00003672,83-46-5,(-)-beta-Sitosterol,C29H50O,414.38616622,Capparis deserti,Capparis,KNApSAcK
41,C00003804,480-11-5,Oroxylin A,C16H12O5,284.06847349,Capparis himalayensis,Capparis,KNApSAcK
42,C00003817,520-36-5,Apigenin,C15H10O5,270.05282343,Capparis himalayensis,Capparis,KNApSAcK
43,C00004536,480-14-8,Izalpinin,C16H12O5,284.06847349,Capparis tweediana,Capparis,KNApSAcK
44,C00004565,520-18-3,Kaempferol,C15H10O6,286.04773805,Capparis himalayensis,Capparis,KNApSAcK
45,C00004631,117-39-5,Quercetin,C15H10O7,302.04265268,Capparis himalayensis,Capparis,KNApSAcK
46,C00004631,117-39-5,Quercetin,C15H10O7,302.04265268,Capparis spinosa,Capparis,KNApSAcK
47,C00004634,90-19-7,Rhamnetin,C16H12O7,316.05830274,Capparis tweediana,Capparis,KNApSAcK
48,C00004635,480-19-3,Isorhamnetin,C16H12O7,316.05830274,Capparis tweediana,Capparis,KNApSAcK
49,C00004635,480-19-3,Isorhamnetin,C16H12O7,316.05830274,Capparis spinosa,Capparis,KNApSAcK
50,C00004636,603-61-2,Tamarixetin,C16H12O7,316.05830274,Capparis spinosa,Capparis,KNApSAcK
51,C00004642,552-54-5,"Quercetin 7,3'-dimethyl ether",C17H14O7,330.0739528,Capparis tweediana,Capparis,KNApSAcK
52,C00005169,17650-84-9,Kaempferol 3-rutinoside,C27H30O15,594.15847029,Capparis spinosa L.,Capparis,KNApSAcK
53,C00005413,153-18-4,Quercetin 3-rutinoside,C27H30O16,610.15338491,Capparis spinosa L.,Capparis,KNApSAcK
54,C00005437,147714-62-3,Quercetin 7-O-rutinoside,C27H30O16,610.15338491,Capparis spinosa,Capparis,KNApSAcK
55,C00005443,123493-51-6,Quercetin 3-rhamnosyl-(1->2)[glucosyl-(1->6)-galactoside],C33H40O21,772.20620834,Capparis spinosa,Capparis,KNApSAcK
56,C00007342,35610-41-4,4-Hydroxybutylglucosinolate,C11H21NO10S2,391.06068736,Capparis flexuosa,Capparis,KNApSAcK
57,C00007343,27303-31-7,Glucoiberin,C11H21NO10S3,423.03275809,Capparis spinosa,Capparis,KNApSAcK
58,C00007343,27303-31-7,Glucoiberin,C11H21NO10S3,423.03275809,Capparis ovata,Capparis,KNApSAcK
59,C00007346,499-26-3,Benzylglucosinolate,C14H19NO9S2,409.05012267,Capparis flexuosa,Capparis,KNApSAcK
60,C00007444,58-61-7,Adenosine,C10H13N5O4,267.09675394,Capparis flavicans,Capparis,KNApSAcK
61,C00007586,19041-09-9,Gluconapin,C11H19NO9S2,373.05012267,Capparis inermis,Capparis,KNApSAcK
