,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00002374,7084-24-4,Cyanidin 3-O-glucoside,C21H21O11.Cl,484.07723923,Cynomorium coccineum,Cynomorium,KNApSAcK
1,C00002591,18423-69-3,Cubebin,C20H20O6,356.12598837,Cynomorium songaricum,Cynomorium,KNApSAcK
2,C00007204,548-29-8,Isolariciresinol,C20H24O6,360.1572885,Cynomorium songaricum,Cynomorium,KNApSAcK
3,C00029633,7372-30-7,Acetylursolic acid,C32H50O4,498.37091008,Cynomorium songaricum,Cynomorium,KNApSAcK
0,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Balanophora abbreviata B1,Balanophora,KNApSAcK
1,C00000602,27003-73-2,(+)-Lariciresinol,C20H24O6,360.1572885,Balanophora harlandii,Balanophora,KNApSAcK
2,C00000603,83327-19-9,(-)-Lariciresinol,C20H24O6,360.1572885,Balanophora abbreviata B1,Balanophora,KNApSAcK
3,C00000615,501-16-6,Caffeic acid,C9H8O4,180.04225874,Balanophora japonica,Balanophora,KNApSAcK
4,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Balanophora japonica,Balanophora,KNApSAcK
5,C00002727,531-29-3,Coniferin,C16H22O8,342.13146768,Balanophora abbreviata B1,Balanophora,KNApSAcK
6,C00002728,458-36-6,Coniferaldehyde,C10H10O3,178.06299419,Balanophora abbreviata B1,Balanophora,KNApSAcK
7,C00003737,638-95-9,alpha-Amyrin,C30H50O,426.38616622,Balanophora elongata,Balanophora,KNApSAcK
8,C00007190,487-36-5,(+)-Pinoresinol,C20H22O6,358.14163844,Balanophora abbreviata B1,Balanophora,KNApSAcK
9,C00007190,487-36-5,(+)-Pinoresinol,C20H22O6,358.14163844,Balanophora harlandii,Balanophora,KNApSAcK
10,C00007190,487-36-5,(+)-Pinoresinol,C20H22O6,358.14163844,Balanophora latisepala,Balanophora,KNApSAcK
11,C00007993,18777-73-6,Sieboldin,C21H24O11,452.13186161,Balanophora tobiraco,Balanophora,KNApSAcK
12,C00019308,474-58-8,3-O-beta-D-Glucopyranosyl sitosterol,C35H60O6,576.43898965,Balanophora abbreviata B1,Balanophora,KNApSAcK
13,C00029961,621-82-9,Cinnamic acid,C9H8O2,148.0524295,Balanophora abbreviata B1,Balanophora,KNApSAcK
14,C00031032,63902-38-5,(+)-Pinoresinol di-O-beta-D-glucopyranoside,C32H42O16,682.2472853,Balanophora japonica,Balanophora,KNApSAcK
15,C00031446,110268-37-6,(-)-ent-Isolariciresinol,C20H24O6,360.1572885,Balanophora abbreviata B1,Balanophora,KNApSAcK
16,C00031447,129102-89-2,(-)-Isolariciresinol 4-O-beta-D-glucopyranoside,C26H36O11,524.22576199,Balanophora japonica,Balanophora,KNApSAcK
17,C00031451,41607-20-9,(-)-Pinoresinol 4-O-beta-D-glucopyranoside,C26H32O11,520.19446187,Balanophora japonica,Balanophora,KNApSAcK
18,C00031451,41607-20-9,(-)-Pinoresinol 4-O-beta-D-glucopyranoside,C26H32O11,520.19446187,Balanophora abbreviata B1,Balanophora,KNApSAcK
19,C00031617,215319-51-0,Balanophonin 4-O-beta-D-glucopyranoside,C26H30O11,518.1788118,Balanophora japonica,Balanophora,KNApSAcK
20,C00031618,854050-58-1,Balanophotannin A,C34H24O21,768.08100783,Balanophora japonica,Balanophora,KNApSAcK
21,C00031619,854050-59-2,Balanophotannin B,C29H22O16,626.09078466,Balanophora japonica,Balanophora,KNApSAcK
22,C00031620,854050-60-5,Balanophotannin C,C36H26O20,778.10174328,Balanophora japonica,Balanophora,KNApSAcK
23,C00032578,359819-37-7,"1,2-Di-O-(E)-caffeoyl-beta-D-glucopyranose",C24H24O12,504.12677623,Balanophora japonica,Balanophora,KNApSAcK
24,C00032589,359819-44-6,"1,3-Di-O-(E)-Caffeoyl-4-O-galloyl-beta-D-glucopyranose",C31H28O16,656.13773485,Balanophora japonica,Balanophora,KNApSAcK
25,C00032590,359819-38-8,"1,3-Di-O-(E)-Caffeoyl-beta-D-glucopyranose",C24H24O12,504.12677623,Balanophora japonica,Balanophora,KNApSAcK
26,C00032591,85138-58-5,"1,3-Di-O-galloyl-beta-D-glucopyranose",C20H20O14,484.08530535,Balanophora japonica,Balanophora,KNApSAcK
27,C00032609,359819-46-8,"1-O-(E)-Caffeoyl-3,4-di-O-galloyl-beta-D-glucopyranose",C29H26O17,646.11699941,Balanophora japonica,Balanophora,KNApSAcK
28,C00032610,359819-42-4,1-O-(E)-Caffeoyl-3-O-galloyl-beta-D-glucopyranose,C22H22O13,494.10604079,Balanophora japonica,Balanophora,KNApSAcK
29,C00032611,359828-20-9,"1-O-(E)-Caffeoyl-4,6-(S)-HHDP-beta-D-glucopyranose",C29H24O17,644.10134934,Balanophora japonica,Balanophora,KNApSAcK
30,C00032612,359819-47-9,"1-O-(E)-Caffeoyl-4,6-di-O-galloyl-beta-D-glucopyranose",C29H26O17,646.11699941,Balanophora japonica,Balanophora,KNApSAcK
31,C00032614,359828-21-0,"1-O-p-(E)-Coumaroyl-4,6-(S)-HHDP-beta-D-glucopyranose",C29H24O16,628.10643472,Balanophora japonica,Balanophora,KNApSAcK
32,C00032652,359819-45-7,"3-O-(E)-Caffeoyl-1,4-di-O-galloyl-beta-D-glucopyranose",C29H26O17,646.11699941,Balanophora japonica,Balanophora,KNApSAcK
33,C00032670,359819-48-0,"6-O-(E)-Caffeoyl-1,3,4-tri-O-galloyl-beta-D-glucopyranose",C36H30O21,798.12795803,Balanophora japonica,Balanophora,KNApSAcK
34,C00051346,32214-80-5,Lupeol palmitate,C46H80O2,664.6158318,Balanophora indica,Balanophora,KNApSAcK
0,C00008291,38965-51-4,(2S)-Eriodictyol 7-O-beta-D-glucopyranoside,C21H22O11,450.11621155,Lophophytum spp.,Lophophytum,KNApSAcK
0,C00008293,69284-90-8,Eriodictyol 3'-O-glucoside,C21H22O11,450.11621155,Helosis guyanensis,Helosis,KNApSAcK
0,C00001928,517-71-5,(+)-Xylopine,C18H17NO3,295.12084342,Xylopia langsdorffiana,Langsdorffia,KNApSAcK
1,C00001929,523-02-4,Xylopinine,C21H25NO4,355.17835829,Xylopia langsdorffiana,Langsdorffia,KNApSAcK
2,C00004631,117-39-5,Quercetin,C15H10O7,302.04265268,Xylopia langsdorffiana,Langsdorffia,KNApSAcK
3,C00005374,522-12-3,Quercetin 3-O-alpha-L-rhamnoside,C21H20O11,448.10056148,Xylopia langsdorffiana,Langsdorffia,KNApSAcK
4,C00025234,18090-68-1,(-)-Corytenchine,C20H23NO4,341.16270823,Xylopia langsdorffiana,Langsdorffia,KNApSAcK
5,C00026090,1356-73-6,(-)-Discretamine,C19H21NO4,327.14705817,Xylopia langsdorffiana,Langsdorffia,KNApSAcK
0,C00013278,176739-79-0,Diinsininol,C36H32O16,720.16903498,Sarcophyte piriei,Sarcophyte,KNApSAcK
0,C00014625,271579-11-4,Thonningianin A,C42H34O21,874.15925815,Thonningia sanguinea,Thonningia,KNApSAcK
1,C00014626,271579-12-5,Thonningianin B,C35H30O17,722.14829954,Thonningia sanguinea,Thonningia,KNApSAcK
