,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Juncus inflexus,Juncus,KNApSAcK
1,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Juncus effusus,Juncus,KNApSAcK
2,C00002743,1135-24-6,Ferulic acid,C10H10O4,194.05790881,Juncus inflexus,Juncus,KNApSAcK
3,C00003825,2150-11-0,"3',4',7-Trihydroxyflavone",C15H10O5,270.05282343,Juncus trifidus,Juncus,KNApSAcK
4,C00004332,58115-30-3,Luteolin 5-methyl ether 7-glucoside,C22H22O11,462.11621155,Juncus acutus,Juncus,KNApSAcK
5,C00004332,58115-30-3,Luteolin 5-methyl ether 7-glucoside,C22H22O11,462.11621155,Juncus effusus,Juncus,KNApSAcK
6,C00015759,137319-35-8,Dehydroeffusal,C16H12O3,252.07864425,Juncus effusus,Juncus,KNApSAcK
7,C00015760,137319-34-7,Dehydroeffusol,C17H14O2,250.09937969,Juncus effusus,Juncus,KNApSAcK
8,C00015761,117824-04-1,Dehydrojuncusol,C18H16O2,264.11502975,Juncus effusus,Juncus,KNApSAcK
9,C00015761,117824-04-1,Dehydrojuncusol,C18H16O2,264.11502975,Juncus acutus L.,Juncus,KNApSAcK
10,C00015761,117824-04-1,Dehydrojuncusol,C18H16O2,264.11502975,Juncus roemerianus,Juncus,KNApSAcK
11,C00015764,73166-28-6,Effusol,C17H16O2,252.11502975,Juncus effusus,Juncus,KNApSAcK
12,C00015764,73166-28-6,Effusol,C17H16O2,252.11502975,Juncus acutus,Juncus,KNApSAcK
13,C00015799,175094-08-3,Juncunol,C18H18O,250.1357652,Juncus roemerianus,Juncus,KNApSAcK
14,C00015799,175094-08-3,Juncunol,C18H18O,250.1357652,Juncus effusus,Juncus,KNApSAcK
15,C00015799,175094-08-3,Juncunol,C18H18O,250.1357652,Juncus acutus,Juncus,KNApSAcK
16,C00015800,77305-81-8,Juncunone,C18H18O3,282.12559444,Juncus roemerianus,Juncus,KNApSAcK
17,C00015800,77305-81-8,Juncunone,C18H18O3,282.12559444,Juncus effusus,Juncus,KNApSAcK
18,C00015801,62023-90-9,Juncusol,C18H18O2,266.13067982,Juncus roemerianus,Juncus,KNApSAcK
19,C00015801,62023-90-9,Juncusol,C18H18O2,266.13067982,Juncus effusus,Juncus,KNApSAcK
20,C00015801,62023-90-9,Juncusol,C18H18O2,266.13067982,Juncus acutus L.,Juncus,KNApSAcK
21,C00015899,152269-94-8,"2,8-Dihydroxy-1,7-dimethyl-6-vinyl-10,11-dihydrodibenz[b,f]oxepin",C18H18O3,282.12559444,Juncus effusus,Juncus,KNApSAcK
22,C00029575,199597-52-9,"6-Hydroxymethyl-1-methyl-5-vinyl-9,10-dihydrophenanthrene-2-ol",C18H18O2,266.13067982,Juncus acutus L.,Juncus,KNApSAcK
23,C00030571,1021950-14-0,Juncutol,C18H18O2,266.13067982,Juncus acutus L.,Juncus,KNApSAcK
24,C00033798,169272-45-1,Effuside I,C24H30O8,446.19406794,Juncus effusus,Juncus,KNApSAcK
25,C00033799,169238-39-5,Effuside II,C23H28O8,432.17841787,Juncus effusus,Juncus,KNApSAcK
26,C00033800,169238-38-4,Effuside III,C23H28O8,432.17841787,Juncus effusus,Juncus,KNApSAcK
27,C00033801,169238-37-3,Effuside IV,C23H28O8,432.17841787,Juncus effusus,Juncus,KNApSAcK
28,C00033802,169238-36-2,Effuside V,C30H40O13,608.24689137,Juncus effusus,Juncus,KNApSAcK
29,C00036263,593-08-8,2-Tridecanone,C13H26O,198.19836545,Juncus effusus,Juncus,KNApSAcK
30,C00051714,5113-66-6,p-Menth-4-en-3-one,C10H16O,152.12011513,Juncus effusus,Juncus,KNApSAcK
0,C00000149,6750-60-3,Espatulenol,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
1,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Acorus calamus,Acorus,KNApSAcK
2,C00000184,2867-05-2,alpha-Thujene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
3,C00000619,97-53-0,Eugenol,C10H12O2,164.08372963,Acorus calamus,Acorus,KNApSAcK
4,C00000619,97-53-0,Eugenol,C10H12O2,164.08372963,Acorus tatarinowii,Acorus,KNApSAcK
5,C00000633,73036-51-8,Acoradin,C24H32O6,416.21988875,Acorus calamus,Acorus,KNApSAcK
6,C00000805,80-56-8,alpha-Pinene,C10H16,136.12520051,Acorus calamus,Acorus,KNApSAcK
7,C00000805,80-56-8,alpha-Pinene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
8,C00000816,127-91-3,beta-Pinene,C10H16,136.12520051,Acorus calamus,Acorus,KNApSAcK
9,C00000816,127-91-3,beta-Pinene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
10,C00000819,76-22-2,(+)-Camphor,C10H16O,152.12011513,Acorus calanus L.,Acorus,KNApSAcK
11,C00000819,76-22-2,(+)-Camphor,C10H16O,152.12011513,Acorus calamus,Acorus,KNApSAcK
12,C00000823,138-86-3,Limonene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
13,C00000823,138-86-3,Limonene,C10H16,136.12520051,Acorus calamus,Acorus,KNApSAcK
14,C00000843,3338-55-4,cis-beta-Ocimene,C10H16,136.12520051,Acorus calamus,Acorus,KNApSAcK
15,C00000843,3338-55-4,cis-beta-Ocimene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
16,C00000844,106-22-9,Citronellol,C10H20O,156.15141526,Acorus calamus,Acorus,KNApSAcK
17,C00000845,106-24-1,(E)-geraniol,C10H18O,154.1357652,Acorus calamus,Acorus,KNApSAcK
18,C00000853,123-35-3,beta-Myrcene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
19,C00000861,586-62-9,alpha-Terpinolene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
20,C00000862,3779-61-1,trans-beta-Ocimene,C10H16,136.12520051,Acorus calamus,Acorus,KNApSAcK
21,C00001224,60-33-3,Linoleic acid,C18H32O2,280.24023027,Acorus calanus L.,Acorus,KNApSAcK
22,C00001233,57-10-3,Palmitic acid,C16H32O2,256.24023027,Acorus calanus L.,Acorus,KNApSAcK
23,C00002715,5273-86-9,beta-Asarone,C12H16O3,208.10994438,Acorus calamus,Acorus,KNApSAcK
24,C00002715,5273-86-9,beta-Asarone,C12H16O3,208.10994438,Acorus calanus L.,Acorus,KNApSAcK
25,C00002731,458-37-7,Curcumin,C21H20O6,368.12598837,Acorus calamus,Acorus,KNApSAcK
26,C00002739,487-11-6,Elemicin,C12H16O3,208.10994438,Acorus calamus,Acorus,KNApSAcK
27,C00002757,1963-36-6,4-Methoxycinnamaldehyde,C10H10O2,162.06807956,Acorus gramineus,Acorus,KNApSAcK
28,C00002760,6379-72-2,Methylisoeugenol,C11H14O2,178.09937969,Acorus calamus,Acorus,KNApSAcK
29,C00002760,6379-72-2,Methylisoeugenol,C11H14O2,178.09937969,Acorus gramineus,Acorus,KNApSAcK
30,C00002902,537-42-8,E-Pterostilbene,C16H16O3,256.10994438,Acorus calamus,Acorus,KNApSAcK
31,C00002903,501-36-0,Resveratrol,C14H12O3,228.07864425,Acorus calamus,Acorus,KNApSAcK
32,C00003028,507-70-0,Borneol,C10H18O,154.1357652,Acorus calamus,Acorus,KNApSAcK
33,C00003029,79-92-5,Camphene,C10H16,136.12520051,Acorus calamus,Acorus,KNApSAcK
34,C00003029,79-92-5,Camphene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
35,C00003035,141-27-5,trans-Citral,C10H16O,152.12011513,Acorus calamus,Acorus,KNApSAcK
36,C00003036,106-26-3,cis-Citral,C10H16O,152.12011513,Acorus calamus,Acorus,KNApSAcK
37,C00003040,99-87-6,p-Cymene,C10H14,134.10955045,Acorus calanus L.,Acorus,KNApSAcK
38,C00003046,105-87-3,Geranyl acetate,C12H20O2,196.14632988,Acorus calamus,Acorus,KNApSAcK
39,C00003047,78-70-6,(+-)-Linalool,C10H18O,154.1357652,Acorus calamus,Acorus,KNApSAcK
40,C00003047,78-70-6,(+-)-Linalool,C10H18O,154.1357652,Acorus calanus L.,Acorus,KNApSAcK
41,C00003061,99-85-4,gamma-Terpinene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
42,C00003110,87-44-5,beta-Caryophyllene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
43,C00003111,469-61-4,alpha-Cedrene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
44,C00003112,77-53-2,(+)-Cedrol,C15H26O,222.19836545,Acorus calanus L.,Acorus,KNApSAcK
45,C00003112,77-53-2,(+)-Cedrol,C15H26O,222.19836545,Acorus calamus,Acorus,KNApSAcK
46,C00003118,3856-25-5,alpha-Copaene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
47,C00003134,15423-57-1,Germacrene B,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
48,C00003147,6753-98-6,alpha-Caryophyllene (obsol.),C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
49,C00003147,6753-98-6,alpha-Caryophyllene (obsol.),C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
50,C00003186,17066-67-0,beta-Eudesmene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
51,C00003186,17066-67-0,beta-Eudesmene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
52,C00003204,495-60-3,alpha-Zingiberene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
53,C00003467,150-86-7,Phytol,C20H40O,296.3079159,Acorus calamus,Acorus,KNApSAcK
54,C00007260,524-14-1,Malonyl-CoA,C24H38N7O19P3S,853.11560229,Acorus calamus,Acorus,KNApSAcK
55,C00007453,33880-83-0,beta-Elemene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
56,C00007453,33880-83-0,beta-Elemene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
57,C00007630,20307-83-9,beta-Sesquiphellandrene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
58,C00007636,483-76-1,delta-Cadinene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
59,C00010875,586-63-0,"2,4(8)-p-Menthadiene",C10H16,136.12520051,Acorus calamus,Acorus,KNApSAcK
60,C00011617,4176-17-4,(R)-(-)-alpha-Curcumene,C15H22,202.1721507,Acorus calanus L.,Acorus,KNApSAcK
61,C00011630,28976-67-2,beta-Curcumene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
62,C00011692,53915-39-2,Isocaespitol,C15H25Br2ClO2,429.99098355,Acorus calamus,Acorus,KNApSAcK
63,C00011709,50281-45-3,Acoragermacrone,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
64,C00011714,25645-19-6,Preisocalamendiol,C15H24O,220.18271539,Acorus calanus L.,Acorus,KNApSAcK
65,C00011714,25645-19-6,Preisocalamendiol,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
66,C00011719,28387-44-2,(-)-Germacrene A,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
67,C00011720,23986-74-5,(-)-Germacrene D,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
68,C00012003,21698-44-2,Shyobunon,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
69,C00012004,39020-72-9,Epishyobunone,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
70,C00012005,639-99-6,(-)-Elemol,C15H26O,222.19836545,Acorus calamus,Acorus,KNApSAcK
71,C00012007,21698-46-4,Isoshyobunone,C15H24O,220.18271539,Acorus calanus L.,Acorus,KNApSAcK
72,C00012007,21698-46-4,Isoshyobunone,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
73,C00012011,20307-84-0,delta-Elemene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
74,C00012425,24703-35-3,(+)-Bicyclogermacrene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
75,C00012425,24703-35-3,(+)-Bicyclogermacrene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
76,C00012444,19888-34-7,"Humulene 1,2-epoxide",C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
77,C00012483,1139-30-6,(-)-beta-Caryophyllene epoxide,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
78,C00012483,1139-30-6,(-)-beta-Caryophyllene epoxide,C15H24O,220.18271539,Acorus calanus L.,Acorus,KNApSAcK
79,C00012708,6813-21-4,"Eudesma-3,7(11)-diene",C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
80,C00012802,39012-15-2,Isoacolamone,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
81,C00012806,39012-14-1,Acolamone,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
82,C00013572,84071-85-2,Torilenol,C15H24O,220.18271539,Acorus calanus L.,Acorus,KNApSAcK
83,C00017471,6831-16-9,(-)-9-Aristolene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
84,C00017474,25274-27-5,Aristolone,C15H22O,218.16706532,Acorus calamus,Acorus,KNApSAcK
85,C00020062,71609-04-6,"(-)-Cadala-1,4,9-triene",C15H22,202.1721507,Acorus calamus,Acorus,KNApSAcK
86,C00020064,25330-21-6,Isocalamendiol,C15H26O2,238.19328007,Acorus calamus,Acorus,KNApSAcK
87,C00020065,481-34-5,(-)-alpha-Cadinol,C15H26O,222.19836545,Acorus calamus,Acorus,KNApSAcK
88,C00020065,481-34-5,(-)-alpha-Cadinol,C15H26O,222.19836545,Acorus calanus L.,Acorus,KNApSAcK
89,C00020066,5937-11-1,epi-alpha-Cadinol,C15H26O,222.19836545,Acorus calamus,Acorus,KNApSAcK
90,C00020066,5937-11-1,epi-alpha-Cadinol,C15H26O,222.19836545,Acorus calanus L.,Acorus,KNApSAcK
91,C00020067,21391-99-1,alpha-Calacorene,C15H20,200.15650064,Acorus calamus,Acorus,KNApSAcK
92,C00020112,483-78-3,Cadalene,C15H18,198.14085057,Acorus calamus,Acorus,KNApSAcK
93,C00020154,19912-62-0,tau-Muurolol,C15H26O,222.19836545,Acorus calamus,Acorus,KNApSAcK
94,C00020166,5957-62-0,Calacone,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
95,C00020252,28305-60-4,beta-Oploplenone,C15H24O,220.18271539,Acorus calamus,Acorus,KNApSAcK
96,C00020376,88-84-6,beta-Guaiene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
97,C00020383,22567-17-5,gamma-gurjunene epoxide,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
98,C00020396,71305-96-9,Calamusenone,C15H22O,218.16706532,Acorus calamus,Acorus,KNApSAcK
99,C00021227,489-40-7,alpha-Gurjunene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
100,C00021239,34413-94-0,Squamulosone,C15H22O,218.16706532,Acorus calanus L.,Acorus,KNApSAcK
101,C00021306,64825-84-9,Oxidohimachalene,C15H22O,218.16706532,Acorus calamus,Acorus,KNApSAcK
102,C00021309,3853-83-6,alpha-Himachalene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
103,C00021580,28477-64-7,beta-Acoradiene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
104,C00021580,28477-64-7,beta-Acoradiene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
105,C00021582,24048-44-0,alpha-Acoradiene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
106,C00021585,33983-45-8,Acoronene,C15H22O2,234.16197995,Acorus calanus L.,Acorus,KNApSAcK
107,C00021585,33983-45-8,Acoronene,C15H22O2,234.16197995,Acorus calamus,Acorus,KNApSAcK
108,C00021588,5956-06-9,Acoric acid,C15H24O4,268.16745925,Acorus calamus,Acorus,KNApSAcK
109,C00021720,546-28-1,beta-Cedrene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
110,C00021720,546-28-1,beta-Cedrene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
111,C00021722,50894-66-1,Di-epi-alpha-cedrene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
112,C00021772,31145-21-8,(+)-Prezizaene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
113,C00021903,13474-59-4,trans-alpha-Bergamotene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
114,C00021983,66512-56-9,Khusiol,C15H26O,222.19836545,Acorus calanus L.,Acorus,KNApSAcK
115,C00023769,83-47-6,Clionasterol,C29H50O,414.38616622,Acorus calanus L.,Acorus,KNApSAcK
116,C00029339,40716-66-3,"(6E)-3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol",C15H26O,222.19836545,Acorus calanus L.,Acorus,KNApSAcK
117,C00029339,40716-66-3,"(6E)-3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol",C15H26O,222.19836545,Acorus calamus,Acorus,KNApSAcK
118,C00029350,28973-97-9,cis-beta-Farnesene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
119,C00029544,562-74-3,4-Terpineol,C10H18O,154.1357652,Acorus calamus,Acorus,KNApSAcK
120,C00029544,562-74-3,4-Terpineol,C10H18O,154.1357652,Acorus calanus L.,Acorus,KNApSAcK
121,C00029671,10208-80-7,alpha-Muurolene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
122,C00029672,473-13-2,(-)-alpha-Selinene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
123,C00029672,473-13-2,(-)-alpha-Selinene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
124,C00029674,98-55-5,alpha-Terpineol,C10H18O,154.1357652,Acorus calanus L.,Acorus,KNApSAcK
125,C00029674,98-55-5,alpha-Terpineol,C10H18O,154.1357652,Acorus calamus,Acorus,KNApSAcK
126,C00029844,76-49-3,Borneol acetate,C12H20O2,196.14632988,Acorus calamus,Acorus,KNApSAcK
127,C00029881,17334-55-3,Calarene,C15H24,204.18780077,Acorus calanus L.,Acorus,KNApSAcK
128,C00029881,17334-55-3,Calarene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
129,C00029961,621-82-9,Cinnamic acid,C9H8O2,148.0524295,Acorus calamus,Acorus,KNApSAcK
130,C00030480,502-69-2,"6,10,14-Trimethyl-2-pentadecanone",C18H36O,268.27661577,Acorus calamus,Acorus,KNApSAcK
131,C00030757,112-63-0,"Linoleic acid, methyl ester",C19H34O2,294.25588033,Acorus calanus L.,Acorus,KNApSAcK
132,C00031258,3387-41-5,4(10)-Thujene,C10H16,136.12520051,Acorus calanus L.,Acorus,KNApSAcK
133,C00034456,73464-47-8,beta-Gurjunene,C15H24,204.18780077,Acorus calamus,Acorus,KNApSAcK
134,C00034496,34995-77-2,trans-Furanoid linalool oxide,C10H18O2,170.13067982,Acorus calamus,Acorus,KNApSAcK
