,CAS ID,InChIKey,SMILES
0,41473-26-1,DUKRBEQWBNIAKE-VLYHTROCSA-N,CC1(CO)CCCC2(C)C1CCC13C=C(CO)C(CCC12)C3
0,193699-62-6,QVAKSKUIUSYRJL-ONEGZZNKSA-N,COc1cc(C2Oc3cc(/C=C/CO)cc(OC)c3OC2CO)ccc1OC1OC(CO)C(O)C(O)C1O
0,189689-32-5,XQZKTABHCQFBQV-AWEZNQCLSA-N,COc1cc2c(cc1O)C(=O)CC(c1ccc(O)cc1)O2
0,906348-22-9,KFXIUXCXSKTCNK-XITMWMCHNA-N,C=C1C2=Nc3ccccc3[C@@]23CCN2C/C(=C/C)[C@@H]1C[C@H]23
0,148802-38-4,RBFUQMMJTXKBOG-JFKZPVBINA-N,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2
0,1049759-51-4,RZVNYFCJWGTYBA-WTKRPOPKNA-N,COC(=O)c1cc(O[C@@H]2OC[C@@H](O)[C@H](O[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@H]2O)ccc1O
0,80151-77-5,LADVYSUMGRTFSZ-IUNFSSIHNA-N,COC(=O)[C@H]1[C@@H]2CCCN2C[C@@]1(C)O
0,107390-47-6,VAWLLIOUAFRMHN-UHFFFAOYSA-N,CC(C)=CCc1cc(C(=O)CC(=O)c2ccc(O)cc2)c(O)cc1O
0,142203-62-1,KESCUBFFLAUUPO-QPTWUYTANA-N,CC1=C2CC[C@H](C)[C@]23C(=O)O[C@H]1[C@]12C(=O)O[C@H]3C(C)=C1CC[C@@H]2C
0,13688-67-0,VOSLXTGMYNYCPW-UHFFFAOYSA-N,C=CCCCCCCCC=C
0,832733-43-4,AEJHNOKKBPMESA-SGRVYBESNA-N,CC1=C[C@@H](c2c(O)ccc([C@@H]3CC(=O)c4ccc(O)cc4O3)c2O)[C@H](C(=O)c2ccc(O)cc2O)[C@@H](c2ccc(O)cc2O)C1
0,103488-45-5,OTMPLEXRZOKAOW-UHFFFAOYSA-N,O=CC(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C1OC(=O)c2cc(O)c(O)c(O)c2-c2c(O)c(O)c3oc(=O)c4c(c(O)c(O)c5oc(=O)c2c3c54)-c2c(cc(O)c(O)c2O)C(=O)OCC1O
0,65122-62-5,ODZQBEPDXUFJRX-JCJUTICPNA-N,CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](C)c2ccc(C(=O)O)cc21
0,1380-03-6,DONSVQBFPXNWRA-UHFFFAOYNA-N,CCC(=O)NC1C2CN3CCC(O2)C13
0,853308-48-2,IOKUHHOVWITKLG-QKHAICDENA-N,C=C(C=O)[C@H]1C[C@H](OC(=O)/C=Cc2ccc(O)cc2)C(CO)=C1C=O
0,237755-19-0,QZVGSTYTRPBOKT-NZKHVWEVNA-N,C/C1=C/C[C@@H](C(C)C)/C=C/[C@](C)(O)CC/C=C(C)CC(=O)C1
0,287384-27-4,UMNIESTYROBLJP-GTKRGPJNNA-N,CCC(C)[C@@H]1C(=O)C(C)=C[C@H]2CC=C(C(=O)O)[C@@H]21
0,55954-61-5,YXBUQQDFTYOHQI-UHFFFAOYSA-N,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c65)c78
