,CAS ID,SMILES,InChIKey
0,90-39-1,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,SLRCCWJSBJZJBV-ZQDZILKHSA-N
0,1214-20-6,COc1ccc2Oc3ccccc3C(=O)c2c1,DVZCOQQFPCMIPO-UHFFFAOYSA-N
0,66419-08-7,C[C@@H]1CC(=O)[C@]2(O)O[C@@H]3C[C@@]4(C)[C@H](C[C@H]3O[C@@H]2O1)C[C@@H]5O[C@]56[C@@H]4[C@H](O)C(=O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8,WSTYKMSHUMUSAY-HBXZBPGDSA-N
0,68736-95-8,CN1CCc2cc3OCOc3cc2C14[C@H](O)c5ccc6OCOc6c5[C@@H]4O,JQOTXJRWMCMWBT-LFPSWIHMSA-N
0,577-16-2,CC(=O)c1ccccc1C,YXWWHNCQZBVZPV-UHFFFAOYSA-N
0,85318-25-8,COc1ccc2C3C=CC(\C=C/c4ccc(O)c(OC5C=CC(C=C5)\C=C/c2c1)c4)C=C3O,DWNRPHOAQFBQKK-UARZHTBLSA-N
0,21982-83-2,CC1=CCC2C1C3OC(=O)C(=C)C3C(O)CC2(C)O,NKXCPQWCIOWQOE-UHFFFAOYSA-N
0,19504-77-9,CCCCC(O)\C=C(C)/C=C/C=C/C(=O)N1CCCC1=O,ZYPGADGCNXOUJP-MGZCYOHPSA-N
0,2765-11-9,CCCCCCCCCCCCCCC=O,XGQJZNCFDLXSIJ-UHFFFAOYSA-N
0,112972-60-8,ON1CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC1=O,GTADQMQBQBOJIO-UHFFFAOYSA-N
0,2517-07-9,N[C@@H]([C@H]1CC1=C)C(O)=O,MPIZVHPMGFWKMJ-WHFBIAKZSA-N
0,53840-47-4,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5C(O)CC34C)C2C1)C(O)=O,RXWXPKXKJZHTEJ-UHFFFAOYSA-N
0,37248-47-8,OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,JARYYMUOCXVXNK-CSLFJTBJSA-N
0,139163-15-8,CC(C)=CCc1cc(cc(O)c1O)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,WOMWVGHYSNATOB-UHFFFAOYSA-N
0,72396-01-1,C[C@@H]1CC[C@@]2(O)[C@@H]1[C@@H](OC=C2C=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,QCCRICPXIMDIGF-FHZCTKOVSA-N
0,149-61-1,OC(CC([O-])=O)C([O-])=O,BJEPYKJPYRNKOW-UHFFFAOYSA-L
0,66419-07-6,C[C@@H]1CC2(SCC=N2)[C@]3(O)O[C@@H]4C[C@@]5(C)[C@H](C[C@H]4O[C@@H]3O1)C[C@@H]6O[C@]67[C@@H]5[C@H](O)C(=O)[C@]8(C)[C@H](CC[C@]78O)C9=CC(=O)OC9,BGKAKFOJZRBENJ-YWBLJHEQSA-N
0,17232-51-8,COc1nc2c3OCOc3ccc2c(OC)c1CC4OC4(C)C,QOTWJEWVWRAEQQ-UHFFFAOYSA-N
0,35124-14-2,C[C@H]1CC=C(C)[C@H](/C=C/C(C)=O)C1(C)C,JZQOJFLIJNRDHK-SXDPYWSBSA-N
0,93452-24-5,CC(=O)C1=CC2(OC1(C)O)C=C[C@@H]3[C@@H](CO[C@H](O)[C@H]23)C(O)=O,YMLJQHCWBGQZEQ-GOTIIEJDSA-N
0,4589-33-7,COC1=CC(=O)C2=C(C(=C3C=C(C)NC=C3C2=O)O)C1=O,GRDUAFOUVFRDBR-UHFFFAOYSA-N
0,629-97-0,CCCCCCCCCCCCCCCCCCCCCC,HOWGUJZVBDQJKV-UHFFFAOYSA-N
0,14549-84-9,COc1ccc(cc1OC)C2=C(OC)C(=O)c3c(O)cc(O)cc3O2,TWMBFWDMMIGYEO-UHFFFAOYSA-N
0,27500-34-1,COc1c(O)cc(O)c2C(=O)C(=C(Oc12)c3ccc(O)c(O)c3)O,ZASFHSAGASJGRN-UHFFFAOYSA-N
0,64998-20-5,CC[C@H](\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,DPNNWDOFSGOYEK-IWIJBSIZSA-N
0,511-37-5,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6CC(CC[C@]6(C)C5CC[C@]34C)O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)N2C1,IDGKMGZVTKHZDA-BDSBEFEBSA-N
0,2016-42-4,[H+].[Cl-].CCCCCCCCCCCCCCN,KKWUACQXLWHLCX-UHFFFAOYSA-N
0,283-24-9,C1CC2CCC1CNC2,LICHZOBEUWVYSY-UHFFFAOYSA-N
0,91097-16-4,NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)[C@H](Cc5[nH]cnc5)NC(=O)[C@H](CO)NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](Cc8[nH]cnc8)NC(=O)[C@@H]9CCC(=O)N9,JNVXACSECVMTSD-XJIZABAQSA-N
