,CAS ID,SMILES,InChIKey
0,109-68-2,CC\C=C/C,QMMOXUPEWRXHJS-HYXAFXHYSA-N
0,481-20-9,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,XIIAYQZJNBULGD-CJPSHIORSA-N
0,160632-45-1,CC1CCC2C(C)(C)CCCC2(C)C13OC4=C(C=O)C(=O)C(=CC4=C3)O,XVRIRQMQGOSIKV-UHFFFAOYSA-N
0,107633-95-4,OC1CCC2CC(O)C1N2,GXCZZQGJZNJSBW-UHFFFAOYSA-N
0,6537-80-0,OC(=O)[C@H](OC(=O)\C=C\c1ccc(O)c(O)c1)[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C(O)=O,YDDGKXBLOXEEMN-IABMMNSOSA-N
0,3567-00-8,COc1cc(O)c2c(O)c3C(=O)C=C(C)Oc3cc2c1,FPNKCZKRICBAKG-UHFFFAOYSA-N
0,3351-86-8,CC(=O)O[C@H]1CC(C)(C)[C](=[C]=[CH]C(\C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,SJWWTRQNNRNTPU-ABBNZJFMSA-N
0,33880-85-2,COC(=O)C/1=C/CC[C@@]2(C)O[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3[C@H](OC(=O)[C@]4(C)O[C@@H]4C)[C@H]1OC(C)=O,VCBNPTWPJQLHQN-FQAPAZNFSA-N
0,103873-58-1,CC(C)=CC\C=C(/C)C1CCC(C)(O)C1CC2=C(O)C(O)CCC2=O,GGWQDOIRSAQRFH-VGOFMYFVSA-N
0,39029-41-9,CC(C)[C@H]1CCC(=C)[C@H]2CCC(=C[C@H]12)C,WRHGORWNJGOVQY-RBSFLKMASA-N
0,522-87-2,O.O[C@H]1CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]2[C@H]1C(O)=O,UXXCUDYYOMDFPX-GPRFVYSASA-N
0,152520-94-0,CC(C)=CCC/C(C)=C/CO[C@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,IEGFOTASSBZIBZ-DNEWVRTNSA-N
0,24148-89-8,COc1ccc2CC[C@]34NCC[C@]3(CC(=O)C(=C4OC)OC)c2c1O,KTRLYLXLXTXHPM-RBUKOAKNSA-N
0,928-80-3,CCCCCCCC(=O)CC,XJLDYKIEURAVBW-UHFFFAOYSA-N
0,21200-24-8,CNC1=NC(=O)[C@@H](O1)[C@H](C)c2c[nH]c3ccccc23,GNTVWGDQPXCYBV-PELKAZGASA-N
0,3943-97-3,COC(=O)/C=C/c1ccc(O)cc1,NITWSHWHQAQBAW-QPJJXVBHSA-N
0,3246-21-7,COc1cc2CC3N(C)CCc4c(OC)c5OCOc5c(c2cc1OC)c34,XEZKWYLHAOYOCL-UHFFFAOYSA-N
0,629-78-7,CCCCCCCCCCCCCCCCC,NDJKXXJCMXVBJW-UHFFFAOYSA-N
0,21890-57-3,CC1=C(Cl)C(=O)c2c(O)cccc2C1=O,LHPOSZYLQOYNDN-UHFFFAOYSA-N
0,93859-63-3,Oc1ccc(cc1)[C@H]2Oc3cc(O)cc(O)c3C(=O)[C@@H]2[C@H]4[C@@H](Oc5cc(O)cc(O)c5C4=O)c6ccc(O)cc6,RNQBLQALVMHBKH-SQYWJIFTSA-N
0,105762-16-1,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@@H]([C@H](O)[C@H](O)[C@H]6O)C(O)=O)[C@@](C)(C=O)[C@@H]5CC[C@@]34C)[C@H]2C1)C(O)=O,NUSHOJSYOLRGAX-MNUGVRNGSA-N
0,57-88-5,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,HVYWMOMLDIMFJA-DPAQBDIFSA-N
0,108605-70-5,OC(=O)c1cc(O)ccc1NC(=O)/C=C/c2ccc(O)cc2,QGUMNWHANDITDB-FPYGCLRLSA-N
0,40217-50-3,Cc1cc2C=C3N(CCc4c3[nH]c5ccccc45)C(=O)c2cn1,JCBVEVKMVDYNPQ-UHFFFAOYSA-N
0,6060-06-6,CC(=O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,RVMPLOSJMIQORE-FUAAEJBOSA-N
0,479-37-8,COc1cc2CCN(C)[C@H]3Cc4ccc(O)c(Oc5ccc(C[C@H]6N(C)CCc7cc(OC)c(Oc(c1O)c23)cc67)cc5)c4,XGEAUXVPBXUBKN-IZLXSDGUSA-N
0,28290-28-0,C/C1=C/C(O)CC(C)(C)C2CC1CCC2=C,CXCWPODYESQSPM-XFFZJAGNSA-N
0,539-80-0,O=C1C=CC=CC=C1,QVWDCTQRORVHHT-UHFFFAOYSA-N
0,2858-66-4,CC(=O)CC1CCCCN1,JEIZLWNUBXHADF-UHFFFAOYSA-N
0,82534-57-4,COC1/C=C/OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)C(C)C(O)\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,NPAOKHUSTYPBJH-AQASXUMVSA-N
0,568-21-8,COc1cc2CCN(C)[C@H]3Cc4cccc(OC)c4c(c1O)c23,RQCOQZNIQLKGTN-ZDUSSCGKSA-N
0,5794-04-7,CC1(C)C2CCC(C2)C1=C,CRPUJAZIXJMDBK-UHFFFAOYSA-N
0,548-54-9,Oc1ccc2[nH]cc(C3=CC(/C(=O)N3)=C4/C(=O)Nc5ccccc45)c2c1,XAPNKXIRQFHCHN-AQTBWJFISA-N
0,23510-81-8,CC(C)CC(=O)C1=C(O)C(=C(O)[C@](O)(CC=C(C)C)C1=O)CC=C(C)C,VMSLCPKYRPDHLN-OAQYLSRUSA-N
0,16982-00-6,Cc1ccc(cc1)[C@]2(C)CCCC2(C)C,SLKPBCXNFNIJSV-HNNXBMFYSA-N
0,524-08-3,Oc1ccc2C(=O)C(COc2c1)c3cc4OCOc4cc3O,FAPWSAQOVOBPCP-UHFFFAOYSA-N
0,478-10-4,COc1cc2OC[C@H]3Oc4c(ccc5occc45)C(=O)[C@H]3c2cc1OC,KPSZGBRARBOMHQ-MSOLQXFVSA-N
0,19458-46-9,CC(O)(CO)CC[C@@H](O)[C@](C)(O)[C@H]1CCC2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,RRCGNPRHZQPOOT-UXSQLJCPSA-N
0,75-33-2,CC(C)S,KJRCEJOSASVSRA-UHFFFAOYSA-N
0,112431-33-1,[H+].[H+].[Cl-].[Cl-].Oc1cccc(CCc2c(O)c(O)ccc2CCNCCCCCCNCCc3ccccc3)c1,SFFVOQLDCSAJOS-UHFFFAOYSA-N
0,641-28-1,COC(=O)c1ccc2c(c1)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,NMKUAEKKJQYLHK-KRWDZBQOSA-N
0,25383-25-9,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@@H](O)[C@@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,LMJMTWXDWFWZHV-CWJYERATSA-N
0,2639-63-6,CCCCCCOC(=O)CCC,XAPCMTMQBXLDBB-UHFFFAOYSA-N
0,103-82-2,OC(=O)Cc1ccccc1,WLJVXDMOQOGPHL-UHFFFAOYSA-N
0,73338-88-2,COc1cc(O)cc(c1CC=C(C)C)c2oc3cc(O)ccc3c2,MRJQFSZVXAESPR-UHFFFAOYSA-N
