,CAS ID,SMILES,InChIKey
0,102518-79-6,C\C=C1/C2CC3=C(C=CC(=O)N3)C1(N)CC(=C2)C,ZRJBHWIHUMBLCN-QDEBKDIKSA-N
0,491-70-3,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,IQPNAANSBPBGFQ-UHFFFAOYSA-N
0,62346-22-9,C\C1=C/CCC(=C)C2CC(C)(C)C2CC1=O,KXSUIPOSVGSLQP-YRNVUSSQSA-N
0,11027-63-7,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)C=C(COC(=O)c4ccc(O)cc4)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,GLACGTLACKLUJX-QNAXTHAFSA-N
0,474-58-8,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)C,NPJICTMALKLTFW-OFUAXYCQSA-N
0,139523-30-1,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]56OC[C@@]7(CCC(C)(C)C[C@@H]57)[C@@H](O)C[C@@]46C)[C@]2(C)CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H]1O,IRJDRINEGANBIK-ARKKLDSOSA-N
0,485-19-8,COc1ccc(C[C@@H]2N(C)CCc3cc(OC)c(O)cc23)cc1O,BHLYRWXGMIUIHG-HNNXBMFYSA-N
0,520-36-5,Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,KZNIFHPLKGYRTM-UHFFFAOYSA-N
0,83-48-7,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,HCXVJBMSMIARIN-PHZDYDNGSA-N
0,2169-44-0,COc1cc2c(C[C@@H]3N(C)CCc4cc(OC)c(OC)c2c34)cc1O,ZFLRVRLYWHNAEC-AWEZNQCLSA-N
0,520-28-5,COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,IRZVHDLBAYNPCT-UHFFFAOYSA-N
0,6736-85-2,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](OC(=O)c4ccc(O)cc4)[C@@H]5O[C@]5(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,UXSACQOOWZMGSE-RWORTQBESA-N
0,82854-37-3,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC(=O)/C=C/c5ccc(O)c(O)c5)[C@H](O)[C@H](O)[C@H]1O,FSBUXLDOLNLABB-ISAKITKMSA-N
0,559-70-6,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,JFSHUTJDVKUMTJ-QHPUVITPSA-N
0,61276-17-3,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)\C=C\c4ccc(O)c(O)c4)[C@H](O)[C@H](O)[C@H]1O,FBSKJMQYURKNSU-ZLSOWSIRSA-N
0,4339-72-4,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C4[C@@H]5CC(C)(C)CC[C@@]5(CC[C@@]34C)C(O)=O)C1(C)C,RIXNFYQZWDGQAE-DFHVBEEKSA-N
0,480-44-4,COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,DANYIYRPLHHOCZ-UHFFFAOYSA-N
