,CAS ID,SMILES,InChIKey
0,20019-64-1,CC1(C)OC(=O)C=C1,YNKQMZRTPPVLLL-UHFFFAOYSA-N
0,518-11-6,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(O)C(=O)C=C13,ATWWYGQDYGSWQA-AWEZNQCLSA-N
0,473-06-3,CC1=CCC2C(=O)C1C2(C)C,IECBDTGWSQNQID-UHFFFAOYSA-N
0,65847-03-2,COc1c2ccoc2nc3c(O)c4OCOc4c(CC=C(C)C)c13,DVYGQAMJPXHFED-UHFFFAOYSA-N
0,121350-98-9,C/C=C(C)/[C@H]1OC(=O)C(C)(C)[C@H](O)[C@@H]1C,TXJOTIFCEKOXSM-BPESRRAMSA-N
0,521-87-9,CC1C(=O)c2cc3OCOc3cc2CCN(C)Cc4c5OCOc5ccc14,WOLWLEQYUFDNTA-UHFFFAOYSA-N
0,19360-72-6,Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)c([C@@H]4[C@H](Oc5cc(O)cc(O)c5C4=O)c6ccc(O)cc6)c3O2,MXEIKUWMKSYEII-DETITRACSA-N
0,10178-38-8,CC1C(OC(C)=O)C(OC2CC3(C)C4=C(CCC3(C)C12)C5(C)CCC(O)C(C)(C)C5CC4)C=C(C)C,CPTYJLQLCCZXEV-UHFFFAOYSA-N
0,52259-61-7,CC(C)C(O)C(=O)CC(C)CCC(=O)c1cocc1,HCPDJZNVPUCXHZ-UHFFFAOYSA-N
0,120461-92-9,COC1=CC(=O)c2c(O)c(OC)c(CC(C)OC(=O)c3ccccc3)c4c5c(CC(C)OC(=O)c6ccccc6)c(OC)c(O)c7C(=O)C=C(OC)c(c1c24)c57,VUBUMFQDTQGEKS-UHFFFAOYSA-N
0,30513-63-4,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3cc4C[C@@H](C([O-])=O)[N+](=CC=C5C[C@H](NC(=C5)C(O)=O)C(O)=O)c4cc3O)[C@H](O)[C@@H](O)[C@@H]1O,JFSHCYUNIKQIPE-XAZCMKEVSA-N
0,518-60-5,CC(C)C1CC2=C(O1)N(C)c3c4OCOc4ccc3C2=O,PPSOAEAJQYYWFV-UHFFFAOYSA-N
0,62512-79-2,CC(O)C(O)c1ccc2OCOc2c1,YIRAEUKOPKEBHB-UHFFFAOYSA-N
0,104987-36-2,OC1OC2COC(=O)c3cc(O)c(O)c(O)c3c4c(O)c(O)c(O)cc4C(=O)OC2C(OC(=O)c5cc(O)c(O)c(O)c5)C1OC(=O)c6cc(O)c(O)c(O)c6Oc7cc8C(=O)OCC9OC(OC(=O)c%10cc(O)c(O)c(O)c%10)C(O)C(OC(=O)c%11cc(O)c(O)c(O)c%11)C9OC(=O)c%12cc(O)c(O)c(O)c%12c8c(O)c7O,SHYSVHSGJVNSLX-UHFFFAOYSA-N
0,14237-76-4,C[C@@H]1[C@@H]2CC[C@H]3[C@@]45CO[C@@H](O)[C@@H]4C(C)(C)[C@@H](O)C[C@@H]5OC(=O)[C@]3(C2)C1=O,XDIFXKVLMXAILB-VOAOTNMWSA-N
0,2971-31-5,OC(=O)CC1C(=O)Nc2ccccc12,ILGMGHZPXRDCCS-UHFFFAOYSA-N
0,135529-30-5,C[C@H]1C[C@@H](C)[C@@H]([C@H](C1)C=C)C2=C(O)N(O)C=CC2=O,IYINVMYXDLIGAM-NOHGZBONSA-N
0,81427-15-8,CC\C=C/C\C=C/CC\C=C\C=C\C(=O)NCC(C)C,YFRGJIVWBMOBIT-GTDPEVRFSA-N
0,55073-32-0,C[C@@H]1[C@@H](OC(=O)c2ccccc2)[C@@]3(O[C@@]4(O[C@@H]3[C@@H]5[C@@H]6O[C@]6(CO)[C@@H](O)[C@@]7(O)[C@@H](C=C(C)C7=O)[C@@]15O4)c8ccccc8)C(C)=C,QKMXESBAFIKRAD-LPHDITAFSA-N
0,113403-19-3,CN1C=CC2=C3N=C4C=C(Br)C=CC4=C5C(=O)C[N+](C)(C)C(=C35)CC2=C1,QBVVJRAGOGTIHV-UHFFFAOYSA-N
0,7416-35-5,C\C=C(/C)C1CCC(C)(C)O1,LPEYLSKLVYWOEQ-VMPITWQZSA-N
0,143-13-5,CCCCCCCCCOC(C)=O,GJQIMXVRFNLMTB-UHFFFAOYSA-N
0,603-56-5,COc1cc(ccc1O)C2=C(OC)C(=O)c3c(O)c(OC)c(OC)cc3O2,NBVTYGIYKCPHQN-UHFFFAOYSA-N
0,58115-31-4,OC[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)c3ccccc3,KSVKECXWDNCRTM-GOTSBHOMSA-N
0,59-67-6,OC(=O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N
0,66056-18-6,COc1cc2OC(=O)C(=Cc2c(OC)c1CC=C(C)C)c3ccc(O)cc3O,FWWGXZYUURXJLK-UHFFFAOYSA-N
0,10191-01-2,C\C=C(\C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@H](O)C=C(C)[C@]3(O)[C@H]4OC(=O)C(=C)[C@H]14,ADBOAFOIAMBXJT-WBNZXOOCSA-N
0,66574-19-4,CC1C(OCN1C)c2ccccc2,POZQVPIDBKNJTK-UHFFFAOYSA-N
0,142386-37-6,CC/C=C/C(OC(N)=O)C(Cl)C(O)CC(O)C(O)C(O)C(C)/C(Cl)=C/C=C/C=C(C)/C=C/C=C/C(=O)OC1CC(CCC1O)C(O)=O,VSFNDCKKSCIXNV-PHMKDSOOSA-N
0,138256-93-6,OC1COC(=O)c2cc(O)c(O)c(O)c2c3c(O)c(O)c(O)cc3C(=O)OC1C4OC(=O)c5cc(O)c(O)c(O)c5c6c(O)c(O)c(O)c7C(C4OC(=O)c67)c8c(O)cc(O)c9CC(O)C(Oc89)c%10ccc(O)c(O)c%10,VFRPPNXPLILJQH-UHFFFAOYSA-N
0,142-08-5,O=C1NC=CC=C1,UBQKCCHYAOITMY-UHFFFAOYSA-N
0,454-29-5,NC(CCS)C(O)=O,FFFHZYDWPBMWHY-UHFFFAOYSA-N
0,134-01-0,[Cl-].COc1cc(ccc1O)c2[o+]c3cc(O)cc(O)c3cc2O,OGBSHLKSHNAPEW-UHFFFAOYSA-N
0,73666-80-5,C[C@@H](O)[C@@H](NC(=O)[C@H](C)[C@@H](O)C(C)NC(=O)[C@H](NC(=O)c1nc(nc(N)c1C)C(CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](OC(N)=O)[C@H]3O)c4[nH]cnc4)C(=O)NCCc5scc(n5)c6scc(n6)C(=O)NCCCCNC(N)=NCCCCNC(N)=NCCCCN=C(N)N,FQIIXMIZZHEDLO-ZFYRMMMWSA-N
0,300-87-8,Cc1onc(C)c1,FICAQKBMCKEFDI-UHFFFAOYSA-N
0,124-18-5,CCCCCCCCCC,DIOQZVSQGTUSAI-UHFFFAOYSA-N
0,3535-30-6,CCOc1ccc(cc1OC)C(O)=O,LBYKODYNFRCBIR-UHFFFAOYSA-N
0,117956-55-5,CN1C[C@@H](O)[C@H](O)[C@H]1CO,UBVOJPDDTVFNFJ-HSUXUTPPSA-N
0,4829-28-1,COC(=O)[C@@]1(C)CCC[C@]2(C)[C@H]3CCC(=C\C(=O)OCCN(C)C)/[C@H](C)[C@@H]3C(=O)[C@H](O)[C@@H]12,DFDLSTQZQLKKOB-KQYSUTHUSA-N
0,511-97-7,C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O)[C@H](O)C[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C,ORXKASWXOVPKDV-UBWBUNFISA-N
0,125620-71-5,CCCCCC\C=C/CCCC(=O)C1=C(O)OC(=C)C1=O,KRBPEGLVVABQIF-HJWRWDBZSA-N
0,121025-46-5,CCCCCCC(O)CCCCCC/C=C/C(OC(C)=O)C(O)C(O)C(N)C(O)=O,PBKBHDLANIOIKK-NTCAYCPXSA-N
0,59-47-2,Cc1ccccc1OCC(O)CO,JWDYCNIAQWPBHD-UHFFFAOYSA-N
0,53377-54-1,COc1cc(C)c2C(=CC(=O)Oc2c1)OC,LLTOPKQGFAAMKH-UHFFFAOYSA-N
0,5263-34-3,[Cl]|[Hg]|12|[OH+]=C(CC[OH+]|1C)NC3CCCCC23,CSXZCYIYPFVQKY-UHFFFAOYSA-P
0,51787-32-7,CC(=O)O[C@@H]1[C@@H]2[C@@H](Oc3ccc4C(=O)C=C(Oc4c23)c5ccccc5)OC1(C)C,XTIQPKJOGKMOSY-FCEUIQTBSA-N
0,58286-53-6,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(COC(=O)/C=C/c5ccc(O)cc5)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,MVTLXFDHKDVAIC-LQQBYVAQSA-N
0,115016-16-5,[Cl-].C[C@H]1O[C@@H]2CC(=O)O[C@@H]2C3=C1C(=O)c4c(O)cc5c([C@@H]6C[C@@H]([C@@H](O)[C@@]5(C)O6)N(C)C)c4C3=O.[H+],PJQXHFQQRQLCDQ-BYSQESQXSA-N
0,90745-22-5,COc1c(O)cc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2,ONKNGUOZRAKQPG-UHFFFAOYSA-N
0,32728-78-2,C/C=C(/C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)O)C(C)(C)O)C12,HRSGCYGUWHGOPY-SDQBBNPISA-N
0,4033-27-6,NC1=NC(=O)C2=C(NCC(=N2)CNc3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)N1,OZRNSSUDZOLUSN-UHFFFAOYSA-N
0,6869-58-5,C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(CO)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H](CCC45O)C6=CC(=O)OC6)C2)[C@H](O)[C@H](O)[C@H]1O,WPVGSIBYLZQSIK-ZYIGTGHHSA-N
0,482-68-8,CC=C1C=[N+]2[C@H]3Cc4c([nH]c5ccc(O)cc45)[C@@H]2C[C@H]1[C@H]3CO,ADFKWOUMZCHRTD-ZYUBPSHWSA-O
0,16630-66-3,COC(=O)CSC,HZYCAKGEXXKCDM-UHFFFAOYSA-N
0,2309-39-9,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,UJGXCOFZMJCRLN-VBFLNORGSA-N
0,305-01-1,Oc1cc2OC(=O)C=Cc2cc1O,ILEDWLMCKZNDJK-UHFFFAOYSA-N
0,572-30-5,OC[C@@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@H]1O,BDCDNTVZSILEOY-UXYNSRGZSA-N
0,639-81-6,CN1C[C@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,XCGSFFUVFURLIX-BRMNWJGKSA-N
0,33171-05-0,Oc1ccc(cc1)\C=C\C(=O)CC(=O)/C=C/c2ccc(O)cc2,PREBVFJICNPEKM-YDWXAUTNSA-N
0,160492-64-8,CC1(C)C[C@@H]2C[C@@]34O[C@@H]3C(=O)C(=C)[C@@]4(C)[C@@H]2C1,QGOYASWEWJQUBT-DTFMEENKSA-N
0,509-93-3,C[C@H]1CC[C@@H]2[C@@H](OC(=O)C2=C)[C@@]3(C)[C@H]1C=CC3=O,IFXGCKRDLITNAU-JHSUYXJUSA-N
0,6901-14-0,COC1=CC2C(C1=O)C3=C2c4c(CCC3NC(C)=O)cc(OC)c(OC)c4OC,VKPVZFOUXUQJMW-UHFFFAOYSA-N
0,568-50-3,COc1c(C)c(O)c(Cc2c(O)c(C)c(OC)c(c2O)C(=O)C(C)C)c(O)c1C(=O)C(C)C,KPKGKOASFCAMGD-UHFFFAOYSA-N
0,64421-28-9,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C3C1[C@H](O)C[C@]3(C)O,KKSYAZCUYVRKML-QDXNKOLPSA-N
0,35740-18-2,CC1(C)OC1COc2c3occc3cc4C=CC(=O)Oc24,CTJZWFCPUDPLME-UHFFFAOYSA-N
0,151687-86-4,CCCC1(O)C(OC2CCC(OC3CCC(O)(C(C)O3)C(C)=O)C(C)O2)C(O)C(OC4CC(O)C(O)C(C)O4)C5Cc6cc7c(OC)c(OC)c(c(O)c7c(O)c6C(=O)C15O)C8=C(OC)C(=O)c9c(O)c%10C%11OC%12(CCC)C(OC%13CCC(OC%14CCC(O)(C(C)O%14)C(C)=O)C(C)O%13)C(O)C(OC%15CC(O)C(O)C(C)O%15)C%11C%12(O)C(=O)c%10c(O)c9C8=O,XGHSXRXEPCUHTN-UHFFFAOYSA-N
0,37172-32-0,CC(/CO)=C\CC[C@]1(C)[C@H]2CC[C@H](C2)C1=C,OJYKYCDSGQGTRJ-BFONTGBQSA-N
0,7429-44-9,COC1CCCCC1=O,JYJURPHZXCLFDX-UHFFFAOYSA-N
0,510-25-8,CN1C2CCC1CC(C2)OC(=O)[C@H]3CC[C@](C(=O)OC4CC5CCC(C4)N5C)(c6ccccc6)c7ccccc37,GERIGMSHTUAXSI-KZYONXTKSA-N
0,1188-37-0,CC(=O)NC(CCC(O)=O)C(O)=O,RFMMMVDNIPUKGG-UHFFFAOYSA-N
0,76193-60-7,COc1cncc2C(C)NC(=O)Cc12,JSJALGZAHYXCKU-UHFFFAOYSA-N
0,40661-45-8,OC[C@@H]1O[C@H](OCCC2(O)C=CC(=O)C=C2)[C@@H](O)[C@H](O)[C@H]1O,VTVARPTUBCBNJX-WJTVCTBASA-N
0,52761-34-9,CCCCC/C=C\C=C\O\C=C\CCCCCCC(O)=O,HHZKKFXQEIBVEV-CXXUKANQSA-N
0,61897-91-4,CC1(C)N(O)[C@@H]2N(C1=O)c3ccccc3[C@@]24C[C@@H](N5C=Nc6ccccc6C5=O)C(=O)O4,NRWLZYIHXSJKCU-MONBJTKQSA-N
0,18719-76-1,[Cl-].C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,ADZHXBNWNZIHIX-XYGAWYNKSA-N
0,95-13-6,C1C=Cc2ccccc12,YBYIRNPNPLQARY-UHFFFAOYSA-N
0,56-12-2,NCCCC(O)=O,BTCSSZJGUNDROE-UHFFFAOYSA-N
0,60-79-7,C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,WVVSZNPYNCNODU-XTQGRXLLSA-N
0,123-69-3,O=C1CCCCC\C=C/CCCCCCCCO1,NVIPUOMWGQAOIT-RQOWECAXSA-N
0,620-02-0,Cc1oc(C=O)cc1,OUDFNZMQXZILJD-UHFFFAOYSA-N
0,1758-88-9,CCc1cc(C)ccc1C,AXIUBBVSOWPLDA-UHFFFAOYSA-N
0,14265-53-3,COc1ccc(cc1O)C2=C(O)C(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2,FMZXFFXOKZSIMV-UHFFFAOYSA-N
0,79617-00-8,C[C@H]1CC[C@@]2(O)[C@@H]1[C@@H](OC=C2C=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,QCCRICPXIMDIGF-UHONDKDASA-N
0,124-76-5,CC1(C)[C@H]2CC[C@@]1(C)[C@H](O)C2,DTGKSKDOIYIVQL-XKSSXDPKSA-N
0,112-12-9,CCCCCCCCCC(C)=O,KYWIYKKSMDLRDC-UHFFFAOYSA-N
0,21087-98-9,COc1ccc2[nH]c3c4C=CC(C)(C)Oc4c(C)cc3c2c1,OSERHKINMDLESD-UHFFFAOYSA-N
0,28831-65-4,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c2ccc(O)c3OC(C(C(O)=O)c23)c4ccc(O)c(O)c4,UJZQBMQZMKFSRV-UJVFRBSWSA-N
0,10254-99-6,CCCCCC(=O)c1c(O)cc2C(=O)c3cc(O)cc(O)c3C(=O)c2c1O,XIJDBHLQUYAZJI-UHFFFAOYSA-N
0,3561-81-7,COc1cc(O)c2C(=O)c3cccc(O)c3Oc2c1,IQIGECASJMDDMD-UHFFFAOYSA-N
0,13758-27-5,CC(C)C1N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)c3cnc4ccccc4n3)C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c5cnc6ccccc6n5)C(=O)NC(C)C(=O)N2C,GULVULFEAVZHHC-UHFFFAOYSA-N
0,60-92-4,Nc1ncnc2n(cnc12)C3OC4CO[P](O)(=O)OC4C3O,IVOMOUWHDPKRLL-UHFFFAOYSA-N
0,3463-92-1,C[C@@H]1N[C@@H]2CCCCCCCC(=O)O[C@H]3CC[C@@H](CCCCCCCC(=O)O[C@H]1CC2)N[C@H]3C,AMSCMASJCYVAIF-QCVMBYIASA-N
0,11350-35-9,CC1OC1(C)C(=O)O[C@@H]2[C@H](OC(C)=O)c3c(OC2(C)C)ccc4C=CC(=O)Oc34,JATBXVRRSYYPIL-SKGLXBPESA-N
0,7143-09-1,COC(=O)[C@H]1[C@@H](O)CC2CCC1N2C,QIQNNBXHAYSQRY-ABIFROTESA-N
0,7049-13-0,Cc1nc(sc1C(=O)C2=C(O)C(=O)N(CCCN3CCOCC3)C2c4cccnc4)c5ccccc5,PQTWHJRDPOWUHD-UHFFFAOYSA-N
0,1201-26-9,CC(=O)Cc1c[nH]c2ccccc12,LDVHYJKRIKBISQ-UHFFFAOYSA-N
0,530-53-0,O=C1N2CCCC2=Nc3ccccc13,VARHXCYGZKSOOO-UHFFFAOYSA-N
0,1400-11-9,O[C@H]1[C@H](O)[C@@H](OC(=O)CC[N+]([O-])=O)[C@@H](O[C@@H]1COC(=O)CC[N+]([O-])=O)OC(=O)CC[N+]([O-])=O,CNURKUNYCXCBEK-WMNSZERYSA-N
0,4849-90-5,OC(=O)c1cc2OCOc2c3c4cc(O)ccc4cc(c13)[N+]([O-])=O,NBFGYDJKTHENDP-UHFFFAOYSA-N
0,95-63-6,Cc1ccc(C)c(C)c1,GWHJZXXIDMPWGX-UHFFFAOYSA-N
0,196607-75-7,C[C@@H]1CCC2(OC1)O[C@H]3C[C@H]4[C@@H]5C[C@@H](O)[C@H]6C[C@@H](O)[C@@H](O)C[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C,FYRLHXNMINIDCB-XCBLRSHOSA-N
0,58779-09-2,Oc1ccccc1Cc2c(O)c(Cc3ccccc3O)c4O[C@@H](CC(=O)c4c2O)c5ccccc5,WBZSDBHJYZORRP-VWLOTQADSA-N
0,29623-28-7,CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O,HNICUWMFWZBIFP-IRQZEAMPSA-N
0,152464-84-1,CC1(C)C(CCC2(C=O)C1CCC3(C)C2CCC4C5=CC(C)(CCC5(C)CCC34C)C(O)=O)OC6OC(C(O)C(O)C6OC7OCC(O)C(O)C7O)C(O)=O,OHGFKHHCPIGSKE-UHFFFAOYSA-N
0,4836-52-6,N[C@H](CO)Cc1[nH]cnc1,ZQISRDCJNBUVMM-YFKPBYRVSA-N
0,19356-17-3,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C,JWUBBDSIWDLEOM-DTOXIADCSA-N
0,20407-84-5,CCCCCCCCC\C=C\C=O,SSNZFFBDIMUILS-ZHACJKMWSA-N
0,52153-09-0,OC[C@@H]1OC(=O)[C@@H](O)[C@H](O)[C@H]1O,PHOQVHQSTUBQQK-KLVWXMOXSA-N
0,88478-03-9,Oc1ccc2c(oc3c4c(O)cc(O)cc4OC(=O)c23)c1,WIRRQLQRDSREEG-UHFFFAOYSA-N
0,98112-41-5,CC1CC2OC(=O)CC2OC3CC4OC5C\C=C/CC6OC7CCCC8OC9CC%10OC(CC(O)C%10OC9CC8(C)OC7\C=C/CC6OC5C(C)CC4OC3(C)C1)CC(=C)C=O,MGVIMUPHKPHTKF-PMAMELDRSA-N
0,306-60-5,NCCCCN=C(N)N,QYPPJABKJHAVHS-UHFFFAOYSA-N
0,83-67-0,Cn1cnc2N(C)C(=O)NC(=O)c12,YAPQBXQYLJRXSA-UHFFFAOYSA-N
0,27538-10-9,CCC1OC(=C(O)C1=O)C,GWCRPYGYVRXVLI-UHFFFAOYSA-N
0,51857-11-5,COc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3,DSAJORLEPQBKDA-AWEZNQCLSA-N
0,110-62-3,CCCCC=O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N
0,94130-58-2,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC(=O)/C=C/c5ccc(O)c(O)c5)[C@H](O)[C@H](O)[C@H]1O,XPLMUADTACCMDJ-UVQMCPPLSA-N
0,156-06-9,OC(=O)C(=O)Cc1ccccc1,BTNMPGBKDVTSJY-UHFFFAOYSA-N
0,104012-37-5,CC/C(C)=C/C(=O)O[C@@H]1C[C@@H](C(C)C)[C@H]2[C@@H](CC(=O)[C@H]2C(C)OC(C)=O)C1=C,CFUPNMDNSQIWBB-ACCKDKKQSA-N
0,38840-23-2,Cc1cc(O)c2C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3C(=O)c2c1,HSWIRQIYASIOBE-JNHRPPPUSA-N
0,54278-86-3,CC1=CCC(Br)C(C)(C)C12CCC(C)(O)C(Cl)C2,XTJRMMKSWBOFCC-UHFFFAOYSA-N
0,137018-32-7,OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)cc4)[C@H](OC(=O)/C=C/c5ccc(O)cc5)[C@@H](O)[C@@H]1O,IKONEAPXVKTZFF-NLGJGAJZSA-N
0,603-17-8,CCc1c(C)c2[nH]c1cc3nc4c(C(C(=O)OC)C(=O)c4c3C)c5nc(cc6[nH]c(c2)c(C=C)c6C)C(C)C5CCC(=O)OC\C=C(C)\CCCC(C)CCCC(C)CCCC(C)C,DQVGVYRSVYCJRR-HTLTWAQSSA-N
0,133401-12-4,CCC(=O)NCCc1c2Nc3ccccc3c4ccnc(c5ncsc15)c24,OHRPKUDJMIHDKF-UHFFFAOYSA-N
0,63426-84-6,C/C1=C/CC2=C(C)C(=O)O[C@H](C2)\C(=C/CC1)C,WQSQTKXRQDVOIO-DXNXGREHSA-N
0,156223-08-4,CCCCC/C=C/C=C/C(=O)CCCCCCCC(=O)NC(CCC(N)=O)C(=O)NC1C(C)OC(=O)CNC(=O)C(CO)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CCNC1=O,ARKPSPWBJDFWAE-DGRUYDBLSA-N
0,586-82-3,CC(C)C1=CCC(C)(O)CC1,XJWZDXFFNOMMTD-UHFFFAOYSA-N
0,548-76-5,COc1cc(cc(O)c1OC)C2=COc3cc(O)c(OC)c(O)c3C2=O,TUGWPJJTQNLKCL-UHFFFAOYSA-N
0,99-19-4,OC[C@H]1O[C@@H](O[C@H](C#N)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,ZKSZEJFBGODIJW-YOVYLDAJSA-N
0,16688-19-0,CNc1ccc(cc1C(=O)OC)C2CCN3C(=O)c4ccccc4N=C23,FZKRWTVMKFSFSG-UHFFFAOYSA-N
0,41929-11-7,CCC(C)C(=O)O[C@H]1C[C@](C)(OC(C)=O)[C@H]2[C@H](OC(=O)C(\C)=C/C)C=C(C)[C@H]2[C@@H]3OC(=O)[C@@](C)(OC(C)=O)[C@H]13,VIFTUZUHQDHAIL-RDSILWCTSA-N
0,96-76-4,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,ICKWICRCANNIBI-UHFFFAOYSA-N
0,467-41-4,CC1C2CCC3(C)C4(C)C(=O)C=CC34C2OC1=O,DAGAGXCQQYCLAE-UHFFFAOYSA-N
0,155-57-7,O[C@H]1CO[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,YYYCJNDALLBNEG-GNRUMFBNSA-N
0,501-26-8,CCCCCC\C=C/CCCCCCCc1cccc(O)c1,YLKVIMNNMLKUGJ-FPLPWBNLSA-N
0,151140-40-8,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H]3OC=C4[C@@H](CCOC4=O)[C@H]3C=C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,LILOLDYAQAFVGN-DFOQSZTGSA-N
